marriage,sex,checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class
div/dep/mar,female,0<=X<200,4<x<21,existing paid,radio/tv,250<x<4793,<100,1<=X<4,4,guarantor,4,real estate,26,none,own,1,unskilled resident,2,none,yes,good
single,male,0<=X<200,21<x<38,existing paid,used car,4793<x<9337,<100,<1,2,none,3,car,30,none,own,2,skilled,1,none,yes,good
div/dep/mar,female,no checking,4<x<21,critical/other existing credit,education,250<x<4793,100<=X<500,1<=X<4,4,none,3,car,31,none,own,1,skilled,1,none,yes,good
single,male,no checking,x<4,critical/other existing credit,radio/tv,250<x<4793,<100,4<=X<7,2,none,1,real estate,42,none,own,2,unskilled resident,2,none,yes,good
div/sep,male,<0,21<x<38,existing paid,radio/tv,250<x<4793,<100,1<=X<4,4,none,4,car,31,none,rent,1,skilled,1,none,yes,bad
single,male,<0,4<x<21,existing paid,new car,250<x<4793,<100,<1,3,none,4,real estate,41,none,own,1,unskilled resident,2,yes,yes,good
single,male,0<=X<200,21<x<38,existing paid,education,250<x<4793,<100,4<=X<7,3,none,1,car,32,none,own,2,skilled,2,none,yes,good
div/dep/mar,female,0<=X<200,4<x<21,existing paid,new car,250<x<4793,100<=X<500,1<=X<4,2,none,4,car,28,none,rent,2,skilled,1,yes,yes,bad
mar/wid,male,no checking,4<x<21,delayed previously,used car,250<x<4793,<100,1<=X<4,4,none,4,real estate,41,none,rent,1,skilled,1,none,yes,good
mar/wid,male,no checking,21<x<38,existing paid,radio/tv,250<x<4793,100<=X<500,4<=X<7,4,none,3,life insurance,26,none,own,1,skilled,1,yes,yes,good
single,male,no checking,21<x<38,existing paid,radio/tv,250<x<4793,no known savings,<1,4,none,2,car,25,none,own,2,skilled,1,none,yes,good
div/sep,male,>=200,4<x<21,critical/other existing credit,education,250<x<4793,<100,<1,2,none,1,car,33,none,rent,1,skilled,1,none,yes,bad
div/dep/mar,female,<0,4<x<21,existing paid,new car,250<x<4793,no known savings,unemployed,4,none,3,life insurance,75,none,own,1,high qualif/self emp/mgmt,1,yes,yes,good
div/dep/mar,female,0<=X<200,4<x<21,critical/other existing credit,furniture/equipment,250<x<4793,<100,>=7,3,none,4,life insurance,37,none,own,1,skilled,1,yes,yes,good
single,male,<0,38<x<55,existing paid,new car,4793<x<9337,<100,>=7,4,none,4,no known property,42,bank,for free,1,high qualif/self emp/mgmt,1,none,yes,bad
div/dep/mar,female,>=200,4<x<21,existing paid,furniture/equipment,250<x<4793,<100,<1,1,none,1,life insurance,45,stores,own,1,unskilled resident,1,none,yes,good
mar/wid,male,0<=X<200,4<x<21,existing paid,radio/tv,250<x<4793,<100,<1,1,none,1,real estate,23,none,rent,1,skilled,1,none,yes,bad
single,male,no checking,21<x<38,delayed previously,new car,250<x<4793,<100,>=7,4,none,4,no known property,60,none,for free,2,skilled,1,yes,yes,good
single,male,<0,21<x<38,existing paid,furniture/equipment,4793<x<9337,no known savings,>=7,4,none,4,life insurance,31,none,own,1,skilled,1,none,yes,bad
single,male,>=200,4<x<21,existing paid,furniture/equipment,250<x<4793,<100,1<=X<4,2,none,1,real estate,34,none,own,1,unskilled resident,2,none,yes,bad
single,male,no checking,4<x<21,critical/other existing credit,new car,250<x<4793,<100,>=7,4,none,4,real estate,61,none,own,2,unskilled resident,1,none,yes,good
single,male,<0,21<x<38,delayed previously,new car,250<x<4793,<100,unemployed,4,none,2,real estate,43,none,for free,2,skilled,2,none,yes,bad
div/dep/mar,female,no checking,21<x<38,critical/other existing credit,new car,250<x<4793,<100,1<=X<4,4,none,4,car,37,none,own,1,skilled,1,yes,yes,good
single,male,no checking,21<x<38,existing paid,radio/tv,250<x<4793,<100,4<=X<7,3,none,1,car,32,bank,own,1,skilled,2,none,yes,good
div/dep/mar,female,<0,4<x<21,all paid,radio/tv,250<x<4793,<100,1<=X<4,4,none,4,real estate,24,bank,own,1,unskilled resident,1,none,yes,bad
single,male,no checking,38<x<55,critical/other existing credit,used car,4793<x<9337,no known savings,4<=X<7,2,none,1,no known property,35,none,for free,2,skilled,1,yes,yes,good
div/dep/mar,female,no checking,4<x<21,critical/other existing credit,repairs,250<x<4793,no known savings,4<=X<7,4,none,4,real estate,23,none,own,2,skilled,1,none,yes,good
single,male,no checking,4<x<21,all paid,radio/tv,250<x<4793,500<=X<1000,>=7,2,none,4,life insurance,45,bank,own,1,unskilled resident,2,none,yes,good
mar/wid,male,<0,38<x<55,existing paid,radio/tv,4793<x<9337,<100,4<=X<7,1,guarantor,1,real estate,34,none,own,2,skilled,1,yes,yes,bad
single,male,0<=X<200,4<x<21,critical/other existing credit,new car,250<x<4793,100<=X<500,<1,4,none,1,car,27,none,own,1,skilled,1,none,yes,good
div/dep/mar,female,0<=X<200,4<x<21,existing paid,education,250<x<4793,<100,4<=X<7,4,none,4,life insurance,67,none,own,2,high qualif/self emp/mgmt,1,yes,yes,good
single,male,0<=X<200,4<x<21,existing paid,radio/tv,250<x<4793,<100,<1,2,none,1,car,22,stores,own,1,skilled,1,none,yes,bad
div/dep/mar,female,0<=X<200,4<x<21,no credits/all paid,new car,250<x<4793,100<=X<500,<1,3,none,3,car,28,none,own,2,skilled,1,none,yes,bad
div/dep/mar,female,no checking,4<x<21,no credits/all paid,new car,4793<x<9337,no known savings,1<=X<4,1,none,4,life insurance,29,bank,own,2,skilled,1,yes,yes,bad
single,male,<0,21<x<38,all paid,furniture/equipment,250<x<4793,<100,4<=X<7,3,none,4,car,27,bank,own,1,skilled,1,none,yes,bad
single,male,0<=X<200,4<x<21,critical/other existing credit,furniture/equipment,250<x<4793,<100,<1,2,none,2,real estate,31,none,own,2,unskilled resident,1,none,yes,bad
single,male,<0,21<x<38,existing paid,used car,250<x<4793,no known savings,>=7,4,none,4,no known property,49,bank,for free,1,skilled,2,yes,yes,good
single,male,<0,21<x<38,all paid,radio/tv,250<x<4793,<100,4<=X<7,4,guarantor,4,car,24,bank,rent,1,unskilled resident,1,none,yes,bad
div/dep/mar,female,>=200,4<x<21,delayed previously,radio/tv,250<x<4793,<100,<1,2,none,1,life insurance,29,bank,own,1,skilled,1,none,yes,good
single,male,0<=X<200,21<x<38,existing paid,new car,9337<x<13880,no known savings,1<=X<4,1,none,4,no known property,37,none,for free,1,skilled,1,yes,yes,bad
single,male,0<=X<200,21<x<38,delayed previously,business,250<x<4793,no known savings,1<=X<4,4,none,2,life insurance,37,bank,own,2,high qualif/self emp/mgmt,1,yes,yes,good
div/dep/mar,female,0<=X<200,21<x<38,delayed previously,radio/tv,250<x<4793,100<=X<500,4<=X<7,3,none,2,life insurance,23,none,rent,2,skilled,1,yes,yes,good
div/sep,male,<0,4<x<21,existing paid,new car,250<x<4793,<100,4<=X<7,2,none,3,car,36,none,own,1,skilled,1,none,yes,bad
single,male,no checking,21<x<38,critical/other existing credit,radio/tv,250<x<4793,>=1000,>=7,2,none,2,car,34,none,own,1,skilled,1,none,yes,good
single,male,0<=X<200,38<x<55,existing paid,radio/tv,250<x<4793,no known savings,4<=X<7,4,none,1,car,41,none,own,2,skilled,2,yes,yes,good
div/dep/mar,female,<0,38<x<55,existing paid,radio/tv,4793<x<9337,<100,1<=X<4,3,none,2,car,31,none,own,1,skilled,1,yes,yes,bad
div/dep/mar,female,<0,21<x<38,existing paid,furniture/equipment,250<x<4793,<100,<1,4,none,4,real estate,23,none,rent,1,unskilled resident,1,yes,yes,bad
single,male,no checking,21<x<38,critical/other existing credit,radio/tv,4793<x<9337,<100,4<=X<7,3,co applicant,2,car,38,none,own,1,skilled,1,none,yes,good
div/dep/mar,female,no checking,21<x<38,existing paid,used car,4793<x<9337,no known savings,unemployed,2,none,4,life insurance,26,none,rent,1,high qualif/self emp/mgmt,1,yes,yes,good
div/dep/mar,female,<0,4<x<21,existing paid,business,250<x<4793,<100,1<=X<4,4,none,4,life insurance,22,none,own,1,unskilled resident,1,none,yes,good
single,male,0<=X<200,4<x<21,existing paid,radio/tv,250<x<4793,<100,>=7,4,none,4,car,27,none,own,2,unskilled resident,1,none,yes,good
div/dep/mar,female,no checking,4<x<21,critical/other existing credit,furniture/equipment,250<x<4793,<100,4<=X<7,2,co applicant,3,car,24,bank,own,2,skilled,1,none,yes,good
div/dep/mar,female,0<=X<200,4<x<21,existing paid,radio/tv,250<x<4793,<100,4<=X<7,2,none,1,real estate,27,none,own,1,skilled,1,none,yes,good
div/dep/mar,female,no checking,21<x<38,critical/other existing credit,education,250<x<4793,no known savings,1<=X<4,3,none,2,car,33,none,own,2,skilled,1,yes,yes,good
div/sep,male,0<=X<200,21<x<38,critical/other existing credit,new car,250<x<4793,<100,<1,4,none,4,car,27,none,own,2,skilled,1,none,yes,bad
mar/wid,male,no checking,21<x<38,existing paid,retraining,250<x<4793,<100,<1,4,none,3,car,27,none,own,2,unskilled resident,1,none,yes,good
single,male,0<=X<200,4<x<21,critical/other existing credit,new car,250<x<4793,<100,>=7,3,guarantor,3,real estate,30,bank,own,2,skilled,1,none,yes,bad
single,male,0<=X<200,4<x<21,critical/other existing credit,new car,250<x<4793,<100,<1,1,none,3,real estate,49,bank,own,2,unskilled resident,2,none,yes,good
div/dep/mar,female,no checking,4<x<21,existing paid,furniture/equipment,250<x<4793,<100,1<=X<4,4,none,2,real estate,26,none,rent,1,skilled,1,none,yes,good
single,male,0<=X<200,21<x<38,existing paid,repairs,250<x<4793,<100,<1,4,none,1,no known property,33,none,rent,1,unskilled resident,1,none,yes,bad
div/dep/mar,female,no checking,4<x<21,existing paid,new car,250<x<4793,no known savings,>=7,4,none,4,no known property,52,none,for free,1,high qualif/self emp/mgmt,1,yes,yes,good
div/dep/mar,female,<0,4<x<21,existing paid,furniture/equipment,250<x<4793,<100,1<=X<4,1,none,4,real estate,20,bank,rent,1,skilled,1,none,yes,bad
single,male,<0,4<x<21,critical/other existing credit,new car,250<x<4793,<100,1<=X<4,2,none,2,real estate,36,none,rent,2,skilled,2,none,yes,good
single,male,<0,4<x<21,existing paid,furniture/equipment,250<x<4793,<100,1<=X<4,4,guarantor,1,life insurance,21,none,own,1,unskilled resident,1,none,yes,good
mar/wid,male,<0,4<x<21,existing paid,domestic appliance,250<x<4793,<100,1<=X<4,4,none,3,real estate,47,none,own,1,unskilled resident,1,yes,yes,bad
single,male,<0,4<x<21,critical/other existing credit,furniture/equipment,250<x<4793,<100,>=7,3,none,3,life insurance,60,none,own,2,skilled,1,none,yes,bad
div/dep/mar,female,<0,4<x<21,critical/other existing credit,radio/tv,250<x<4793,<100,4<=X<7,4,none,3,real estate,58,none,own,4,unskilled resident,1,yes,yes,good
div/dep/mar,female,0<=X<200,21<x<38,delayed previously,new car,250<x<4793,no known savings,1<=X<4,4,none,4,car,42,none,rent,2,skilled,1,yes,yes,good
div/dep/mar,female,no checking,4<x<21,existing paid,business,250<x<4793,>=1000,>=7,4,none,4,real estate,36,bank,own,1,unskilled resident,1,none,yes,good
div/dep/mar,female,0<=X<200,21<x<38,existing paid,new car,250<x<4793,<100,1<=X<4,3,none,4,life insurance,20,none,rent,1,unskilled resident,1,yes,yes,bad
single,male,<0,21<x<38,all paid,other,250<x<4793,no known savings,>=7,4,none,3,car,40,stores,own,1,high qualif/self emp/mgmt,1,yes,yes,bad
div/dep/mar,female,0<=X<200,4<x<21,all paid,new car,250<x<4793,100<=X<500,<1,1,none,1,life insurance,32,stores,own,1,unskilled resident,1,none,yes,bad
div/dep/mar,female,<0,21<x<38,existing paid,new car,250<x<4793,<100,4<=X<7,4,none,4,car,23,none,rent,2,skilled,1,none,yes,bad
single,male,0<=X<200,21<x<38,no credits/all paid,business,250<x<4793,<100,1<=X<4,1,none,4,real estate,36,none,own,3,unskilled resident,1,yes,yes,bad
single,male,no checking,4<x<21,critical/other existing credit,new car,250<x<4793,<100,4<=X<7,2,none,2,life insurance,31,bank,own,2,skilled,1,none,yes,bad
single,male,no checking,21<x<38,delayed previously,business,250<x<4793,<100,1<=X<4,1,none,2,no known property,32,none,for free,1,skilled,1,none,yes,good
div/dep/mar,female,0<=X<200,4<x<21,existing paid,radio/tv,250<x<4793,<100,<1,1,guarantor,1,real estate,45,none,own,1,skilled,1,none,yes,good
div/dep/mar,female,0<=X<200,4<x<21,existing paid,furniture/equipment,250<x<4793,<100,1<=X<4,4,none,1,life insurance,30,none,own,1,skilled,1,none,yes,bad
div/dep/mar,female,0<=X<200,21<x<38,all paid,education,250<x<4793,<100,4<=X<7,4,none,4,no known property,34,bank,for free,1,unskilled resident,1,none,yes,bad
div/dep/mar,female,no checking,21<x<38,existing paid,furniture/equipment,250<x<4793,<100,1<=X<4,4,none,2,car,28,none,own,1,high qualif/self emp/mgmt,1,yes,yes,bad
div/dep/mar,female,>=200,4<x<21,existing paid,furniture/equipment,250<x<4793,<100,<1,4,none,2,life insurance,23,none,own,1,skilled,1,none,yes,good
single,male,<0,21<x<38,all paid,furniture/equipment,250<x<4793,500<=X<1000,1<=X<4,4,none,4,real estate,22,stores,own,1,skilled,1,yes,yes,good
single,male,no checking,21<x<38,critical/other existing credit,business,250<x<4793,<100,1<=X<4,3,none,2,real estate,74,none,own,1,high qualif/self emp/mgmt,1,yes,yes,good
div/dep/mar,female,0<=X<200,21<x<38,existing paid,radio/tv,250<x<4793,100<=X<500,1<=X<4,4,co applicant,4,no known property,50,none,for free,1,skilled,1,none,yes,bad
single,male,no checking,4<x<21,existing paid,radio/tv,250<x<4793,<100,<1,4,none,1,real estate,33,none,own,1,skilled,1,none,yes,good
single,male,no checking,4<x<21,existing paid,used car,250<x<4793,no known savings,>=7,4,none,4,no known property,45,bank,for free,1,skilled,2,none,yes,good
div/dep/mar,female,<0,4<x<21,existing paid,domestic appliance,250<x<4793,100<=X<500,unemployed,4,none,3,life insurance,22,none,own,1,skilled,1,none,yes,bad
div/dep/mar,female,>=200,4<x<21,existing paid,new car,250<x<4793,100<=X<500,>=7,1,none,4,no known property,48,none,for free,1,unskilled resident,2,none,yes,bad
div/dep/mar,female,<0,4<x<21,existing paid,radio/tv,250<x<4793,>=1000,<1,4,none,2,car,29,bank,own,1,skilled,1,none,yes,good
div/dep/mar,female,<0,21<x<38,all paid,used car,250<x<4793,<100,1<=X<4,1,guarantor,4,car,22,bank,rent,1,skilled,1,none,no,good
div/dep/mar,female,no checking,4<x<21,delayed previously,furniture/equipment,250<x<4793,<100,4<=X<7,4,none,1,real estate,22,none,own,1,skilled,1,none,yes,bad
single,male,0<=X<200,38<x<55,no credits/all paid,business,9337<x<13880,no known savings,1<=X<4,2,none,2,car,48,bank,own,1,high qualif/self emp/mgmt,1,yes,yes,good
single,male,0<=X<200,55<x<72,delayed previously,radio/tv,4793<x<9337,no known savings,1<=X<4,2,none,2,no known property,27,none,for free,1,high qualif/self emp/mgmt,1,none,yes,good
single,male,<0,4<x<21,critical/other existing credit,new car,250<x<4793,<100,1<=X<4,1,none,3,real estate,37,none,rent,3,skilled,2,none,yes,good
div/dep/mar,female,0<=X<200,21<x<38,existing paid,furniture/equipment,250<x<4793,100<=X<500,1<=X<4,2,co applicant,4,car,21,none,rent,1,skilled,1,none,yes,bad
div/sep,male,no checking,4<x<21,existing paid,new car,250<x<4793,<100,1<=X<4,4,none,2,real estate,49,none,own,1,unskilled resident,1,none,yes,good
single,male,0<=X<200,4<x<21,critical/other existing credit,business,250<x<4793,<100,4<=X<7,2,none,3,life insurance,27,none,own,2,skilled,1,none,yes,good
single,male,no checking,4<x<21,critical/other existing credit,new car,250<x<4793,<100,1<=X<4,3,none,2,life insurance,32,bank,own,2,skilled,1,none,yes,bad
div/sep,male,no checking,38<x<55,existing paid,business,250<x<4793,no known savings,1<=X<4,4,none,2,real estate,38,bank,own,1,skilled,1,none,yes,bad
div/dep/mar,female,<0,4<x<21,existing paid,furniture/equipment,250<x<4793,<100,<1,4,none,1,car,22,none,rent,1,skilled,1,none,yes,good
single,male,<0,4<x<21,existing paid,radio/tv,250<x<4793,<100,1<=X<4,4,none,4,no known property,65,none,for free,2,skilled,1,none,yes,bad
single,male,no checking,4<x<21,existing paid,radio/tv,250<x<4793,no known savings,>=7,4,none,2,car,35,none,own,1,skilled,1,none,yes,good
single,male,>=200,4<x<21,existing paid,furniture/equipment,250<x<4793,<100,1<=X<4,2,none,2,real estate,41,none,own,1,skilled,1,yes,yes,good
single,male,0<=X<200,4<x<21,all paid,new car,250<x<4793,100<=X<500,4<=X<7,2,none,3,no known property,29,none,own,1,skilled,1,none,yes,bad
single,male,no checking,38<x<55,critical/other existing credit,furniture/equipment,250<x<4793,500<=X<1000,1<=X<4,4,none,4,real estate,36,none,own,2,skilled,1,yes,yes,good
single,male,no checking,4<x<21,existing paid,education,250<x<4793,no known savings,>=7,1,none,4,real estate,64,none,own,1,unskilled resident,1,none,yes,good
div/dep/mar,female,<0,21<x<38,existing paid,radio/tv,250<x<4793,<100,1<=X<4,2,none,4,car,28,none,own,1,skilled,1,none,yes,good
single,male,<0,4<x<21,all paid,furniture/equipment,250<x<4793,<100,1<=X<4,4,none,3,car,44,bank,own,1,skilled,1,none,yes,bad
single,male,0<=X<200,4<x<21,existing paid,radio/tv,250<x<4793,no known savings,<1,4,none,1,life insurance,23,none,own,1,skilled,1,none,yes,good
div/dep/mar,female,no checking,4<x<21,existing paid,furniture/equipment,250<x<4793,<100,<1,2,co applicant,2,car,19,none,rent,2,skilled,1,none,yes,bad
div/dep/mar,female,0<=X<200,21<x<38,existing paid,new car,250<x<4793,<100,<1,3,none,4,car,25,none,own,1,unskilled resident,1,yes,yes,bad
single,male,no checking,4<x<21,existing paid,education,250<x<4793,<100,>=7,4,none,4,life insurance,47,bank,own,3,skilled,2,yes,yes,good
div/dep/mar,female,no checking,21<x<38,existing paid,radio/tv,250<x<4793,500<=X<1000,4<=X<7,4,none,1,car,28,none,own,1,skilled,1,none,yes,good
single,male,no checking,55<x<72,delayed previously,radio/tv,13880<x<18424,<100,4<=X<7,2,none,4,car,21,none,own,2,skilled,1,yes,yes,good
div/dep/mar,female,no checking,4<x<21,existing paid,radio/tv,250<x<4793,<100,<1,4,none,3,car,34,none,own,1,skilled,2,none,yes,good
single,male,<0,38<x<55,delayed previously,radio/tv,250<x<4793,<100,4<=X<7,3,none,2,life insurance,26,bank,own,2,skilled,2,yes,yes,bad
div/dep/mar,female,<0,4<x<21,existing paid,education,250<x<4793,<100,unemployed,4,none,1,real estate,27,none,own,1,unemp/unskilled non res,1,none,yes,bad
single,male,0<=X<200,4<x<21,existing paid,repairs,250<x<4793,<100,>=7,4,none,4,car,38,none,own,2,unskilled resident,1,none,yes,good
single,male,no checking,4<x<21,existing paid,education,250<x<4793,100<=X<500,1<=X<4,3,none,2,life insurance,40,none,own,1,high qualif/self emp/mgmt,1,yes,yes,bad
mar/wid,male,no checking,21<x<38,critical/other existing credit,radio/tv,250<x<4793,<100,4<=X<7,4,guarantor,2,car,33,none,own,2,skilled,1,yes,yes,good
mar/wid,male,<0,4<x<21,critical/other existing credit,radio/tv,250<x<4793,<100,4<=X<7,4,none,1,life insurance,32,none,own,2,high qualif/self emp/mgmt,1,yes,yes,good
single,male,no checking,21<x<38,delayed previously,business,4793<x<9337,no known savings,<1,4,none,4,car,27,none,rent,2,skilled,1,yes,yes,bad
div/sep,male,<0,21<x<38,no credits/all paid,furniture/equipment,250<x<4793,<100,1<=X<4,2,guarantor,2,real estate,32,none,own,2,skilled,1,none,yes,good
div/dep/mar,female,no checking,4<x<21,existing paid,new car,250<x<4793,500<=X<1000,1<=X<4,2,none,2,life insurance,26,none,own,1,skilled,1,none,yes,bad
single,male,>=200,21<x<38,existing paid,new car,250<x<4793,<100,4<=X<7,4,none,3,no known property,38,bank,for free,1,skilled,2,none,yes,bad
single,male,<0,4<x<21,existing paid,education,250<x<4793,<100,1<=X<4,4,none,4,car,40,none,rent,1,unskilled resident,2,none,yes,bad
single,male,<0,38<x<55,existing paid,education,4793<x<9337,<100,4<=X<7,4,none,1,no known property,50,none,for free,1,high qualif/self emp/mgmt,1,yes,yes,good
single,male,0<=X<200,4<x<21,existing paid,furniture/equipment,250<x<4793,<100,1<=X<4,4,none,2,life insurance,37,none,own,1,unskilled resident,1,none,yes,bad
single,male,<0,21<x<38,existing paid,new car,250<x<4793,<100,>=7,4,co applicant,1,real estate,45,none,own,1,skilled,1,none,yes,bad
single,male,0<=X<200,21<x<38,delayed previously,new car,4793<x<9337,100<=X<500,>=7,2,none,4,car,42,none,own,4,high qualif/self emp/mgmt,1,yes,yes,bad
single,male,no checking,21<x<38,critical/other existing credit,used car,250<x<4793,<100,4<=X<7,4,none,3,car,35,none,own,2,skilled,1,yes,yes,good
single,male,<0,4<x<21,existing paid,new car,250<x<4793,<100,unemployed,1,none,4,no known property,22,none,for free,1,skilled,1,none,yes,good
single,male,0<=X<200,4<x<21,existing paid,new car,250<x<4793,<100,>=7,4,none,4,car,41,bank,own,1,unskilled resident,2,none,yes,bad
single,male,no checking,38<x<55,existing paid,radio/tv,9337<x<13880,no known savings,4<=X<7,4,none,3,car,37,stores,own,1,skilled,1,yes,yes,good
div/dep/mar,female,0<=X<200,21<x<38,no credits/all paid,business,250<x<4793,<100,1<=X<4,2,none,1,car,28,none,own,2,skilled,1,none,yes,good
single,male,0<=X<200,4<x<21,critical/other existing credit,furniture/equipment,4793<x<9337,<100,>=7,2,none,1,no known property,41,none,own,1,skilled,1,yes,yes,good
mar/wid,male,>=200,4<x<21,existing paid,radio/tv,250<x<4793,<100,1<=X<4,3,none,4,real estate,23,none,rent,1,skilled,1,none,yes,good
mar/wid,male,<0,4<x<21,existing paid,new car,250<x<4793,no known savings,1<=X<4,4,none,2,car,23,none,own,1,skilled,1,none,yes,bad
single,male,no checking,4<x<21,existing paid,furniture/equipment,250<x<4793,<100,>=7,4,none,2,real estate,50,none,own,2,skilled,1,none,yes,good
single,male,0<=X<200,4<x<21,delayed previously,furniture/equipment,250<x<4793,<100,unemployed,4,none,1,life insurance,35,stores,own,2,high qualif/self emp/mgmt,1,yes,yes,good
div/dep/mar,female,>=200,4<x<21,critical/other existing credit,education,250<x<4793,<100,1<=X<4,2,none,4,life insurance,50,none,own,1,unskilled resident,1,none,yes,good
single,male,no checking,21<x<38,critical/other existing credit,other,4793<x<9337,<100,unemployed,4,co applicant,2,no known property,27,bank,own,2,high qualif/self emp/mgmt,1,yes,yes,good
single,male,0<=X<200,21<x<38,all paid,furniture/equipment,250<x<4793,>=1000,1<=X<4,4,none,2,car,34,stores,own,1,skilled,2,yes,yes,good
div/dep/mar,female,no checking,38<x<55,all paid,business,250<x<4793,<100,1<=X<4,1,none,1,real estate,27,stores,own,1,skilled,1,none,yes,good
single,male,<0,4<x<21,critical/other existing credit,new car,4793<x<9337,<100,>=7,3,co applicant,4,life insurance,43,none,rent,2,skilled,1,yes,yes,bad
single,male,>=200,21<x<38,critical/other existing credit,radio/tv,250<x<4793,<100,>=7,4,none,4,life insurance,47,none,own,1,skilled,1,none,yes,good
single,male,no checking,21<x<38,critical/other existing credit,business,250<x<4793,100<=X<500,1<=X<4,3,none,3,life insurance,27,none,own,2,unskilled resident,1,yes,yes,good
single,male,no checking,21<x<38,existing paid,business,4793<x<9337,100<=X<500,4<=X<7,2,none,2,car,31,none,own,2,skilled,1,yes,yes,good
single,male,no checking,55<x<72,existing paid,new car,9337<x<13880,<100,>=7,2,none,4,life insurance,42,none,own,1,high qualif/self emp/mgmt,1,yes,yes,good
mar/wid,male,no checking,4<x<21,critical/other existing credit,new car,250<x<4793,500<=X<1000,1<=X<4,1,none,2,car,24,none,own,1,skilled,1,none,yes,good
single,male,no checking,4<x<21,delayed previously,business,250<x<4793,500<=X<1000,<1,4,none,2,real estate,41,bank,own,1,unskilled resident,2,none,yes,bad
div/dep/mar,female,no checking,21<x<38,critical/other existing credit,radio/tv,250<x<4793,<100,4<=X<7,4,none,4,car,26,none,rent,1,high qualif/self emp/mgmt,1,yes,yes,good
single,male,no checking,21<x<38,critical/other existing credit,furniture/equipment,4793<x<9337,<100,>=7,4,none,4,car,33,none,own,1,skilled,1,yes,yes,good
mar/wid,male,0<=X<200,55<x<72,existing paid,radio/tv,4793<x<9337,100<=X<500,1<=X<4,2,none,2,car,24,none,own,1,skilled,1,none,yes,bad
single,male,<0,21<x<38,existing paid,radio/tv,250<x<4793,<100,>=7,4,none,4,real estate,64,bank,rent,1,unskilled resident,1,none,yes,good
div/dep/mar,female,no checking,4<x<21,existing paid,radio/tv,250<x<4793,<100,<1,3,none,1,real estate,26,none,own,1,skilled,1,none,yes,good
div/dep/mar,female,no checking,4<x<21,existing paid,education,250<x<4793,<100,<1,1,none,2,no known property,56,none,own,1,skilled,1,none,yes,good
single,male,no checking,4<x<21,existing paid,radio/tv,250<x<4793,no known savings,1<=X<4,4,none,4,no known property,37,none,for free,1,skilled,1,yes,yes,good
mar/wid,male,no checking,4<x<21,delayed previously,radio/tv,250<x<4793,<100,1<=X<4,4,none,3,real estate,33,bank,own,2,skilled,1,none,yes,good
mar/wid,male,no checking,21<x<38,critical/other existing credit,radio/tv,4793<x<9337,<100,<1,3,none,3,no known property,47,none,for free,3,skilled,1,yes,yes,good
single,male,0<=X<200,21<x<38,delayed previously,business,9337<x<13880,100<=X<500,4<=X<7,1,none,3,life insurance,31,none,own,2,unskilled resident,2,yes,yes,good
single,male,no checking,55<x<72,existing paid,new car,4793<x<9337,no known savings,1<=X<4,4,none,4,no known property,34,none,for free,1,skilled,2,yes,yes,good
single,male,>=200,4<x<21,critical/other existing credit,radio/tv,250<x<4793,no known savings,4<=X<7,4,none,2,life insurance,27,none,own,2,skilled,1,yes,yes,good
single,male,0<=X<200,21<x<38,delayed previously,new car,250<x<4793,100<=X<500,>=7,4,none,3,no known property,30,none,for free,1,skilled,1,none,yes,good
single,male,no checking,4<x<21,existing paid,radio/tv,250<x<4793,100<=X<500,>=7,3,co applicant,4,car,35,none,own,1,skilled,1,yes,yes,good
single,male,<0,4<x<21,existing paid,new car,250<x<4793,>=1000,1<=X<4,1,none,3,life insurance,31,none,own,1,skilled,2,none,yes,good
div/sep,male,<0,4<x<21,critical/other existing credit,furniture/equipment,250<x<4793,<100,1<=X<4,2,none,3,life insurance,25,none,own,2,skilled,1,none,yes,good
div/dep/mar,female,0<=X<200,4<x<21,existing paid,repairs,250<x<4793,100<=X<500,1<=X<4,3,none,2,real estate,25,none,own,1,unskilled resident,1,none,yes,good
single,male,0<=X<200,21<x<38,existing paid,radio/tv,250<x<4793,100<=X<500,<1,2,none,1,car,29,none,own,1,skilled,1,none,yes,good
single,male,<0,4<x<21,critical/other existing credit,new car,250<x<4793,no known savings,<1,1,none,3,real estate,44,none,own,2,unskilled resident,2,none,yes,good
single,male,no checking,21<x<38,existing paid,radio/tv,250<x<4793,<100,4<=X<7,4,none,2,car,28,none,own,1,skilled,1,yes,yes,good
single,male,no checking,4<x<21,existing paid,used car,250<x<4793,500<=X<1000,1<=X<4,2,none,4,life insurance,50,none,rent,1,skilled,1,none,yes,good
single,male,0<=X<200,4<x<21,existing paid,radio/tv,250<x<4793,<100,4<=X<7,4,guarantor,3,real estate,29,none,own,2,skilled,1,none,no,good
div/dep/mar,female,no checking,4<x<21,critical/other existing credit,new car,250<x<4793,<100,unemployed,1,none,2,life insurance,38,none,own,1,unemp/unskilled non res,1,none,yes,good
single,male,no checking,4<x<21,critical/other existing credit,radio/tv,250<x<4793,<100,1<=X<4,4,none,2,car,24,none,own,2,skilled,1,none,yes,good
single,male,>=200,4<x<21,existing paid,education,250<x<4793,<100,>=7,4,none,4,car,40,none,rent,1,high qualif/self emp/mgmt,1,yes,yes,good
