id,workcla,education,relationship,race,sex,native_country,age,fnlwgt,education_num,hours_per_week,class
681, Federal_gov, Preschool, Other_relative, White, Male, China,53<x<71,21174<x<274186,x>12,1<x<25,1
682, Self_emp_not_inc, 10th, Other_relative, Asian_Pac_Islander, Male, Columbia,35<x<53,21174<x<274186,x>12,25<x<50,1
683, Self_emp_inc, 1st_4th, Husband, Asian_Pac_Islander, Female, Columbia,53<x<71,21174<x<274186,4<x<8,1<x<25,1
684, Self_emp_inc, Bachelors, Husband, Amer_Indian_Eskimo, Male, Mexico,35<x<53,274186<x<527198,8<x<12,1<x<25,1
685, Self_emp_not_inc, 10th, Wife, White, Male, Poland,35<x<53,21174<x<274186,4<x<8,1<x<25,1
686, State_gov, 10th, Unmarried, Asian_Pac_Islander, Female, Italy,53<x<71,21174<x<274186,1<x<4,1<x<25,1
687, State_gov, Doctorate, Not_in_family, Black, Male, Columbia,35<x<53,21174<x<274186,4<x<8,1<x<25,1
688, Local_gov, Prof_school, Wife, Other, Female, Cuba,35<x<53,274186<x<527198,1<x<4,25<x<50,1
689, Self_emp_not_inc, Prof_school, Other_relative, Black, Female, Taiwan,x>71,21174<x<274186,x>12,25<x<50,1
690, Private, Preschool, Not_in_family, Black, Female, United_States,53<x<71,21174<x<274186,8<x<12,25<x<50,1
691, Local_gov, Doctorate, Wife, White, Female, Taiwan,35<x<53,21174<x<274186,4<x<8,25<x<50,1
692, Private, Doctorate, Not_in_family, Black, Female, England,17<x<35,274186<x<527198,x>12,25<x<50,1
693, State_gov, 5th_6th, Own_child, Other, Female, El_Salvador,17<x<35,21174<x<274186,x>12,50<x<74,1
694, Self_emp_inc, 11th, Other_relative, Asian_Pac_Islander, Female, Yugoslavia,17<x<35,21174<x<274186,4<x<8,50<x<74,1
695, Self_emp_inc, Masters, Wife, Asian_Pac_Islander, Female, Italy,35<x<53,21174<x<274186,4<x<8,25<x<50,1
696, Self_emp_not_inc, 1st_4th, Not_in_family, Other, Female, El_Salvador,x>71,21174<x<274186,4<x<8,1<x<25,1
697, Private, Prof_school, Other_relative, Other, Male, Italy,53<x<71,21174<x<274186,4<x<8,50<x<74,1
698, Self_emp_inc, Preschool, Husband, Black, Male, England,53<x<71,274186<x<527198,x>12,1<x<25,1
699, Private, Assoc_voc, Not_in_family, Other, Male, Guatemala,35<x<53,21174<x<274186,8<x<12,x>74,1
700, Self_emp_inc, 12th, Not_in_family, Asian_Pac_Islander, Female, El_Salvador,17<x<35,21174<x<274186,4<x<8,25<x<50,1
701, Private, 9th, Own_child, White, Female, Poland,35<x<53,21174<x<274186,4<x<8,25<x<50,1
702, Local_gov, 12th, Own_child, White, Male, Dominican_Republic,17<x<35,21174<x<274186,x>12,1<x<25,1
703, Self_emp_inc, 12th, Other_relative, Other, Female, Italy,35<x<53,21174<x<274186,4<x<8,25<x<50,1
704, Private, Assoc_voc, Unmarried, Black, Female, Philippines,53<x<71,21174<x<274186,x>12,25<x<50,1
705, Private, 1st_4th, Not_in_family, Asian_Pac_Islander, Female, Mexico,17<x<35,21174<x<274186,x<1,1<x<25,1
706, State_gov, Prof_school, Husband, Amer_Indian_Eskimo, Female, United_States,17<x<35,21174<x<274186,x>12,25<x<50,1
707, Self_emp_inc, Assoc_acdm, Not_in_family, Asian_Pac_Islander, Female, Taiwan,17<x<35,274186<x<527198,8<x<12,25<x<50,1
708, Local_gov, HS_grad, Own_child, White, Female, Poland,35<x<53,21174<x<274186,4<x<8,1<x<25,1
709, Local_gov, 9th, Own_child, White, Female, Ecuador,x>71,21174<x<274186,1<x<4,1<x<25,1
710, State_gov, 9th, Own_child, White, Female, Poland,53<x<71,21174<x<274186,x>12,25<x<50,1
711, Local_gov, Prof_school, Husband, Asian_Pac_Islander, Male, Jamaica,17<x<35,21174<x<274186,4<x<8,50<x<74,1
712, Federal_gov, 12th, Wife, Black, Male, Philippines,17<x<35,21174<x<274186,4<x<8,50<x<74,1
713, State_gov, 1st_4th, Unmarried, Other, Female, Philippines,53<x<71,21174<x<274186,4<x<8,25<x<50,1
714, Private, 11th, Unmarried, Other, Female, Laos,53<x<71,274186<x<527198,4<x<8,25<x<50,1
715, Private, 7th_8th, Other_relative, White, Female, Yugoslavia,53<x<71,21174<x<274186,x>12,1<x<25,1
716, Self_emp_inc, 1st_4th, Not_in_family, Black, Male, United_States,x<17,21174<x<274186,8<x<12,1<x<25,1
717, Self_emp_inc, 10th, Other_relative, Amer_Indian_Eskimo, Male, Portugal,x>71,21174<x<274186,x>12,25<x<50,1
718, Private, 5th_6th, Other_relative, Other, Male, Yugoslavia,53<x<71,274186<x<527198,1<x<4,50<x<74,1
719, Self_emp_inc, Bachelors, Wife, Other, Male, Iran,17<x<35,21174<x<274186,1<x<4,50<x<74,1
720, Self_emp_not_inc, 1st_4th, Husband, White, Male, Thailand,17<x<35,21174<x<274186,4<x<8,1<x<25,1
721, Local_gov, 1st_4th, Wife, Amer_Indian_Eskimo, Male, Jamaica,17<x<35,21174<x<274186,8<x<12,25<x<50,1
722, Local_gov, Preschool, Husband, Amer_Indian_Eskimo, Female, Philippines,53<x<71,21174<x<274186,1<x<4,25<x<50,1
723, Private, Doctorate, Wife, Asian_Pac_Islander, Male, France,17<x<35,274186<x<527198,1<x<4,1<x<25,1
724, Self_emp_inc, Masters, Husband, White, Male, Mexico,17<x<35,21174<x<274186,x>12,50<x<74,1
725, Self_emp_not_inc, Assoc_acdm, Unmarried, Black, Female, Canada,17<x<35,21174<x<274186,4<x<8,50<x<74,1
726, Local_gov, 1st_4th, Not_in_family, Other, Female, Jamaica,17<x<35,21174<x<274186,4<x<8,25<x<50,1
727, Self_emp_not_inc, Some_college, Wife, Amer_Indian_Eskimo, Female, France,35<x<53,21174<x<274186,4<x<8,50<x<74,1
728, Self_emp_not_inc, Preschool, Not_in_family, White, Female, Taiwan,17<x<35,21174<x<274186,4<x<8,1<x<25,1
729, Self_emp_not_inc, Assoc_voc, Husband, White, Female, Cuba,53<x<71,21174<x<274186,8<x<12,1<x<25,1
730, Private, 5th_6th, Wife, White, Male, India,53<x<71,21174<x<274186,4<x<8,1<x<25,1
731, State_gov, 1st_4th, Other_relative, Asian_Pac_Islander, Female, Puerto_Rico,x<17,21174<x<274186,x>12,25<x<50,1
732, Private, Assoc_acdm, Own_child, Asian_Pac_Islander, Male, China,53<x<71,21174<x<274186,8<x<12,25<x<50,1
733, Private, 9th, Not_in_family, White, Male, Thailand,35<x<53,21174<x<274186,4<x<8,x>74,1
734, Self_emp_not_inc, Bachelors, Husband, White, Female, Guatemala,35<x<53,21174<x<274186,8<x<12,1<x<25,1
735, Federal_gov, 7th_8th, Other_relative, Amer_Indian_Eskimo, Female, Poland,x>71,21174<x<274186,x>12,1<x<25,1
736, Self_emp_not_inc, 5th_6th, Husband, White, Male, England,x>71,21174<x<274186,4<x<8,50<x<74,1
737, Federal_gov, Preschool, Other_relative, Amer_Indian_Eskimo, Female, Haiti,35<x<53,21174<x<274186,1<x<4,25<x<50,1
738, Local_gov, Doctorate, Husband, White, Male, Cambodia,35<x<53,21174<x<274186,x>12,1<x<25,1
739, Private, 5th_6th, Not_in_family, Amer_Indian_Eskimo, Female, Yugoslavia,53<x<71,21174<x<274186,1<x<4,25<x<50,1
740, Local_gov, 1st_4th, Own_child, Amer_Indian_Eskimo, Female, Haiti,17<x<35,21174<x<274186,1<x<4,1<x<25,1
741, Self_emp_not_inc, Doctorate, Not_in_family, Other, Female, United_States,x>71,21174<x<274186,4<x<8,50<x<74,1
742, Federal_gov, Doctorate, Husband, White, Female, Germany,17<x<35,527198<x<780210,4<x<8,1<x<25,1
743, Self_emp_inc, Assoc_voc, Other_relative, Asian_Pac_Islander, Male, Haiti,x>71,21174<x<274186,x>12,1<x<25,1
744, Self_emp_inc, Assoc_acdm, Unmarried, Amer_Indian_Eskimo, Male, Italy,x>71,21174<x<274186,x>12,50<x<74,1
745, Federal_gov, HS_grad, Unmarried, Amer_Indian_Eskimo, Male, Canada,x>71,274186<x<527198,1<x<4,1<x<25,1
746, Federal_gov, 10th, Wife, White, Male, India,17<x<35,21174<x<274186,4<x<8,1<x<25,1
747, Private, Some_college, Husband, Black, Male, Philippines,53<x<71,21174<x<274186,1<x<4,1<x<25,1
748, Local_gov, Some_college, Not_in_family, Amer_Indian_Eskimo, Female, Guatemala,35<x<53,21174<x<274186,1<x<4,25<x<50,1
749, Self_emp_inc, Masters, Own_child, Other, Male, Cuba,x>71,21174<x<274186,1<x<4,1<x<25,1
750, Private, 12th, Husband, Other, Female, Portugal,35<x<53,21174<x<274186,1<x<4,25<x<50,1
751, Federal_gov, HS_grad, Wife, Black, Male, Germany,x>71,21174<x<274186,x<1,50<x<74,1
752, Self_emp_not_inc, Some_college, Own_child, Amer_Indian_Eskimo, Female, El_Salvador,17<x<35,21174<x<274186,1<x<4,25<x<50,1
753, Private, Assoc_voc, Other_relative, Asian_Pac_Islander, Male, Cambodia,35<x<53,21174<x<274186,8<x<12,25<x<50,1
754, Federal_gov, Preschool, Not_in_family, Other, Female, Columbia,53<x<71,21174<x<274186,x<1,1<x<25,1
755, Local_gov, 9th, Own_child, Other, Female, United_States,x>71,21174<x<274186,8<x<12,1<x<25,1
756, State_gov, 5th_6th, Unmarried, Other, Female, Canada,35<x<53,21174<x<274186,4<x<8,1<x<25,1
757, Federal_gov, Prof_school, Husband, Black, Female, India,53<x<71,21174<x<274186,x>12,25<x<50,1
758, Self_emp_inc, 7th_8th, Own_child, Amer_Indian_Eskimo, Male, Poland,53<x<71,21174<x<274186,8<x<12,25<x<50,1
759, Private, Assoc_voc, Not_in_family, Amer_Indian_Eskimo, Female, Ecuador,35<x<53,21174<x<274186,4<x<8,25<x<50,1
760, State_gov, HS_grad, Other_relative, Asian_Pac_Islander, Male, Jamaica,x>71,274186<x<527198,4<x<8,1<x<25,1
761, State_gov, HS_grad, Other_relative, Black, Female, United_States,53<x<71,21174<x<274186,8<x<12,50<x<74,1
762, Federal_gov, 1st_4th, Own_child, Black, Male, Ecuador,35<x<53,21174<x<274186,4<x<8,50<x<74,1
763, Local_gov, 1st_4th, Not_in_family, Black, Male, Dominican_Republic,35<x<53,274186<x<527198,8<x<12,25<x<50,1
764, Local_gov, 12th, Other_relative, Other, Male, Columbia,35<x<53,21174<x<274186,4<x<8,1<x<25,1
765, Private, 7th_8th, Not_in_family, Black, Female, Columbia,53<x<71,21174<x<274186,1<x<4,1<x<25,1
766, Self_emp_not_inc, Prof_school, Own_child, Asian_Pac_Islander, Female, Thailand,35<x<53,21174<x<274186,8<x<12,25<x<50,1
767, Federal_gov, 12th, Unmarried, Amer_Indian_Eskimo, Female, Taiwan,x>71,274186<x<527198,4<x<8,25<x<50,1
768, Private, Masters, Husband, Other, Male, Poland,53<x<71,21174<x<274186,4<x<8,1<x<25,1
769, Self_emp_inc, Bachelors, Husband, Asian_Pac_Islander, Male, South,53<x<71,274186<x<527198,x<1,25<x<50,1
770, Federal_gov, Assoc_voc, Other_relative, Black, Male, China,x>71,21174<x<274186,8<x<12,1<x<25,1
771, Self_emp_inc, 1st_4th, Husband, Other, Male, Cambodia,53<x<71,274186<x<527198,4<x<8,25<x<50,1
772, Self_emp_inc, Masters, Other_relative, White, Male, United_States,53<x<71,21174<x<274186,8<x<12,50<x<74,1
773, Self_emp_inc, HS_grad, Not_in_family, Asian_Pac_Islander, Female, Poland,x>71,21174<x<274186,8<x<12,1<x<25,1
774, Federal_gov, 9th, Wife, Other, Male, Haiti,35<x<53,21174<x<274186,4<x<8,1<x<25,1
775, Private, Assoc_acdm, Wife, White, Male, Columbia,35<x<53,21174<x<274186,x>12,1<x<25,1
776, Self_emp_not_inc, 11th, Wife, Other, Female, Iran,35<x<53,21174<x<274186,x<1,1<x<25,1
777, Self_emp_inc, Prof_school, Other_relative, White, Male, Cuba,35<x<53,21174<x<274186,4<x<8,x>74,1
778, Local_gov, Doctorate, Own_child, Black, Male, France,35<x<53,274186<x<527198,8<x<12,1<x<25,1
779, Local_gov, 11th, Husband, Other, Male, France,53<x<71,21174<x<274186,8<x<12,50<x<74,1
780, Federal_gov, 7th_8th, Unmarried, White, Female, Poland,35<x<53,274186<x<527198,x>12,50<x<74,1
781, Self_emp_inc, 9th, Not_in_family, Black, Male, China,x>71,274186<x<527198,1<x<4,25<x<50,1
782, Federal_gov, 7th_8th, Not_in_family, Other, Male, Portugal,35<x<53,21174<x<274186,8<x<12,25<x<50,1
783, Self_emp_not_inc, HS_grad, Other_relative, Asian_Pac_Islander, Male, Cambodia,53<x<71,21174<x<274186,x>12,50<x<74,1
784, Self_emp_not_inc, Assoc_acdm, Other_relative, Black, Male, Columbia,17<x<35,21174<x<274186,1<x<4,1<x<25,1
785, Private, Assoc_acdm, Husband, Black, Male, Iran,53<x<71,21174<x<274186,4<x<8,1<x<25,1
786, Self_emp_not_inc, Assoc_acdm, Own_child, Other, Male, Germany,35<x<53,21174<x<274186,8<x<12,50<x<74,1
787, Private, Masters, Own_child, Asian_Pac_Islander, Female, Laos,53<x<71,21174<x<274186,x>12,1<x<25,1
788, Self_emp_inc, Doctorate, Not_in_family, White, Female, Dominican_Republic,35<x<53,21174<x<274186,x<1,25<x<50,1
789, Self_emp_inc, 7th_8th, Other_relative, Amer_Indian_Eskimo, Male, Guatemala,53<x<71,21174<x<274186,x>12,25<x<50,1
790, Local_gov, 1st_4th, Wife, Amer_Indian_Eskimo, Male, El_Salvador,35<x<53,21174<x<274186,x<1,50<x<74,1
791, Self_emp_not_inc, 1st_4th, Own_child, Asian_Pac_Islander, Female, El_Salvador,17<x<35,21174<x<274186,8<x<12,x>74,1
792, Self_emp_not_inc, Prof_school, Husband, Asian_Pac_Islander, Female, Puerto_Rico,53<x<71,274186<x<527198,8<x<12,1<x<25,1
793, Self_emp_inc, 1st_4th, Not_in_family, Amer_Indian_Eskimo, Male, Guatemala,53<x<71,274186<x<527198,x<1,50<x<74,1
794, State_gov, Prof_school, Unmarried, Black, Female, Dominican_Republic,35<x<53,21174<x<274186,4<x<8,25<x<50,1
795, Federal_gov, 11th, Not_in_family, Asian_Pac_Islander, Male, South,53<x<71,21174<x<274186,x>12,1<x<25,1
796, Local_gov, 9th, Other_relative, Other, Male, Guatemala,35<x<53,21174<x<274186,1<x<4,1<x<25,1
797, Federal_gov, 12th, Unmarried, Asian_Pac_Islander, Female, Guatemala,53<x<71,21174<x<274186,x>12,25<x<50,1
798, Private, Assoc_voc, Own_child, Other, Male, Jamaica,17<x<35,21174<x<274186,8<x<12,25<x<50,1
799, Self_emp_inc, Masters, Other_relative, Other, Female, Philippines,53<x<71,21174<x<274186,x>12,25<x<50,1
800, Self_emp_not_inc, 9th, Wife, White, Male, Philippines,17<x<35,21174<x<274186,x>12,1<x<25,1
801, State_gov, 5th_6th, Husband, Amer_Indian_Eskimo, Female, Taiwan,53<x<71,21174<x<274186,4<x<8,1<x<25,1
802, Self_emp_not_inc, 1st_4th, Other_relative, Asian_Pac_Islander, Male, France,x>71,21174<x<274186,8<x<12,25<x<50,1
803, Private, Assoc_voc, Not_in_family, White, Female, Guatemala,53<x<71,21174<x<274186,8<x<12,50<x<74,1
804, Self_emp_not_inc, Masters, Wife, Amer_Indian_Eskimo, Male, Germany,53<x<71,21174<x<274186,8<x<12,1<x<25,1
805, Local_gov, Assoc_voc, Husband, White, Male, Jamaica,x>71,21174<x<274186,1<x<4,50<x<74,1
806, Self_emp_not_inc, Bachelors, Wife, White, Male, Jamaica,53<x<71,21174<x<274186,x>12,25<x<50,1
807, Private, HS_grad, Own_child, Other, Male, Haiti,17<x<35,21174<x<274186,1<x<4,x>74,1
808, Federal_gov, 12th, Other_relative, Black, Male, China,35<x<53,21174<x<274186,1<x<4,1<x<25,1
809, Federal_gov, 5th_6th, Husband, Black, Female, Thailand,35<x<53,21174<x<274186,1<x<4,1<x<25,1
810, Self_emp_inc, HS_grad, Wife, Amer_Indian_Eskimo, Female, Philippines,53<x<71,274186<x<527198,4<x<8,1<x<25,1
811, Self_emp_inc, Prof_school, Not_in_family, White, Male, Japan,x>71,21174<x<274186,x<1,50<x<74,1
812, Self_emp_not_inc, Doctorate, Not_in_family, Black, Male, South,35<x<53,21174<x<274186,x>12,25<x<50,1
813, Federal_gov, 12th, Other_relative, White, Female, England,x>71,21174<x<274186,8<x<12,25<x<50,1
814, Private, Assoc_acdm, Unmarried, Black, Male, Canada,35<x<53,21174<x<274186,x>12,1<x<25,1
815, Local_gov, Assoc_acdm, Own_child, Other, Female, France,17<x<35,21174<x<274186,x>12,25<x<50,1
816, Federal_gov, Some_college, Not_in_family, Other, Female, Honduras,35<x<53,21174<x<274186,1<x<4,1<x<25,1
817, Federal_gov, Masters, Wife, Black, Male, China,53<x<71,21174<x<274186,1<x<4,25<x<50,1
818, Self_emp_inc, Assoc_acdm, Own_child, Black, Male, Jamaica,53<x<71,274186<x<527198,x>12,50<x<74,1
819, Federal_gov, Doctorate, Husband, White, Female, Cambodia,53<x<71,21174<x<274186,x>12,25<x<50,1
820, Federal_gov, 12th, Not_in_family, Asian_Pac_Islander, Male, Puerto_Rico,53<x<71,21174<x<274186,4<x<8,1<x<25,1
821, Self_emp_not_inc, Bachelors, Own_child, White, Female, Honduras,53<x<71,274186<x<527198,1<x<4,50<x<74,1
822, Self_emp_not_inc, Bachelors, Wife, Black, Female, India,35<x<53,274186<x<527198,x>12,50<x<74,1
823, State_gov, Masters, Wife, Amer_Indian_Eskimo, Female, Japan,35<x<53,274186<x<527198,1<x<4,1<x<25,1
824, Private, 10th, Unmarried, White, Female, Germany,53<x<71,21174<x<274186,1<x<4,1<x<25,1
825, Private, 9th, Unmarried, Black, Female, Dominican_Republic,53<x<71,274186<x<527198,x>12,1<x<25,1
826, State_gov, Assoc_acdm, Husband, Amer_Indian_Eskimo, Male, France,35<x<53,21174<x<274186,8<x<12,1<x<25,1
827, Self_emp_not_inc, Assoc_acdm, Unmarried, Black, Female, Columbia,53<x<71,21174<x<274186,1<x<4,1<x<25,1
828, Private, 11th, Husband, White, Male, Japan,53<x<71,21174<x<274186,4<x<8,50<x<74,1
829, Local_gov, 9th, Husband, Black, Female, England,35<x<53,21174<x<274186,1<x<4,50<x<74,1
830, Self_emp_not_inc, 7th_8th, Husband, Other, Female, Poland,53<x<71,274186<x<527198,x>12,25<x<50,1
831, Federal_gov, Preschool, Unmarried, Other, Male, United_States,53<x<71,21174<x<274186,4<x<8,x>74,1
832, Federal_gov, 1st_4th, Other_relative, White, Female, China,53<x<71,21174<x<274186,x>12,1<x<25,1
833, Federal_gov, HS_grad, Unmarried, Black, Male, Ecuador,35<x<53,21174<x<274186,4<x<8,x>74,1
834, State_gov, Prof_school, Wife, Asian_Pac_Islander, Male, Mexico,53<x<71,21174<x<274186,8<x<12,25<x<50,1
835, Federal_gov, Preschool, Husband, Black, Female, Canada,35<x<53,21174<x<274186,x>12,25<x<50,1
836, State_gov, 1st_4th, Other_relative, Asian_Pac_Islander, Male, Honduras,17<x<35,21174<x<274186,x>12,x>74,1
837, Federal_gov, Doctorate, Other_relative, White, Female, China,17<x<35,21174<x<274186,8<x<12,1<x<25,1
838, Federal_gov, 1st_4th, Other_relative, Asian_Pac_Islander, Male, Haiti,35<x<53,274186<x<527198,8<x<12,1<x<25,1
839, Self_emp_inc, Assoc_voc, Unmarried, Amer_Indian_Eskimo, Female, Yugoslavia,17<x<35,274186<x<527198,8<x<12,1<x<25,1
840, State_gov, 12th, Other_relative, Amer_Indian_Eskimo, Male, Columbia,17<x<35,274186<x<527198,x>12,25<x<50,1
841, Private, 9th, Wife, White, Male, Yugoslavia,17<x<35,21174<x<274186,x>12,1<x<25,1
842, Federal_gov, Assoc_acdm, Own_child, Asian_Pac_Islander, Female, El_Salvador,35<x<53,21174<x<274186,1<x<4,50<x<74,1
843, Local_gov, 5th_6th, Husband, Other, Female, Poland,35<x<53,21174<x<274186,1<x<4,1<x<25,1
844, State_gov, 5th_6th, Husband, Other, Male, England,53<x<71,21174<x<274186,1<x<4,1<x<25,1
845, Local_gov, 10th, Unmarried, Amer_Indian_Eskimo, Female, France,35<x<53,21174<x<274186,x<1,1<x<25,1
846, Private, HS_grad, Not_in_family, Other, Male, Yugoslavia,53<x<71,21174<x<274186,8<x<12,1<x<25,1
847, Private, Bachelors, Own_child, Asian_Pac_Islander, Female, Cuba,17<x<35,21174<x<274186,4<x<8,x>74,1
848, Private, Assoc_acdm, Own_child, Amer_Indian_Eskimo, Female, El_Salvador,x>71,21174<x<274186,1<x<4,1<x<25,1
849, Federal_gov, Assoc_acdm, Own_child, Asian_Pac_Islander, Male, Ecuador,53<x<71,274186<x<527198,8<x<12,1<x<25,1
850, Self_emp_inc, Bachelors, Own_child, Black, Male, Germany,35<x<53,21174<x<274186,x>12,x<1,1
851, State_gov, Assoc_voc, Unmarried, Other, Male, Portugal,35<x<53,21174<x<274186,1<x<4,50<x<74,1
852, Federal_gov, Doctorate, Other_relative, Other, Male, Dominican_Republic,35<x<53,21174<x<274186,4<x<8,50<x<74,1
853, Private, Doctorate, Wife, Black, Male, Japan,35<x<53,527198<x<780210,x>12,25<x<50,1
854, Federal_gov, HS_grad, Other_relative, Asian_Pac_Islander, Male, Japan,53<x<71,21174<x<274186,4<x<8,1<x<25,1
855, Self_emp_not_inc, Doctorate, Husband, Asian_Pac_Islander, Female, India,x>71,21174<x<274186,8<x<12,25<x<50,1
856, Local_gov, Bachelors, Own_child, Black, Female, Cuba,17<x<35,21174<x<274186,x>12,25<x<50,1
857, Local_gov, 5th_6th, Other_relative, White, Male, India,35<x<53,21174<x<274186,4<x<8,1<x<25,1
858, State_gov, Prof_school, Wife, Black, Female, Columbia,53<x<71,21174<x<274186,x>12,x>74,1
859, Federal_gov, 11th, Other_relative, Other, Male, Jamaica,17<x<35,274186<x<527198,4<x<8,1<x<25,1
860, State_gov, 11th, Not_in_family, White, Male, Philippines,53<x<71,21174<x<274186,1<x<4,25<x<50,1
861, Self_emp_inc, Prof_school, Wife, White, Male, South,17<x<35,21174<x<274186,8<x<12,1<x<25,1
862, Self_emp_inc, 7th_8th, Own_child, Black, Female, Germany,17<x<35,21174<x<274186,1<x<4,25<x<50,1
863, Federal_gov, Assoc_voc, Own_child, Asian_Pac_Islander, Male, Italy,53<x<71,274186<x<527198,x>12,1<x<25,1
864, Local_gov, Assoc_acdm, Wife, Asian_Pac_Islander, Male, Canada,x>71,527198<x<780210,x>12,x>74,1
865, Private, HS_grad, Husband, Black, Female, South,53<x<71,21174<x<274186,x>12,25<x<50,1
866, Federal_gov, Bachelors, Wife, Other, Male, Guatemala,53<x<71,274186<x<527198,x>12,25<x<50,1
867, State_gov, Some_college, Wife, Asian_Pac_Islander, Male, Cambodia,35<x<53,21174<x<274186,x>12,50<x<74,1
868, Private, Some_college, Own_child, Other, Female, Guatemala,35<x<53,274186<x<527198,x>12,1<x<25,1
869, Self_emp_not_inc, Assoc_voc, Not_in_family, Asian_Pac_Islander, Male, Columbia,53<x<71,21174<x<274186,x>12,1<x<25,1
870, Federal_gov, 5th_6th, Own_child, Black, Male, Iran,53<x<71,21174<x<274186,x>12,25<x<50,1
871, State_gov, Some_college, Other_relative, Black, Female, Columbia,x>71,274186<x<527198,4<x<8,25<x<50,1
872, State_gov, Assoc_voc, Not_in_family, Asian_Pac_Islander, Female, Ecuador,53<x<71,21174<x<274186,8<x<12,1<x<25,1
873, Private, Masters, Other_relative, White, Male, Laos,53<x<71,274186<x<527198,4<x<8,25<x<50,1
874, State_gov, 9th, Wife, White, Female, Guatemala,17<x<35,274186<x<527198,x>12,50<x<74,1
875, Self_emp_inc, 11th, Wife, Other, Female, Ecuador,17<x<35,21174<x<274186,x>12,1<x<25,1
876, Self_emp_not_inc, Preschool, Husband, Black, Male, Cambodia,x>71,21174<x<274186,8<x<12,25<x<50,1
877, Private, Assoc_acdm, Own_child, Asian_Pac_Islander, Female, Iran,53<x<71,21174<x<274186,8<x<12,25<x<50,1
878, Self_emp_inc, 1st_4th, Husband, Other, Female, Cuba,35<x<53,274186<x<527198,4<x<8,50<x<74,1
879, Federal_gov, 1st_4th, Own_child, Amer_Indian_Eskimo, Male, France,35<x<53,274186<x<527198,8<x<12,25<x<50,1
880, Federal_gov, Some_college, Not_in_family, White, Male, Italy,53<x<71,21174<x<274186,x>12,x>74,1
881, Local_gov, Bachelors, Not_in_family, Black, Male, South,17<x<35,274186<x<527198,1<x<4,1<x<25,1
882, Private, 9th, Husband, Amer_Indian_Eskimo, Male, Honduras,x>71,21174<x<274186,4<x<8,1<x<25,1
883, Local_gov, 10th, Own_child, Asian_Pac_Islander, Male, China,x>71,21174<x<274186,4<x<8,25<x<50,1
884, Private, Doctorate, Wife, Other, Male, Thailand,x>71,21174<x<274186,x>12,25<x<50,1
885, Local_gov, Preschool, Unmarried, White, Male, Mexico,x<17,21174<x<274186,8<x<12,50<x<74,1
886, Private, 12th, Not_in_family, Other, Male, Japan,35<x<53,274186<x<527198,1<x<4,1<x<25,1
887, Private, Prof_school, Own_child, White, Female, Puerto_Rico,53<x<71,21174<x<274186,8<x<12,25<x<50,1
888, State_gov, Assoc_acdm, Own_child, White, Male, Columbia,17<x<35,274186<x<527198,1<x<4,25<x<50,1
889, Federal_gov, HS_grad, Other_relative, Amer_Indian_Eskimo, Female, Japan,17<x<35,274186<x<527198,8<x<12,25<x<50,1
890, Federal_gov, Bachelors, Wife, Amer_Indian_Eskimo, Female, Thailand,17<x<35,21174<x<274186,x>12,1<x<25,1
891, Self_emp_inc, 5th_6th, Other_relative, Black, Female, Mexico,53<x<71,21174<x<274186,1<x<4,x<1,1
892, Private, Masters, Own_child, Other, Male, Haiti,17<x<35,21174<x<274186,x>12,50<x<74,1
893, Self_emp_not_inc, 10th, Unmarried, Amer_Indian_Eskimo, Male, Mexico,35<x<53,21174<x<274186,1<x<4,1<x<25,1
894, Self_emp_not_inc, Masters, Wife, Amer_Indian_Eskimo, Female, Mexico,53<x<71,21174<x<274186,8<x<12,50<x<74,1
895, Self_emp_not_inc, Doctorate, Husband, Asian_Pac_Islander, Male, Cambodia,17<x<35,21174<x<274186,4<x<8,1<x<25,1
896, Private, HS_grad, Not_in_family, Asian_Pac_Islander, Male, Portugal,17<x<35,274186<x<527198,1<x<4,25<x<50,1
897, Self_emp_inc, HS_grad, Husband, White, Female, El_Salvador,35<x<53,21174<x<274186,1<x<4,25<x<50,1
898, Self_emp_not_inc, Assoc_acdm, Not_in_family, White, Female, France,53<x<71,21174<x<274186,x>12,25<x<50,1
899, Local_gov, Doctorate, Unmarried, Amer_Indian_Eskimo, Male, Taiwan,53<x<71,21174<x<274186,8<x<12,25<x<50,1
900, Self_emp_inc, Assoc_acdm, Wife, White, Female, Portugal,17<x<35,21174<x<274186,8<x<12,1<x<25,0
901, State_gov, Doctorate, Other_relative, Amer_Indian_Eskimo, Male, Mexico,53<x<71,274186<x<527198,8<x<12,1<x<25,1
902, Local_gov, Some_college, Other_relative, Asian_Pac_Islander, Male, Germany,17<x<35,21174<x<274186,x>12,25<x<50,1
903, State_gov, 11th, Not_in_family, Asian_Pac_Islander, Male, Poland,53<x<71,21174<x<274186,1<x<4,25<x<50,1
904, Local_gov, HS_grad, Unmarried, Black, Female, South,x>71,21174<x<274186,x>12,25<x<50,1
905, Self_emp_not_inc, HS_grad, Husband, Asian_Pac_Islander, Male, England,17<x<35,21174<x<274186,8<x<12,25<x<50,1
906, Self_emp_inc, 5th_6th, Not_in_family, Amer_Indian_Eskimo, Female, Japan,x>71,274186<x<527198,4<x<8,x>74,1
907, Self_emp_not_inc, 7th_8th, Own_child, White, Male, Mexico,53<x<71,274186<x<527198,1<x<4,25<x<50,1
