,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,previous,poutcome,class
8910,56<x<75,management,married,primary,no,-6847<x<15165,yes,no,unknown,1<x<8,jun,2<x<971,1<x<16,x<0,unknown,no
8911,37<x<56,blue-collar,divorced,secondary,no,-6847<x<15165,yes,no,unknown,1<x<8,may,2<x<971,1<x<16,x<0,unknown,no
8912,18<x<37,technician,married,secondary,no,-6847<x<15165,no,yes,unknown,x>23,feb,2<x<971,x<1,x<0,unknown,no
8913,18<x<37,services,married,secondary,no,-6847<x<15165,yes,yes,unknown,1<x<8,may,2<x<971,x<1,x<0,unknown,no
8914,37<x<56,entrepreneur,married,tertiary,no,-6847<x<15165,no,no,cellular,1<x<8,feb,2<x<971,x<1,x<0,unknown,no
8915,37<x<56,services,married,secondary,no,-6847<x<15165,yes,no,cellular,16<x<23,may,2<x<971,x<1,x<0,unknown,no
8916,37<x<56,self-employed,married,tertiary,no,-6847<x<15165,no,yes,cellular,x>23,jul,2<x<971,1<x<16,x<0,unknown,no
8917,18<x<37,services,single,secondary,no,-6847<x<15165,yes,no,cellular,16<x<23,nov,2<x<971,1<x<16,x<0,unknown,no
8918,37<x<56,admin.,divorced,secondary,no,-6847<x<15165,yes,no,unknown,1<x<8,may,2<x<971,x<1,x<0,unknown,no
8919,37<x<56,technician,divorced,secondary,no,-6847<x<15165,no,no,unknown,x>23,may,2<x<971,1<x<16,x<0,unknown,no
8920,56<x<75,management,married,tertiary,no,-6847<x<15165,yes,no,cellular,8<x<16,jul,2<x<971,x<1,x<0,unknown,no
8921,18<x<37,technician,married,secondary,no,-6847<x<15165,no,no,telephone,8<x<16,nov,2<x<971,x<1,x<0,unknown,no
8922,37<x<56,technician,married,secondary,no,-6847<x<15165,yes,no,cellular,16<x<23,nov,2<x<971,1<x<16,x<0,unknown,no
8923,18<x<37,student,single,unknown,no,-6847<x<15165,no,no,cellular,x>23,apr,2<x<971,x<1,0<x<14,failure,no
8924,37<x<56,management,divorced,secondary,no,-6847<x<15165,no,no,cellular,1<x<8,jul,2<x<971,x<1,x<0,unknown,no
8925,18<x<37,blue-collar,single,secondary,no,-6847<x<15165,yes,yes,unknown,x>23,may,2<x<971,1<x<16,x<0,unknown,no
8926,37<x<56,technician,married,secondary,no,-6847<x<15165,no,no,cellular,x>23,aug,2<x<971,1<x<16,x<0,unknown,no
8927,37<x<56,technician,married,secondary,no,-6847<x<15165,yes,yes,unknown,8<x<16,may,2<x<971,x<1,x<0,unknown,no
8928,18<x<37,technician,married,tertiary,no,-6847<x<15165,yes,no,unknown,8<x<16,may,2<x<971,1<x<16,x<0,unknown,no
8929,37<x<56,entrepreneur,married,secondary,no,-6847<x<15165,yes,no,unknown,1<x<8,jun,2<x<971,1<x<16,x<0,unknown,no
8930,18<x<37,management,single,secondary,no,-6847<x<15165,no,no,unknown,1<x<8,jun,971<x<1941,1<x<16,x<0,unknown,no
8931,56<x<75,blue-collar,married,secondary,no,-6847<x<15165,yes,no,unknown,16<x<23,may,2<x<971,1<x<16,x<0,unknown,no
8932,37<x<56,blue-collar,married,primary,no,-6847<x<15165,no,no,cellular,8<x<16,aug,2<x<971,1<x<16,x<0,unknown,no
8933,37<x<56,admin.,divorced,secondary,no,-6847<x<15165,yes,no,cellular,1<x<8,aug,2<x<971,x<1,x<0,unknown,no
8934,37<x<56,management,married,tertiary,no,-6847<x<15165,yes,no,unknown,x>23,may,2<x<971,1<x<16,x<0,unknown,no
8935,37<x<56,entrepreneur,married,tertiary,no,-6847<x<15165,yes,no,cellular,8<x<16,jul,2<x<971,x<1,x<0,unknown,no
8936,18<x<37,management,single,tertiary,no,-6847<x<15165,no,no,cellular,x>23,jan,2<x<971,x<1,x<0,unknown,no
8937,37<x<56,technician,married,tertiary,no,-6847<x<15165,no,yes,cellular,1<x<8,aug,2<x<971,x<1,x<0,unknown,no
8938,37<x<56,management,divorced,tertiary,no,-6847<x<15165,yes,no,unknown,1<x<8,may,2<x<971,1<x<16,x<0,unknown,no
8939,37<x<56,self-employed,divorced,secondary,no,-6847<x<15165,no,no,unknown,8<x<16,aug,2<x<971,x<1,x<0,unknown,no
8940,18<x<37,management,single,tertiary,no,-6847<x<15165,no,no,cellular,1<x<8,feb,2<x<971,1<x<16,x<0,unknown,no
8941,37<x<56,retired,married,secondary,no,-6847<x<15165,no,no,cellular,16<x<23,aug,2<x<971,1<x<16,x<0,unknown,no
8942,37<x<56,self-employed,married,tertiary,no,-6847<x<15165,yes,no,cellular,1<x<8,feb,2<x<971,1<x<16,0<x<14,failure,no
8943,56<x<75,management,single,tertiary,no,-6847<x<15165,yes,no,unknown,x>23,may,2<x<971,1<x<16,x<0,unknown,no
8944,56<x<75,management,divorced,primary,no,-6847<x<15165,no,no,unknown,16<x<23,jun,2<x<971,1<x<16,x<0,unknown,no
8945,18<x<37,technician,single,tertiary,no,-6847<x<15165,yes,no,unknown,8<x<16,may,2<x<971,x<1,x<0,unknown,no
8946,37<x<56,management,married,tertiary,no,-6847<x<15165,no,no,unknown,16<x<23,jun,2<x<971,1<x<16,x<0,unknown,no
8947,37<x<56,blue-collar,married,secondary,no,-6847<x<15165,yes,no,unknown,8<x<16,may,2<x<971,1<x<16,x<0,unknown,no
8948,37<x<56,technician,married,secondary,no,-6847<x<15165,yes,no,cellular,16<x<23,nov,2<x<971,x<1,0<x<14,failure,no
8949,18<x<37,housemaid,married,primary,no,-6847<x<15165,yes,no,cellular,8<x<16,may,2<x<971,1<x<16,x<0,unknown,no
8950,37<x<56,self-employed,married,secondary,no,-6847<x<15165,no,no,cellular,16<x<23,nov,2<x<971,x<1,x<0,unknown,no
8951,37<x<56,retired,married,tertiary,no,-6847<x<15165,no,yes,cellular,8<x<16,jul,2<x<971,x<1,x<0,unknown,no
8952,18<x<37,technician,married,secondary,no,-6847<x<15165,yes,no,cellular,8<x<16,aug,2<x<971,1<x<16,x<0,unknown,no
8953,37<x<56,blue-collar,married,secondary,no,-6847<x<15165,yes,no,cellular,16<x<23,nov,2<x<971,x<1,x<0,unknown,no
8954,37<x<56,technician,single,tertiary,no,-6847<x<15165,yes,yes,cellular,16<x<23,nov,2<x<971,x<1,0<x<14,other,no
8955,37<x<56,technician,married,secondary,no,-6847<x<15165,no,no,cellular,x>23,sep,2<x<971,x<1,0<x<14,other,no
8956,37<x<56,entrepreneur,married,secondary,no,-6847<x<15165,no,no,cellular,1<x<8,feb,971<x<1941,1<x<16,0<x<14,failure,no
8957,37<x<56,services,divorced,secondary,no,-6847<x<15165,no,no,cellular,8<x<16,jul,2<x<971,1<x<16,x<0,unknown,no
8958,37<x<56,student,single,secondary,no,-6847<x<15165,yes,no,cellular,16<x<23,nov,2<x<971,1<x<16,x<0,unknown,no
8959,56<x<75,retired,married,tertiary,no,-6847<x<15165,yes,no,unknown,8<x<16,may,2<x<971,1<x<16,x<0,unknown,no
8960,56<x<75,retired,married,unknown,no,-6847<x<15165,no,no,cellular,16<x<23,aug,2<x<971,1<x<16,x<0,unknown,no
8961,56<x<75,retired,married,primary,no,-6847<x<15165,no,no,cellular,16<x<23,aug,2<x<971,1<x<16,x<0,unknown,no
8962,18<x<37,blue-collar,single,primary,no,-6847<x<15165,yes,yes,unknown,1<x<8,jun,2<x<971,1<x<16,x<0,unknown,no
8963,37<x<56,admin.,single,secondary,no,-6847<x<15165,yes,yes,cellular,1<x<8,may,2<x<971,1<x<16,x<0,unknown,no
8964,18<x<37,blue-collar,divorced,primary,no,-6847<x<15165,yes,no,unknown,x>23,may,2<x<971,x<1,x<0,unknown,no
8965,18<x<37,unemployed,single,tertiary,no,-6847<x<15165,yes,no,cellular,1<x<8,feb,2<x<971,x<1,x<0,unknown,no
8966,37<x<56,unknown,married,unknown,no,-6847<x<15165,no,no,telephone,1<x<8,jul,2<x<971,1<x<16,x<0,unknown,no
8967,37<x<56,self-employed,married,secondary,no,-6847<x<15165,no,no,cellular,1<x<8,aug,2<x<971,1<x<16,x<0,unknown,no
8968,18<x<37,admin.,married,secondary,no,-6847<x<15165,no,no,cellular,1<x<8,feb,2<x<971,x<1,0<x<14,success,no
8969,37<x<56,services,married,secondary,no,-6847<x<15165,yes,no,unknown,8<x<16,may,2<x<971,x<1,x<0,unknown,no
8970,18<x<37,blue-collar,single,secondary,yes,-6847<x<15165,yes,no,unknown,1<x<8,jun,2<x<971,1<x<16,x<0,unknown,no
8971,37<x<56,blue-collar,married,primary,no,-6847<x<15165,yes,no,unknown,16<x<23,jun,2<x<971,1<x<16,x<0,unknown,no
8972,37<x<56,technician,single,secondary,no,-6847<x<15165,no,no,cellular,16<x<23,nov,2<x<971,1<x<16,0<x<14,success,no
8973,18<x<37,services,married,secondary,no,-6847<x<15165,yes,no,telephone,16<x<23,jul,2<x<971,1<x<16,x<0,unknown,no
8974,56<x<75,retired,married,primary,no,-6847<x<15165,no,no,telephone,1<x<8,feb,2<x<971,1<x<16,x<0,unknown,no
8975,18<x<37,admin.,single,secondary,no,-6847<x<15165,yes,no,unknown,16<x<23,may,2<x<971,1<x<16,x<0,unknown,no
8976,37<x<56,admin.,married,secondary,no,-6847<x<15165,no,no,cellular,x>23,jul,2<x<971,x<1,x<0,unknown,no
8977,18<x<37,management,single,tertiary,no,-6847<x<15165,yes,no,unknown,x>23,may,2<x<971,1<x<16,x<0,unknown,no
8978,18<x<37,management,married,tertiary,no,-6847<x<15165,no,no,cellular,x>23,jul,2<x<971,1<x<16,x<0,unknown,no
8979,18<x<37,admin.,single,secondary,no,-6847<x<15165,yes,no,cellular,16<x<23,nov,2<x<971,1<x<16,0<x<14,other,no
8980,18<x<37,management,single,tertiary,yes,-6847<x<15165,yes,no,cellular,16<x<23,apr,2<x<971,1<x<16,x<0,unknown,no
8981,18<x<37,blue-collar,single,secondary,no,-6847<x<15165,yes,no,unknown,x>23,may,2<x<971,1<x<16,x<0,unknown,no
8982,18<x<37,management,single,tertiary,no,-6847<x<15165,yes,no,telephone,8<x<16,may,2<x<971,1<x<16,x<0,unknown,no
8983,37<x<56,management,single,tertiary,no,-6847<x<15165,yes,no,unknown,8<x<16,may,2<x<971,1<x<16,x<0,unknown,no
8984,37<x<56,services,married,secondary,no,-6847<x<15165,yes,yes,cellular,x>23,jul,2<x<971,1<x<16,x<0,unknown,no
8985,18<x<37,technician,married,secondary,no,-6847<x<15165,yes,no,cellular,x>23,jan,2<x<971,x<1,x<0,unknown,no
8986,56<x<75,blue-collar,divorced,primary,no,-6847<x<15165,yes,no,unknown,1<x<8,jun,2<x<971,1<x<16,x<0,unknown,no
8987,18<x<37,management,single,tertiary,no,-6847<x<15165,yes,no,unknown,1<x<8,jun,2<x<971,x<1,x<0,unknown,no
8988,18<x<37,blue-collar,married,primary,no,-6847<x<15165,yes,no,unknown,x>23,may,2<x<971,1<x<16,x<0,unknown,no
8989,18<x<37,unemployed,married,secondary,no,-6847<x<15165,yes,no,cellular,1<x<8,apr,2<x<971,1<x<16,0<x<14,other,no
8990,18<x<37,blue-collar,married,secondary,no,-6847<x<15165,yes,no,cellular,8<x<16,may,2<x<971,1<x<16,x<0,unknown,no
8991,37<x<56,technician,single,secondary,no,-6847<x<15165,no,yes,cellular,16<x<23,aug,2<x<971,1<x<16,x<0,unknown,no
8992,18<x<37,management,married,tertiary,no,-6847<x<15165,yes,no,cellular,16<x<23,jul,2<x<971,x<1,x<0,unknown,no
8993,56<x<75,retired,married,primary,no,-6847<x<15165,no,no,cellular,x>23,nov,2<x<971,x<1,x<0,unknown,no
8994,37<x<56,management,single,tertiary,no,-6847<x<15165,no,yes,cellular,1<x<8,aug,2<x<971,x<1,x<0,unknown,no
8995,18<x<37,admin.,single,secondary,no,-6847<x<15165,yes,no,cellular,1<x<8,jun,2<x<971,x<1,0<x<14,failure,no
8996,37<x<56,entrepreneur,married,tertiary,yes,-6847<x<15165,yes,yes,unknown,x>23,may,2<x<971,x<1,x<0,unknown,no
8997,37<x<56,technician,divorced,secondary,no,-6847<x<15165,yes,no,cellular,x>23,aug,2<x<971,1<x<16,x<0,unknown,no
8998,18<x<37,housemaid,divorced,tertiary,no,-6847<x<15165,yes,no,cellular,16<x<23,aug,2<x<971,1<x<16,x<0,unknown,no
8999,18<x<37,blue-collar,single,tertiary,no,-6847<x<15165,yes,no,cellular,1<x<8,may,2<x<971,1<x<16,x<0,unknown,no
9000,18<x<37,technician,single,secondary,no,-6847<x<15165,yes,no,cellular,x>23,oct,2<x<971,x<1,0<x<14,failure,no
9001,37<x<56,management,married,tertiary,no,-6847<x<15165,yes,no,unknown,8<x<16,may,2<x<971,1<x<16,x<0,unknown,no
9002,37<x<56,management,married,tertiary,no,-6847<x<15165,no,no,cellular,x>23,jul,2<x<971,1<x<16,x<0,unknown,no
9003,18<x<37,admin.,married,secondary,no,-6847<x<15165,yes,no,unknown,1<x<8,jun,2<x<971,1<x<16,x<0,unknown,no
9004,37<x<56,management,married,tertiary,no,-6847<x<15165,no,no,cellular,16<x<23,aug,2<x<971,1<x<16,x<0,unknown,no
9005,18<x<37,management,married,tertiary,no,-6847<x<15165,no,no,cellular,1<x<8,feb,2<x<971,1<x<16,0<x<14,other,no
9006,18<x<37,services,married,secondary,no,-6847<x<15165,yes,no,cellular,16<x<23,may,2<x<971,1<x<16,x<0,unknown,no
9007,18<x<37,admin.,single,secondary,no,-6847<x<15165,no,yes,cellular,1<x<8,feb,2<x<971,1<x<16,x<0,unknown,no
9008,18<x<37,unemployed,single,tertiary,no,-6847<x<15165,yes,no,cellular,1<x<8,may,2<x<971,x<1,x<0,unknown,no
9009,18<x<37,services,married,secondary,no,-6847<x<15165,yes,no,telephone,1<x<8,jul,2<x<971,1<x<16,x<0,unknown,no
9010,56<x<75,admin.,married,secondary,no,-6847<x<15165,no,no,telephone,1<x<8,jul,2<x<971,1<x<16,x<0,unknown,no
9011,37<x<56,self-employed,divorced,secondary,no,-6847<x<15165,yes,no,unknown,16<x<23,jun,2<x<971,1<x<16,x<0,unknown,no
9012,37<x<56,blue-collar,married,secondary,no,-6847<x<15165,yes,no,unknown,x>23,sep,2<x<971,x<1,x<0,unknown,no
9013,18<x<37,management,single,secondary,no,-6847<x<15165,yes,no,unknown,x>23,may,2<x<971,1<x<16,x<0,unknown,no
9014,37<x<56,management,married,tertiary,no,-6847<x<15165,no,no,cellular,1<x<8,jul,2<x<971,1<x<16,x<0,unknown,no
9015,56<x<75,retired,married,secondary,no,-6847<x<15165,no,no,cellular,8<x<16,aug,971<x<1941,1<x<16,0<x<14,other,no
9016,18<x<37,blue-collar,married,secondary,no,-6847<x<15165,no,no,cellular,8<x<16,jul,2<x<971,x<1,x<0,unknown,no
9017,37<x<56,blue-collar,married,secondary,no,-6847<x<15165,no,yes,unknown,16<x<23,jun,2<x<971,1<x<16,x<0,unknown,no
9018,37<x<56,blue-collar,married,primary,no,-6847<x<15165,no,no,cellular,8<x<16,aug,2<x<971,1<x<16,x<0,unknown,no
9019,18<x<37,management,married,tertiary,no,-6847<x<15165,yes,no,cellular,16<x<23,nov,2<x<971,1<x<16,x<0,unknown,no
9020,18<x<37,services,divorced,secondary,no,-6847<x<15165,yes,no,telephone,16<x<23,nov,2<x<971,x<1,x<0,unknown,no
9021,56<x<75,technician,married,secondary,no,-6847<x<15165,yes,no,cellular,1<x<8,may,2<x<971,x<1,0<x<14,failure,no
9022,18<x<37,services,single,tertiary,no,-6847<x<15165,yes,no,cellular,x<1,apr,971<x<1941,x<1,0<x<14,other,no
9023,37<x<56,blue-collar,married,primary,no,-6847<x<15165,no,no,cellular,16<x<23,aug,2<x<971,1<x<16,x<0,unknown,no
9024,18<x<37,admin.,single,secondary,no,-6847<x<15165,no,no,cellular,x>23,apr,2<x<971,1<x<16,x<0,unknown,no
9025,37<x<56,admin.,married,secondary,no,-6847<x<15165,yes,no,cellular,1<x<8,feb,2<x<971,x<1,0<x<14,failure,no
9026,37<x<56,admin.,married,secondary,no,-6847<x<15165,yes,no,unknown,8<x<16,may,2<x<971,x<1,x<0,unknown,no
9027,18<x<37,management,married,tertiary,no,-6847<x<15165,no,no,cellular,x>23,aug,2<x<971,1<x<16,x<0,unknown,no
9028,18<x<37,admin.,single,secondary,no,-6847<x<15165,no,no,unknown,16<x<23,jun,2<x<971,x<1,x<0,unknown,no
9029,56<x<75,admin.,married,secondary,no,-6847<x<15165,yes,no,cellular,8<x<16,may,2<x<971,x<1,0<x<14,failure,no
9030,37<x<56,services,married,secondary,no,-6847<x<15165,no,no,cellular,1<x<8,aug,2<x<971,x<1,x<0,unknown,no
9031,56<x<75,retired,married,primary,no,-6847<x<15165,no,no,cellular,x>23,dec,2<x<971,1<x<16,x<0,unknown,no
9032,37<x<56,blue-collar,married,secondary,no,-6847<x<15165,yes,no,telephone,1<x<8,may,2<x<971,1<x<16,x<0,unknown,no
9033,37<x<56,blue-collar,married,primary,no,-6847<x<15165,yes,no,cellular,1<x<8,may,2<x<971,x<1,x<0,unknown,no
9034,37<x<56,admin.,married,secondary,no,-6847<x<15165,yes,no,unknown,1<x<8,may,2<x<971,1<x<16,x<0,unknown,no
9035,18<x<37,management,married,tertiary,yes,-6847<x<15165,yes,no,cellular,x>23,jul,2<x<971,16<x<32,x<0,unknown,no
9036,37<x<56,management,single,unknown,no,-6847<x<15165,yes,no,unknown,8<x<16,may,2<x<971,1<x<16,x<0,unknown,no
9037,37<x<56,technician,married,secondary,no,-6847<x<15165,no,no,cellular,x>23,jul,2<x<971,1<x<16,x<0,unknown,no
9038,37<x<56,services,married,secondary,no,-6847<x<15165,yes,no,unknown,8<x<16,may,2<x<971,1<x<16,x<0,unknown,no
9039,37<x<56,technician,married,secondary,no,-6847<x<15165,no,no,cellular,1<x<8,may,2<x<971,1<x<16,0<x<14,failure,no
9040,18<x<37,admin.,married,secondary,no,-6847<x<15165,yes,yes,cellular,16<x<23,apr,2<x<971,1<x<16,x<0,unknown,no
9041,18<x<37,technician,married,primary,no,-6847<x<15165,yes,no,unknown,1<x<8,may,2<x<971,1<x<16,x<0,unknown,no
9042,56<x<75,retired,divorced,primary,no,-6847<x<15165,yes,no,unknown,x>23,may,2<x<971,1<x<16,x<0,unknown,no
9043,56<x<75,retired,married,primary,no,-6847<x<15165,no,no,cellular,1<x<8,feb,2<x<971,x<1,x<0,unknown,no
9044,37<x<56,management,married,secondary,no,-6847<x<15165,yes,no,unknown,x>23,may,2<x<971,x<1,x<0,unknown,no
9045,37<x<56,management,married,tertiary,no,-6847<x<15165,yes,no,cellular,8<x<16,jul,2<x<971,1<x<16,x<0,unknown,no
9046,56<x<75,retired,married,tertiary,no,-6847<x<15165,no,no,cellular,x>23,jul,2<x<971,1<x<16,x<0,unknown,no
9047,18<x<37,technician,married,secondary,no,-6847<x<15165,yes,no,cellular,16<x<23,apr,2<x<971,1<x<16,0<x<14,failure,no
9048,37<x<56,services,married,secondary,no,-6847<x<15165,yes,no,unknown,1<x<8,jun,2<x<971,1<x<16,x<0,unknown,no
9049,37<x<56,blue-collar,married,primary,no,-6847<x<15165,no,no,unknown,8<x<16,jun,2<x<971,1<x<16,x<0,unknown,no
9050,18<x<37,blue-collar,married,secondary,no,-6847<x<15165,yes,no,cellular,16<x<23,nov,2<x<971,1<x<16,0<x<14,failure,no
9051,37<x<56,blue-collar,married,secondary,no,-6847<x<15165,yes,no,unknown,x>23,may,2<x<971,x<1,x<0,unknown,no
9052,37<x<56,blue-collar,married,secondary,no,-6847<x<15165,no,no,cellular,1<x<8,feb,2<x<971,1<x<16,0<x<14,other,no
9053,37<x<56,unemployed,married,tertiary,no,-6847<x<15165,no,no,cellular,x>23,aug,2<x<971,1<x<16,x<0,unknown,no
9054,18<x<37,technician,married,secondary,no,-6847<x<15165,yes,no,cellular,16<x<23,jul,2<x<971,x<1,x<0,unknown,no
9055,37<x<56,admin.,married,secondary,no,-6847<x<15165,no,no,cellular,x>23,jul,2<x<971,1<x<16,x<0,unknown,no
9056,37<x<56,housemaid,married,secondary,yes,-6847<x<15165,yes,no,cellular,x>23,jul,2<x<971,1<x<16,x<0,unknown,no
9057,37<x<56,management,married,tertiary,no,-6847<x<15165,no,no,cellular,16<x<23,aug,2<x<971,1<x<16,x<0,unknown,no
9058,37<x<56,services,married,unknown,no,-6847<x<15165,yes,no,cellular,8<x<16,may,2<x<971,x<1,0<x<14,failure,no
9059,37<x<56,housemaid,married,primary,no,-6847<x<15165,no,yes,cellular,8<x<16,aug,2<x<971,1<x<16,x<0,unknown,no
9060,37<x<56,housemaid,single,secondary,no,-6847<x<15165,no,no,telephone,x>23,jan,2<x<971,x<1,x<0,unknown,no
9061,56<x<75,retired,married,tertiary,no,-6847<x<15165,no,yes,cellular,8<x<16,jul,2<x<971,1<x<16,x<0,unknown,no
9062,56<x<75,retired,married,secondary,no,-6847<x<15165,no,no,cellular,8<x<16,oct,2<x<971,x<1,x<0,unknown,no
9063,18<x<37,management,single,tertiary,no,-6847<x<15165,yes,yes,unknown,8<x<16,jun,2<x<971,1<x<16,x<0,unknown,no
9064,37<x<56,management,married,tertiary,no,-6847<x<15165,yes,no,cellular,16<x<23,nov,2<x<971,x<1,x<0,unknown,no
9065,18<x<37,self-employed,married,tertiary,no,-6847<x<15165,no,no,cellular,8<x<16,aug,2<x<971,1<x<16,x<0,unknown,no
9066,37<x<56,technician,single,unknown,no,-6847<x<15165,no,no,unknown,1<x<8,jun,2<x<971,x<1,x<0,unknown,no
9067,18<x<37,management,divorced,tertiary,no,-6847<x<15165,no,no,cellular,1<x<8,feb,2<x<971,1<x<16,x<0,unknown,no
9068,37<x<56,technician,married,secondary,no,-6847<x<15165,yes,no,cellular,8<x<16,jul,2<x<971,x<1,x<0,unknown,no
9069,37<x<56,blue-collar,divorced,primary,no,-6847<x<15165,no,yes,unknown,x<1,jul,2<x<971,x<1,x<0,unknown,no
9070,18<x<37,technician,married,secondary,no,-6847<x<15165,no,no,cellular,8<x<16,aug,2<x<971,1<x<16,x<0,unknown,no
9071,18<x<37,blue-collar,married,primary,no,-6847<x<15165,no,no,cellular,16<x<23,nov,2<x<971,x<1,x<0,unknown,no
9072,37<x<56,blue-collar,married,primary,no,-6847<x<15165,yes,yes,unknown,1<x<8,may,2<x<971,x<1,x<0,unknown,no
9073,18<x<37,technician,married,primary,no,-6847<x<15165,no,no,cellular,1<x<8,feb,2<x<971,x<1,x<0,unknown,no
9074,37<x<56,blue-collar,married,primary,no,-6847<x<15165,yes,no,unknown,8<x<16,may,2<x<971,1<x<16,x<0,unknown,no
9075,18<x<37,management,married,tertiary,no,-6847<x<15165,yes,no,cellular,16<x<23,nov,2<x<971,1<x<16,x<0,unknown,no
9076,18<x<37,blue-collar,married,primary,no,-6847<x<15165,yes,no,unknown,8<x<16,may,2<x<971,x<1,x<0,unknown,no
9077,37<x<56,admin.,divorced,secondary,yes,-6847<x<15165,yes,no,cellular,1<x<8,may,2<x<971,x<1,0<x<14,failure,no
9078,37<x<56,technician,divorced,tertiary,no,-6847<x<15165,no,yes,cellular,16<x<23,jul,2<x<971,x<1,x<0,unknown,no
9079,18<x<37,services,married,tertiary,no,-6847<x<15165,no,no,cellular,16<x<23,aug,2<x<971,1<x<16,x<0,unknown,no
9080,18<x<37,services,married,secondary,no,-6847<x<15165,yes,no,cellular,1<x<8,apr,2<x<971,1<x<16,0<x<14,failure,no
9081,37<x<56,technician,married,secondary,no,-6847<x<15165,yes,no,unknown,8<x<16,may,2<x<971,x<1,x<0,unknown,no
9082,18<x<37,technician,single,secondary,no,-6847<x<15165,no,no,cellular,x>23,apr,2<x<971,x<1,x<0,unknown,no
9083,37<x<56,blue-collar,married,primary,no,-6847<x<15165,no,no,telephone,x>23,may,2<x<971,x<1,0<x<14,failure,no
9084,37<x<56,management,married,primary,no,-6847<x<15165,yes,no,unknown,8<x<16,may,2<x<971,1<x<16,x<0,unknown,no
9085,18<x<37,management,single,tertiary,no,-6847<x<15165,yes,no,cellular,8<x<16,feb,2<x<971,1<x<16,0<x<14,failure,no
9086,18<x<37,services,married,secondary,no,-6847<x<15165,yes,no,cellular,16<x<23,may,2<x<971,1<x<16,x<0,unknown,no
9087,56<x<75,management,divorced,tertiary,no,-6847<x<15165,no,no,unknown,16<x<23,jun,2<x<971,x<1,x<0,unknown,no
9088,37<x<56,admin.,single,secondary,no,-6847<x<15165,no,no,cellular,8<x<16,oct,2<x<971,1<x<16,x<0,unknown,no
9089,56<x<75,retired,married,secondary,no,-6847<x<15165,no,no,cellular,x>23,jul,2<x<971,x<1,x<0,unknown,no
9090,18<x<37,services,single,secondary,no,-6847<x<15165,no,no,cellular,1<x<8,jul,2<x<971,1<x<16,x<0,unknown,no
9091,18<x<37,management,single,tertiary,no,-6847<x<15165,yes,no,cellular,x>23,may,2<x<971,x<1,x<0,unknown,no
9092,18<x<37,admin.,married,secondary,no,-6847<x<15165,yes,no,cellular,16<x<23,may,2<x<971,x<1,0<x<14,failure,no
9093,18<x<37,technician,married,secondary,no,-6847<x<15165,yes,no,unknown,16<x<23,may,2<x<971,x<1,x<0,unknown,no
9094,37<x<56,retired,married,primary,no,-6847<x<15165,no,yes,unknown,16<x<23,jun,2<x<971,1<x<16,x<0,unknown,no
9095,37<x<56,management,married,tertiary,no,-6847<x<15165,no,no,cellular,16<x<23,aug,2<x<971,1<x<16,x<0,unknown,no
9096,18<x<37,services,divorced,secondary,no,-6847<x<15165,yes,yes,cellular,8<x<16,may,2<x<971,x<1,x<0,unknown,no
9097,18<x<37,technician,married,secondary,no,-6847<x<15165,yes,no,unknown,16<x<23,may,2<x<971,1<x<16,x<0,unknown,no
9098,18<x<37,management,single,tertiary,no,-6847<x<15165,yes,no,cellular,16<x<23,may,2<x<971,x<1,x<0,unknown,no
9099,37<x<56,retired,married,secondary,no,-6847<x<15165,yes,no,unknown,16<x<23,jun,2<x<971,1<x<16,x<0,unknown,no
9100,18<x<37,admin.,single,secondary,no,-6847<x<15165,no,yes,cellular,1<x<8,jul,2<x<971,1<x<16,x<0,unknown,no
9101,37<x<56,management,single,secondary,no,-6847<x<15165,no,yes,cellular,1<x<8,aug,2<x<971,x<1,x<0,unknown,no
9102,18<x<37,blue-collar,single,secondary,no,-6847<x<15165,yes,no,unknown,16<x<23,may,2<x<971,x<1,x<0,unknown,no
9103,18<x<37,technician,single,tertiary,no,-6847<x<15165,yes,no,unknown,8<x<16,may,2<x<971,1<x<16,x<0,unknown,no
9104,37<x<56,admin.,divorced,secondary,no,-6847<x<15165,no,yes,unknown,16<x<23,jun,2<x<971,1<x<16,x<0,unknown,no
9105,18<x<37,management,married,secondary,no,-6847<x<15165,yes,no,cellular,16<x<23,nov,2<x<971,x<1,x<0,unknown,no
9106,37<x<56,blue-collar,married,secondary,no,-6847<x<15165,yes,yes,unknown,x>23,jun,2<x<971,x<1,x<0,unknown,no
9107,18<x<37,blue-collar,single,secondary,no,-6847<x<15165,yes,no,unknown,1<x<8,jun,2<x<971,x<1,x<0,unknown,no
9108,37<x<56,technician,divorced,secondary,no,-6847<x<15165,yes,yes,cellular,16<x<23,jul,2<x<971,1<x<16,x<0,unknown,no
9109,18<x<37,admin.,married,secondary,no,-6847<x<15165,no,no,cellular,8<x<16,aug,2<x<971,1<x<16,x<0,unknown,no
9110,37<x<56,technician,married,secondary,no,-6847<x<15165,no,no,cellular,16<x<23,jul,2<x<971,x<1,x<0,unknown,no
9111,37<x<56,management,married,tertiary,no,-6847<x<15165,no,yes,cellular,16<x<23,jul,2<x<971,x<1,x<0,unknown,no
9112,37<x<56,unemployed,married,secondary,yes,-6847<x<15165,no,no,cellular,16<x<23,nov,2<x<971,1<x<16,x<0,unknown,no
9113,18<x<37,blue-collar,married,secondary,no,-6847<x<15165,yes,no,unknown,8<x<16,may,2<x<971,x<1,x<0,unknown,no
