,id,AnnouncementsView,Discussion,Grade,Relation,Semester,StudentAbsenceDays,VisITedResources,gender,raisedhands,class
288,288,x>66,10<x<22,2<x<4,Mum,F,Above-7,2<x<12,F,22<x<49,1
289,289,20<x<40,22<x<70,x>7,Mum,F,Under-7,2<x<12,M,0<x<5,0
290,290,20<x<40,96<x<98,4<x<7,Father,F,Above-7,76<x<89,M,22<x<49,1
291,291,x>66,22<x<70,x>7,Father,F,Above-7,37<x<74,F,22<x<49,1
292,292,x>66,80<x<96,4<x<7,Mum,S,Under-7,x>90,F,12<x<21,1
293,293,x>66,80<x<96,4<x<7,Father,S,Under-7,x>90,M,22<x<49,1
294,294,40<x<66,70<x<80,x<2,Father,F,Above-7,37<x<74,F,50<x<80,1
295,295,2<x<12,22<x<70,4<x<7,Mum,F,Under-7,76<x<89,M,0<x<5,1
296,296,40<x<66,80<x<96,4<x<7,Mum,F,Under-7,2<x<12,M,x>80,1
297,297,x>66,22<x<70,x>7,Father,F,Under-7,37<x<74,M,50<x<80,1
298,298,x>66,22<x<70,4<x<7,Father,F,Under-7,15<x<37,F,22<x<49,1
299,299,12<x<20,22<x<70,x>7,Father,S,Above-7,x>90,F,x>80,1
300,300,x>66,22<x<70,x>7,Mum,S,Under-7,x<2,M,x>80,1
301,301,20<x<40,22<x<70,4<x<7,Mum,S,Above-7,15<x<37,F,22<x<49,1
302,302,20<x<40,22<x<70,x>7,Father,F,Under-7,37<x<74,M,0<x<5,0
303,303,40<x<66,22<x<70,2<x<4,Father,F,Under-7,12<x<15,M,x>80,1
304,304,x>66,x>98,x>7,Mum,F,Above-7,76<x<89,M,9<x<12,1
305,305,20<x<40,22<x<70,4<x<7,Father,S,Above-7,12<x<15,M,50<x<80,1
306,306,40<x<66,22<x<70,x<2,Mum,S,Above-7,2<x<12,F,50<x<80,1
307,307,20<x<40,22<x<70,x>7,Mum,F,Above-7,76<x<89,M,x>80,1
308,308,2<x<12,80<x<96,x>7,Mum,S,Under-7,15<x<37,F,x>80,1
309,309,12<x<20,70<x<80,x>7,Father,S,Under-7,76<x<89,F,22<x<49,1
310,310,20<x<40,22<x<70,2<x<4,Father,F,Above-7,x>90,M,50<x<80,1
311,311,x>66,70<x<80,4<x<7,Father,F,Under-7,12<x<15,F,22<x<49,1
312,312,x>66,96<x<98,4<x<7,Father,S,Under-7,37<x<74,F,5<x<9,1
313,313,20<x<40,10<x<22,4<x<7,Father,S,Above-7,x<2,F,12<x<21,0
314,314,12<x<20,22<x<70,4<x<7,Mum,F,Above-7,2<x<12,F,22<x<49,0
315,315,40<x<66,70<x<80,x>7,Father,S,Under-7,x>90,M,x>80,1
316,316,x>66,9<x<10,x>7,Mum,S,Above-7,2<x<12,M,50<x<80,1
317,317,20<x<40,22<x<70,4<x<7,Mum,F,Under-7,37<x<74,F,0<x<5,1
318,318,12<x<20,22<x<70,4<x<7,Father,F,Above-7,76<x<89,M,x>80,1
319,319,40<x<66,96<x<98,x<2,Mum,S,Above-7,15<x<37,M,9<x<12,1
320,320,2<x<12,10<x<22,4<x<7,Father,F,Under-7,15<x<37,F,50<x<80,1
321,321,x>66,x<7,x>7,Father,F,Under-7,15<x<37,M,12<x<21,1
322,322,20<x<40,80<x<96,x>7,Mum,F,Under-7,x>90,F,50<x<80,1
323,323,12<x<20,10<x<22,4<x<7,Father,S,Under-7,15<x<37,M,50<x<80,1
324,324,2<x<12,10<x<22,4<x<7,Mum,S,Under-7,37<x<74,F,50<x<80,1
325,325,40<x<66,22<x<70,4<x<7,Father,S,Above-7,2<x<12,M,50<x<80,1
326,326,20<x<40,22<x<70,x>7,Father,S,Under-7,37<x<74,F,12<x<21,1
327,327,40<x<66,22<x<70,x>7,Mum,S,Above-7,37<x<74,M,12<x<21,1
328,328,0<x<2,80<x<96,x>7,Father,F,Above-7,76<x<89,F,21<x<22,1
329,329,40<x<66,70<x<80,x>7,Mum,F,Under-7,15<x<37,F,22<x<49,1
330,330,12<x<20,x<7,4<x<7,Father,S,Under-7,x<2,F,9<x<12,0
331,331,20<x<40,x<7,x>7,Father,S,Above-7,12<x<15,M,22<x<49,1
332,332,40<x<66,80<x<96,x>7,Father,F,Under-7,37<x<74,M,22<x<49,1
333,333,20<x<40,70<x<80,x>7,Father,F,Under-7,x>90,F,50<x<80,1
334,334,20<x<40,22<x<70,4<x<7,Father,S,Under-7,37<x<74,M,0<x<5,1
335,335,12<x<20,22<x<70,x>7,Mum,S,Above-7,2<x<12,M,12<x<21,1
336,336,x>66,x<7,x>7,Mum,F,Above-7,12<x<15,F,12<x<21,0
337,337,40<x<66,80<x<96,x>7,Father,F,Above-7,x>90,F,50<x<80,1
338,338,12<x<20,80<x<96,x>7,Father,S,Above-7,37<x<74,M,50<x<80,1
339,339,40<x<66,22<x<70,2<x<4,Mum,F,Under-7,37<x<74,F,50<x<80,1
340,340,2<x<12,22<x<70,4<x<7,Mum,F,Under-7,15<x<37,F,22<x<49,1
341,341,20<x<40,22<x<70,4<x<7,Father,S,Above-7,37<x<74,F,x>80,1
342,342,40<x<66,7<x<9,x>7,Mum,F,Under-7,37<x<74,F,50<x<80,1
343,343,20<x<40,80<x<96,x>7,Mum,F,Above-7,2<x<12,F,x>80,1
344,344,x>66,10<x<22,4<x<7,Mum,S,Above-7,37<x<74,M,x>80,1
345,345,0<x<2,70<x<80,x>7,Mum,F,Above-7,x>90,F,22<x<49,1
346,346,20<x<40,22<x<70,x>7,Mum,S,Above-7,37<x<74,M,22<x<49,1
347,347,40<x<66,80<x<96,x<2,Mum,S,Under-7,37<x<74,M,5<x<9,1
348,348,2<x<12,80<x<96,x>7,Mum,S,Under-7,x>90,M,x>80,1
349,349,2<x<12,22<x<70,x>7,Father,F,Under-7,15<x<37,M,50<x<80,1
350,350,2<x<12,10<x<22,4<x<7,Mum,S,Under-7,x>90,F,50<x<80,1
351,351,20<x<40,22<x<70,x>7,Father,S,Under-7,76<x<89,M,0<x<5,1
352,352,20<x<40,x<7,x>7,Mum,S,Under-7,15<x<37,M,x<0,0
353,353,x>66,80<x<96,x>7,Father,S,Under-7,2<x<12,M,12<x<21,1
354,354,12<x<20,80<x<96,x>7,Father,F,Above-7,15<x<37,M,22<x<49,1
355,355,20<x<40,70<x<80,x>7,Father,F,Above-7,37<x<74,F,x>80,1
356,356,2<x<12,10<x<22,x>7,Mum,S,Under-7,76<x<89,M,50<x<80,1
357,357,40<x<66,80<x<96,x>7,Mum,S,Above-7,15<x<37,M,50<x<80,1
358,358,40<x<66,7<x<9,x>7,Father,S,Under-7,2<x<12,M,x<0,0
359,359,20<x<40,22<x<70,x>7,Father,S,Above-7,15<x<37,F,x>80,1
360,360,x>66,70<x<80,x<2,Father,F,Above-7,15<x<37,F,12<x<21,1
361,361,0<x<2,x<7,2<x<4,Mum,S,Under-7,15<x<37,M,50<x<80,0
362,362,12<x<20,22<x<70,4<x<7,Father,S,Under-7,74<x<76,F,22<x<49,1
363,363,12<x<20,22<x<70,x>7,Father,F,Under-7,15<x<37,F,50<x<80,1
364,364,40<x<66,80<x<96,x>7,Father,F,Above-7,15<x<37,M,x<0,1
365,365,20<x<40,22<x<70,2<x<4,Father,F,Under-7,76<x<89,M,22<x<49,1
366,366,x>66,22<x<70,4<x<7,Father,S,Above-7,15<x<37,F,12<x<21,1
367,367,0<x<2,10<x<22,x>7,Mum,S,Under-7,15<x<37,F,5<x<9,0
368,368,x>66,10<x<22,x<2,Father,F,Under-7,2<x<12,M,22<x<49,1
369,369,40<x<66,x<7,4<x<7,Mum,S,Under-7,15<x<37,M,x>80,1
370,370,x>66,22<x<70,x>7,Father,F,Under-7,37<x<74,M,21<x<22,1
371,371,x>66,x<7,x>7,Father,F,Under-7,15<x<37,F,9<x<12,1
372,372,2<x<12,22<x<70,x>7,Father,S,Above-7,x<2,F,x>80,1
373,373,2<x<12,22<x<70,x>7,Father,F,Under-7,15<x<37,F,x<0,0
374,374,x>66,80<x<96,4<x<7,Mum,F,Above-7,x<2,F,9<x<12,0
375,375,x>66,80<x<96,x>7,Father,F,Under-7,37<x<74,M,49<x<50,1
376,376,40<x<66,80<x<96,x>7,Father,S,Above-7,37<x<74,M,12<x<21,1
377,377,20<x<40,10<x<22,x>7,Mum,F,Above-7,x<2,M,9<x<12,0
378,378,40<x<66,22<x<70,x>7,Mum,F,Above-7,x>90,M,50<x<80,1
379,379,40<x<66,70<x<80,x>7,Mum,F,Under-7,37<x<74,M,0<x<5,1
380,380,40<x<66,22<x<70,x>7,Father,S,Above-7,37<x<74,M,x>80,1
381,381,40<x<66,22<x<70,x>7,Father,S,Under-7,15<x<37,M,x>80,1
382,382,2<x<12,80<x<96,x>7,Mum,F,Above-7,37<x<74,M,x>80,1
383,383,20<x<40,10<x<22,x>7,Mum,S,Above-7,15<x<37,F,9<x<12,0
384,384,40<x<66,22<x<70,2<x<4,Mum,F,Under-7,15<x<37,M,50<x<80,1
385,385,40<x<66,70<x<80,x>7,Mum,F,Under-7,76<x<89,M,22<x<49,1
386,386,x>66,22<x<70,x<2,Father,S,Above-7,15<x<37,M,50<x<80,1
387,387,40<x<66,70<x<80,x>7,Mum,F,Above-7,37<x<74,M,5<x<9,1
388,388,40<x<66,10<x<22,2<x<4,Mum,S,Under-7,37<x<74,F,x>80,1
389,389,x>66,22<x<70,x<2,Mum,S,Under-7,2<x<12,F,50<x<80,1
390,390,40<x<66,96<x<98,x<2,Father,S,Under-7,x>90,F,x>80,1
391,391,40<x<66,22<x<70,x>7,Father,S,Under-7,15<x<37,F,x>80,1
392,392,20<x<40,10<x<22,x>7,Father,F,Under-7,15<x<37,M,22<x<49,1
393,393,x>66,22<x<70,4<x<7,Father,S,Under-7,37<x<74,F,50<x<80,1
394,394,x>66,80<x<96,4<x<7,Father,F,Above-7,76<x<89,F,12<x<21,1
395,395,12<x<20,x>98,x<2,Mum,F,Above-7,76<x<89,F,0<x<5,1
396,396,40<x<66,10<x<22,x>7,Father,F,Above-7,76<x<89,F,50<x<80,1
397,397,x>66,10<x<22,x<2,Mum,F,Under-7,15<x<37,F,x>80,1
398,398,20<x<40,22<x<70,x>7,Mum,S,Under-7,15<x<37,F,x>80,1
399,399,2<x<12,80<x<96,x>7,Father,F,Under-7,15<x<37,F,12<x<21,1
400,400,x>66,x>98,x>7,Mum,F,Under-7,15<x<37,F,5<x<9,1
401,401,x>66,x<7,x>7,Mum,S,Above-7,12<x<15,M,22<x<49,1
402,402,40<x<66,10<x<22,x>7,Father,F,Above-7,37<x<74,M,50<x<80,1
403,403,x>66,22<x<70,4<x<7,Father,F,Above-7,37<x<74,F,12<x<21,1
404,404,40<x<66,70<x<80,x<2,Mum,S,Above-7,37<x<74,M,x>80,1
405,405,40<x<66,x<7,4<x<7,Mum,F,Above-7,12<x<15,M,12<x<21,1
406,406,20<x<40,80<x<96,2<x<4,Father,F,Under-7,15<x<37,F,12<x<21,1
407,407,20<x<40,80<x<96,x<2,Father,F,Above-7,37<x<74,F,50<x<80,1
408,408,20<x<40,22<x<70,x>7,Father,S,Above-7,37<x<74,F,5<x<9,1
409,409,40<x<66,x<7,2<x<4,Father,S,Under-7,x<2,F,50<x<80,1
410,410,2<x<12,22<x<70,4<x<7,Father,F,Under-7,2<x<12,M,22<x<49,1
411,411,x>66,22<x<70,x<2,Mum,S,Above-7,x>90,M,50<x<80,1
412,412,40<x<66,22<x<70,2<x<4,Mum,S,Above-7,37<x<74,F,x>80,1
413,413,x>66,22<x<70,4<x<7,Mum,F,Above-7,15<x<37,M,x>80,1
414,414,20<x<40,22<x<70,4<x<7,Father,F,Under-7,76<x<89,M,22<x<49,1
415,415,x>66,22<x<70,x>7,Mum,F,Above-7,76<x<89,F,22<x<49,1
416,416,20<x<40,x<7,4<x<7,Mum,F,Under-7,37<x<74,F,5<x<9,0
417,417,40<x<66,80<x<96,4<x<7,Mum,F,Under-7,x>90,F,50<x<80,1
418,418,20<x<40,22<x<70,4<x<7,Mum,F,Under-7,37<x<74,M,22<x<49,1
419,419,20<x<40,80<x<96,x>7,Mum,S,Above-7,x>90,M,50<x<80,1
420,420,20<x<40,22<x<70,4<x<7,Mum,S,Under-7,37<x<74,M,50<x<80,1
421,421,40<x<66,22<x<70,2<x<4,Mum,F,Under-7,37<x<74,M,50<x<80,1
422,422,x>66,7<x<9,x>7,Father,S,Above-7,x>90,M,x>80,1
423,423,40<x<66,10<x<22,x<2,Mum,S,Above-7,x>90,F,x>80,1
424,424,40<x<66,22<x<70,4<x<7,Father,S,Above-7,76<x<89,M,22<x<49,1
425,425,20<x<40,80<x<96,4<x<7,Mum,S,Under-7,37<x<74,F,x>80,1
426,426,x>66,80<x<96,2<x<4,Father,S,Under-7,15<x<37,M,12<x<21,1
427,427,12<x<20,80<x<96,4<x<7,Mum,F,Above-7,37<x<74,F,12<x<21,1
428,428,20<x<40,22<x<70,x>7,Father,S,Above-7,76<x<89,M,22<x<49,1
429,429,40<x<66,22<x<70,4<x<7,Father,S,Under-7,37<x<74,M,12<x<21,1
430,430,40<x<66,96<x<98,4<x<7,Father,S,Above-7,2<x<12,M,12<x<21,1
431,431,20<x<40,22<x<70,4<x<7,Father,S,Above-7,37<x<74,F,0<x<5,1
432,432,20<x<40,80<x<96,x<2,Mum,F,Above-7,37<x<74,M,50<x<80,1
433,433,2<x<12,80<x<96,x>7,Father,F,Under-7,2<x<12,F,x>80,1
434,434,2<x<12,x<7,x>7,Mum,S,Under-7,37<x<74,F,50<x<80,1
435,435,x>66,22<x<70,4<x<7,Mum,S,Under-7,76<x<89,F,x>80,1
436,436,x>66,22<x<70,x<2,Mum,F,Above-7,76<x<89,F,50<x<80,1
437,437,20<x<40,x<7,2<x<4,Mum,S,Under-7,15<x<37,M,9<x<12,0
438,438,x>66,70<x<80,x>7,Father,S,Under-7,x>90,M,22<x<49,1
439,439,20<x<40,10<x<22,x>7,Mum,S,Above-7,37<x<74,M,x>80,1
440,440,20<x<40,70<x<80,4<x<7,Father,F,Above-7,37<x<74,M,50<x<80,1
441,441,40<x<66,22<x<70,4<x<7,Mum,F,Above-7,15<x<37,F,x>80,1
442,442,20<x<40,22<x<70,x>7,Mum,F,Under-7,76<x<89,M,x>80,1
443,443,12<x<20,22<x<70,x>7,Mum,S,Above-7,15<x<37,F,49<x<50,1
444,444,12<x<20,x<7,x<2,Mum,F,Under-7,37<x<74,F,9<x<12,1
445,445,x>66,80<x<96,2<x<4,Father,S,Above-7,37<x<74,F,50<x<80,1
446,446,x>66,7<x<9,x>7,Mum,S,Above-7,x>90,M,x>80,1
447,447,20<x<40,22<x<70,x>7,Father,F,Under-7,x>90,M,22<x<49,1
448,448,x>66,22<x<70,x>7,Father,F,Above-7,2<x<12,M,22<x<49,1
449,449,40<x<66,22<x<70,4<x<7,Father,S,Under-7,15<x<37,F,50<x<80,1
450,450,40<x<66,96<x<98,x>7,Father,F,Under-7,15<x<37,F,x>80,1
451,451,20<x<40,80<x<96,2<x<4,Father,S,Under-7,15<x<37,F,50<x<80,1
452,452,2<x<12,10<x<22,x>7,Father,S,Above-7,15<x<37,M,50<x<80,1
453,453,20<x<40,22<x<70,x<2,Father,F,Above-7,15<x<37,M,x>80,1
454,454,40<x<66,7<x<9,x>7,Father,S,Under-7,37<x<74,F,22<x<49,1
455,455,40<x<66,x<7,x>7,Mum,F,Above-7,76<x<89,F,50<x<80,1
456,456,20<x<40,22<x<70,4<x<7,Father,F,Above-7,x<2,M,0<x<5,0
457,457,2<x<12,80<x<96,x>7,Father,F,Above-7,74<x<76,M,50<x<80,1
458,458,40<x<66,22<x<70,x>7,Father,F,Above-7,15<x<37,F,50<x<80,1
459,459,x>66,22<x<70,4<x<7,Father,F,Above-7,37<x<74,M,50<x<80,1
460,460,2<x<12,22<x<70,x>7,Father,F,Under-7,2<x<12,F,22<x<49,0
461,461,20<x<40,80<x<96,x>7,Father,S,Under-7,15<x<37,F,12<x<21,1
462,462,20<x<40,80<x<96,x>7,Mum,S,Under-7,15<x<37,F,50<x<80,1
463,463,x>66,x<7,x>7,Mum,S,Above-7,x>90,F,22<x<49,1
464,464,40<x<66,22<x<70,4<x<7,Mum,F,Above-7,2<x<12,M,x>80,1
465,465,x>66,22<x<70,4<x<7,Father,S,Above-7,37<x<74,F,5<x<9,1
466,466,40<x<66,22<x<70,4<x<7,Father,F,Above-7,37<x<74,F,22<x<49,1
467,467,2<x<12,9<x<10,x>7,Father,F,Under-7,15<x<37,M,0<x<5,0
468,468,12<x<20,22<x<70,x>7,Mum,S,Above-7,x<2,F,x<0,0
469,469,2<x<12,70<x<80,x>7,Father,S,Under-7,2<x<12,M,50<x<80,1
470,470,x>66,70<x<80,4<x<7,Father,F,Under-7,2<x<12,M,22<x<49,1
471,471,x>66,22<x<70,4<x<7,Father,S,Under-7,37<x<74,F,22<x<49,1
472,472,20<x<40,22<x<70,4<x<7,Mum,F,Above-7,x>90,F,50<x<80,1
473,473,x>66,10<x<22,x>7,Father,S,Above-7,76<x<89,F,x>80,1
474,474,20<x<40,22<x<70,x>7,Mum,S,Above-7,37<x<74,F,50<x<80,1
475,475,20<x<40,70<x<80,4<x<7,Mum,F,Under-7,15<x<37,F,x>80,1
476,476,x>66,10<x<22,4<x<7,Mum,F,Under-7,37<x<74,F,12<x<21,1
477,477,x>66,22<x<70,x<2,Father,S,Above-7,37<x<74,M,50<x<80,1
478,478,2<x<12,80<x<96,2<x<4,Father,F,Above-7,37<x<74,F,5<x<9,0
479,479,40<x<66,10<x<22,x<2,Mum,F,Above-7,x<2,F,x>80,1
480,480,40<x<66,7<x<9,x>7,Mum,F,Above-7,15<x<37,F,0<x<5,0
481,481,x>66,22<x<70,x>7,Mum,S,Above-7,37<x<74,F,50<x<80,1
482,482,20<x<40,96<x<98,2<x<4,Mum,S,Under-7,76<x<89,F,50<x<80,1
483,483,x>66,x<7,x>7,Mum,F,Under-7,15<x<37,M,50<x<80,1
484,484,20<x<40,70<x<80,4<x<7,Father,F,Under-7,15<x<37,M,50<x<80,1
485,485,40<x<66,70<x<80,2<x<4,Father,S,Above-7,37<x<74,M,50<x<80,1
486,486,2<x<12,22<x<70,4<x<7,Mum,F,Under-7,76<x<89,M,50<x<80,1
487,487,x>66,10<x<22,x<2,Mum,S,Above-7,37<x<74,F,50<x<80,1
488,488,20<x<40,80<x<96,x>7,Mum,F,Under-7,37<x<74,M,12<x<21,1
489,489,40<x<66,10<x<22,x>7,Father,S,Above-7,76<x<89,F,22<x<49,1
490,490,x>66,10<x<22,x<2,Father,S,Under-7,x>90,F,50<x<80,1
491,491,20<x<40,80<x<96,4<x<7,Father,S,Above-7,15<x<37,M,22<x<49,1
492,492,20<x<40,70<x<80,x>7,Mum,F,Above-7,37<x<74,M,22<x<49,1
493,493,0<x<2,10<x<22,x>7,Mum,F,Above-7,2<x<12,F,50<x<80,0
494,494,12<x<20,22<x<70,x>7,Father,S,Under-7,76<x<89,M,22<x<49,1
495,495,20<x<40,22<x<70,x>7,Father,S,Above-7,x>90,F,x>80,1
496,496,20<x<40,7<x<9,x>7,Mum,S,Under-7,37<x<74,F,12<x<21,1
497,497,40<x<66,x<7,x>7,Mum,S,Above-7,15<x<37,F,12<x<21,1
498,498,x>66,22<x<70,x>7,Father,S,Under-7,37<x<74,F,x>80,1
499,499,40<x<66,10<x<22,4<x<7,Mum,F,Under-7,37<x<74,M,12<x<21,1
500,500,x>66,80<x<96,4<x<7,Mum,F,Under-7,37<x<74,F,x>80,1
501,501,20<x<40,10<x<22,2<x<4,Mum,F,Under-7,76<x<89,M,0<x<5,1
502,502,40<x<66,22<x<70,2<x<4,Mum,S,Under-7,2<x<12,M,12<x<21,1
503,503,x>66,9<x<10,4<x<7,Father,S,Above-7,2<x<12,M,x>80,1
504,504,20<x<40,22<x<70,x>7,Father,S,Above-7,37<x<74,M,22<x<49,1
505,505,20<x<40,22<x<70,4<x<7,Father,S,Above-7,37<x<74,M,x>80,1
506,506,40<x<66,22<x<70,4<x<7,Father,F,Above-7,37<x<74,F,22<x<49,1
507,507,12<x<20,22<x<70,x>7,Mum,F,Under-7,15<x<37,M,50<x<80,1
508,508,x>66,22<x<70,4<x<7,Mum,S,Under-7,15<x<37,F,0<x<5,1
509,509,x>66,70<x<80,4<x<7,Father,F,Above-7,x<2,M,x>80,1
510,510,x>66,22<x<70,4<x<7,Mum,S,Above-7,37<x<74,F,12<x<21,1
511,511,x>66,80<x<96,x>7,Mum,F,Above-7,37<x<74,F,5<x<9,1
512,512,20<x<40,80<x<96,4<x<7,Father,S,Above-7,37<x<74,M,x>80,1
513,513,12<x<20,7<x<9,x>7,Father,S,Under-7,89<x<90,F,50<x<80,1
514,514,20<x<40,80<x<96,x<2,Mum,S,Under-7,37<x<74,F,x>80,1
515,515,20<x<40,7<x<9,x<2,Mum,F,Above-7,2<x<12,F,50<x<80,0
516,516,20<x<40,22<x<70,x>7,Father,F,Under-7,37<x<74,M,50<x<80,1
517,517,40<x<66,22<x<70,4<x<7,Father,F,Above-7,76<x<89,F,50<x<80,1
518,518,x>66,22<x<70,x>7,Father,F,Under-7,12<x<15,M,0<x<5,0
519,519,40<x<66,70<x<80,x>7,Mum,F,Above-7,15<x<37,M,x>80,1
520,520,40<x<66,70<x<80,x>7,Mum,F,Under-7,2<x<12,F,12<x<21,1
521,521,20<x<40,22<x<70,2<x<4,Mum,S,Under-7,37<x<74,F,0<x<5,1
522,522,2<x<12,80<x<96,4<x<7,Mum,S,Above-7,76<x<89,M,x>80,1
523,523,12<x<20,22<x<70,4<x<7,Father,S,Under-7,2<x<12,F,22<x<49,1
524,524,2<x<12,22<x<70,4<x<7,Mum,S,Above-7,15<x<37,M,12<x<21,1
525,525,2<x<12,22<x<70,x>7,Mum,S,Above-7,37<x<74,M,22<x<49,1
526,526,x>66,80<x<96,4<x<7,Father,F,Above-7,2<x<12,M,x>80,1
527,527,2<x<12,22<x<70,x>7,Father,S,Above-7,x>90,M,22<x<49,1
528,528,40<x<66,22<x<70,4<x<7,Father,F,Above-7,37<x<74,M,x>80,1
529,529,40<x<66,22<x<70,4<x<7,Mum,S,Above-7,2<x<12,M,22<x<49,1
530,530,20<x<40,80<x<96,4<x<7,Mum,F,Under-7,x<2,F,x>80,1
531,531,20<x<40,22<x<70,x<2,Mum,F,Above-7,76<x<89,F,x>80,1
532,532,40<x<66,22<x<70,x>7,Father,F,Above-7,x>90,M,50<x<80,1
533,533,2<x<12,10<x<22,4<x<7,Mum,S,Under-7,15<x<37,M,22<x<49,0
534,534,x>66,80<x<96,x>7,Mum,S,Above-7,37<x<74,F,50<x<80,1
535,535,2<x<12,22<x<70,2<x<4,Father,F,Above-7,37<x<74,M,50<x<80,1
536,536,12<x<20,80<x<96,x>7,Father,F,Under-7,37<x<74,M,50<x<80,1
537,537,x>66,10<x<22,x>7,Mum,S,Under-7,37<x<74,F,50<x<80,1
538,538,12<x<20,7<x<9,x>7,Father,S,Above-7,15<x<37,M,50<x<80,1
539,539,40<x<66,22<x<70,x>7,Mum,F,Above-7,37<x<74,F,50<x<80,1
540,540,40<x<66,22<x<70,2<x<4,Mum,S,Above-7,15<x<37,F,x>80,1
541,541,x>66,80<x<96,x>7,Father,S,Under-7,89<x<90,M,50<x<80,1
542,542,x>66,96<x<98,4<x<7,Father,S,Above-7,x>90,F,5<x<9,1
543,543,2<x<12,70<x<80,x>7,Mum,F,Under-7,76<x<89,M,22<x<49,1
544,544,x>66,22<x<70,4<x<7,Mum,F,Under-7,37<x<74,M,50<x<80,1
545,545,2<x<12,22<x<70,x>7,Father,S,Under-7,37<x<74,F,x>80,1
546,546,40<x<66,10<x<22,x<2,Mum,S,Under-7,37<x<74,M,50<x<80,1
547,547,40<x<66,80<x<96,x>7,Mum,F,Above-7,76<x<89,F,50<x<80,1
548,548,2<x<12,22<x<70,4<x<7,Mum,S,Above-7,37<x<74,M,22<x<49,1
549,549,2<x<12,22<x<70,2<x<4,Father,S,Above-7,15<x<37,M,22<x<49,1
550,550,x>66,80<x<96,2<x<4,Mum,S,Above-7,76<x<89,F,x>80,1
551,551,40<x<66,22<x<70,x>7,Mum,S,Under-7,76<x<89,F,0<x<5,1
552,552,x>66,22<x<70,4<x<7,Father,S,Under-7,37<x<74,F,22<x<49,1
553,553,40<x<66,22<x<70,4<x<7,Father,S,Under-7,37<x<74,F,0<x<5,1
554,554,20<x<40,10<x<22,x>7,Father,S,Under-7,37<x<74,M,5<x<9,1
555,555,20<x<40,22<x<70,2<x<4,Mum,F,Above-7,37<x<74,M,9<x<12,1
556,556,x>66,22<x<70,x>7,Mum,F,Above-7,15<x<37,M,12<x<21,1
557,557,x>66,22<x<70,x>7,Mum,S,Under-7,37<x<74,M,x>80,1
558,558,2<x<12,x<7,x>7,Father,S,Above-7,76<x<89,M,5<x<9,0
559,559,40<x<66,10<x<22,4<x<7,Father,S,Above-7,37<x<74,M,22<x<49,1
560,560,2<x<12,22<x<70,x>7,Mum,S,Under-7,37<x<74,F,50<x<80,1
561,561,12<x<20,22<x<70,4<x<7,Mum,F,Above-7,37<x<74,M,22<x<49,1
562,562,2<x<12,70<x<80,4<x<7,Mum,F,Above-7,x<2,M,x>80,1
563,563,x>66,80<x<96,x<2,Father,F,Above-7,12<x<15,F,5<x<9,0
564,564,2<x<12,22<x<70,2<x<4,Mum,F,Under-7,37<x<74,F,22<x<49,1
565,565,20<x<40,70<x<80,x>7,Father,F,Above-7,76<x<89,M,x>80,1
566,566,0<x<2,22<x<70,4<x<7,Mum,S,Under-7,15<x<37,M,12<x<21,1
567,567,2<x<12,70<x<80,x>7,Father,F,Under-7,37<x<74,F,50<x<80,1
568,568,40<x<66,x>98,x<2,Father,F,Under-7,37<x<74,M,x>80,1
569,569,40<x<66,22<x<70,x>7,Father,S,Above-7,37<x<74,F,x>80,1
570,570,x<0,10<x<22,2<x<4,Father,S,Above-7,15<x<37,M,50<x<80,1
571,571,2<x<12,22<x<70,x>7,Father,F,Under-7,37<x<74,F,22<x<49,1
572,572,40<x<66,22<x<70,2<x<4,Father,F,Under-7,15<x<37,F,50<x<80,1
573,573,40<x<66,22<x<70,x>7,Father,F,Under-7,37<x<74,M,50<x<80,1
574,574,x>66,22<x<70,x>7,Mum,F,Above-7,15<x<37,M,22<x<49,1
575,575,x>66,80<x<96,x>7,Mum,F,Under-7,37<x<74,M,5<x<9,1
576,576,20<x<40,22<x<70,x<2,Mum,S,Above-7,74<x<76,F,50<x<80,1
577,577,2<x<12,22<x<70,2<x<4,Mum,F,Under-7,15<x<37,M,50<x<80,1
578,578,12<x<20,80<x<96,x>7,Mum,F,Above-7,37<x<74,F,22<x<49,1
579,579,20<x<40,22<x<70,2<x<4,Mum,S,Above-7,37<x<74,M,x>80,1
580,580,2<x<12,22<x<70,x>7,Father,S,Above-7,76<x<89,M,5<x<9,1
581,581,2<x<12,22<x<70,x>7,Father,F,Under-7,37<x<74,M,x>80,1
582,582,20<x<40,22<x<70,x>7,Mum,S,Under-7,37<x<74,M,12<x<21,1
583,583,40<x<66,22<x<70,x<2,Mum,S,Above-7,2<x<12,M,50<x<80,1
584,584,x>66,70<x<80,2<x<4,Mum,F,Above-7,76<x<89,F,x>80,1
585,585,40<x<66,70<x<80,4<x<7,Mum,S,Under-7,37<x<74,F,50<x<80,1
586,586,40<x<66,80<x<96,x>7,Father,F,Under-7,37<x<74,F,50<x<80,1
587,587,20<x<40,10<x<22,x>7,Father,S,Under-7,37<x<74,F,50<x<80,1
588,588,20<x<40,10<x<22,x>7,Mum,F,Under-7,37<x<74,M,50<x<80,1
589,589,12<x<20,22<x<70,x>7,Father,S,Under-7,76<x<89,M,50<x<80,1
590,590,20<x<40,x<7,4<x<7,Father,S,Above-7,37<x<74,F,22<x<49,1
