id,gender,NationalITy,PlaceofBirth,StageID,GradeID,SectionID,Topic,Semester,Relation,ParentAnsweringSurvey,ParentschoolSatisfaction,StudentAbsenceDays,raisedhands,VisITedResources,AnnouncementsView,Discussion,class
545,F,Syria,Palestine,MiddleSchool,G-02,B,Spanish,S,Mum,Yes,Good,Above-7,x>75,49<x<74,0<x<24,25<x<50,0
546,F,KW,Tunis,MiddleSchool,G-10,C,Biology,S,Mum,No,Bad,Under-7,0<x<25,0<x<24,24<x<49,25<x<50,1
547,M,USA,Iraq,MiddleSchool,G-12,A,Spanish,S,Mum,Yes,Good,Under-7,25<x<50,0<x<24,24<x<49,x<1,1
548,F,USA,Palestine,MiddleSchool,G-11,C,Math,S,Father,No,Good,Under-7,50<x<75,24<x<49,x>73,25<x<50,1
549,M,Iran,Palestine,HighSchool,G-09,A,Spanish,S,Mum,Yes,Good,Under-7,x>75,0<x<24,0<x<24,25<x<50,1
550,F,Syria,Jordan,lowerlevel,G-06,C,Quran,S,Mum,No,Bad,Above-7,25<x<50,49<x<74,49<x<73,25<x<50,1
551,M,Iraq,Jordan,MiddleSchool,G-12,A,French,F,Father,No,Bad,Above-7,0<x<25,x>74,x>73,1<x<25,1
552,M,KW,Iran,lowerlevel,G-07,B,Quran,F,Father,No,Good,Above-7,x>75,24<x<49,0<x<24,50<x<74,1
553,F,Iran,Lybia,lowerlevel,G-11,B,Science,F,Mum,Yes,Good,Under-7,0<x<25,24<x<49,24<x<49,50<x<74,1
554,F,KW,Lybia,MiddleSchool,G-09,A,Math,F,Mum,Yes,Good,Under-7,0<x<25,x<0,x<0,1<x<25,1
555,F,USA,lebanon,MiddleSchool,G-08,C,Arabic,F,Mum,Yes,Bad,Above-7,25<x<50,0<x<24,49<x<73,25<x<50,0
556,M,Iraq,Iraq,lowerlevel,G-02,B,Biology,F,Father,Yes,Bad,Under-7,25<x<50,0<x<24,24<x<49,50<x<74,1
557,M,Jordan,Morocco,HighSchool,G-11,B,French,S,Father,Yes,Good,Under-7,50<x<75,0<x<24,24<x<49,25<x<50,1
558,F,Jordan,Iraq,MiddleSchool,G-04,C,History,S,Mum,Yes,Good,Above-7,25<x<50,x>74,49<x<73,1<x<25,1
559,F,Palestine,venzuela,MiddleSchool,G-05,B,Arabic,F,Father,Yes,Good,Under-7,25<x<50,0<x<24,0<x<24,25<x<50,1
560,F,Morocco,KuwaIT,MiddleSchool,G-10,A,Arabic,F,Mum,Yes,Good,Under-7,0<x<25,x>74,0<x<24,1<x<25,1
561,M,Tunis,Tunis,MiddleSchool,G-02,B,French,F,Father,Yes,Bad,Under-7,0<x<25,24<x<49,24<x<49,50<x<74,0
562,F,Palestine,Iraq,MiddleSchool,G-02,B,Chemistry,F,Father,Yes,Bad,Above-7,50<x<75,0<x<24,0<x<24,x>74,1
563,F,Iran,Morocco,MiddleSchool,G-11,A,English,S,Father,No,Good,Under-7,25<x<50,x>74,x>73,1<x<25,1
564,F,Jordan,USA,lowerlevel,G-08,B,History,F,Father,Yes,Good,Under-7,50<x<75,49<x<74,0<x<24,x>74,1
565,M,SaudiArabia,Lybia,HighSchool,G-09,B,French,S,Mum,Yes,Bad,Under-7,0<x<25,49<x<74,x>73,50<x<74,1
566,M,SaudiArabia,SaudiArabia,lowerlevel,G-04,B,Quran,S,Father,No,Good,Above-7,25<x<50,0<x<24,0<x<24,25<x<50,1
567,F,Palestine,USA,HighSchool,G-06,B,History,F,Mum,Yes,Bad,Under-7,0<x<25,0<x<24,24<x<49,x>74,1
568,M,Egypt,SaudiArabia,lowerlevel,G-06,A,Arabic,F,Father,Yes,Bad,Under-7,x>75,24<x<49,49<x<73,x>74,0
569,F,Syria,Tunis,HighSchool,G-11,C,Quran,F,Mum,Yes,Bad,Above-7,x>75,49<x<74,0<x<24,50<x<74,1
570,F,lebanon,Palestine,MiddleSchool,G-05,A,Geology,F,Father,Yes,Good,Above-7,25<x<50,0<x<24,24<x<49,1<x<25,1
571,F,venzuela,venzuela,HighSchool,G-12,C,French,F,Father,No,Good,Above-7,0<x<25,49<x<74,24<x<49,50<x<74,1
572,F,Tunis,SaudiArabia,lowerlevel,G-04,C,History,S,Father,No,Bad,Above-7,0<x<25,x>74,24<x<49,x>74,1
573,F,SaudiArabia,SaudiArabia,HighSchool,G-11,B,Arabic,F,Mum,Yes,Bad,Under-7,50<x<75,49<x<74,49<x<73,25<x<50,0
574,F,Tunis,Iran,HighSchool,G-07,C,Spanish,S,Mum,Yes,Bad,Under-7,0<x<25,49<x<74,24<x<49,50<x<74,1
575,F,Lybia,Palestine,HighSchool,G-06,A,Geology,S,Mum,No,Good,Under-7,50<x<75,0<x<24,0<x<24,25<x<50,1
576,M,KW,Syria,HighSchool,G-07,C,English,S,Mum,No,Good,Above-7,25<x<50,x>74,24<x<49,25<x<50,1
577,F,Palestine,Iraq,MiddleSchool,G-09,A,Biology,S,Father,No,Good,Above-7,x>75,x>74,49<x<73,25<x<50,1
578,F,Iran,SaudiArabia,MiddleSchool,G-07,A,History,F,Mum,Yes,Bad,Above-7,x>75,24<x<49,49<x<73,25<x<50,1
579,F,KW,KuwaIT,HighSchool,G-06,B,Math,F,Father,No,Bad,Above-7,0<x<25,x>74,49<x<73,50<x<74,1
580,F,Iran,Jordan,lowerlevel,G-07,B,French,F,Mum,Yes,Bad,Under-7,0<x<25,49<x<74,24<x<49,25<x<50,1
581,F,Jordan,Morocco,HighSchool,G-05,A,Spanish,F,Father,No,Good,Above-7,x>75,49<x<74,49<x<73,x>74,1
582,M,Egypt,Lybia,lowerlevel,G-06,C,French,S,Mum,Yes,Good,Under-7,25<x<50,24<x<49,x>73,25<x<50,1
583,M,Palestine,USA,MiddleSchool,G-05,A,English,F,Mum,Yes,Bad,Under-7,0<x<25,0<x<24,0<x<24,x>74,1
584,F,Iran,Iran,MiddleSchool,G-10,A,Quran,F,Father,No,Good,Above-7,x>75,49<x<74,x>73,25<x<50,1
585,F,USA,lebanon,lowerlevel,G-09,A,Chemistry,F,Father,No,Good,Under-7,0<x<25,49<x<74,x>73,25<x<50,1
586,M,SaudiArabia,Morocco,HighSchool,G-10,A,Spanish,F,Mum,No,Good,Above-7,50<x<75,24<x<49,0<x<24,x>74,1
587,F,USA,venzuela,MiddleSchool,G-06,A,Math,F,Mum,Yes,Bad,Under-7,50<x<75,x>74,24<x<49,25<x<50,0
588,M,SaudiArabia,Iran,lowerlevel,G-05,B,Math,F,Mum,Yes,Good,Under-7,x>75,x>74,24<x<49,25<x<50,1
589,F,Egypt,Iran,HighSchool,G-08,A,Spanish,F,Father,Yes,Bad,Above-7,50<x<75,0<x<24,24<x<49,x>74,1
590,F,Iran,Morocco,lowerlevel,G-02,C,Quran,S,Father,Yes,Good,Under-7,25<x<50,49<x<74,0<x<24,1<x<25,1
591,M,lebanon,Egypt,MiddleSchool,G-08,A,Science,S,Father,Yes,Bad,Under-7,25<x<50,49<x<74,49<x<73,1<x<25,1
592,F,Palestine,Iraq,MiddleSchool,G-04,B,IT,S,Mum,No,Good,Under-7,25<x<50,0<x<24,0<x<24,x>74,1
593,M,Jordan,Iran,HighSchool,G-11,C,English,F,Father,No,Bad,Under-7,0<x<25,49<x<74,0<x<24,x>74,1
594,F,Palestine,Morocco,MiddleSchool,G-12,C,Geology,S,Mum,No,Bad,Above-7,50<x<75,x>74,0<x<24,25<x<50,1
595,M,Iraq,Palestine,lowerlevel,G-09,A,Science,F,Father,Yes,Bad,Under-7,25<x<50,0<x<24,49<x<73,x>74,1
596,F,Tunis,Iraq,lowerlevel,G-11,C,Quran,F,Father,Yes,Good,Above-7,50<x<75,24<x<49,x>73,1<x<25,1
597,F,lebanon,Iran,HighSchool,G-09,C,Science,S,Mum,No,Good,Above-7,0<x<25,49<x<74,49<x<73,1<x<25,1
598,F,Palestine,KuwaIT,MiddleSchool,G-02,B,Chemistry,S,Father,Yes,Good,Under-7,x>75,0<x<24,0<x<24,x>74,1
599,F,Palestine,Iran,MiddleSchool,G-05,C,Spanish,S,Father,Yes,Bad,Above-7,50<x<75,0<x<24,x<0,25<x<50,1
600,F,Iran,KuwaIT,HighSchool,G-10,B,Spanish,S,Father,No,Bad,Above-7,x>75,0<x<24,49<x<73,25<x<50,1
601,F,lebanon,USA,HighSchool,G-05,A,Quran,S,Mum,Yes,Good,Under-7,0<x<25,0<x<24,x>73,25<x<50,1
602,F,Tunis,Syria,MiddleSchool,G-04,B,Science,F,Father,No,Good,Under-7,50<x<75,x>74,x>73,50<x<74,0
603,M,Morocco,Palestine,HighSchool,G-02,A,History,S,Father,Yes,Bad,Above-7,0<x<25,49<x<74,x>73,x>74,1
604,F,lebanon,Palestine,MiddleSchool,G-11,B,Biology,S,Mum,Yes,Good,Under-7,25<x<50,0<x<24,0<x<24,50<x<74,1
605,F,Morocco,Syria,MiddleSchool,G-06,B,Chemistry,F,Father,Yes,Good,Above-7,x>75,0<x<24,0<x<24,25<x<50,1
606,F,Jordan,venzuela,lowerlevel,G-02,B,Spanish,S,Father,No,Good,Under-7,50<x<75,0<x<24,0<x<24,x>74,1
607,M,lebanon,Palestine,HighSchool,G-11,B,Quran,F,Mum,No,Good,Under-7,x>75,49<x<74,0<x<24,25<x<50,0
608,F,Lybia,Syria,MiddleSchool,G-12,B,Biology,F,Mum,Yes,Good,Above-7,0<x<25,24<x<49,24<x<49,1<x<25,1
609,M,venzuela,Tunis,lowerlevel,G-06,B,Quran,F,Father,Yes,Bad,Under-7,25<x<50,x>74,49<x<73,x>74,0
610,M,Morocco,Morocco,HighSchool,G-04,C,Geology,F,Mum,No,Bad,Above-7,x>75,24<x<49,0<x<24,50<x<74,1
611,F,Iraq,venzuela,MiddleSchool,G-05,C,IT,F,Father,No,Bad,Under-7,x>75,0<x<24,x>73,25<x<50,1
612,F,SaudiArabia,Iraq,HighSchool,G-07,B,French,F,Mum,Yes,Good,Above-7,x>75,49<x<74,x>73,x>74,1
613,F,Lybia,venzuela,lowerlevel,G-07,C,Chemistry,F,Mum,Yes,Good,Under-7,50<x<75,24<x<49,0<x<24,50<x<74,0
614,F,Morocco,KuwaIT,HighSchool,G-07,C,Geology,S,Mum,Yes,Bad,Above-7,25<x<50,24<x<49,0<x<24,25<x<50,1
615,M,USA,Iraq,HighSchool,G-09,A,Arabic,S,Father,No,Bad,Above-7,50<x<75,x>74,24<x<49,x>74,1
616,F,KW,KuwaIT,MiddleSchool,G-05,A,Quran,F,Mum,Yes,Bad,Under-7,x>75,0<x<24,x>73,1<x<25,1
617,F,KW,lebanon,lowerlevel,G-08,B,Chemistry,F,Father,Yes,Good,Under-7,0<x<25,0<x<24,0<x<24,x>74,1
618,M,KW,Morocco,HighSchool,G-07,B,Geology,S,Mum,Yes,Bad,Above-7,x>75,24<x<49,0<x<24,1<x<25,1
619,F,venzuela,Iraq,lowerlevel,G-05,A,English,S,Mum,No,Bad,Under-7,0<x<25,24<x<49,49<x<73,x>74,1
620,F,USA,Palestine,HighSchool,G-11,A,Quran,F,Mum,No,Good,Under-7,0<x<25,49<x<74,0<x<24,25<x<50,1
621,M,Jordan,Morocco,lowerlevel,G-08,C,IT,F,Mum,No,Bad,Under-7,0<x<25,x>74,49<x<73,x>74,1
622,M,Palestine,Morocco,lowerlevel,G-09,B,French,F,Father,Yes,Good,Above-7,x>75,49<x<74,24<x<49,x>74,1
623,M,Iran,USA,lowerlevel,G-12,C,Geology,F,Father,Yes,Good,Above-7,x>75,49<x<74,24<x<49,25<x<50,1
624,M,Syria,Iran,MiddleSchool,G-12,A,Quran,S,Father,No,Bad,Under-7,50<x<75,x>74,0<x<24,x>74,1
625,F,Lybia,KuwaIT,HighSchool,G-07,C,French,S,Father,Yes,Bad,Above-7,50<x<75,24<x<49,0<x<24,x>74,1
626,M,Jordan,Lybia,HighSchool,G-10,A,Spanish,S,Mum,No,Bad,Under-7,0<x<25,49<x<74,0<x<24,50<x<74,1
627,F,Jordan,USA,HighSchool,G-05,C,Chemistry,F,Mum,Yes,Good,Under-7,x>75,24<x<49,49<x<73,1<x<25,0
628,F,Jordan,Morocco,lowerlevel,G-12,C,Science,F,Father,No,Good,Above-7,x>75,49<x<74,0<x<24,25<x<50,1
629,F,Syria,Morocco,HighSchool,G-06,C,Arabic,F,Mum,Yes,Good,Above-7,25<x<50,x>74,x>73,x>74,0
630,F,Jordan,KuwaIT,lowerlevel,G-11,B,Geology,F,Mum,No,Bad,Under-7,x>75,0<x<24,0<x<24,50<x<74,1
631,F,Syria,lebanon,lowerlevel,G-06,B,Quran,S,Mum,Yes,Good,Under-7,50<x<75,49<x<74,24<x<49,50<x<74,0
632,M,lebanon,venzuela,MiddleSchool,G-06,A,Math,S,Father,Yes,Good,Under-7,x>75,49<x<74,0<x<24,50<x<74,0
633,M,Tunis,venzuela,MiddleSchool,G-08,C,French,S,Mum,Yes,Bad,Above-7,0<x<25,0<x<24,0<x<24,25<x<50,1
634,M,USA,lebanon,MiddleSchool,G-02,B,Geology,S,Father,Yes,Bad,Above-7,0<x<25,x>74,24<x<49,x>74,0
635,F,USA,Egypt,HighSchool,G-06,C,French,S,Father,No,Good,Above-7,0<x<25,x>74,49<x<73,50<x<74,1
636,F,Morocco,Iraq,MiddleSchool,G-05,B,English,F,Mum,Yes,Bad,Above-7,50<x<75,0<x<24,49<x<73,1<x<25,1
637,F,Iran,Palestine,lowerlevel,G-06,A,History,S,Mum,Yes,Bad,Under-7,x>75,24<x<49,49<x<73,25<x<50,0
638,F,KW,KuwaIT,MiddleSchool,G-11,A,Biology,F,Mum,No,Good,Under-7,25<x<50,0<x<24,0<x<24,x>74,1
639,M,Syria,lebanon,lowerlevel,G-06,B,Math,F,Mum,No,Good,Above-7,x>75,x>74,x>73,50<x<74,0
640,F,lebanon,venzuela,lowerlevel,G-05,B,Spanish,F,Mum,No,Bad,Under-7,50<x<75,24<x<49,24<x<49,25<x<50,1
641,M,Jordan,Lybia,MiddleSchool,G-02,A,Science,S,Mum,Yes,Good,Under-7,50<x<75,49<x<74,0<x<24,50<x<74,1
642,M,SaudiArabia,Iran,lowerlevel,G-08,C,Chemistry,S,Father,No,Bad,Under-7,50<x<75,x>74,49<x<73,50<x<74,1
643,M,Lybia,venzuela,HighSchool,G-05,C,IT,S,Father,No,Good,Under-7,0<x<25,0<x<24,x>73,50<x<74,1
644,M,Syria,Lybia,lowerlevel,G-02,C,Science,S,Father,No,Good,Above-7,0<x<25,0<x<24,x>73,25<x<50,1
645,M,lebanon,Syria,lowerlevel,G-06,B,Geology,F,Father,Yes,Good,Under-7,50<x<75,x>74,0<x<24,1<x<25,0
646,M,Tunis,KuwaIT,HighSchool,G-06,B,Biology,F,Mum,Yes,Good,Under-7,50<x<75,49<x<74,24<x<49,x>74,0
647,M,lebanon,Tunis,HighSchool,G-04,C,English,S,Father,Yes,Bad,Above-7,0<x<25,49<x<74,x>73,25<x<50,0
648,M,KW,Lybia,HighSchool,G-09,C,French,F,Father,No,Bad,Above-7,0<x<25,24<x<49,x>73,50<x<74,1
649,M,Lybia,venzuela,MiddleSchool,G-08,C,Biology,S,Father,Yes,Good,Above-7,0<x<25,49<x<74,24<x<49,x>74,1
650,F,Iran,Lybia,lowerlevel,G-07,B,IT,S,Mum,No,Good,Above-7,0<x<25,0<x<24,0<x<24,25<x<50,1
651,M,Iraq,Egypt,HighSchool,G-10,A,Spanish,F,Mum,No,Good,Under-7,0<x<25,x>74,49<x<73,50<x<74,1
652,F,USA,Lybia,HighSchool,G-04,A,History,S,Mum,No,Good,Above-7,50<x<75,0<x<24,24<x<49,50<x<74,1
653,F,Tunis,venzuela,lowerlevel,G-12,A,Spanish,F,Father,No,Good,Under-7,0<x<25,24<x<49,x>73,50<x<74,1
654,M,lebanon,USA,HighSchool,G-07,A,Arabic,F,Mum,No,Bad,Above-7,50<x<75,0<x<24,24<x<49,25<x<50,0
655,F,Palestine,Palestine,MiddleSchool,G-02,B,English,S,Mum,No,Good,Above-7,25<x<50,24<x<49,x>73,25<x<50,1
656,M,SaudiArabia,Iraq,lowerlevel,G-10,C,Science,S,Mum,Yes,Bad,Under-7,0<x<25,49<x<74,49<x<73,x>74,1
657,F,Lybia,venzuela,MiddleSchool,G-08,C,History,F,Father,Yes,Bad,Under-7,25<x<50,0<x<24,24<x<49,25<x<50,1
658,M,Morocco,Morocco,MiddleSchool,G-11,C,IT,S,Father,Yes,Bad,Above-7,x>75,49<x<74,x>73,x>74,1
659,F,USA,SaudiArabia,HighSchool,G-07,C,Quran,F,Mum,No,Bad,Under-7,x>75,24<x<49,24<x<49,x>74,1
660,M,Jordan,Morocco,lowerlevel,G-07,A,Science,F,Father,No,Bad,Under-7,25<x<50,0<x<24,24<x<49,1<x<25,1
661,F,Tunis,Morocco,HighSchool,G-02,B,Geology,S,Mum,No,Bad,Under-7,25<x<50,x>74,x>73,1<x<25,1
662,M,SaudiArabia,Iran,HighSchool,G-06,B,Geology,S,Father,No,Good,Under-7,25<x<50,x>74,x>73,1<x<25,1
663,M,Palestine,Syria,lowerlevel,G-07,B,French,F,Mum,No,Good,Under-7,50<x<75,49<x<74,x<0,25<x<50,1
664,F,Tunis,Iran,lowerlevel,G-12,A,English,F,Father,No,Bad,Under-7,0<x<25,24<x<49,24<x<49,1<x<25,1
665,F,Syria,KuwaIT,HighSchool,G-12,C,Arabic,S,Father,No,Good,Above-7,0<x<25,0<x<24,24<x<49,25<x<50,1
666,M,Lybia,KuwaIT,lowerlevel,G-08,B,French,S,Father,Yes,Good,Above-7,x>75,x>74,49<x<73,25<x<50,1
667,M,Tunis,Iran,lowerlevel,G-12,C,French,F,Mum,Yes,Good,Above-7,x>75,24<x<49,0<x<24,50<x<74,1
668,M,KW,Iraq,HighSchool,G-11,A,Quran,F,Father,Yes,Good,Under-7,x>75,x>74,x>73,50<x<74,1
669,F,lebanon,USA,HighSchool,G-06,A,History,F,Father,Yes,Bad,Under-7,0<x<25,24<x<49,24<x<49,1<x<25,1
670,M,Palestine,SaudiArabia,MiddleSchool,G-11,B,Geology,F,Father,Yes,Good,Above-7,0<x<25,x>74,x>73,50<x<74,1
671,M,Jordan,Morocco,lowerlevel,G-12,B,Quran,S,Mum,Yes,Bad,Under-7,50<x<75,49<x<74,24<x<49,50<x<74,0
672,F,Jordan,Syria,lowerlevel,G-07,A,Math,S,Mum,No,Good,Under-7,25<x<50,x>74,49<x<73,x>74,0
673,M,Morocco,SaudiArabia,lowerlevel,G-10,B,IT,S,Mum,Yes,Bad,Above-7,50<x<75,24<x<49,49<x<73,50<x<74,0
674,F,Egypt,Tunis,MiddleSchool,G-05,A,Arabic,S,Mum,No,Bad,Under-7,0<x<25,49<x<74,24<x<49,1<x<25,1
675,M,Egypt,KuwaIT,lowerlevel,G-11,B,Math,F,Father,Yes,Bad,Under-7,50<x<75,49<x<74,49<x<73,25<x<50,1
676,F,USA,Syria,lowerlevel,G-07,B,Spanish,S,Mum,No,Good,Under-7,x>75,x>74,0<x<24,50<x<74,1
677,F,Morocco,lebanon,lowerlevel,G-07,A,Quran,F,Father,Yes,Good,Above-7,x>75,x>74,24<x<49,1<x<25,0
678,M,USA,KuwaIT,MiddleSchool,G-10,B,Arabic,S,Father,Yes,Good,Under-7,50<x<75,x>74,0<x<24,50<x<74,1
679,M,Iran,Iran,lowerlevel,G-11,B,IT,F,Mum,Yes,Bad,Above-7,50<x<75,0<x<24,0<x<24,1<x<25,1
680,F,Jordan,venzuela,MiddleSchool,G-12,A,Geology,S,Mum,No,Bad,Under-7,0<x<25,49<x<74,0<x<24,x>74,1
681,M,Syria,Syria,HighSchool,G-06,B,English,F,Mum,No,Good,Under-7,25<x<50,0<x<24,0<x<24,25<x<50,1
682,M,Egypt,KuwaIT,MiddleSchool,G-05,C,IT,F,Mum,Yes,Good,Above-7,50<x<75,0<x<24,x>73,50<x<74,1
683,F,Iran,Egypt,lowerlevel,G-12,A,Spanish,S,Mum,Yes,Good,Above-7,0<x<25,0<x<24,0<x<24,1<x<25,1
684,M,USA,venzuela,MiddleSchool,G-04,C,Math,S,Father,No,Bad,Under-7,x>75,49<x<74,0<x<24,25<x<50,1
685,F,Egypt,venzuela,lowerlevel,G-07,A,IT,F,Father,No,Good,Above-7,x>75,0<x<24,24<x<49,1<x<25,1
686,M,Morocco,Iraq,HighSchool,G-10,B,French,S,Mum,No,Good,Above-7,x>75,49<x<74,x>73,1<x<25,1
687,M,Palestine,Iran,HighSchool,G-07,C,History,S,Mum,No,Good,Under-7,25<x<50,0<x<24,24<x<49,25<x<50,1
688,M,Egypt,Palestine,HighSchool,G-11,B,Spanish,F,Father,No,Good,Above-7,x>75,49<x<74,24<x<49,25<x<50,1
689,M,lebanon,lebanon,MiddleSchool,G-06,C,Biology,F,Mum,Yes,Good,Above-7,0<x<25,0<x<24,x>73,x>74,0
690,F,SaudiArabia,Palestine,MiddleSchool,G-05,C,Biology,S,Father,Yes,Good,Under-7,25<x<50,x>74,49<x<73,50<x<74,0
691,M,SaudiArabia,USA,lowerlevel,G-08,A,Biology,S,Mum,Yes,Good,Under-7,0<x<25,x>74,x>73,1<x<25,0
692,F,Lybia,lebanon,MiddleSchool,G-04,B,French,S,Mum,No,Good,Under-7,25<x<50,49<x<74,x>73,1<x<25,0
693,M,Iraq,Morocco,lowerlevel,G-08,C,Spanish,S,Father,Yes,Good,Above-7,0<x<25,49<x<74,24<x<49,1<x<25,1
694,M,Syria,USA,MiddleSchool,G-05,A,Chemistry,S,Mum,Yes,Good,Above-7,50<x<75,49<x<74,0<x<24,25<x<50,0
695,M,lebanon,USA,lowerlevel,G-12,C,Math,F,Mum,No,Bad,Under-7,0<x<25,0<x<24,x>73,x>74,1
696,F,SaudiArabia,USA,MiddleSchool,G-11,C,Arabic,S,Mum,Yes,Good,Under-7,0<x<25,x>74,0<x<24,1<x<25,1
697,F,USA,Lybia,HighSchool,G-05,B,Chemistry,S,Father,Yes,Bad,Above-7,50<x<75,x>74,49<x<73,25<x<50,0
698,F,KW,Iraq,MiddleSchool,G-11,A,Quran,S,Mum,Yes,Good,Under-7,x>75,49<x<74,x>73,50<x<74,0
699,F,KW,Iran,MiddleSchool,G-11,A,Quran,S,Mum,Yes,Bad,Under-7,25<x<50,0<x<24,49<x<73,1<x<25,1
700,M,Iraq,USA,lowerlevel,G-04,B,Math,F,Mum,No,Bad,Above-7,0<x<25,49<x<74,24<x<49,x>74,1
701,F,venzuela,lebanon,MiddleSchool,G-12,B,French,F,Father,No,Good,Above-7,0<x<25,49<x<74,0<x<24,25<x<50,1
702,M,Iran,venzuela,MiddleSchool,G-04,B,Math,S,Mum,No,Good,Above-7,0<x<25,x>74,49<x<73,1<x<25,1
703,F,Morocco,Morocco,MiddleSchool,G-09,A,Arabic,S,Mum,No,Good,Above-7,50<x<75,0<x<24,x>73,25<x<50,1
704,F,Tunis,venzuela,HighSchool,G-10,C,History,F,Mum,No,Good,Above-7,0<x<25,49<x<74,24<x<49,25<x<50,1
705,F,USA,KuwaIT,HighSchool,G-07,B,IT,S,Mum,No,Bad,Above-7,0<x<25,0<x<24,49<x<73,50<x<74,1
706,F,Iraq,SaudiArabia,HighSchool,G-09,A,History,S,Father,Yes,Bad,Above-7,x>75,0<x<24,0<x<24,25<x<50,1
707,F,Egypt,Egypt,HighSchool,G-05,A,Biology,S,Father,No,Bad,Above-7,x>75,24<x<49,49<x<73,1<x<25,1
708,M,Lybia,Egypt,MiddleSchool,G-08,A,Arabic,S,Father,No,Bad,Above-7,x>75,49<x<74,x>73,50<x<74,1
709,F,venzuela,Tunis,HighSchool,G-06,C,Chemistry,S,Father,Yes,Bad,Under-7,50<x<75,0<x<24,x>73,1<x<25,0
710,M,Palestine,Iran,HighSchool,G-05,A,Biology,F,Mum,No,Bad,Above-7,0<x<25,0<x<24,49<x<73,50<x<74,1
711,M,Jordan,Tunis,lowerlevel,G-10,C,Biology,S,Mum,Yes,Good,Under-7,x>75,x>74,24<x<49,1<x<25,1
712,F,lebanon,Jordan,HighSchool,G-05,C,IT,F,Mum,Yes,Bad,Above-7,x>75,24<x<49,49<x<73,x>74,1
713,F,Iraq,lebanon,MiddleSchool,G-12,A,English,S,Mum,Yes,Bad,Under-7,x<0,0<x<24,x>73,50<x<74,1
714,F,venzuela,lebanon,lowerlevel,G-04,B,Arabic,F,Father,No,Bad,Above-7,25<x<50,24<x<49,24<x<49,1<x<25,1
715,F,Syria,USA,HighSchool,G-12,C,IT,S,Mum,No,Bad,Under-7,50<x<75,x>74,0<x<24,x>74,0
716,M,USA,Palestine,lowerlevel,G-06,A,English,F,Mum,No,Bad,Above-7,x>75,0<x<24,49<x<73,1<x<25,1
717,F,Syria,Jordan,MiddleSchool,G-08,A,French,S,Father,Yes,Good,Under-7,25<x<50,x<0,x>73,50<x<74,1
718,F,Egypt,Jordan,HighSchool,G-06,A,Chemistry,S,Father,No,Good,Above-7,25<x<50,0<x<24,49<x<73,x>74,1
719,F,SaudiArabia,SaudiArabia,HighSchool,G-05,A,English,S,Mum,No,Good,Under-7,0<x<25,24<x<49,24<x<49,x>74,1
720,F,Tunis,Jordan,MiddleSchool,G-06,B,Science,F,Mum,Yes,Good,Under-7,25<x<50,24<x<49,0<x<24,x>74,1
721,F,SaudiArabia,Morocco,MiddleSchool,G-04,A,Math,S,Mum,No,Bad,Under-7,0<x<25,0<x<24,49<x<73,25<x<50,1
722,F,Palestine,Syria,MiddleSchool,G-10,A,Quran,F,Mum,Yes,Bad,Above-7,25<x<50,24<x<49,0<x<24,x>74,1
723,M,venzuela,Morocco,MiddleSchool,G-10,C,English,F,Father,No,Bad,Under-7,x>75,x>74,49<x<73,1<x<25,1
724,M,Palestine,KuwaIT,HighSchool,G-05,A,Geology,S,Mum,Yes,Good,Above-7,0<x<25,x>74,0<x<24,x>74,1
725,M,venzuela,Iran,lowerlevel,G-07,A,Spanish,F,Father,No,Good,Above-7,0<x<25,24<x<49,0<x<24,50<x<74,1
726,M,Morocco,Iraq,lowerlevel,G-11,A,French,S,Father,Yes,Bad,Under-7,0<x<25,49<x<74,0<x<24,1<x<25,1
727,M,lebanon,KuwaIT,MiddleSchool,G-11,C,Science,F,Mum,Yes,Bad,Above-7,x>75,49<x<74,0<x<24,1<x<25,1
728,F,Tunis,Egypt,HighSchool,G-12,A,Quran,S,Mum,No,Bad,Under-7,25<x<50,0<x<24,x>73,1<x<25,1
729,M,Tunis,Palestine,HighSchool,G-04,B,History,F,Father,No,Bad,Under-7,25<x<50,49<x<74,24<x<49,50<x<74,1
730,M,Palestine,Morocco,MiddleSchool,G-05,C,English,S,Father,Yes,Bad,Above-7,0<x<25,0<x<24,0<x<24,25<x<50,1
731,F,KW,Tunis,lowerlevel,G-07,A,History,S,Mum,No,Good,Above-7,0<x<25,x>74,x>73,25<x<50,1
732,M,Jordan,lebanon,HighSchool,G-09,A,IT,F,Mum,Yes,Bad,Under-7,x>75,24<x<49,24<x<49,25<x<50,1
733,M,USA,Syria,lowerlevel,G-04,C,Arabic,S,Mum,Yes,Bad,Above-7,0<x<25,0<x<24,0<x<24,x>74,1
734,F,Syria,Egypt,MiddleSchool,G-10,B,Spanish,S,Father,No,Bad,Under-7,50<x<75,0<x<24,49<x<73,25<x<50,1
735,F,Lybia,Morocco,MiddleSchool,G-07,B,Math,S,Father,Yes,Good,Above-7,25<x<50,24<x<49,x>73,50<x<74,1
736,F,KW,Palestine,MiddleSchool,G-02,B,Science,S,Mum,Yes,Good,Under-7,50<x<75,0<x<24,24<x<49,50<x<74,0
737,F,SaudiArabia,Syria,lowerlevel,G-04,A,Biology,F,Father,No,Good,Under-7,x>75,0<x<24,0<x<24,50<x<74,0
738,M,Syria,Palestine,lowerlevel,G-09,B,Geology,S,Father,No,Good,Above-7,x>75,24<x<49,24<x<49,50<x<74,1
