id,credit_history,purpose,savings_status,personal_status,other_parties,property_magnitude,other_payment_plans,housing,job,own_telephone,foreign_worker,duration,credit_amount,installment_commitment,residence_since,age,existing_credits,num_dependents,checking_status,employment,class
695,'existing paid',furniture/equipment,no known savings,female div/dep/mar,guarantor,'real estate',bank,rent,'unemp/unskilled non res',yes,yes,4<x<21,276<x<4813,x>3,x>3,33<x<47,x>3,x>1,no checking,'4<=X<7',1
696,existing paid,radio/tv,500<=X<1000,'female div/dep/mar','co applicant','life insurance',bank,'for free',high qualif/self emp/mgmt,none,yes,4<x<21,276<x<4813,1<x<2,x<1,47<x<61,x>3,x<1,'no checking',unemployed,1
697,delayed previously,radio/tv,100<=X<500,'male single',none,no known property,stores,own,'unskilled resident',none,yes,38<x<55,276<x<4813,1<x<2,x<1,19<x<33,x<1,x<1,>=200,'<1',1
698,existing paid,'domestic appliance','500<=X<1000','female div/dep/mar','co applicant',life insurance,bank,own,unemp/unskilled non res,none,yes,4<x<21,276<x<4813,2<x<3,2<x<3,47<x<61,2<x<3,x<1,'>=200','4<=X<7',0
699,critical/other existing credit,furniture/equipment,'>=1000','male single',co applicant,life insurance,none,for free,skilled,none,no,21<x<38,276<x<4813,x<1,x<1,33<x<47,2<x<3,x>1,0<=X<200,'>=7',1
700,'critical/other existing credit',new car,'500<=X<1000',male single,co applicant,'real estate',none,own,skilled,none,yes,4<x<21,276<x<4813,1<x<2,2<x<3,19<x<33,x>3,x<1,'<0','1<=X<4',1
701,'all paid',new car,'>=1000','male single','co applicant',life insurance,none,own,'unemp/unskilled non res',yes,no,4<x<21,276<x<4813,2<x<3,2<x<3,x>61,x>3,x<1,no checking,'1<=X<4',1
702,'no credits/all paid',other,100<=X<500,'male single',co applicant,'real estate',bank,for free,unskilled resident,yes,no,4<x<21,276<x<4813,2<x<3,x<1,19<x<33,1<x<2,x>1,<0,4<=X<7,1
703,'existing paid',radio/tv,'no known savings',male single,co applicant,life insurance,none,'for free',unskilled resident,none,no,x>55,4813<x<9350,x>3,1<x<2,19<x<33,2<x<3,x<1,<0,'<1',0
704,'all paid','used car','no known savings',male single,guarantor,no known property,bank,'for free','unemp/unskilled non res',yes,no,38<x<55,4813<x<9350,1<x<2,x<1,47<x<61,2<x<3,x<1,'>=200','1<=X<4',1
705,critical/other existing credit,furniture/equipment,'100<=X<500','female div/dep/mar',none,'real estate',none,rent,unskilled resident,none,yes,38<x<55,276<x<4813,x>3,x>3,x>61,1<x<2,x>1,'no checking',unemployed,1
706,'no credits/all paid',radio/tv,'>=1000','male single',co applicant,'no known property',bank,rent,'unskilled resident',yes,no,21<x<38,276<x<4813,x<1,x>3,19<x<33,1<x<2,x>1,'no checking','4<=X<7',1
707,'existing paid',business,'500<=X<1000','male single',none,'no known property',bank,own,unskilled resident,none,yes,21<x<38,276<x<4813,x>3,x>3,x<19,1<x<2,x>1,0<=X<200,1<=X<4,1
708,'critical/other existing credit','domestic appliance',>=1000,'male single',guarantor,'real estate',stores,rent,skilled,none,no,21<x<38,276<x<4813,2<x<3,x>3,47<x<61,x>3,x<1,'0<=X<200',<1,1
709,no credits/all paid,retraining,500<=X<1000,'male mar/wid',none,real estate,stores,'for free','unemp/unskilled non res',yes,no,x>55,276<x<4813,x>3,1<x<2,33<x<47,x>3,x>1,>=200,'>=7',1
710,no credits/all paid,'domestic appliance','100<=X<500',female div/dep/mar,co applicant,'no known property',none,own,'high qualif/self emp/mgmt',yes,no,4<x<21,276<x<4813,x<1,x>3,33<x<47,1<x<2,x<1,'>=200','4<=X<7',1
711,no credits/all paid,furniture/equipment,'<100',male single,guarantor,'no known property',none,rent,skilled,none,no,4<x<21,276<x<4813,1<x<2,2<x<3,19<x<33,x<1,x<1,'<0',1<=X<4,1
712,all paid,other,100<=X<500,'male div/sep','co applicant','no known property',none,for free,high qualif/self emp/mgmt,none,yes,21<x<38,276<x<4813,2<x<3,2<x<3,33<x<47,2<x<3,x>1,0<=X<200,4<=X<7,1
713,'critical/other existing credit',other,'100<=X<500',male mar/wid,none,car,stores,rent,'unskilled resident',none,no,38<x<55,276<x<4813,2<x<3,x<1,19<x<33,x<1,x>1,>=200,>=7,1
714,all paid,'domestic appliance','no known savings',male div/sep,co applicant,real estate,stores,for free,'high qualif/self emp/mgmt',none,no,4<x<21,276<x<4813,x>3,2<x<3,33<x<47,1<x<2,x>1,<0,<1,1
715,existing paid,domestic appliance,<100,'female div/dep/mar','co applicant','life insurance',stores,rent,'unemp/unskilled non res',yes,yes,21<x<38,4813<x<9350,x<1,2<x<3,19<x<33,x>3,x<1,'>=200','>=7',1
716,'delayed previously',education,'no known savings',male single,co applicant,'life insurance',stores,own,'unemp/unskilled non res',none,no,4<x<21,4813<x<9350,1<x<2,x<1,47<x<61,1<x<2,x<1,0<=X<200,4<=X<7,1
717,all paid,furniture/equipment,'<100','male single',guarantor,'life insurance',bank,own,'high qualif/self emp/mgmt',none,no,4<x<21,276<x<4813,1<x<2,1<x<2,47<x<61,1<x<2,x>1,'<0',1<=X<4,1
718,'delayed previously',new car,'100<=X<500',female div/dep/mar,guarantor,'life insurance',stores,for free,unemp/unskilled non res,yes,yes,4<x<21,276<x<4813,x<1,x>3,x>61,1<x<2,x>1,>=200,'4<=X<7',1
719,'delayed previously',used car,'>=1000','male mar/wid','co applicant',real estate,none,for free,'high qualif/self emp/mgmt',yes,yes,4<x<21,276<x<4813,x<1,1<x<2,33<x<47,2<x<3,x<1,'0<=X<200','>=7',1
720,'delayed previously',furniture/equipment,no known savings,male mar/wid,guarantor,'no known property',bank,'for free',skilled,none,no,4<x<21,276<x<4813,x>3,2<x<3,47<x<61,x>3,x>1,'0<=X<200',4<=X<7,1
721,critical/other existing credit,'new car',<100,male single,none,'no known property',none,rent,'unskilled resident',yes,yes,4<x<21,276<x<4813,x>3,x>3,x>61,x>3,x<1,'0<=X<200',>=7,1
722,critical/other existing credit,repairs,'500<=X<1000','male mar/wid',co applicant,'no known property',bank,rent,'unskilled resident',none,no,4<x<21,276<x<4813,1<x<2,1<x<2,19<x<33,x<1,x<1,<0,'1<=X<4',1
723,critical/other existing credit,domestic appliance,500<=X<1000,male mar/wid,'co applicant',real estate,none,for free,'high qualif/self emp/mgmt',yes,yes,4<x<21,276<x<4813,x<1,1<x<2,x>61,x>3,x<1,<0,unemployed,1
724,existing paid,'used car',<100,female div/dep/mar,none,real estate,bank,for free,'unskilled resident',yes,no,21<x<38,276<x<4813,x<1,x>3,47<x<61,2<x<3,x<1,'>=200',<1,1
725,delayed previously,education,'500<=X<1000','male single',guarantor,real estate,bank,own,high qualif/self emp/mgmt,none,no,4<x<21,4813<x<9350,2<x<3,1<x<2,47<x<61,1<x<2,x<1,'0<=X<200',unemployed,1
726,critical/other existing credit,'domestic appliance','no known savings',male div/sep,guarantor,'no known property',none,own,'unemp/unskilled non res',none,no,4<x<21,276<x<4813,2<x<3,2<x<3,33<x<47,2<x<3,x>1,<0,>=7,1
727,critical/other existing credit,business,100<=X<500,male single,co applicant,'life insurance',stores,for free,'unskilled resident',none,yes,21<x<38,4813<x<9350,2<x<3,2<x<3,19<x<33,2<x<3,x>1,'no checking',1<=X<4,1
728,'no credits/all paid','domestic appliance','100<=X<500',male mar/wid,co applicant,'real estate',bank,rent,'unskilled resident',yes,no,4<x<21,276<x<4813,2<x<3,x>3,19<x<33,x<1,x>1,>=200,unemployed,1
729,existing paid,new car,'<100',male div/sep,none,no known property,bank,own,'unskilled resident',yes,yes,4<x<21,276<x<4813,2<x<3,1<x<2,47<x<61,2<x<3,x<1,'>=200',unemployed,1
730,delayed previously,'used car',100<=X<500,'male div/sep',guarantor,'no known property',bank,for free,high qualif/self emp/mgmt,none,yes,x>55,4813<x<9350,1<x<2,x>3,x>61,x<1,x>1,'0<=X<200',1<=X<4,0
731,existing paid,repairs,'<100','male mar/wid','co applicant',real estate,bank,rent,'high qualif/self emp/mgmt',yes,no,4<x<21,276<x<4813,x>3,x<1,x>61,1<x<2,x>1,'no checking',<1,1
732,delayed previously,used car,no known savings,female div/dep/mar,co applicant,no known property,none,own,'high qualif/self emp/mgmt',none,no,4<x<21,276<x<4813,1<x<2,x<1,x>61,1<x<2,x>1,'<0',unemployed,1
733,'delayed previously',business,'>=1000',male div/sep,guarantor,life insurance,none,for free,high qualif/self emp/mgmt,none,yes,4<x<21,276<x<4813,x>3,x>3,19<x<33,1<x<2,x>1,'0<=X<200','4<=X<7',1
734,'existing paid','new car',500<=X<1000,male mar/wid,none,life insurance,none,own,unemp/unskilled non res,none,yes,x>55,276<x<4813,x<1,2<x<3,19<x<33,x<1,x>1,'<0',unemployed,1
735,critical/other existing credit,radio/tv,<100,male mar/wid,co applicant,'life insurance',bank,rent,skilled,yes,no,21<x<38,276<x<4813,x>3,1<x<2,x>61,x<1,x>1,'no checking','<1',1
736,no credits/all paid,'used car',no known savings,female div/dep/mar,none,'real estate',none,for free,unemp/unskilled non res,yes,no,38<x<55,276<x<4813,x<1,x>3,x<19,x<1,x<1,no checking,1<=X<4,1
737,'existing paid','new car','no known savings',male single,none,car,stores,'for free',unemp/unskilled non res,none,no,4<x<21,276<x<4813,x>3,2<x<3,47<x<61,2<x<3,x>1,0<=X<200,unemployed,1
738,critical/other existing credit,education,'<100','male mar/wid',guarantor,'no known property',bank,own,skilled,none,no,21<x<38,276<x<4813,x>3,2<x<3,47<x<61,x>3,x<1,'>=200',<1,1
739,all paid,'domestic appliance','<100','male mar/wid',none,'real estate',stores,for free,'high qualif/self emp/mgmt',yes,yes,4<x<21,276<x<4813,x<1,2<x<3,33<x<47,x>3,x<1,'<0','<1',1
740,no credits/all paid,'used car','500<=X<1000',male single,none,life insurance,bank,own,skilled,yes,yes,21<x<38,276<x<4813,2<x<3,x<1,47<x<61,1<x<2,x>1,<0,unemployed,1
741,existing paid,repairs,>=1000,male div/sep,'co applicant',no known property,none,rent,unemp/unskilled non res,none,no,38<x<55,276<x<4813,x<1,x>3,19<x<33,2<x<3,x>1,>=200,'1<=X<4',1
742,'no credits/all paid',repairs,'no known savings',female div/dep/mar,'co applicant',real estate,bank,rent,unskilled resident,none,yes,4<x<21,276<x<4813,x>3,2<x<3,19<x<33,x>3,x<1,'0<=X<200',1<=X<4,1
743,critical/other existing credit,education,'500<=X<1000','male div/sep',co applicant,life insurance,stores,for free,'unemp/unskilled non res',none,yes,21<x<38,276<x<4813,2<x<3,x<1,33<x<47,x>3,x<1,0<=X<200,unemployed,1
744,all paid,repairs,500<=X<1000,male div/sep,none,'real estate',stores,rent,unskilled resident,none,no,21<x<38,276<x<4813,x<1,x>3,19<x<33,x<1,x>1,'>=200','>=7',1
745,'delayed previously',business,'no known savings',male mar/wid,co applicant,car,stores,for free,'unskilled resident',none,yes,4<x<21,4813<x<9350,2<x<3,1<x<2,x>61,x>3,x<1,'no checking','<1',1
746,critical/other existing credit,domestic appliance,>=1000,female div/dep/mar,none,'life insurance',none,'for free','unskilled resident',yes,yes,4<x<21,x<276,1<x<2,x<1,47<x<61,2<x<3,x>1,'<0',1<=X<4,1
747,existing paid,other,'100<=X<500','female div/dep/mar',co applicant,real estate,none,'for free',unemp/unskilled non res,none,no,4<x<21,276<x<4813,x>3,x>3,19<x<33,1<x<2,x>1,'0<=X<200',<1,1
748,'critical/other existing credit','new car','<100',male mar/wid,none,real estate,none,own,unemp/unskilled non res,yes,yes,4<x<21,276<x<4813,2<x<3,x<1,47<x<61,1<x<2,x<1,>=200,'1<=X<4',1
749,critical/other existing credit,'new car',>=1000,'female div/dep/mar',co applicant,no known property,stores,'for free',unemp/unskilled non res,none,yes,4<x<21,276<x<4813,2<x<3,1<x<2,33<x<47,x<1,x<1,'>=200','<1',1
750,existing paid,repairs,'100<=X<500',female div/dep/mar,co applicant,no known property,stores,own,high qualif/self emp/mgmt,yes,no,4<x<21,9350<x<13887,x>3,1<x<2,x<19,x<1,x>1,no checking,'4<=X<7',1
751,critical/other existing credit,furniture/equipment,'no known savings',male single,'co applicant',car,none,'for free','high qualif/self emp/mgmt',yes,yes,x>55,276<x<4813,x<1,x<1,19<x<33,2<x<3,x>1,'0<=X<200',4<=X<7,1
752,'all paid',education,>=1000,'female div/dep/mar','co applicant','life insurance',none,for free,high qualif/self emp/mgmt,none,yes,38<x<55,4813<x<9350,2<x<3,x<1,x>61,x>3,x>1,'>=200',unemployed,1
753,'no credits/all paid',other,'500<=X<1000','male single','co applicant',real estate,bank,'for free',high qualif/self emp/mgmt,none,no,38<x<55,276<x<4813,1<x<2,2<x<3,33<x<47,2<x<3,x>1,0<=X<200,<1,1
754,'critical/other existing credit','domestic appliance',no known savings,'female div/dep/mar',none,'life insurance',stores,for free,unemp/unskilled non res,none,no,x<4,276<x<4813,x<1,x>3,19<x<33,x<1,x<1,0<=X<200,'>=7',1
755,'no credits/all paid',other,100<=X<500,'male single','co applicant','no known property',bank,rent,unskilled resident,yes,no,4<x<21,4813<x<9350,x>3,2<x<3,33<x<47,x>3,x<1,'>=200',unemployed,1
756,all paid,radio/tv,'no known savings',female div/dep/mar,none,no known property,stores,rent,high qualif/self emp/mgmt,yes,yes,4<x<21,276<x<4813,2<x<3,1<x<2,19<x<33,1<x<2,x>1,'0<=X<200',4<=X<7,1
757,all paid,domestic appliance,'500<=X<1000',male mar/wid,co applicant,'no known property',none,for free,'unemp/unskilled non res',none,no,4<x<21,276<x<4813,x>3,x>3,33<x<47,x>3,x<1,'no checking',>=7,1
758,'all paid',retraining,'100<=X<500','male single',none,real estate,stores,for free,'unskilled resident',yes,no,38<x<55,276<x<4813,1<x<2,2<x<3,47<x<61,1<x<2,x<1,0<=X<200,>=7,1
759,'existing paid',used car,'no known savings',male div/sep,co applicant,'life insurance',bank,rent,'unskilled resident',none,yes,x>55,276<x<4813,1<x<2,x<1,47<x<61,x<1,x<1,no checking,>=7,1
760,'delayed previously',education,'no known savings','male single',co applicant,'life insurance',none,for free,high qualif/self emp/mgmt,none,no,21<x<38,276<x<4813,x<1,x<1,x<19,2<x<3,x<1,'no checking',<1,1
761,existing paid,other,100<=X<500,female div/dep/mar,guarantor,real estate,bank,own,'high qualif/self emp/mgmt',none,yes,38<x<55,276<x<4813,x>3,2<x<3,x>61,x<1,x<1,no checking,'1<=X<4',1
762,delayed previously,education,'no known savings',male mar/wid,'co applicant',life insurance,bank,own,'unemp/unskilled non res',yes,yes,4<x<21,276<x<4813,1<x<2,2<x<3,19<x<33,1<x<2,x<1,'>=200',4<=X<7,1
763,'no credits/all paid',education,500<=X<1000,male single,'co applicant','life insurance',none,for free,'unskilled resident',none,yes,38<x<55,276<x<4813,x>3,2<x<3,33<x<47,1<x<2,x<1,'no checking',4<=X<7,1
764,'existing paid',domestic appliance,'no known savings','male single','co applicant',real estate,bank,for free,high qualif/self emp/mgmt,none,no,38<x<55,4813<x<9350,x>3,1<x<2,33<x<47,x>3,x>1,'0<=X<200','<1',1
765,'all paid',new car,no known savings,female div/dep/mar,'co applicant',car,stores,'for free','high qualif/self emp/mgmt',none,yes,21<x<38,276<x<4813,x<1,x>3,47<x<61,x>3,x<1,0<=X<200,'4<=X<7',1
766,critical/other existing credit,retraining,500<=X<1000,male mar/wid,guarantor,real estate,none,rent,unemp/unskilled non res,none,no,4<x<21,276<x<4813,1<x<2,x>3,33<x<47,2<x<3,x<1,'<0',<1,1
767,'all paid','used car','100<=X<500','female div/dep/mar','co applicant',car,stores,'for free','unemp/unskilled non res',yes,yes,x>55,276<x<4813,x>3,1<x<2,47<x<61,1<x<2,x>1,>=200,unemployed,1
768,'delayed previously',repairs,no known savings,female div/dep/mar,guarantor,'real estate',none,'for free',skilled,none,no,4<x<21,276<x<4813,1<x<2,x<1,33<x<47,x<1,x<1,'>=200','>=7',1
769,'critical/other existing credit',domestic appliance,'100<=X<500','male div/sep',guarantor,'no known property',bank,rent,unskilled resident,none,no,4<x<21,4813<x<9350,1<x<2,2<x<3,19<x<33,x>3,x<1,'0<=X<200','<1',1
770,all paid,'used car','no known savings','male single','co applicant','no known property',bank,rent,unemp/unskilled non res,yes,no,21<x<38,9350<x<13887,x<1,x>3,33<x<47,x<1,x>1,'>=200','1<=X<4',1
771,'existing paid',radio/tv,no known savings,female div/dep/mar,guarantor,'no known property',none,rent,'high qualif/self emp/mgmt',none,yes,4<x<21,276<x<4813,x<1,x>3,47<x<61,x>3,x<1,no checking,unemployed,1
772,critical/other existing credit,business,<100,'male single',none,'no known property',stores,rent,unskilled resident,none,yes,4<x<21,276<x<4813,1<x<2,x>3,33<x<47,1<x<2,x>1,'<0','>=7',1
773,critical/other existing credit,'domestic appliance',>=1000,'female div/dep/mar',guarantor,car,stores,for free,'high qualif/self emp/mgmt',none,yes,4<x<21,4813<x<9350,1<x<2,x<1,47<x<61,x<1,x<1,>=200,'1<=X<4',1
774,existing paid,'domestic appliance','100<=X<500',male single,none,life insurance,bank,'for free',skilled,yes,yes,21<x<38,276<x<4813,x<1,1<x<2,47<x<61,x>3,x>1,'<0','4<=X<7',1
775,'all paid','new car',500<=X<1000,male mar/wid,co applicant,'no known property',stores,'for free',high qualif/self emp/mgmt,none,yes,4<x<21,276<x<4813,2<x<3,x>3,47<x<61,x>3,x>1,>=200,4<=X<7,1
776,critical/other existing credit,repairs,500<=X<1000,female div/dep/mar,none,'no known property',bank,'for free','unemp/unskilled non res',yes,yes,4<x<21,276<x<4813,2<x<3,1<x<2,47<x<61,x>3,x<1,>=200,'>=7',1
777,critical/other existing credit,new car,'500<=X<1000','male div/sep',none,car,none,for free,high qualif/self emp/mgmt,yes,no,4<x<21,4813<x<9350,x>3,x<1,47<x<61,x<1,x<1,'no checking','4<=X<7',1
778,'critical/other existing credit',retraining,'no known savings','female div/dep/mar',co applicant,'life insurance',stores,own,'unskilled resident',yes,no,4<x<21,276<x<4813,x>3,x>3,x<19,2<x<3,x<1,no checking,<1,1
779,'all paid',business,'<100',male single,none,'no known property',none,'for free',skilled,none,yes,4<x<21,276<x<4813,1<x<2,x<1,x>61,2<x<3,x<1,'>=200',>=7,1
780,'critical/other existing credit',education,'500<=X<1000',male div/sep,'co applicant',life insurance,none,for free,unskilled resident,yes,yes,38<x<55,276<x<4813,x<1,1<x<2,47<x<61,x<1,x<1,'no checking',1<=X<4,1
781,'delayed previously',used car,'<100',male mar/wid,'co applicant',real estate,none,for free,'high qualif/self emp/mgmt',none,no,4<x<21,4813<x<9350,x<1,2<x<3,19<x<33,x>3,x>1,'0<=X<200',<1,1
782,'all paid',domestic appliance,'>=1000','male single',co applicant,no known property,stores,own,unemp/unskilled non res,none,no,4<x<21,4813<x<9350,x<1,2<x<3,x>61,1<x<2,x>1,'no checking','1<=X<4',1
783,existing paid,'new car','100<=X<500','female div/dep/mar',guarantor,'real estate',none,for free,'unskilled resident',yes,yes,21<x<38,276<x<4813,2<x<3,2<x<3,33<x<47,1<x<2,x>1,>=200,1<=X<4,1
784,all paid,'domestic appliance',100<=X<500,male div/sep,'co applicant','real estate',none,rent,'unskilled resident',none,yes,21<x<38,276<x<4813,2<x<3,x<1,33<x<47,x<1,x<1,>=200,'1<=X<4',1
785,'all paid',domestic appliance,<100,female div/dep/mar,co applicant,car,bank,'for free',unskilled resident,none,yes,38<x<55,276<x<4813,1<x<2,1<x<2,x>61,1<x<2,x<1,'no checking',1<=X<4,1
786,critical/other existing credit,repairs,'no known savings',female div/dep/mar,none,life insurance,none,'for free','unskilled resident',yes,no,4<x<21,276<x<4813,2<x<3,x>3,47<x<61,1<x<2,x>1,'>=200','<1',1
787,no credits/all paid,'domestic appliance',100<=X<500,female div/dep/mar,'co applicant',car,none,for free,unemp/unskilled non res,none,yes,21<x<38,276<x<4813,x<1,x>3,19<x<33,x<1,x>1,'0<=X<200',<1,1
788,no credits/all paid,business,<100,male div/sep,none,real estate,bank,for free,unskilled resident,none,yes,4<x<21,276<x<4813,x<1,x<1,47<x<61,1<x<2,x<1,0<=X<200,unemployed,1
789,'no credits/all paid',education,>=1000,male mar/wid,'co applicant','life insurance',bank,for free,skilled,none,yes,38<x<55,276<x<4813,x<1,2<x<3,19<x<33,x<1,x<1,no checking,unemployed,1
790,critical/other existing credit,'new car','500<=X<1000','female div/dep/mar',guarantor,'real estate',bank,rent,unemp/unskilled non res,none,yes,4<x<21,276<x<4813,1<x<2,2<x<3,47<x<61,1<x<2,x<1,>=200,'1<=X<4',0
791,all paid,used car,100<=X<500,female div/dep/mar,co applicant,'no known property',none,rent,'unskilled resident',yes,no,4<x<21,276<x<4813,2<x<3,x>3,19<x<33,x<1,x>1,'no checking',4<=X<7,1
792,'no credits/all paid',domestic appliance,'100<=X<500',male div/sep,'co applicant',no known property,stores,for free,'high qualif/self emp/mgmt',yes,yes,4<x<21,4813<x<9350,x<1,x>3,47<x<61,x<1,x>1,'no checking','<1',1
793,delayed previously,new car,'500<=X<1000','male single',none,'real estate',none,'for free',unemp/unskilled non res,none,yes,21<x<38,9350<x<13887,2<x<3,x>3,19<x<33,x<1,x<1,no checking,unemployed,0
794,existing paid,'new car','500<=X<1000',male single,co applicant,car,stores,for free,'unskilled resident',yes,no,38<x<55,276<x<4813,2<x<3,x<1,47<x<61,2<x<3,x<1,'0<=X<200',unemployed,1
795,existing paid,retraining,'no known savings','male mar/wid','co applicant',no known property,bank,'for free',high qualif/self emp/mgmt,yes,yes,21<x<38,276<x<4813,x<1,x>3,19<x<33,2<x<3,x>1,<0,1<=X<4,1
796,all paid,business,'no known savings',male single,none,real estate,bank,for free,'unemp/unskilled non res',none,yes,4<x<21,276<x<4813,x<1,x>3,x>61,1<x<2,x>1,>=200,<1,1
797,'existing paid',repairs,'no known savings','male mar/wid',co applicant,real estate,bank,own,'unskilled resident',yes,no,4<x<21,276<x<4813,x>3,1<x<2,47<x<61,2<x<3,x>1,'<0',<1,1
798,existing paid,repairs,'no known savings','male mar/wid','co applicant',real estate,none,rent,unskilled resident,none,yes,4<x<21,4813<x<9350,x>3,1<x<2,47<x<61,2<x<3,x<1,0<=X<200,'4<=X<7',1
799,no credits/all paid,retraining,'<100','female div/dep/mar',none,no known property,none,own,'unskilled resident',yes,yes,38<x<55,276<x<4813,1<x<2,x>3,x>61,1<x<2,x>1,<0,<1,1
800,'critical/other existing credit',new car,500<=X<1000,'male mar/wid','co applicant',real estate,none,rent,unskilled resident,yes,yes,4<x<21,4813<x<9350,1<x<2,1<x<2,33<x<47,x<1,x<1,'no checking',unemployed,1
801,all paid,radio/tv,'>=1000','male div/sep',co applicant,'no known property',stores,rent,unskilled resident,none,yes,38<x<55,276<x<4813,2<x<3,x>3,47<x<61,1<x<2,x<1,<0,1<=X<4,1
802,'critical/other existing credit',other,'>=1000',female div/dep/mar,none,car,bank,for free,'unskilled resident',none,yes,38<x<55,276<x<4813,x<1,2<x<3,33<x<47,1<x<2,x<1,<0,'4<=X<7',1
803,delayed previously,radio/tv,100<=X<500,female div/dep/mar,guarantor,'no known property',none,own,high qualif/self emp/mgmt,yes,no,38<x<55,276<x<4813,1<x<2,1<x<2,47<x<61,2<x<3,x>1,'no checking',1<=X<4,1
804,'all paid',new car,100<=X<500,male mar/wid,guarantor,real estate,bank,for free,'unemp/unskilled non res',yes,yes,21<x<38,276<x<4813,1<x<2,2<x<3,33<x<47,1<x<2,x>1,0<=X<200,4<=X<7,1
805,'no credits/all paid','new car',500<=X<1000,female div/dep/mar,none,'life insurance',none,rent,high qualif/self emp/mgmt,yes,yes,38<x<55,276<x<4813,2<x<3,x<1,19<x<33,x<1,x<1,'no checking','<1',1
806,all paid,'domestic appliance',<100,female div/dep/mar,co applicant,'life insurance',none,own,'unskilled resident',yes,yes,4<x<21,276<x<4813,2<x<3,2<x<3,19<x<33,x<1,x>1,0<=X<200,'4<=X<7',1
807,'existing paid',education,no known savings,male mar/wid,co applicant,'no known property',none,for free,high qualif/self emp/mgmt,yes,no,x>55,276<x<4813,1<x<2,1<x<2,33<x<47,2<x<3,x>1,>=200,'<1',1
808,delayed previously,radio/tv,'<100','male mar/wid',guarantor,'life insurance',stores,'for free',unskilled resident,yes,yes,38<x<55,276<x<4813,x>3,1<x<2,x>61,1<x<2,x>1,'no checking','>=7',1
809,'existing paid','domestic appliance',>=1000,female div/dep/mar,guarantor,'real estate',stores,rent,skilled,none,yes,38<x<55,276<x<4813,x<1,x<1,x>61,1<x<2,x<1,'no checking',1<=X<4,1
810,'existing paid',other,'<100','male single',co applicant,car,none,own,'unemp/unskilled non res',yes,yes,4<x<21,276<x<4813,x<1,1<x<2,47<x<61,x<1,x<1,'>=200','4<=X<7',1
811,critical/other existing credit,business,'100<=X<500','male div/sep','co applicant',life insurance,bank,own,unskilled resident,yes,no,4<x<21,276<x<4813,2<x<3,1<x<2,x>61,1<x<2,x<1,'>=200',4<=X<7,1
812,critical/other existing credit,education,'500<=X<1000','female div/dep/mar',co applicant,real estate,bank,for free,high qualif/self emp/mgmt,none,no,21<x<38,276<x<4813,x>3,2<x<3,x>61,x<1,x<1,no checking,'<1',1
813,'no credits/all paid',radio/tv,no known savings,female div/dep/mar,co applicant,'life insurance',none,own,'unemp/unskilled non res',none,yes,21<x<38,276<x<4813,x<1,2<x<3,19<x<33,2<x<3,x<1,'no checking',unemployed,1
814,existing paid,'domestic appliance','100<=X<500',female div/dep/mar,none,'real estate',stores,rent,unemp/unskilled non res,none,yes,4<x<21,276<x<4813,x>3,x>3,19<x<33,2<x<3,x<1,'no checking','4<=X<7',1
815,no credits/all paid,education,'100<=X<500',male mar/wid,none,car,stores,for free,'unemp/unskilled non res',none,yes,21<x<38,276<x<4813,x<1,1<x<2,33<x<47,1<x<2,x>1,<0,'<1',1
816,'no credits/all paid','used car','<100','male single',guarantor,no known property,stores,rent,unskilled resident,none,yes,4<x<21,276<x<4813,x>3,1<x<2,33<x<47,x<1,x<1,'>=200',1<=X<4,0
817,'all paid',business,no known savings,male mar/wid,guarantor,life insurance,bank,for free,unskilled resident,none,no,21<x<38,276<x<4813,x<1,x<1,33<x<47,2<x<3,x>1,'0<=X<200',1<=X<4,1
818,'delayed previously',used car,'<100',male single,guarantor,'life insurance',stores,'for free','unskilled resident',none,yes,21<x<38,276<x<4813,x>3,2<x<3,33<x<47,2<x<3,x>1,no checking,<1,1
819,all paid,business,100<=X<500,male single,guarantor,life insurance,none,'for free','unskilled resident',yes,yes,4<x<21,276<x<4813,1<x<2,x<1,47<x<61,1<x<2,x>1,0<=X<200,'1<=X<4',1
820,critical/other existing credit,other,100<=X<500,'male mar/wid','co applicant',life insurance,none,'for free',high qualif/self emp/mgmt,yes,no,21<x<38,276<x<4813,x>3,x>3,19<x<33,x<1,x>1,0<=X<200,4<=X<7,1
821,all paid,radio/tv,'500<=X<1000','male single',none,real estate,bank,for free,'unemp/unskilled non res',yes,yes,4<x<21,276<x<4813,1<x<2,x<1,x>61,x>3,x<1,no checking,unemployed,1
822,'critical/other existing credit',furniture/equipment,500<=X<1000,female div/dep/mar,'co applicant',car,none,rent,unemp/unskilled non res,yes,no,38<x<55,276<x<4813,1<x<2,1<x<2,33<x<47,1<x<2,x<1,'0<=X<200','>=7',1
823,existing paid,'new car',no known savings,male mar/wid,co applicant,no known property,none,for free,skilled,yes,yes,4<x<21,276<x<4813,2<x<3,1<x<2,33<x<47,1<x<2,x<1,'<0',1<=X<4,1
824,critical/other existing credit,new car,'500<=X<1000','male mar/wid','co applicant','life insurance',none,for free,skilled,yes,yes,x>55,276<x<4813,x>3,x<1,33<x<47,x<1,x<1,'no checking',1<=X<4,1
825,no credits/all paid,'domestic appliance',<100,male single,co applicant,real estate,bank,'for free',high qualif/self emp/mgmt,none,yes,21<x<38,276<x<4813,x<1,2<x<3,19<x<33,1<x<2,x>1,no checking,'>=7',1
