id,AnnouncementsView,Discussion,Relation,Semester,StageID,StudentAbsenceDays,VisITedResources,gender,raisedhands,class
232,21<x<66,x>70,Father,F,HighSchool,Under-7,x>76,F,x<9,1
233,21<x<66,x>70,Mum,S,HighSchool,Under-7,x>76,F,23<x<55,1
234,21<x<66,x>70,Father,S,lowerlevel,Above-7,x>76,M,9<x<23,1
235,21<x<66,10<x<70,Father,F,MiddleSchool,Above-7,x<12,M,9<x<23,0
236,x>66,x>70,Mum,S,lowerlevel,Under-7,37<x<76,F,9<x<23,1
237,x>66,x>70,Father,S,lowerlevel,Above-7,x>76,F,23<x<55,1
238,x>66,10<x<70,Mum,F,MiddleSchool,Above-7,x<12,F,23<x<55,0
239,21<x<66,10<x<70,Mum,S,HighSchool,Under-7,x<12,F,x>55,1
240,21<x<66,x>70,Father,S,MiddleSchool,Under-7,37<x<76,F,x<9,1
241,21<x<66,10<x<70,Mum,S,lowerlevel,Under-7,37<x<76,M,x>55,1
242,x>66,x>70,Father,F,MiddleSchool,Under-7,x>76,M,9<x<23,1
243,21<x<66,10<x<70,Mum,F,HighSchool,Above-7,12<x<37,F,9<x<23,0
244,10<x<21,10<x<70,Father,S,lowerlevel,Above-7,37<x<76,M,23<x<55,1
245,21<x<66,10<x<70,Father,S,HighSchool,Above-7,37<x<76,M,x<9,1
246,x>66,10<x<70,Mum,S,MiddleSchool,Under-7,37<x<76,M,23<x<55,1
247,x>66,10<x<70,Mum,S,lowerlevel,Under-7,x>76,F,x>55,1
248,21<x<66,10<x<70,Father,F,lowerlevel,Under-7,37<x<76,F,x>55,1
249,10<x<21,10<x<70,Father,S,HighSchool,Under-7,x>76,M,x>55,1
250,x<10,10<x<70,Father,S,lowerlevel,Above-7,37<x<76,F,x<9,0
251,21<x<66,10<x<70,Mum,S,MiddleSchool,Above-7,37<x<76,F,23<x<55,1
252,x<10,10<x<70,Mum,F,HighSchool,Above-7,37<x<76,F,9<x<23,0
253,21<x<66,10<x<70,Mum,S,HighSchool,Above-7,37<x<76,M,x<9,1
254,21<x<66,10<x<70,Mum,F,MiddleSchool,Under-7,x>76,F,23<x<55,1
255,x<10,x>70,Father,S,MiddleSchool,Under-7,37<x<76,F,x<9,0
256,21<x<66,x>70,Mum,F,MiddleSchool,Under-7,12<x<37,F,x>55,1
257,10<x<21,x>70,Father,F,lowerlevel,Above-7,37<x<76,F,x>55,1
258,21<x<66,x>70,Mum,F,HighSchool,Under-7,x>76,M,x>55,1
259,x>66,x<9,Mum,S,HighSchool,Under-7,x>76,F,9<x<23,1
260,10<x<21,x>70,Father,F,lowerlevel,Above-7,x>76,M,x>55,1
261,21<x<66,10<x<70,Mum,F,MiddleSchool,Under-7,37<x<76,M,23<x<55,1
262,21<x<66,x>70,Mum,S,HighSchool,Above-7,x>76,F,9<x<23,1
263,21<x<66,10<x<70,Mum,F,MiddleSchool,Above-7,37<x<76,M,9<x<23,1
264,x<10,10<x<70,Mum,S,lowerlevel,Above-7,12<x<37,F,23<x<55,0
265,x>66,10<x<70,Father,S,HighSchool,Under-7,x>76,F,x>55,1
266,10<x<21,10<x<70,Father,F,HighSchool,Under-7,12<x<37,M,23<x<55,1
267,21<x<66,10<x<70,Mum,S,MiddleSchool,Under-7,x>76,M,x>55,1
268,21<x<66,x>70,Mum,F,lowerlevel,Above-7,x<12,F,x>55,0
269,x>66,10<x<70,Mum,F,lowerlevel,Under-7,37<x<76,M,x>55,1
270,10<x<21,10<x<70,Mum,F,lowerlevel,Under-7,37<x<76,F,23<x<55,1
271,x>66,10<x<70,Mum,F,MiddleSchool,Above-7,37<x<76,M,x>55,1
272,x>66,10<x<70,Father,S,lowerlevel,Above-7,x>76,F,x<9,1
273,21<x<66,x>70,Mum,S,HighSchool,Under-7,x>76,F,x<9,1
274,x>66,10<x<70,Mum,F,MiddleSchool,Under-7,x>76,F,9<x<23,1
275,x>66,10<x<70,Father,F,HighSchool,Under-7,37<x<76,M,x>55,1
276,21<x<66,10<x<70,Mum,S,HighSchool,Above-7,12<x<37,F,23<x<55,1
277,10<x<21,10<x<70,Mum,S,HighSchool,Under-7,x>76,F,x>55,1
278,10<x<21,10<x<70,Father,F,MiddleSchool,Under-7,12<x<37,F,x>55,1
279,x<10,x>70,Father,F,HighSchool,Above-7,x>76,F,x>55,1
280,21<x<66,x>70,Father,F,lowerlevel,Above-7,12<x<37,M,9<x<23,0
281,x>66,10<x<70,Mum,F,HighSchool,Above-7,37<x<76,M,x>55,1
282,21<x<66,x>70,Mum,S,HighSchool,Under-7,37<x<76,M,9<x<23,1
283,x>66,10<x<70,Father,S,HighSchool,Above-7,37<x<76,M,x>55,1
284,10<x<21,10<x<70,Father,F,HighSchool,Above-7,x<12,F,23<x<55,0
285,x>66,10<x<70,Mum,F,HighSchool,Under-7,37<x<76,F,x>55,1
286,21<x<66,x<9,Father,F,HighSchool,Above-7,37<x<76,F,x>55,1
287,x>66,x>70,Mum,F,lowerlevel,Under-7,x>76,F,x>55,1
288,21<x<66,10<x<70,Father,S,lowerlevel,Under-7,37<x<76,M,x>55,1
289,10<x<21,10<x<70,Mum,F,MiddleSchool,Above-7,12<x<37,M,9<x<23,0
290,x<10,10<x<70,Father,F,HighSchool,Under-7,37<x<76,M,x>55,1
291,x<10,10<x<70,Mum,S,lowerlevel,Above-7,x>76,F,x<9,1
292,x>66,10<x<70,Mum,S,HighSchool,Under-7,37<x<76,F,x>55,1
293,x<10,x>70,Mum,F,lowerlevel,Above-7,37<x<76,F,23<x<55,0
294,x>66,x>70,Father,F,lowerlevel,Above-7,37<x<76,M,x>55,1
295,21<x<66,10<x<70,Mum,F,HighSchool,Under-7,12<x<37,F,9<x<23,1
296,21<x<66,10<x<70,Father,S,MiddleSchool,Above-7,x>76,F,9<x<23,1
297,x>66,10<x<70,Father,S,lowerlevel,Under-7,x>76,F,23<x<55,1
298,x>66,x>70,Mum,S,lowerlevel,Above-7,12<x<37,M,x>55,1
299,x>66,x>70,Mum,S,MiddleSchool,Above-7,x>76,M,23<x<55,1
300,x<10,10<x<70,Father,S,HighSchool,Above-7,x<12,M,23<x<55,0
301,x>66,x>70,Father,S,lowerlevel,Above-7,x<12,M,x<9,0
302,x>66,x>70,Mum,S,lowerlevel,Above-7,x>76,F,x<9,1
303,21<x<66,10<x<70,Father,F,HighSchool,Under-7,37<x<76,F,x>55,1
304,x<10,x>70,Mum,S,MiddleSchool,Above-7,37<x<76,M,x>55,0
305,21<x<66,10<x<70,Mum,F,HighSchool,Above-7,x>76,F,x>55,1
306,x>66,10<x<70,Father,S,MiddleSchool,Under-7,x>76,M,x<9,1
307,x<10,10<x<70,Father,F,lowerlevel,Under-7,x<12,F,x>55,1
308,x>66,10<x<70,Father,F,lowerlevel,Above-7,37<x<76,M,9<x<23,1
309,10<x<21,x>70,Mum,S,HighSchool,Under-7,x>76,F,23<x<55,1
310,21<x<66,x<9,Mum,S,HighSchool,Above-7,x>76,M,x>55,1
311,x>66,x>70,Mum,S,lowerlevel,Above-7,37<x<76,M,x<9,1
312,21<x<66,x>70,Mum,S,MiddleSchool,Under-7,12<x<37,M,9<x<23,1
313,21<x<66,10<x<70,Father,F,HighSchool,Above-7,x<12,M,x>55,0
314,x>66,10<x<70,Mum,F,MiddleSchool,Under-7,12<x<37,F,x>55,1
315,x>66,10<x<70,Mum,S,lowerlevel,Above-7,x>76,M,x>55,1
316,x>66,x>70,Father,F,HighSchool,Under-7,37<x<76,F,9<x<23,1
317,x>66,10<x<70,Father,F,MiddleSchool,Under-7,x<12,F,x<9,1
318,21<x<66,x<9,Father,F,HighSchool,Above-7,37<x<76,F,x>55,1
319,21<x<66,x>70,Mum,S,lowerlevel,Above-7,x>76,F,23<x<55,1
320,21<x<66,x>70,Father,S,HighSchool,Above-7,x>76,M,23<x<55,1
321,x<10,x>70,Father,S,lowerlevel,Above-7,x>76,F,23<x<55,1
322,21<x<66,10<x<70,Father,S,HighSchool,Under-7,x<12,M,23<x<55,1
323,x>66,10<x<70,Father,S,lowerlevel,Above-7,x<12,M,23<x<55,0
324,x>66,x<9,Mum,S,lowerlevel,Under-7,12<x<37,F,x>55,1
325,21<x<66,10<x<70,Mum,S,lowerlevel,Above-7,x<12,M,x>55,0
326,21<x<66,10<x<70,Mum,F,MiddleSchool,Above-7,37<x<76,F,x>55,1
327,x>66,10<x<70,Father,S,lowerlevel,Above-7,12<x<37,M,23<x<55,1
328,21<x<66,x>70,Father,S,lowerlevel,Above-7,12<x<37,M,x>55,1
329,x<10,x>70,Father,S,lowerlevel,Above-7,12<x<37,M,9<x<23,0
330,x>66,10<x<70,Father,F,lowerlevel,Under-7,12<x<37,F,x<9,1
331,21<x<66,10<x<70,Father,S,MiddleSchool,Under-7,37<x<76,M,x>55,1
332,21<x<66,10<x<70,Mum,S,HighSchool,Under-7,37<x<76,M,23<x<55,1
333,10<x<21,x>70,Father,S,MiddleSchool,Above-7,37<x<76,F,9<x<23,0
334,10<x<21,10<x<70,Mum,S,HighSchool,Above-7,x<12,F,x>55,0
335,21<x<66,x>70,Father,S,HighSchool,Under-7,x<12,M,23<x<55,1
336,21<x<66,x<9,Mum,S,HighSchool,Under-7,x>76,M,9<x<23,1
337,x>66,10<x<70,Mum,S,MiddleSchool,Above-7,x<12,F,x>55,0
338,21<x<66,10<x<70,Father,F,lowerlevel,Above-7,x<12,F,x>55,0
339,21<x<66,10<x<70,Father,F,HighSchool,Under-7,12<x<37,F,23<x<55,1
340,x>66,10<x<70,Mum,F,MiddleSchool,Under-7,37<x<76,M,23<x<55,1
341,x>66,x>70,Mum,F,HighSchool,Under-7,12<x<37,F,x>55,1
342,21<x<66,x>70,Father,S,HighSchool,Above-7,x<12,M,23<x<55,0
343,10<x<21,10<x<70,Mum,F,lowerlevel,Under-7,x>76,F,9<x<23,1
344,x<10,x>70,Mum,S,lowerlevel,Above-7,12<x<37,F,23<x<55,0
345,21<x<66,x>70,Father,F,lowerlevel,Under-7,37<x<76,M,9<x<23,1
346,10<x<21,10<x<70,Mum,S,MiddleSchool,Above-7,12<x<37,F,x>55,0
347,21<x<66,x>70,Mum,F,HighSchool,Above-7,37<x<76,F,x<9,1
348,x<10,10<x<70,Father,F,HighSchool,Above-7,12<x<37,M,x>55,0
349,21<x<66,10<x<70,Father,F,MiddleSchool,Under-7,37<x<76,F,x>55,1
350,21<x<66,10<x<70,Mum,S,lowerlevel,Above-7,37<x<76,F,x>55,1
351,x>66,10<x<70,Father,F,HighSchool,Under-7,x<12,F,x>55,1
352,x>66,x<9,Father,F,lowerlevel,Above-7,x<12,M,9<x<23,0
353,x>66,10<x<70,Mum,F,lowerlevel,Under-7,12<x<37,F,23<x<55,1
354,x<10,10<x<70,Mum,F,lowerlevel,Above-7,x>76,M,x<9,1
355,x>66,x>70,Mum,S,MiddleSchool,Above-7,37<x<76,M,9<x<23,1
356,21<x<66,10<x<70,Father,S,lowerlevel,Above-7,37<x<76,M,23<x<55,1
357,21<x<66,10<x<70,Father,S,lowerlevel,Above-7,12<x<37,M,x<9,0
358,x<10,x<9,Mum,S,HighSchool,Under-7,x>76,F,23<x<55,1
359,21<x<66,10<x<70,Mum,S,MiddleSchool,Under-7,x<12,F,23<x<55,1
360,10<x<21,10<x<70,Mum,S,MiddleSchool,Above-7,37<x<76,F,23<x<55,1
361,21<x<66,x>70,Father,S,MiddleSchool,Under-7,12<x<37,M,x<9,1
362,x<10,x>70,Father,F,lowerlevel,Under-7,37<x<76,F,x>55,1
363,10<x<21,10<x<70,Father,S,HighSchool,Under-7,12<x<37,M,x<9,1
364,x>66,10<x<70,Father,S,HighSchool,Under-7,37<x<76,M,23<x<55,1
365,21<x<66,x>70,Mum,F,HighSchool,Above-7,12<x<37,M,x<9,0
366,x>66,10<x<70,Father,F,MiddleSchool,Under-7,x>76,F,23<x<55,1
367,21<x<66,x>70,Father,S,lowerlevel,Under-7,x<12,F,23<x<55,1
368,21<x<66,x<9,Father,S,MiddleSchool,Under-7,37<x<76,F,23<x<55,1
369,21<x<66,10<x<70,Father,S,MiddleSchool,Under-7,x>76,F,23<x<55,1
370,21<x<66,9<x<10,Father,S,lowerlevel,Under-7,12<x<37,F,23<x<55,1
371,21<x<66,x<9,Father,F,lowerlevel,Above-7,x<12,F,9<x<23,0
372,x<10,x<9,Mum,S,HighSchool,Above-7,12<x<37,M,x>55,0
373,21<x<66,10<x<70,Father,F,HighSchool,Above-7,37<x<76,F,9<x<23,1
374,x>66,10<x<70,Father,S,MiddleSchool,Under-7,37<x<76,F,23<x<55,1
375,21<x<66,x<9,Mum,F,HighSchool,Above-7,37<x<76,M,x<9,1
376,21<x<66,x>70,Father,F,MiddleSchool,Under-7,37<x<76,M,9<x<23,1
377,21<x<66,10<x<70,Father,F,HighSchool,Under-7,x>76,F,x>55,1
378,x>66,x>70,Father,F,MiddleSchool,Above-7,x<12,F,x>55,0
379,x>66,x>70,Mum,S,HighSchool,Above-7,37<x<76,F,9<x<23,1
380,21<x<66,x>70,Father,F,lowerlevel,Above-7,x>76,M,x>55,1
381,x>66,x<9,Father,S,HighSchool,Under-7,x<12,M,23<x<55,1
382,x>66,10<x<70,Mum,S,lowerlevel,Under-7,x>76,M,x>55,1
383,x<10,10<x<70,Father,S,HighSchool,Above-7,12<x<37,F,23<x<55,0
384,x>66,10<x<70,Mum,F,MiddleSchool,Under-7,x>76,F,9<x<23,1
385,x>66,10<x<70,Mum,F,MiddleSchool,Under-7,37<x<76,F,x>55,1
386,21<x<66,x>70,Father,S,lowerlevel,Above-7,37<x<76,F,9<x<23,1
387,10<x<21,10<x<70,Father,F,MiddleSchool,Above-7,x<12,F,x<9,0
388,21<x<66,10<x<70,Mum,S,lowerlevel,Above-7,x<12,M,9<x<23,0
389,10<x<21,10<x<70,Father,F,MiddleSchool,Under-7,37<x<76,F,x<9,1
390,x>66,x<9,Mum,S,lowerlevel,Above-7,37<x<76,M,x<9,1
391,x<10,10<x<70,Father,F,lowerlevel,Above-7,37<x<76,M,x>55,0
392,21<x<66,x<9,Mum,F,HighSchool,Under-7,37<x<76,F,23<x<55,1
393,10<x<21,10<x<70,Father,F,MiddleSchool,Above-7,x>76,F,9<x<23,1
394,x>66,x<9,Mum,F,lowerlevel,Above-7,x>76,M,23<x<55,1
395,21<x<66,10<x<70,Father,S,lowerlevel,Above-7,12<x<37,M,9<x<23,0
396,10<x<21,10<x<70,Father,F,lowerlevel,Above-7,37<x<76,M,9<x<23,0
397,x>66,10<x<70,Father,F,MiddleSchool,Under-7,37<x<76,M,x<9,1
398,x<10,x<9,Mum,F,lowerlevel,Under-7,12<x<37,F,x<9,0
399,21<x<66,x<9,Mum,F,lowerlevel,Under-7,12<x<37,F,23<x<55,1
400,21<x<66,10<x<70,Father,S,HighSchool,Above-7,12<x<37,F,x>55,1
401,x>66,10<x<70,Mum,S,HighSchool,Above-7,37<x<76,M,23<x<55,1
402,21<x<66,10<x<70,Father,F,HighSchool,Above-7,37<x<76,F,x>55,1
403,x>66,10<x<70,Mum,F,HighSchool,Above-7,x<12,F,x>55,0
404,21<x<66,x>70,Mum,F,MiddleSchool,Under-7,12<x<37,F,x>55,1
405,x>66,x<9,Mum,F,MiddleSchool,Above-7,37<x<76,M,x>55,1
406,21<x<66,x>70,Father,S,lowerlevel,Above-7,x>76,M,x>55,1
407,21<x<66,x>70,Father,S,MiddleSchool,Under-7,37<x<76,M,9<x<23,1
408,x>66,10<x<70,Mum,F,MiddleSchool,Under-7,12<x<37,F,x>55,1
409,21<x<66,x<9,Mum,S,lowerlevel,Under-7,12<x<37,M,9<x<23,1
410,21<x<66,10<x<70,Father,F,lowerlevel,Above-7,37<x<76,M,23<x<55,1
411,21<x<66,10<x<70,Father,F,HighSchool,Above-7,37<x<76,M,x>55,1
412,x>66,10<x<70,Father,S,lowerlevel,Under-7,12<x<37,F,x>55,1
413,21<x<66,x<9,Mum,S,HighSchool,Under-7,37<x<76,F,x>55,1
414,x>66,10<x<70,Father,S,MiddleSchool,Above-7,12<x<37,F,23<x<55,1
415,21<x<66,x>70,Mum,S,lowerlevel,Above-7,x>76,M,x>55,1
416,21<x<66,10<x<70,Father,F,lowerlevel,Above-7,37<x<76,M,x>55,1
417,10<x<21,x>70,Father,F,MiddleSchool,Under-7,12<x<37,F,x>55,1
418,x>66,x>70,Father,S,MiddleSchool,Above-7,x>76,M,x>55,1
419,x>66,10<x<70,Father,S,HighSchool,Under-7,x>76,F,23<x<55,1
420,x>66,x>70,Father,F,lowerlevel,Above-7,12<x<37,M,23<x<55,1
421,x>66,10<x<70,Mum,S,HighSchool,Above-7,x>76,M,9<x<23,1
422,x>66,10<x<70,Mum,F,HighSchool,Under-7,x>76,M,x>55,1
423,21<x<66,10<x<70,Father,S,lowerlevel,Under-7,37<x<76,F,x>55,1
424,x<10,x>70,Father,F,MiddleSchool,Under-7,x>76,F,23<x<55,1
425,21<x<66,9<x<10,Mum,S,lowerlevel,Under-7,x>76,M,x>55,1
426,10<x<21,10<x<70,Mum,S,MiddleSchool,Above-7,12<x<37,F,9<x<23,0
427,10<x<21,10<x<70,Mum,F,lowerlevel,Above-7,12<x<37,F,23<x<55,0
428,x<10,x<9,Father,F,MiddleSchool,Under-7,x<12,F,9<x<23,1
429,21<x<66,10<x<70,Father,F,HighSchool,Under-7,12<x<37,M,x<9,1
430,21<x<66,10<x<70,Mum,S,lowerlevel,Above-7,x>76,F,9<x<23,1
431,x<10,10<x<70,Mum,S,HighSchool,Above-7,37<x<76,M,x>55,0
432,21<x<66,x>70,Father,S,HighSchool,Under-7,x>76,F,9<x<23,1
433,21<x<66,10<x<70,Mum,F,lowerlevel,Under-7,37<x<76,M,x<9,1
434,x>66,x>70,Father,F,MiddleSchool,Above-7,12<x<37,M,9<x<23,0
435,21<x<66,10<x<70,Father,S,lowerlevel,Above-7,x<12,F,9<x<23,0
436,x>66,10<x<70,Mum,S,HighSchool,Under-7,12<x<37,F,x>55,1
437,x<10,x<9,Father,S,lowerlevel,Under-7,x>76,F,23<x<55,1
438,21<x<66,x>70,Father,S,lowerlevel,Above-7,37<x<76,M,x>55,1
439,21<x<66,10<x<70,Father,F,lowerlevel,Above-7,12<x<37,F,23<x<55,1
440,x>66,x>70,Father,S,HighSchool,Under-7,37<x<76,F,9<x<23,1
441,x>66,x>70,Father,F,MiddleSchool,Above-7,x>76,M,23<x<55,1
442,21<x<66,10<x<70,Father,F,HighSchool,Above-7,x>76,F,23<x<55,1
443,x<10,10<x<70,Mum,F,lowerlevel,Under-7,x>76,M,9<x<23,1
444,21<x<66,x>70,Mum,F,HighSchool,Above-7,37<x<76,F,x>55,1
445,21<x<66,10<x<70,Father,S,MiddleSchool,Under-7,37<x<76,M,9<x<23,1
446,x>66,x<9,Father,F,MiddleSchool,Under-7,x>76,F,x<9,1
447,21<x<66,10<x<70,Father,S,HighSchool,Under-7,37<x<76,M,9<x<23,1
448,21<x<66,x<9,Father,S,lowerlevel,Under-7,37<x<76,F,23<x<55,1
449,21<x<66,10<x<70,Mum,F,MiddleSchool,Above-7,x>76,F,x>55,1
450,x<10,x<9,Father,F,lowerlevel,Above-7,37<x<76,F,x>55,0
451,21<x<66,10<x<70,Father,S,HighSchool,Above-7,x>76,M,x>55,1
452,x>66,x>70,Mum,F,MiddleSchool,Above-7,37<x<76,M,23<x<55,1
453,x<10,10<x<70,Father,S,HighSchool,Under-7,x>76,M,x>55,1
454,x<10,10<x<70,Mum,F,lowerlevel,Above-7,12<x<37,F,23<x<55,0
455,x<10,10<x<70,Mum,S,lowerlevel,Above-7,12<x<37,F,x<9,0
456,x>66,10<x<70,Mum,F,lowerlevel,Under-7,x>76,M,9<x<23,1
457,10<x<21,10<x<70,Father,S,lowerlevel,Under-7,x>76,F,x<9,1
458,21<x<66,10<x<70,Mum,F,HighSchool,Under-7,x>76,F,x>55,1
459,21<x<66,x<9,Mum,F,lowerlevel,Above-7,37<x<76,F,9<x<23,1
460,x>66,x>70,Father,S,HighSchool,Under-7,x>76,F,23<x<55,1
461,x>66,10<x<70,Mum,F,lowerlevel,Under-7,12<x<37,M,x>55,1
462,21<x<66,x>70,Mum,F,HighSchool,Under-7,12<x<37,M,x<9,1
463,21<x<66,x>70,Father,S,MiddleSchool,Above-7,x<12,M,9<x<23,0
464,21<x<66,10<x<70,Father,S,MiddleSchool,Under-7,12<x<37,F,x<9,1
465,x>66,10<x<70,Father,F,lowerlevel,Under-7,x>76,M,23<x<55,1
466,21<x<66,10<x<70,Father,F,HighSchool,Under-7,12<x<37,M,x>55,1
467,10<x<21,x>70,Father,F,HighSchool,Under-7,12<x<37,F,x>55,1
468,21<x<66,x<9,Mum,S,MiddleSchool,Under-7,x>76,M,x>55,1
469,x>66,10<x<70,Father,S,MiddleSchool,Above-7,37<x<76,M,x>55,1
470,21<x<66,x>70,Mum,F,lowerlevel,Under-7,12<x<37,F,x>55,1
471,x>66,x>70,Mum,S,MiddleSchool,Under-7,x<12,F,x>55,1
472,x<10,10<x<70,Mum,S,HighSchool,Under-7,x>76,M,x<9,1
473,21<x<66,x>70,Mum,F,HighSchool,Under-7,x<12,F,9<x<23,1
474,21<x<66,x>70,Father,F,MiddleSchool,Under-7,x>76,M,x<9,1
475,x>66,10<x<70,Mum,F,MiddleSchool,Above-7,x>76,M,23<x<55,1
476,x>66,10<x<70,Mum,S,HighSchool,Above-7,37<x<76,M,23<x<55,1
477,x>66,x>70,Mum,S,HighSchool,Above-7,x>76,M,x>55,1
478,21<x<66,10<x<70,Mum,S,MiddleSchool,Under-7,x>76,F,x>55,1
479,10<x<21,x>70,Father,S,HighSchool,Above-7,12<x<37,F,x>55,0
480,21<x<66,10<x<70,Father,S,HighSchool,Above-7,12<x<37,M,x>55,1
481,21<x<66,10<x<70,Mum,S,HighSchool,Above-7,x>76,M,x>55,1
482,x>66,10<x<70,Father,S,MiddleSchool,Under-7,37<x<76,M,23<x<55,1
483,x<10,x>70,Mum,F,lowerlevel,Under-7,x<12,F,23<x<55,1
484,21<x<66,10<x<70,Mum,F,HighSchool,Under-7,x<12,M,23<x<55,1
485,21<x<66,10<x<70,Father,S,HighSchool,Above-7,x>76,M,9<x<23,1
486,10<x<21,x>70,Father,F,HighSchool,Under-7,37<x<76,F,9<x<23,1
487,10<x<21,x>70,Mum,S,MiddleSchool,Under-7,x<12,F,23<x<55,1
488,x<10,x>70,Mum,F,lowerlevel,Above-7,37<x<76,F,x>55,0
489,x<10,9<x<10,Father,S,MiddleSchool,Under-7,12<x<37,F,23<x<55,1
490,10<x<21,x<9,Mum,S,lowerlevel,Under-7,37<x<76,F,x<9,1
491,21<x<66,10<x<70,Father,S,MiddleSchool,Under-7,37<x<76,F,x>55,1
492,x<10,10<x<70,Father,F,lowerlevel,Above-7,x>76,F,9<x<23,1
493,21<x<66,x>70,Mum,S,MiddleSchool,Above-7,37<x<76,M,23<x<55,1
494,10<x<21,x>70,Father,F,lowerlevel,Under-7,37<x<76,M,x>55,1
495,x>66,x>70,Father,S,lowerlevel,Above-7,37<x<76,F,23<x<55,1
496,21<x<66,10<x<70,Mum,S,lowerlevel,Above-7,x<12,M,9<x<23,0
497,21<x<66,10<x<70,Father,F,HighSchool,Under-7,x>76,F,x>55,1
498,10<x<21,x>70,Father,S,MiddleSchool,Above-7,x>76,M,x>55,1
499,x>66,10<x<70,Mum,F,MiddleSchool,Above-7,37<x<76,F,x>55,1
500,x<10,x>70,Mum,S,MiddleSchool,Under-7,37<x<76,M,9<x<23,1
501,x<10,x<9,Father,S,HighSchool,Under-7,x>76,M,x>55,1
502,x<10,x>70,Mum,F,lowerlevel,Above-7,x>76,F,x<9,1
503,x>66,10<x<70,Mum,S,HighSchool,Under-7,x>76,M,x>55,1
504,x>66,x>70,Mum,F,HighSchool,Under-7,x>76,F,x<9,1
505,x>66,10<x<70,Father,F,MiddleSchool,Above-7,x>76,M,x>55,1
506,21<x<66,10<x<70,Father,S,lowerlevel,Above-7,37<x<76,M,x>55,1
507,21<x<66,x>70,Mum,F,HighSchool,Under-7,12<x<37,M,x>55,1
508,x<10,10<x<70,Mum,F,MiddleSchool,Above-7,x>76,F,23<x<55,1
509,21<x<66,x>70,Mum,F,MiddleSchool,Under-7,x<12,M,x>55,1
510,21<x<66,10<x<70,Father,F,HighSchool,Above-7,12<x<37,M,x<9,0
511,21<x<66,x>70,Father,F,lowerlevel,Under-7,12<x<37,M,x<9,1
512,21<x<66,10<x<70,Mum,S,lowerlevel,Under-7,37<x<76,M,9<x<23,1
513,x>66,10<x<70,Mum,S,HighSchool,Under-7,x>76,F,9<x<23,1
514,21<x<66,x>70,Mum,S,lowerlevel,Under-7,12<x<37,M,x>55,1
515,21<x<66,10<x<70,Father,F,lowerlevel,Above-7,37<x<76,M,x>55,1
516,21<x<66,10<x<70,Mum,F,lowerlevel,Above-7,37<x<76,M,x>55,1
517,x<10,10<x<70,Father,F,HighSchool,Above-7,x>76,M,23<x<55,1
518,21<x<66,x<9,Mum,S,HighSchool,Above-7,x>76,M,23<x<55,1
519,21<x<66,x>70,Father,F,MiddleSchool,Above-7,x>76,F,9<x<23,1
520,21<x<66,x>70,Father,F,HighSchool,Above-7,x>76,M,x>55,1
521,x<10,10<x<70,Mum,S,MiddleSchool,Under-7,12<x<37,M,x<9,0
522,21<x<66,x>70,Father,S,HighSchool,Above-7,x>76,F,x>55,1
523,x<10,x>70,Father,S,HighSchool,Under-7,x>76,M,9<x<23,1
524,21<x<66,10<x<70,Father,F,MiddleSchool,Under-7,12<x<37,M,x>55,1
525,21<x<66,x>70,Father,F,HighSchool,Under-7,37<x<76,M,x>55,1
526,10<x<21,10<x<70,Mum,F,HighSchool,Above-7,12<x<37,M,x>55,0
527,21<x<66,x>70,Father,F,HighSchool,Under-7,x>76,F,23<x<55,1
528,x>66,x>70,Father,S,HighSchool,Above-7,37<x<76,M,x>55,1
529,x>66,x>70,Father,S,MiddleSchool,Under-7,37<x<76,M,x>55,1
530,21<x<66,10<x<70,Father,F,MiddleSchool,Above-7,x<12,M,x>55,0
531,10<x<21,10<x<70,Mum,S,lowerlevel,Above-7,x>76,F,x>55,1
532,21<x<66,10<x<70,Father,F,MiddleSchool,Above-7,37<x<76,M,x>55,1
533,10<x<21,10<x<70,Mum,F,MiddleSchool,Under-7,37<x<76,F,23<x<55,1
534,21<x<66,x>70,Mum,F,lowerlevel,Under-7,12<x<37,M,x>55,1
535,x<10,10<x<70,Mum,F,MiddleSchool,Under-7,x<12,M,x>55,1
536,x>66,10<x<70,Father,F,lowerlevel,Above-7,x>76,M,x<9,1
537,21<x<66,10<x<70,Father,S,lowerlevel,Under-7,37<x<76,M,x>55,1
538,x>66,10<x<70,Mum,S,MiddleSchool,Under-7,x>76,F,23<x<55,1
539,x>66,x>70,Father,F,HighSchool,Above-7,12<x<37,M,23<x<55,1
540,21<x<66,10<x<70,Mum,F,HighSchool,Above-7,x>76,M,x>55,1
541,x>66,10<x<70,Mum,S,HighSchool,Under-7,x>76,M,23<x<55,1
542,21<x<66,10<x<70,Father,F,MiddleSchool,Above-7,37<x<76,M,x>55,1
543,x<10,x>70,Mum,F,MiddleSchool,Under-7,x<12,M,23<x<55,1
544,x<10,x>70,Mum,S,lowerlevel,Under-7,12<x<37,F,9<x<23,1
545,x>66,10<x<70,Father,S,MiddleSchool,Under-7,37<x<76,F,x>55,1
546,x<10,x>70,Mum,F,HighSchool,Above-7,x>76,M,x>55,1
547,21<x<66,10<x<70,Father,F,HighSchool,Under-7,37<x<76,M,9<x<23,1
548,21<x<66,x<9,Father,F,lowerlevel,Above-7,12<x<37,M,9<x<23,0
549,x>66,10<x<70,Mum,S,MiddleSchool,Above-7,37<x<76,F,9<x<23,1
550,x>66,10<x<70,Father,S,lowerlevel,Under-7,37<x<76,F,9<x<23,1
