id,credit_history,purpose,savings_status,other_parties,property_magnitude,other_payment_plans,housing,job,own_telephone,foreign_worker,gender,status,duration,credit_amount,installment_commitment,residence_since,age,existing_credits,num_dependents,checking_status,employment,class
748,'no credits/all paid',used car,100<=X<500,'co applicant','life insurance',bank,own,high qualif/self emp/mgmt,yes,no,male,mar/wid,x<4,276<x<4813,2<x<3,1<x<2,x>61,x>3,x<1,'<0','4<=X<7',1
749,'delayed previously',used car,>=1000,co applicant,car,none,own,unemp/unskilled non res,none,yes,'female,div/sep,4<x<21,276<x<4813,x<1,x<1,33<x<47,x<1,x>1,'<0',1<=X<4,1
750,no credits/all paid,education,'100<=X<500',guarantor,life insurance,none,'for free',unskilled resident,yes,no,male,single,4<x<21,276<x<4813,2<x<3,2<x<3,47<x<61,2<x<3,x>1,'no checking',>=7,1
751,'existing paid',domestic appliance,no known savings,guarantor,'no known property',none,for free,'unemp/unskilled non res',none,yes,male,div/sep,4<x<21,276<x<4813,x>3,x<1,47<x<61,x<1,x<1,'<0','1<=X<4',1
752,critical/other existing credit,radio/tv,'500<=X<1000',guarantor,'real estate',bank,rent,high qualif/self emp/mgmt,none,yes,'female,single,x<4,276<x<4813,2<x<3,1<x<2,19<x<33,x<1,x>1,no checking,'>=7',1
753,'existing paid',furniture/equipment,'500<=X<1000',co applicant,'real estate',bank,for free,'high qualif/self emp/mgmt',yes,no,'male,mar/wid,4<x<21,276<x<4813,x>3,x>3,47<x<61,2<x<3,x<1,'no checking','4<=X<7',1
754,'all paid',new car,>=1000,'co applicant','real estate',stores,rent,'unskilled resident',yes,no,female,div/sep',4<x<21,x>13887,2<x<3,2<x<3,19<x<33,2<x<3,x<1,<0,4<=X<7,1
755,all paid,'used car','no known savings','co applicant','life insurance',stores,rent,skilled,none,yes,male,div/sep,38<x<55,276<x<4813,x>3,1<x<2,47<x<61,2<x<3,x>1,'0<=X<200',>=7,0
756,all paid,used car,no known savings,co applicant,life insurance,none,for free,'high qualif/self emp/mgmt',none,no,female,div/sep',21<x<38,276<x<4813,2<x<3,1<x<2,47<x<61,x<1,x>1,'>=200',4<=X<7,1
757,'existing paid',new car,'no known savings',co applicant,'real estate',stores,'for free',unemp/unskilled non res,yes,no,'male,div/dep/mar,21<x<38,4813<x<9350,x>3,x>3,47<x<61,x>3,x>1,0<=X<200,>=7,1
758,existing paid,education,'100<=X<500',none,car,bank,own,skilled,none,yes,female,mar/wid,4<x<21,276<x<4813,1<x<2,1<x<2,33<x<47,x<1,x>1,'0<=X<200',unemployed,0
759,'delayed previously',education,500<=X<1000,'co applicant',car,stores,'for free',high qualif/self emp/mgmt,yes,yes,male,mar/wid',4<x<21,276<x<4813,2<x<3,1<x<2,47<x<61,x<1,x<1,no checking,unemployed,1
760,delayed previously,new car,100<=X<500,'co applicant','no known property',bank,rent,skilled,yes,yes,male,single,38<x<55,276<x<4813,2<x<3,x<1,19<x<33,x<1,x>1,<0,'<1',0
761,'no credits/all paid',new car,'500<=X<1000',guarantor,real estate,bank,for free,'unskilled resident',yes,no,'male,mar/wid',4<x<21,276<x<4813,x<1,x>3,47<x<61,x>3,x<1,<0,1<=X<4,1
762,delayed previously,retraining,'<100',none,'no known property',stores,rent,unemp/unskilled non res,none,yes,male,div/sep',38<x<55,276<x<4813,1<x<2,2<x<3,19<x<33,2<x<3,x>1,0<=X<200,1<=X<4,0
763,'all paid',new car,'100<=X<500',none,car,none,for free,unskilled resident,none,no,male,div/sep,4<x<21,276<x<4813,x>3,x>3,33<x<47,2<x<3,x>1,'no checking','4<=X<7',1
764,'critical/other existing credit',domestic appliance,'500<=X<1000',guarantor,car,none,'for free','unskilled resident',none,yes,male,div/dep/mar',21<x<38,4813<x<9350,x<1,2<x<3,19<x<33,x>3,x<1,<0,4<=X<7,0
765,'all paid','new car',<100,none,'real estate',none,for free,unskilled resident,none,no,'male,mar/wid',4<x<21,276<x<4813,1<x<2,x>3,47<x<61,1<x<2,x>1,>=200,'1<=X<4',1
766,'critical/other existing credit',business,500<=X<1000,none,life insurance,stores,own,'unemp/unskilled non res',none,yes,'male,single,38<x<55,276<x<4813,2<x<3,1<x<2,33<x<47,2<x<3,x>1,'<0',unemployed,1
767,'all paid',business,>=1000,'co applicant',real estate,none,'for free',unemp/unskilled non res,none,yes,'male,div/sep',38<x<55,276<x<4813,x<1,2<x<3,47<x<61,x<1,x<1,no checking,'>=7',1
768,critical/other existing credit,new car,<100,'co applicant',no known property,bank,rent,unemp/unskilled non res,yes,yes,male,div/dep/mar,4<x<21,276<x<4813,x<1,1<x<2,47<x<61,x<1,x<1,<0,'>=7',1
769,'delayed previously',used car,<100,guarantor,'life insurance',bank,for free,'unemp/unskilled non res',yes,no,'female,div/dep/mar',21<x<38,276<x<4813,1<x<2,2<x<3,19<x<33,2<x<3,x<1,no checking,<1,1
770,'no credits/all paid',domestic appliance,no known savings,guarantor,no known property,none,rent,unskilled resident,none,no,male,single,x>55,4813<x<9350,2<x<3,2<x<3,33<x<47,x<1,x<1,<0,'1<=X<4',0
771,all paid,'new car','<100',guarantor,'real estate',bank,'for free','unemp/unskilled non res',none,no,female,mar/wid',21<x<38,276<x<4813,x<1,2<x<3,19<x<33,x>3,x<1,0<=X<200,'1<=X<4',0
772,'no credits/all paid',radio/tv,500<=X<1000,co applicant,life insurance,bank,rent,'high qualif/self emp/mgmt',yes,no,'female,div/sep',38<x<55,276<x<4813,1<x<2,1<x<2,47<x<61,x>3,x<1,<0,unemployed,1
773,'critical/other existing credit',furniture/equipment,100<=X<500,none,no known property,bank,for free,'unskilled resident',yes,no,female,mar/wid',38<x<55,276<x<4813,x<1,2<x<3,33<x<47,x>3,x>1,0<=X<200,'<1',1
774,all paid,'used car','no known savings',co applicant,'real estate',none,own,'unemp/unskilled non res',yes,yes,female,div/dep/mar,38<x<55,276<x<4813,x<1,x>3,x>61,x<1,x>1,'>=200',4<=X<7,0
775,delayed previously,'used car','<100','co applicant',real estate,none,for free,'unemp/unskilled non res',none,no,male,div/dep/mar,21<x<38,276<x<4813,1<x<2,x>3,47<x<61,x>3,x>1,<0,'4<=X<7',0
776,no credits/all paid,domestic appliance,'>=1000',guarantor,'no known property',none,rent,'unemp/unskilled non res',none,yes,'female,div/sep,21<x<38,276<x<4813,1<x<2,1<x<2,19<x<33,2<x<3,x>1,no checking,<1,0
777,'all paid','used car','no known savings','co applicant',car,none,rent,'high qualif/self emp/mgmt',none,yes,'female,div/sep,4<x<21,276<x<4813,x<1,x<1,47<x<61,x<1,x<1,'<0','4<=X<7',1
778,'critical/other existing credit','new car','>=1000','co applicant','life insurance',stores,'for free','unemp/unskilled non res',yes,no,'male,div/sep,21<x<38,276<x<4813,x>3,1<x<2,33<x<47,x>3,x>1,no checking,4<=X<7,1
779,existing paid,'new car',100<=X<500,'co applicant','no known property',bank,rent,'unskilled resident',none,yes,'male,div/dep/mar,4<x<21,276<x<4813,1<x<2,2<x<3,47<x<61,1<x<2,x>1,'0<=X<200','>=7',0
780,critical/other existing credit,'domestic appliance','<100',none,'no known property',none,own,unskilled resident,none,no,male,mar/wid',38<x<55,276<x<4813,x<1,x<1,x>61,x>3,x>1,'<0','>=7',1
781,existing paid,new car,'500<=X<1000',co applicant,'life insurance',stores,own,unemp/unskilled non res,none,yes,female,mar/wid,4<x<21,276<x<4813,2<x<3,1<x<2,47<x<61,x<1,x>1,'>=200','>=7',0
782,critical/other existing credit,business,>=1000,'co applicant','real estate',bank,for free,unemp/unskilled non res,yes,yes,male,div/dep/mar,38<x<55,276<x<4813,x>3,x>3,47<x<61,2<x<3,x<1,no checking,>=7,0
783,'critical/other existing credit','domestic appliance','500<=X<1000','co applicant',car,bank,rent,'high qualif/self emp/mgmt',yes,no,'male,mar/wid',4<x<21,276<x<4813,x<1,1<x<2,33<x<47,2<x<3,x<1,no checking,'<1',1
784,'all paid',business,500<=X<1000,'co applicant','real estate',stores,'for free',skilled,yes,no,'male,mar/wid,x<4,x>13887,2<x<3,2<x<3,33<x<47,x<1,x<1,'<0',1<=X<4,1
785,'all paid',furniture/equipment,'100<=X<500','co applicant','life insurance',stores,'for free','unskilled resident',none,yes,female,div/sep',38<x<55,276<x<4813,1<x<2,x<1,33<x<47,1<x<2,x<1,0<=X<200,4<=X<7,0
786,'existing paid',education,no known savings,none,life insurance,none,rent,'unskilled resident',none,yes,'female,single',4<x<21,276<x<4813,2<x<3,x<1,19<x<33,x>3,x>1,>=200,unemployed,1
787,'existing paid','domestic appliance','<100','co applicant',real estate,bank,own,high qualif/self emp/mgmt,yes,no,'female,single,21<x<38,276<x<4813,1<x<2,1<x<2,x<19,1<x<2,x<1,no checking,'1<=X<4',1
788,'critical/other existing credit',retraining,'>=1000',none,no known property,bank,rent,unemp/unskilled non res,yes,no,'female,div/dep/mar',4<x<21,4813<x<9350,2<x<3,1<x<2,x<19,x<1,x>1,'<0','1<=X<4',1
789,'no credits/all paid',used car,'>=1000',none,no known property,stores,for free,'unskilled resident',yes,no,male,div/sep',4<x<21,276<x<4813,x>3,1<x<2,19<x<33,2<x<3,x<1,no checking,'1<=X<4',1
790,no credits/all paid,'new car',100<=X<500,'co applicant',no known property,none,own,'unemp/unskilled non res',none,no,male,single,21<x<38,276<x<4813,x<1,x<1,x>61,x<1,x>1,0<=X<200,'>=7',1
791,delayed previously,used car,100<=X<500,co applicant,car,bank,rent,'unemp/unskilled non res',yes,yes,'male,div/dep/mar',4<x<21,276<x<4813,x>3,x>3,19<x<33,1<x<2,x>1,'0<=X<200',<1,1
792,'all paid',business,'<100',none,real estate,bank,for free,unemp/unskilled non res,none,no,'female,mar/wid,21<x<38,276<x<4813,x<1,x<1,33<x<47,x<1,x>1,0<=X<200,'4<=X<7',1
793,existing paid,new car,>=1000,co applicant,life insurance,stores,rent,'unskilled resident',yes,no,'male,single',21<x<38,276<x<4813,x>3,x<1,33<x<47,2<x<3,x>1,'no checking',1<=X<4,1
794,all paid,'domestic appliance','no known savings',none,car,stores,for free,'high qualif/self emp/mgmt',none,no,female,div/sep',38<x<55,276<x<4813,x>3,2<x<3,33<x<47,x>3,x>1,'<0',>=7,1
795,'delayed previously',furniture/equipment,>=1000,none,life insurance,stores,for free,'high qualif/self emp/mgmt',none,yes,male,single,38<x<55,276<x<4813,2<x<3,1<x<2,33<x<47,x<1,x<1,'no checking',unemployed,1
796,'critical/other existing credit',domestic appliance,'500<=X<1000',none,life insurance,stores,rent,high qualif/self emp/mgmt,yes,no,'male,div/sep,4<x<21,276<x<4813,2<x<3,x<1,47<x<61,2<x<3,x<1,'<0',1<=X<4,1
797,'delayed previously',repairs,500<=X<1000,none,'real estate',none,'for free',unskilled resident,none,yes,'female,div/sep',4<x<21,276<x<4813,2<x<3,2<x<3,x>61,2<x<3,x<1,<0,>=7,1
798,no credits/all paid,domestic appliance,>=1000,none,'no known property',bank,rent,skilled,yes,yes,female,div/sep',x<4,276<x<4813,x>3,2<x<3,19<x<33,1<x<2,x<1,'0<=X<200',<1,0
799,all paid,new car,<100,'co applicant',no known property,none,'for free',unemp/unskilled non res,none,no,female,mar/wid,x>55,276<x<4813,2<x<3,2<x<3,19<x<33,x<1,x<1,no checking,>=7,1
800,'existing paid','domestic appliance','no known savings',none,no known property,bank,own,skilled,none,no,'male,single',21<x<38,276<x<4813,1<x<2,1<x<2,19<x<33,x<1,x<1,'0<=X<200',>=7,1
801,critical/other existing credit,'new car',no known savings,guarantor,'real estate',none,rent,'unemp/unskilled non res',none,yes,'male,mar/wid',4<x<21,9350<x<13887,1<x<2,1<x<2,19<x<33,x<1,x>1,0<=X<200,'>=7',1
802,'existing paid','new car','100<=X<500',co applicant,life insurance,none,for free,skilled,none,no,female,div/dep/mar',38<x<55,276<x<4813,x<1,x<1,x>61,x>3,x<1,'0<=X<200','>=7',0
803,existing paid,repairs,100<=X<500,none,car,none,for free,unemp/unskilled non res,none,yes,'female,div/dep/mar',21<x<38,276<x<4813,x>3,x<1,x>61,x<1,x>1,'>=200','1<=X<4',1
804,no credits/all paid,repairs,'500<=X<1000',co applicant,'life insurance',bank,'for free','unskilled resident',none,yes,male,single',38<x<55,276<x<4813,x>3,2<x<3,x>61,1<x<2,x>1,'<0',1<=X<4,0
805,critical/other existing credit,furniture/equipment,100<=X<500,'co applicant',life insurance,bank,own,'unemp/unskilled non res',none,yes,female,mar/wid,4<x<21,276<x<4813,2<x<3,x>3,x<19,x>3,x<1,no checking,4<=X<7,0
806,'all paid',furniture/equipment,500<=X<1000,none,real estate,none,rent,'unemp/unskilled non res',none,no,male,mar/wid,38<x<55,276<x<4813,x<1,2<x<3,47<x<61,x<1,x>1,'<0',<1,1
807,critical/other existing credit,business,500<=X<1000,guarantor,'real estate',bank,'for free',unemp/unskilled non res,none,no,female,div/sep',4<x<21,276<x<4813,x>3,x<1,19<x<33,1<x<2,x>1,'>=200','4<=X<7',1
808,all paid,'used car',<100,co applicant,no known property,bank,own,'high qualif/self emp/mgmt',yes,no,'female,mar/wid',4<x<21,276<x<4813,x<1,x<1,33<x<47,2<x<3,x>1,'>=200',<1,1
809,delayed previously,other,500<=X<1000,'co applicant','real estate',stores,rent,high qualif/self emp/mgmt,yes,yes,female,single',4<x<21,276<x<4813,x>3,x>3,19<x<33,2<x<3,x<1,'0<=X<200',unemployed,0
810,critical/other existing credit,new car,no known savings,co applicant,'no known property',stores,for free,unskilled resident,yes,yes,male,mar/wid,21<x<38,4813<x<9350,x>3,1<x<2,47<x<61,2<x<3,x<1,'no checking',>=7,1
811,'delayed previously',repairs,'no known savings',none,'no known property',none,for free,'unemp/unskilled non res',yes,yes,'female,mar/wid,4<x<21,276<x<4813,x>3,x>3,33<x<47,2<x<3,x<1,0<=X<200,unemployed,1
812,existing paid,'used car',>=1000,guarantor,car,bank,own,'unemp/unskilled non res',yes,yes,'female,mar/wid,4<x<21,276<x<4813,x<1,2<x<3,47<x<61,1<x<2,x>1,'<0','4<=X<7',1
813,all paid,retraining,500<=X<1000,'co applicant','real estate',none,'for free','high qualif/self emp/mgmt',none,no,male,mar/wid,4<x<21,276<x<4813,1<x<2,1<x<2,x>61,x>3,x>1,'<0',<1,1
814,'no credits/all paid',business,<100,guarantor,'no known property',stores,'for free','unskilled resident',none,no,'male,div/dep/mar',21<x<38,276<x<4813,x>3,2<x<3,33<x<47,2<x<3,x<1,0<=X<200,4<=X<7,1
815,existing paid,'domestic appliance','no known savings',guarantor,car,bank,rent,unskilled resident,yes,no,male,mar/wid',x>55,276<x<4813,x>3,2<x<3,47<x<61,1<x<2,x>1,no checking,'1<=X<4',0
816,all paid,new car,'100<=X<500',none,'no known property',none,own,skilled,none,yes,male,div/dep/mar',4<x<21,276<x<4813,1<x<2,1<x<2,33<x<47,1<x<2,x>1,0<=X<200,1<=X<4,0
817,'all paid',retraining,'<100',co applicant,no known property,none,'for free',skilled,none,yes,'male,div/dep/mar,4<x<21,276<x<4813,x<1,x>3,33<x<47,x<1,x>1,>=200,'<1',1
818,'delayed previously',used car,100<=X<500,co applicant,life insurance,stores,'for free',skilled,yes,no,'female,div/sep',21<x<38,276<x<4813,x<1,2<x<3,x>61,2<x<3,x>1,no checking,'1<=X<4',1
819,'critical/other existing credit',business,>=1000,none,car,bank,'for free','unskilled resident',yes,no,'female,div/dep/mar',4<x<21,276<x<4813,1<x<2,1<x<2,19<x<33,1<x<2,x>1,'0<=X<200',1<=X<4,1
820,existing paid,'domestic appliance','500<=X<1000',co applicant,'life insurance',bank,for free,unemp/unskilled non res,none,no,female,single',38<x<55,276<x<4813,x>3,x<1,x>61,x<1,x>1,<0,1<=X<4,0
821,'critical/other existing credit',business,no known savings,'co applicant','no known property',stores,own,'unemp/unskilled non res',none,no,female,div/sep',x>55,4813<x<9350,1<x<2,x>3,19<x<33,x<1,x<1,'0<=X<200',4<=X<7,0
822,'delayed previously',furniture/equipment,'no known savings',guarantor,life insurance,bank,rent,'unskilled resident',yes,no,'male,mar/wid,38<x<55,9350<x<13887,x<1,1<x<2,47<x<61,1<x<2,x<1,'no checking','4<=X<7',1
823,existing paid,business,'no known savings',guarantor,life insurance,none,for free,'unemp/unskilled non res',none,yes,'male,mar/wid',38<x<55,276<x<4813,x<1,1<x<2,47<x<61,1<x<2,x>1,no checking,<1,1
824,delayed previously,furniture/equipment,'500<=X<1000',none,'real estate',none,for free,high qualif/self emp/mgmt,yes,yes,'male,single,4<x<21,276<x<4813,x>3,x>3,x>61,2<x<3,x>1,>=200,>=7,1
825,'critical/other existing credit',education,100<=X<500,guarantor,life insurance,bank,rent,skilled,yes,yes,female,mar/wid,4<x<21,276<x<4813,x>3,1<x<2,33<x<47,x>3,x<1,0<=X<200,<1,1
826,no credits/all paid,business,'500<=X<1000',none,life insurance,stores,own,'unskilled resident',yes,no,female,div/sep',21<x<38,276<x<4813,x<1,x>3,33<x<47,x<1,x>1,>=200,'4<=X<7',0
827,'all paid',radio/tv,'no known savings',guarantor,car,none,own,high qualif/self emp/mgmt,none,no,'male,single,4<x<21,276<x<4813,2<x<3,2<x<3,47<x<61,2<x<3,x<1,no checking,'4<=X<7',1
828,'no credits/all paid',furniture/equipment,'>=1000',none,no known property,none,own,unemp/unskilled non res,none,no,'female,mar/wid,21<x<38,276<x<4813,x<1,x>3,33<x<47,x<1,x<1,'no checking',unemployed,1
829,'no credits/all paid',used car,'100<=X<500',co applicant,'no known property',none,rent,skilled,yes,yes,'male,div/dep/mar,4<x<21,4813<x<9350,x>3,x<1,x>61,1<x<2,x<1,no checking,>=7,1
830,'existing paid',furniture/equipment,500<=X<1000,co applicant,car,stores,own,'unskilled resident',yes,no,'male,div/dep/mar',38<x<55,4813<x<9350,x<1,x>3,x>61,2<x<3,x<1,'>=200','1<=X<4',1
831,'no credits/all paid',used car,500<=X<1000,none,life insurance,none,rent,unemp/unskilled non res,none,yes,female,div/sep,4<x<21,4813<x<9350,1<x<2,x<1,19<x<33,x>3,x>1,<0,'1<=X<4',1
832,critical/other existing credit,retraining,no known savings,guarantor,car,none,own,'high qualif/self emp/mgmt',yes,yes,female,single',21<x<38,9350<x<13887,1<x<2,1<x<2,47<x<61,x<1,x>1,'0<=X<200',unemployed,1
833,existing paid,radio/tv,'no known savings',none,'life insurance',bank,'for free',skilled,yes,yes,'female,div/sep,4<x<21,276<x<4813,x<1,x<1,33<x<47,x<1,x<1,'<0',4<=X<7,1
834,'existing paid','domestic appliance',<100,none,life insurance,none,'for free',unemp/unskilled non res,none,no,male,mar/wid',21<x<38,276<x<4813,2<x<3,x>3,33<x<47,x>3,x>1,'<0','4<=X<7',1
835,existing paid,business,500<=X<1000,guarantor,'life insurance',stores,'for free','high qualif/self emp/mgmt',none,yes,'female,mar/wid',38<x<55,276<x<4813,x<1,x>3,47<x<61,1<x<2,x<1,>=200,>=7,1
836,'no credits/all paid','domestic appliance',<100,guarantor,'life insurance',stores,own,unemp/unskilled non res,none,yes,male,single,21<x<38,4813<x<9350,x<1,1<x<2,19<x<33,x>3,x>1,'<0','1<=X<4',1
837,delayed previously,education,100<=X<500,co applicant,car,none,'for free',skilled,none,yes,'male,single,21<x<38,276<x<4813,x>3,1<x<2,x>61,1<x<2,x<1,no checking,'<1',1
838,'critical/other existing credit',furniture/equipment,'500<=X<1000',co applicant,'real estate',stores,own,'unemp/unskilled non res',none,no,'female,div/sep,4<x<21,276<x<4813,x>3,2<x<3,47<x<61,1<x<2,x<1,'0<=X<200','4<=X<7',1
839,all paid,other,100<=X<500,guarantor,'no known property',none,rent,unskilled resident,yes,yes,female,single',4<x<21,276<x<4813,x<1,x>3,19<x<33,x<1,x>1,0<=X<200,'1<=X<4',1
840,'delayed previously',new car,no known savings,guarantor,no known property,none,rent,skilled,none,no,'female,single,x>55,276<x<4813,x<1,1<x<2,33<x<47,x<1,x>1,'0<=X<200','1<=X<4',1
841,'existing paid',business,no known savings,co applicant,car,bank,rent,high qualif/self emp/mgmt,yes,yes,'male,div/dep/mar,21<x<38,276<x<4813,x>3,1<x<2,47<x<61,2<x<3,x<1,'>=200',>=7,1
842,'critical/other existing credit',radio/tv,'>=1000',guarantor,real estate,none,own,skilled,yes,no,male,single',38<x<55,276<x<4813,x<1,1<x<2,x>61,x>3,x<1,'>=200',4<=X<7,1
843,delayed previously,radio/tv,'<100',none,'no known property',stores,'for free',skilled,yes,yes,male,single,4<x<21,276<x<4813,x<1,x>3,33<x<47,1<x<2,x<1,>=200,>=7,1
844,no credits/all paid,'domestic appliance',>=1000,co applicant,'life insurance',bank,'for free',skilled,yes,yes,'female,div/sep',21<x<38,276<x<4813,x>3,2<x<3,33<x<47,1<x<2,x<1,'no checking','1<=X<4',0
845,critical/other existing credit,radio/tv,'<100',co applicant,'life insurance',bank,'for free',unskilled resident,none,yes,'male,div/dep/mar',38<x<55,276<x<4813,x<1,2<x<3,47<x<61,x>3,x<1,0<=X<200,'1<=X<4',0
846,'existing paid',business,>=1000,none,'real estate',none,own,unskilled resident,none,no,'female,div/sep,4<x<21,276<x<4813,1<x<2,1<x<2,19<x<33,1<x<2,x>1,<0,<1,1
847,'no credits/all paid','domestic appliance',>=1000,co applicant,life insurance,stores,rent,unemp/unskilled non res,yes,no,'female,single,21<x<38,276<x<4813,2<x<3,x<1,33<x<47,2<x<3,x>1,no checking,1<=X<4,1
848,'no credits/all paid',domestic appliance,'no known savings','co applicant',real estate,none,'for free','unskilled resident',yes,yes,female,single,21<x<38,276<x<4813,1<x<2,x<1,x>61,1<x<2,x<1,>=200,'1<=X<4',1
849,no credits/all paid,'domestic appliance','no known savings',co applicant,no known property,stores,rent,unskilled resident,none,no,'male,div/dep/mar,x>55,276<x<4813,x<1,x>3,33<x<47,x>3,x<1,0<=X<200,'4<=X<7',0
850,'no credits/all paid',retraining,'>=1000',co applicant,car,none,own,'high qualif/self emp/mgmt',yes,no,'male,div/dep/mar,38<x<55,276<x<4813,x<1,1<x<2,47<x<61,1<x<2,x<1,<0,'>=7',1
851,delayed previously,radio/tv,'no known savings',co applicant,life insurance,none,for free,'unskilled resident',none,no,male,div/sep,4<x<21,9350<x<13887,2<x<3,1<x<2,47<x<61,2<x<3,x>1,>=200,'1<=X<4',0
852,'critical/other existing credit',used car,'<100','co applicant','real estate',bank,'for free','unemp/unskilled non res',yes,no,male,div/dep/mar,38<x<55,9350<x<13887,2<x<3,2<x<3,19<x<33,1<x<2,x>1,0<=X<200,4<=X<7,0
853,'existing paid',domestic appliance,no known savings,guarantor,life insurance,bank,'for free',unemp/unskilled non res,yes,no,'female,mar/wid,21<x<38,276<x<4813,2<x<3,2<x<3,47<x<61,x>3,x<1,'>=200',>=7,1
854,delayed previously,other,>=1000,'co applicant',no known property,none,for free,unemp/unskilled non res,yes,no,'male,single',4<x<21,276<x<4813,x>3,2<x<3,19<x<33,x<1,x>1,'>=200',unemployed,1
855,'existing paid',repairs,100<=X<500,guarantor,no known property,stores,'for free','unemp/unskilled non res',yes,yes,'female,single,21<x<38,276<x<4813,x>3,2<x<3,47<x<61,2<x<3,x<1,'<0',>=7,1
856,'no credits/all paid','new car',>=1000,co applicant,life insurance,stores,rent,unskilled resident,yes,yes,female,single',x<4,276<x<4813,2<x<3,x>3,47<x<61,1<x<2,x>1,0<=X<200,1<=X<4,1
857,no credits/all paid,domestic appliance,>=1000,none,'real estate',bank,rent,'high qualif/self emp/mgmt',yes,no,male,mar/wid,21<x<38,276<x<4813,1<x<2,1<x<2,19<x<33,x<1,x>1,'0<=X<200','1<=X<4',1
858,'all paid',business,no known savings,guarantor,real estate,stores,for free,skilled,none,no,female,div/sep,4<x<21,276<x<4813,2<x<3,1<x<2,33<x<47,1<x<2,x<1,'<0','>=7',1
859,critical/other existing credit,'new car',100<=X<500,'co applicant',life insurance,none,'for free',skilled,yes,no,male,div/sep,38<x<55,276<x<4813,1<x<2,x>3,x>61,1<x<2,x<1,'no checking',1<=X<4,0
860,critical/other existing credit,'new car','100<=X<500','co applicant',life insurance,stores,own,high qualif/self emp/mgmt,yes,yes,female,div/sep',4<x<21,276<x<4813,x<1,x<1,47<x<61,1<x<2,x<1,'no checking',>=7,0
861,'no credits/all paid',domestic appliance,'100<=X<500',guarantor,'no known property',stores,own,unskilled resident,none,no,female,div/sep',4<x<21,276<x<4813,x>3,x>3,19<x<33,x>3,x>1,'0<=X<200',<1,0
862,critical/other existing credit,other,no known savings,'co applicant','real estate',bank,for free,unskilled resident,none,no,'male,div/sep',4<x<21,276<x<4813,x<1,x>3,x>61,1<x<2,x>1,>=200,4<=X<7,1
863,'existing paid',radio/tv,500<=X<1000,none,life insurance,bank,own,unskilled resident,none,no,female,div/dep/mar',4<x<21,276<x<4813,1<x<2,x>3,47<x<61,1<x<2,x>1,'0<=X<200','1<=X<4',1
864,all paid,radio/tv,'no known savings','co applicant','life insurance',stores,for free,unskilled resident,none,yes,'male,mar/wid',4<x<21,276<x<4813,x>3,x<1,x>61,2<x<3,x>1,<0,'<1',1
865,'delayed previously',radio/tv,'no known savings',co applicant,car,none,own,unskilled resident,yes,yes,male,div/dep/mar,21<x<38,276<x<4813,x>3,1<x<2,33<x<47,x<1,x>1,>=200,4<=X<7,0
866,'delayed previously',education,'no known savings',none,no known property,stores,rent,unemp/unskilled non res,none,yes,'female,div/dep/mar',4<x<21,9350<x<13887,1<x<2,1<x<2,33<x<47,2<x<3,x<1,'no checking',unemployed,1
867,'no credits/all paid',education,'>=1000','co applicant','life insurance',bank,for free,'unemp/unskilled non res',yes,no,'male,div/sep',21<x<38,x>13887,x>3,1<x<2,x>61,x>3,x>1,0<=X<200,'>=7',0
868,'critical/other existing credit',business,100<=X<500,'co applicant','real estate',stores,'for free',unemp/unskilled non res,none,no,male,div/dep/mar,4<x<21,4813<x<9350,1<x<2,2<x<3,19<x<33,x<1,x>1,'>=200',>=7,0
869,no credits/all paid,other,'<100',none,'life insurance',none,for free,'high qualif/self emp/mgmt',none,no,male,single',4<x<21,276<x<4813,x>3,x>3,x>61,1<x<2,x<1,no checking,1<=X<4,1
870,'critical/other existing credit',business,'100<=X<500','co applicant',no known property,stores,rent,unskilled resident,none,no,female,div/dep/mar',38<x<55,276<x<4813,1<x<2,x>3,47<x<61,x<1,x<1,'<0','1<=X<4',0
871,'critical/other existing credit',repairs,'>=1000','co applicant','life insurance',none,'for free',high qualif/self emp/mgmt,none,yes,male,div/dep/mar',38<x<55,x<276,1<x<2,2<x<3,47<x<61,2<x<3,x>1,'no checking',4<=X<7,1
872,critical/other existing credit,new car,'100<=X<500',guarantor,'life insurance',none,'for free',high qualif/self emp/mgmt,none,no,female,div/dep/mar,21<x<38,276<x<4813,2<x<3,2<x<3,19<x<33,2<x<3,x<1,'no checking',unemployed,0
873,existing paid,used car,100<=X<500,guarantor,'no known property',none,for free,'unemp/unskilled non res',none,no,'female,div/sep',4<x<21,276<x<4813,1<x<2,2<x<3,33<x<47,x>3,x>1,>=200,'<1',1
874,existing paid,'new car','>=1000',none,'real estate',none,'for free',skilled,yes,yes,female,single',38<x<55,4813<x<9350,x>3,1<x<2,47<x<61,x<1,x>1,no checking,'<1',0
875,'existing paid',used car,no known savings,none,life insurance,none,own,high qualif/self emp/mgmt,none,yes,female,div/sep,4<x<21,276<x<4813,2<x<3,1<x<2,33<x<47,x>3,x>1,'no checking',>=7,1
876,delayed previously,other,'<100',none,life insurance,bank,for free,unskilled resident,none,yes,female,div/sep,4<x<21,276<x<4813,x<1,x<1,47<x<61,x>3,x<1,>=200,>=7,1
877,delayed previously,business,'500<=X<1000',co applicant,no known property,none,for free,'unskilled resident',yes,no,'female,mar/wid',21<x<38,276<x<4813,2<x<3,2<x<3,x>61,2<x<3,x<1,no checking,'>=7',1
