age,workclass,fnlwgt,education,marital-status,race,sex,hours-per-week,country,class
37,Self-emp-not-inc,138940,7,Never-married,White,Male,37,US,0
26,Self-emp-not-inc,258306,6,Married-civ-spouse,White,Male,99,US,0
25,Local-gov,190107,9,Never-married,White,Male,16,US,0
52,Private,152373,10,Married-civ-spouse,White,Male,40,US,0
50,Local-gov,141875,9,Married-civ-spouse,White,Male,40,US,0
32,Private,157289,9,Married-spouse-absent,White,Male,40,US,0
37,Private,184498,9,Married-civ-spouse,White,Male,40,US,0
42,Local-gov,109684,14,Never-married,White,Female,35,US,0
47,Private,199832,9,Married-civ-spouse,White,Male,40,US,0
47,Private,23545,10,Married-civ-spouse,White,Male,40,US,0
28,Private,175710,13,Married-civ-spouse,White,Female,40,US,1
27,Private,52028,13,Married-civ-spouse,Asian-Pac-Islander,Female,40,non-US,0
61,Self-emp-not-inc,315977,9,Married-civ-spouse,Black,Male,40,US,0
47,Private,202322,3,Married-civ-spouse,White,Male,40,non-US,0
30,Private,251825,12,Never-married,Black,Female,40,US,0
54,Private,202115,9,Married-civ-spouse,White,Female,40,US,1
56,Local-gov,216824,15,Married-civ-spouse,Asian-Pac-Islander,Male,40,non-US,1
69,Private,145656,10,Widowed,White,Female,24,US,0
30,Private,137076,9,Married-civ-spouse,White,Male,40,US,1
36,Private,152621,10,Married-civ-spouse,White,Male,40,non-US,1
42,Self-emp-not-inc,27242,7,Married-civ-spouse,White,Male,60,US,0
45,Federal-gov,358242,13,Married-civ-spouse,White,Male,45,US,1
39,Private,184117,13,Married-civ-spouse,White,Female,20,US,1
26,Private,300290,7,Divorced,White,Female,40,US,0
28,Local-gov,149991,13,Married-civ-spouse,Black,Male,42,US,1
31,Private,189759,14,Married-civ-spouse,White,Male,40,US,1
32,Private,339482,3,Separated,White,Male,60,non-US,0
51,Private,100933,9,Never-married,White,Female,40,US,0
29,Private,354558,9,Married-civ-spouse,White,Male,60,US,0
38,Local-gov,162613,14,Never-married,White,Female,60,US,0
64,Private,285052,10,Widowed,White,Female,10,US,0
26,State-gov,175044,10,Never-married,White,Male,40,US,0
68,Private,45508,3,Married-spouse-absent,White,Male,22,US,0
32,Private,173351,9,Married-civ-spouse,White,Male,48,US,0
29,Private,173611,10,Never-married,White,Female,40,US,0
21,Private,143062,9,Never-married,White,Male,40,US,0
26,Private,377754,9,Never-married,White,Male,40,US,0
52,Private,152373,9,Married-civ-spouse,White,Male,40,US,0
31,Private,193477,9,Married-civ-spouse,White,Male,55,US,0
29,Local-gov,277323,9,Never-married,White,Male,45,US,0
19,Private,69182,10,Never-married,White,Female,27,US,0
51,Private,219599,9,Married-civ-spouse,White,Female,40,US,0
45,Private,129371,5,Separated,Other,Female,40,non-US,0
20,Private,470875,9,Married-civ-spouse,Black,Male,32,US,0
40,Private,201734,10,Never-married,White,Male,48,US,0
43,Private,58447,16,Married-civ-spouse,White,Male,55,US,1
52,Local-gov,91689,10,Married-civ-spouse,White,Male,40,US,0
46,Private,166546,10,Divorced,White,Female,24,US,0
24,Private,293324,9,Married-civ-spouse,White,Male,40,US,0
20,Private,219262,5,Never-married,White,Male,50,US,0
38,Self-emp-not-inc,403391,13,Married-civ-spouse,White,Male,60,US,0
44,Private,367749,13,Never-married,White,Female,45,non-US,0
24,Private,128487,13,Never-married,White,Female,40,US,0
32,State-gov,111363,15,Married-civ-spouse,White,Male,75,US,1
49,Private,240869,4,Never-married,White,Male,35,US,0
36,Private,163278,14,Never-married,White,Female,40,US,0
31,Private,416415,9,Separated,White,Male,45,US,0
46,Private,251243,10,Divorced,White,Female,40,US,0
46,Local-gov,167159,10,Married-civ-spouse,White,Male,70,US,1
29,Private,161857,9,Married-spouse-absent,Other,Female,40,non-US,0
37,Private,160035,9,Married-civ-spouse,White,Male,40,US,0
28,Self-emp-not-inc,112403,13,Never-married,White,Male,40,US,0
48,Private,238726,9,Widowed,White,Female,40,US,0
52,Private,164530,7,Divorced,Black,Female,20,US,0
19,Private,456572,9,Never-married,White,Male,35,US,0
31,Self-emp-not-inc,177675,13,Married-civ-spouse,White,Male,40,US,1
47,Private,246739,13,Married-civ-spouse,White,Male,55,US,1
37,Private,102953,9,Married-civ-spouse,White,Male,40,US,0
46,Private,155489,12,Married-civ-spouse,White,Male,44,US,1
51,Self-emp-not-inc,156802,9,Married-civ-spouse,White,Male,60,US,1
50,Private,168212,14,Married-civ-spouse,White,Male,45,US,1
38,Private,331395,4,Married-civ-spouse,White,Male,84,non-US,0
40,Local-gov,261497,9,Married-civ-spouse,Black,Male,35,US,0
58,Private,365511,10,Divorced,Other,Male,40,non-US,0
36,Private,187999,9,Married-civ-spouse,White,Male,40,US,1
26,Local-gov,190350,13,Never-married,Black,Female,35,US,0
49,Private,168262,6,Divorced,White,Male,48,US,0
39,State-gov,122011,14,Married-civ-spouse,White,Female,38,US,1
46,Private,165953,13,Married-civ-spouse,White,Male,45,US,1
26,Private,375980,9,Separated,Black,Female,37,US,0
40,Federal-gov,406463,14,Never-married,White,Female,40,US,0
53,State-gov,231472,16,Married-civ-spouse,White,Male,40,US,1
60,Self-emp-not-inc,78913,10,Married-civ-spouse,White,Male,50,US,0
28,Private,69107,9,Married-civ-spouse,Black,Male,40,US,0
31,Private,169002,9,Married-civ-spouse,White,Male,55,US,0
45,Private,229967,9,Divorced,White,Male,50,US,1
34,Private,422836,9,Divorced,White,Male,40,non-US,0
27,State-gov,230922,14,Never-married,White,Male,40,non-US,0
40,Private,195892,10,Divorced,Black,Female,40,US,0
68,Private,163346,9,Widowed,White,Female,32,US,0
51,Private,82566,9,Married-civ-spouse,White,Male,50,US,0
55,Private,86505,9,Married-civ-spouse,White,Male,20,US,0
43,Private,178780,12,Married-civ-spouse,White,Male,45,US,1
23,State-gov,173945,13,Never-married,White,Female,27,US,0
48,Private,176810,9,Married-civ-spouse,White,Male,40,US,0
42,Self-emp-inc,23813,10,Married-civ-spouse,Amer-Indian-Eskimo,Male,30,US,0
51,Self-emp-inc,210736,9,Never-married,White,Male,40,US,1
32,Private,343789,9,Married-civ-spouse,White,Male,55,US,0
34,Private,113838,10,Married-civ-spouse,White,Male,45,US,1
31,Local-gov,121055,9,Married-civ-spouse,White,Male,70,US,1
17,Private,566049,6,Never-married,White,Male,8,US,0
37,Private,67433,9,Married-civ-spouse,White,Female,40,US,1
26,Private,39014,8,Married-civ-spouse,Other,Female,40,non-US,0
17,Private,51939,7,Never-married,White,Female,15,US,0
34,Private,100669,13,Married-civ-spouse,Asian-Pac-Islander,Male,40,US,1
46,Private,155659,7,Married-civ-spouse,White,Male,40,US,1
41,Local-gov,32185,14,Married-civ-spouse,White,Male,40,US,1
59,Private,138370,6,Married-spouse-absent,Asian-Pac-Islander,Male,40,non-US,0
50,Self-emp-not-inc,172281,9,Married-civ-spouse,White,Male,50,US,1
46,Private,180505,9,Married-civ-spouse,Black,Male,40,US,0
45,Private,168262,14,Divorced,White,Male,40,US,0
27,Private,85126,9,Never-married,White,Female,40,US,0
31,Private,113838,13,Married-civ-spouse,White,Male,50,US,0
32,Private,197457,9,Divorced,White,Female,38,US,0
28,Private,197905,9,Married-civ-spouse,White,Male,50,US,0
32,Private,316589,13,Married-civ-spouse,White,Male,40,US,1
36,Private,336367,12,Never-married,White,Male,50,US,0
39,Self-emp-inc,143123,11,Married-civ-spouse,White,Male,40,US,1
23,Private,209955,9,Never-married,White,Male,40,US,0
44,Private,210013,9,Married-civ-spouse,White,Male,40,US,1
37,Private,224541,10,Married-civ-spouse,White,Male,40,US,0
36,Private,275653,4,Married-spouse-absent,White,Female,40,non-US,0
45,Private,88061,7,Married-spouse-absent,Asian-Pac-Islander,Female,40,non-US,0
43,Federal-gov,195897,9,Married-civ-spouse,White,Male,40,US,1
49,Private,43206,15,Never-married,White,Female,55,US,1
37,Private,202950,9,Married-civ-spouse,White,Male,40,US,1
26,Private,154093,9,Never-married,Black,Male,40,US,0
34,Private,112115,15,Married-civ-spouse,White,Male,55,US,1
51,Private,355954,10,Married-civ-spouse,White,Male,60,US,1
24,Private,379418,10,Never-married,White,Female,40,US,0
67,Self-emp-not-inc,286372,13,Married-civ-spouse,White,Male,40,US,0
40,Private,48087,9,Married-civ-spouse,White,Male,45,US,1
32,Private,387270,9,Married-civ-spouse,White,Female,40,US,1
21,Private,270043,10,Never-married,White,Female,16,US,0
39,Self-emp-not-inc,65738,10,Married-civ-spouse,White,Female,15,US,1
33,Private,159888,7,Married-civ-spouse,White,Male,40,US,0
48,Private,278039,9,Divorced,White,Male,60,US,0
21,Private,265434,10,Never-married,White,Female,30,US,0
68,Self-emp-inc,52052,11,Widowed,White,Female,50,US,1
24,Private,208882,9,Never-married,Black,Male,40,US,0
24,Private,229393,7,Never-married,White,Male,40,US,0
23,Private,53513,13,Never-married,White,Female,45,US,0
40,Private,225193,9,Married-civ-spouse,White,Male,63,US,0
48,Private,166809,13,Married-spouse-absent,White,Female,50,US,1
42,Self-emp-not-inc,175674,9,Married-civ-spouse,White,Male,60,US,0
45,Federal-gov,368947,13,Never-married,Black,Female,40,US,0
31,Private,194901,9,Married-civ-spouse,White,Male,50,US,1
53,Private,203173,11,Married-civ-spouse,White,Male,45,US,0
25,Private,267431,13,Never-married,Black,Female,55,US,0
32,Private,111836,10,Married-civ-spouse,Black,Male,50,US,0
41,Self-emp-inc,149102,13,Married-civ-spouse,White,Male,35,US,1
57,Local-gov,121111,9,Divorced,White,Female,40,US,0
25,Private,130397,6,Never-married,Amer-Indian-Eskimo,Male,40,US,0
40,Private,212847,10,Married-civ-spouse,White,Male,40,US,0
17,Private,184198,7,Never-married,White,Female,13,US,0
17,Private,121287,5,Never-married,White,Male,40,US,0
82,Self-emp-inc,120408,10,Widowed,White,Male,20,US,0
40,Private,164678,12,Divorced,White,Female,32,US,0
26,Private,388812,10,Never-married,Black,Male,35,US,0
37,Private,294919,10,Divorced,White,Male,40,US,0
25,Private,101684,6,Married-civ-spouse,White,Male,40,US,0
65,Private,36209,6,Married-civ-spouse,White,Male,22,US,1
39,Private,123983,13,Divorced,Asian-Pac-Islander,Male,40,non-US,0
36,Self-emp-not-inc,340001,9,Married-civ-spouse,White,Male,40,US,0
37,Self-emp-not-inc,203828,9,Married-civ-spouse,White,Male,45,US,0
23,Private,183789,9,Never-married,White,Male,40,US,0
34,Private,305619,9,Married-civ-spouse,White,Male,40,US,1
63,Self-emp-not-inc,174181,13,Married-civ-spouse,White,Male,20,US,0
59,Private,131869,9,Widowed,White,Female,35,US,0
49,Self-emp-not-inc,43479,10,Married-civ-spouse,White,Male,40,US,0
17,Private,118792,7,Never-married,White,Female,9,US,0
28,Private,272913,6,Married-civ-spouse,White,Male,30,non-US,0
45,Federal-gov,222011,13,Married-civ-spouse,White,Male,40,US,0
40,Self-emp-inc,301007,13,Married-civ-spouse,White,Male,60,US,0
45,Private,197731,9,Married-civ-spouse,White,Male,40,US,0
20,Private,173736,5,Never-married,White,Male,40,US,0
59,Local-gov,93211,13,Married-civ-spouse,White,Female,22,US,1
41,Private,24763,9,Divorced,White,Male,40,US,0
49,Local-gov,219021,10,Divorced,White,Male,48,US,1
37,Private,137229,11,Divorced,White,Male,45,US,1
31,Self-emp-not-inc,281030,9,Married-civ-spouse,White,Male,45,US,0
21,Private,234108,10,Never-married,White,Male,40,US,0
27,Private,46868,13,Never-married,White,Female,15,US,0
51,Private,173291,9,Divorced,White,Female,40,US,0
46,Private,305160,2,Married-civ-spouse,White,Male,40,non-US,0
48,Private,212954,10,Married-civ-spouse,White,Male,60,US,1
39,Local-gov,112284,14,Divorced,White,Female,40,US,0
50,Private,164198,12,Married-civ-spouse,Black,Male,45,US,1
41,Private,152958,9,Married-civ-spouse,White,Male,40,US,1
21,Private,145389,10,Never-married,White,Female,25,US,0
54,Self-emp-inc,119570,12,Married-civ-spouse,White,Male,50,US,1
40,Private,272343,9,Married-civ-spouse,White,Female,40,US,1
44,Private,187720,9,Married-civ-spouse,White,Male,41,US,0
50,Private,145409,9,Married-civ-spouse,White,Male,50,US,1
42,Private,208726,10,Divorced,White,Female,45,US,0
34,Private,203488,9,Never-married,White,Male,40,US,0
46,Private,330416,10,Married-civ-spouse,White,Male,40,US,0
35,Private,25803,9,Married-civ-spouse,White,Male,40,US,0
38,Private,171150,12,Married-civ-spouse,White,Male,40,US,1
37,Private,82576,15,Divorced,White,Male,36,US,1
30,Private,329425,9,Married-civ-spouse,White,Male,40,US,0
22,Private,185452,13,Never-married,White,Female,40,US,0
21,Private,201179,9,Never-married,White,Male,40,US,0
40,Private,182268,1,Married-spouse-absent,White,Male,40,US,0
56,Self-emp-not-inc,95763,9,Married-civ-spouse,White,Male,55,US,0
48,Private,125892,5,Married-civ-spouse,White,Male,40,non-US,0
21,Private,121407,11,Never-married,White,Female,36,US,0
52,Private,373367,7,Widowed,White,Male,40,US,0
60,Local-gov,165982,14,Married-civ-spouse,White,Male,50,US,1
45,Private,165484,16,Married-civ-spouse,White,Male,50,US,1
30,Private,156890,9,Married-civ-spouse,White,Male,45,US,0
31,Private,156763,9,Married-civ-spouse,White,Male,40,US,0
36,Private,219814,5,Married-civ-spouse,White,Male,35,non-US,0
42,Private,171841,15,Married-civ-spouse,White,Male,60,US,0
28,Local-gov,168524,14,Married-civ-spouse,White,Female,35,US,1
62,Private,205643,15,Married-civ-spouse,White,Male,45,US,1
45,Private,102559,11,Married-civ-spouse,White,Male,40,non-US,1
47,Private,60267,13,Married-civ-spouse,White,Male,38,US,1
43,Private,388725,12,Married-civ-spouse,White,Male,40,US,0
24,Private,215712,10,Never-married,White,Male,35,US,0
44,Private,171722,9,Separated,White,Female,39,US,0
25,Private,193051,9,Never-married,White,Male,25,US,0
21,Private,305446,10,Never-married,White,Male,40,US,0
29,Private,146949,11,Married-civ-spouse,White,Male,43,US,0
21,Private,322144,10,Never-married,White,Male,40,US,0
41,Self-emp-inc,75742,15,Married-civ-spouse,White,Male,45,non-US,1
55,Self-emp-not-inc,95149,10,Married-civ-spouse,White,Male,99,US,0
42,Private,68469,9,Married-civ-spouse,White,Male,40,US,0
63,Self-emp-not-inc,27653,9,Married-civ-spouse,White,Male,35,US,0
21,Private,410439,10,Never-married,White,Male,24,US,0
45,Private,228570,9,Married-civ-spouse,White,Female,35,US,0
21,Private,141453,9,Never-married,White,Female,40,US,0
34,Private,88215,14,Married-civ-spouse,Asian-Pac-Islander,Female,40,non-US,1
53,Private,48641,8,Never-married,Other,Female,35,US,0
45,Private,185385,9,Married-civ-spouse,White,Male,40,US,0
47,Private,341471,9,Divorced,White,Female,4,US,0
41,Private,163322,7,Divorced,White,Female,36,US,0
35,Private,99357,13,Married-civ-spouse,White,Female,30,US,1
43,Self-emp-inc,602513,14,Married-civ-spouse,White,Male,50,US,1
53,Local-gov,287192,2,Married-civ-spouse,White,Male,32,non-US,0
34,Private,215047,10,Never-married,White,Male,45,US,0
46,Federal-gov,97863,11,Married-civ-spouse,White,Male,40,US,1
59,Private,308118,12,Widowed,White,Female,40,US,1
53,Private,137192,13,Divorced,Asian-Pac-Islander,Male,50,US,0
33,Private,275369,4,Separated,Black,Male,35,non-US,0
45,Private,99971,9,Married-civ-spouse,White,Male,50,US,0
48,Self-emp-inc,103713,14,Married-civ-spouse,White,Male,40,US,1
42,Private,253770,10,Divorced,White,Female,40,US,0
55,Private,162205,9,Married-civ-spouse,White,Male,72,US,1
46,Self-emp-not-inc,31267,9,Married-civ-spouse,White,Male,50,US,0
17,Private,198146,7,Never-married,White,Female,16,US,0
23,Private,178207,10,Never-married,Amer-Indian-Eskimo,Female,35,US,0
21,Private,317175,9,Never-married,White,Male,60,US,0
53,Federal-gov,221791,9,Divorced,Black,Male,40,US,0
61,Self-emp-inc,187124,9,Married-civ-spouse,White,Male,20,US,1
58,State-gov,280519,9,Divorced,Black,Male,40,US,0
36,Private,207568,9,Married-civ-spouse,White,Male,50,US,0
45,Local-gov,192684,10,Divorced,Black,Female,38,US,0
39,Private,103260,13,Married-civ-spouse,White,Female,30,US,1
39,Private,191227,13,Divorced,White,Female,50,US,1
48,Self-emp-inc,382242,16,Married-civ-spouse,White,Female,40,US,1
41,Private,106900,13,Married-civ-spouse,White,Male,38,US,0
30,Private,48520,12,Married-civ-spouse,White,Male,40,US,0
50,Private,55527,12,Divorced,Black,Male,45,US,0
51,Self-emp-not-inc,246820,9,Married-civ-spouse,White,Male,48,US,1
23,Private,33884,10,Separated,White,Female,40,US,0
41,Private,29762,10,Married-civ-spouse,White,Male,60,US,0
47,Federal-gov,168109,9,Married-civ-spouse,White,Male,70,US,0
51,Private,207449,13,Married-civ-spouse,White,Male,55,US,0
60,Self-emp-inc,189098,9,Married-civ-spouse,White,Male,40,US,0
51,Private,194259,13,Divorced,White,Female,40,US,0
20,Local-gov,194630,10,Never-married,White,Male,40,US,0
29,Local-gov,179681,9,Never-married,White,Female,37,US,0
42,State-gov,136996,10,Married-civ-spouse,Black,Male,48,US,0
32,Private,143604,9,Divorced,Black,Female,16,US,0
19,Private,243373,8,Never-married,White,Male,40,US,0
34,Private,261799,11,Married-civ-spouse,Black,Male,45,US,1
48,Private,143281,9,Widowed,White,Female,48,US,0
38,Private,185556,10,Married-civ-spouse,White,Male,40,non-US,0
38,Private,111499,15,Never-married,White,Female,50,US,1
40,Self-emp-not-inc,280433,13,Married-civ-spouse,White,Male,50,US,0
39,Private,37314,14,Never-married,White,Male,50,US,1
26,Private,270151,13,Never-married,White,Female,40,US,0
23,State-gov,96748,10,Never-married,White,Male,10,US,0
20,Private,164775,3,Never-married,White,Male,40,non-US,0
49,Private,190319,13,Married-spouse-absent,Amer-Indian-Eskimo,Male,40,non-US,0
23,Private,213115,9,Never-married,Black,Female,40,US,0
47,Private,156926,13,Married-civ-spouse,White,Male,45,non-US,1
43,Private,112967,10,Married-civ-spouse,White,Male,40,US,0
56,Private,35373,10,Divorced,White,Male,30,US,0
60,Self-emp-not-inc,220342,7,Married-civ-spouse,White,Male,35,US,0
29,Private,163167,9,Divorced,White,Male,40,US,0
25,Private,404951,13,Never-married,Black,Female,38,US,0
39,Private,122032,11,Never-married,White,Male,40,US,0
37,Private,143582,11,Never-married,Other,Female,35,US,0
38,Private,108140,13,Never-married,White,Male,45,US,0
47,Private,251508,9,Divorced,White,Female,36,US,0
50,Self-emp-not-inc,197054,15,Divorced,White,Male,50,US,1
64,Self-emp-not-inc,36960,9,Married-civ-spouse,White,Male,40,US,1
35,Private,165930,10,Married-civ-spouse,White,Male,40,US,0
42,Private,214503,13,Married-civ-spouse,White,Male,44,US,1
51,Private,110458,13,Separated,White,Male,40,US,0
21,Private,202125,9,Never-married,White,Male,40,US,0
53,Self-emp-not-inc,284329,14,Divorced,White,Male,50,US,1
29,Private,192924,11,Divorced,White,Female,40,US,0
37,Private,340614,14,Married-civ-spouse,White,Male,50,US,1
20,Private,196678,8,Never-married,White,Female,40,US,0
18,Private,266489,10,Never-married,White,Male,50,US,0
57,Private,61474,10,Married-civ-spouse,White,Male,45,US,1
27,Private,215955,10,Married-civ-spouse,White,Male,40,US,0
23,Self-emp-inc,215395,11,Never-married,White,Male,50,US,0
36,Self-emp-inc,183898,13,Divorced,White,Male,60,US,0
48,Private,97176,9,Divorced,White,Female,40,US,0
40,Private,145160,10,Married-civ-spouse,White,Male,43,US,0
51,Private,357949,13,Divorced,White,Female,16,US,0
59,Private,177120,5,Married-civ-spouse,White,Male,40,US,0
32,Private,288229,10,Married-civ-spouse,Asian-Pac-Islander,Female,40,non-US,0
39,Private,509060,10,Divorced,White,Male,40,US,0
32,Private,47932,9,Married-civ-spouse,White,Male,40,US,0
38,Private,103925,9,Married-civ-spouse,White,Female,40,US,1
44,State-gov,183829,13,Never-married,White,Female,38,US,0
51,Private,138852,9,Married-civ-spouse,White,Male,40,US,0
54,Private,188186,9,Never-married,White,Female,20,non-US,0
22,Private,34616,10,Never-married,White,Female,30,US,0
19,Private,220819,9,Never-married,White,Female,40,US,0
31,Federal-gov,281540,12,Married-civ-spouse,White,Male,45,US,0
53,Private,47396,9,Married-civ-spouse,White,Male,40,US,0
28,Private,141350,13,Married-civ-spouse,White,Male,45,US,0
19,Private,331433,9,Never-married,White,Male,32,US,0
40,Federal-gov,346532,10,Married-civ-spouse,Black,Male,40,US,1
21,Private,241367,10,Never-married,White,Male,10,US,0
39,Private,216256,13,Married-civ-spouse,White,Male,60,non-US,1
40,Local-gov,153031,14,Married-civ-spouse,White,Male,35,US,1
36,Private,116138,9,Married-civ-spouse,Asian-Pac-Islander,Male,40,non-US,0
18,Private,193166,5,Never-married,White,Female,42,US,0
32,Self-emp-inc,275094,13,Married-civ-spouse,White,Male,55,non-US,1
50,Private,81548,9,Married-civ-spouse,White,Male,40,US,0
18,Private,167979,7,Never-married,White,Male,15,US,0
19,Private,67759,9,Never-married,White,Male,43,US,0
53,Private,200190,10,Divorced,White,Male,40,US,1
49,Private,403112,9,Divorced,Black,Female,32,US,0
31,Private,142675,10,Never-married,White,Male,40,US,0
47,Self-emp-not-inc,88500,9,Married-civ-spouse,White,Male,35,US,0
35,Local-gov,145308,10,Married-civ-spouse,White,Male,40,US,0
47,Local-gov,204377,10,Never-married,White,Female,20,US,0
43,Self-emp-not-inc,260696,14,Divorced,White,Female,20,US,0
51,Private,231181,10,Never-married,White,Male,21,US,0
54,Private,260052,14,Married-civ-spouse,White,Male,40,US,1
76,Local-gov,178665,5,Married-civ-spouse,White,Male,30,US,0
33,Private,226267,4,Never-married,White,Male,43,non-US,0
19,Private,111232,8,Never-married,White,Male,15,US,0
49,Private,87928,11,Married-civ-spouse,White,Male,40,US,0
26,Private,212748,9,Married-civ-spouse,White,Male,40,US,0
23,Private,110677,10,Never-married,White,Female,15,US,0
49,Private,139268,9,Married-civ-spouse,White,Male,40,US,1
24,Private,306779,10,Never-married,White,Male,65,US,0
48,Private,318331,9,Never-married,White,Male,40,US,0
36,State-gov,143385,10,Married-civ-spouse,White,Male,40,US,0
33,Private,288273,8,Separated,White,Female,40,US,0
31,Private,167725,13,Married-civ-spouse,Asian-Pac-Islander,Male,48,non-US,1
53,Private,94081,13,Married-civ-spouse,White,Male,44,US,1
22,Private,194723,13,Never-married,White,Female,10,US,0
43,Private,163985,9,Married-civ-spouse,White,Male,40,US,0
31,Private,189759,12,Married-civ-spouse,White,Male,40,non-US,0
53,State-gov,195922,14,Divorced,White,Female,40,US,0
36,Federal-gov,54159,13,Married-civ-spouse,White,Male,45,US,0
47,Local-gov,166863,9,Married-civ-spouse,White,Male,40,US,1
52,Private,104501,10,Married-civ-spouse,White,Male,40,non-US,1
39,Private,210626,9,Divorced,White,Female,40,US,0
24,Private,448026,13,Never-married,White,Male,40,US,0
17,Local-gov,170916,6,Never-married,White,Female,40,US,0
53,Local-gov,283602,14,Married-civ-spouse,White,Female,40,US,1
21,Private,189749,10,Never-married,White,Male,40,US,0
29,Private,90934,13,Never-married,Asian-Pac-Islander,Male,64,non-US,1
34,State-gov,253121,13,Married-civ-spouse,White,Male,40,US,0
28,Private,181776,10,Never-married,White,Female,40,US,0
61,Private,162397,13,Married-civ-spouse,White,Male,40,US,1
20,Private,70708,9,Married-civ-spouse,White,Male,60,US,0
47,State-gov,103406,9,Married-civ-spouse,White,Male,40,US,0
40,Private,224658,13,Married-civ-spouse,White,Male,45,US,1
26,Local-gov,213451,10,Never-married,Black,Female,10,non-US,0
53,Private,139671,10,Married-civ-spouse,White,Male,40,US,1
26,Private,36201,13,Never-married,White,Male,50,US,0
39,Private,237713,15,Married-civ-spouse,White,Male,99,US,1
17,Local-gov,173497,7,Never-married,Black,Male,15,US,0
46,Private,375606,16,Never-married,White,Male,40,US,1
34,Private,203488,13,Married-civ-spouse,White,Male,40,US,1
45,Self-emp-not-inc,107231,13,Divorced,White,Male,45,non-US,0
23,Private,216811,9,Never-married,White,Female,16,US,0
41,Private,288679,9,Married-civ-spouse,White,Male,40,US,0
26,Private,105516,13,Never-married,White,Female,40,US,0
28,Self-emp-not-inc,282972,13,Never-married,White,Female,4,US,0
18,Self-emp-inc,117372,7,Never-married,White,Male,15,US,0
38,Private,112497,9,Never-married,White,Male,40,US,1
28,Private,192384,13,Married-civ-spouse,White,Male,40,US,1
49,Private,43348,14,Never-married,White,Male,40,US,1
29,Private,181822,13,Never-married,White,Male,40,US,0
43,Local-gov,216070,14,Married-civ-spouse,Amer-Indian-Eskimo,Female,50,US,1
34,State-gov,112062,14,Never-married,White,Female,40,US,0
30,Private,218551,11,Married-civ-spouse,White,Male,45,US,1
25,Private,404616,13,Married-civ-spouse,White,Male,40,US,1
27,Private,169460,13,Married-civ-spouse,White,Male,40,US,0
25,Private,240081,9,Never-married,Black,Male,40,US,0
22,Private,147655,10,Never-married,White,Female,40,US,0
49,Private,60751,9,Married-civ-spouse,White,Male,40,US,0
44,Self-emp-not-inc,194636,9,Married-civ-spouse,White,Male,50,US,0
37,Self-emp-not-inc,154641,12,Married-civ-spouse,White,Male,50,US,0
39,Private,491000,13,Never-married,Black,Male,45,US,0
33,Private,399088,9,Divorced,White,Female,40,US,0
41,Self-emp-not-inc,186909,14,Married-civ-spouse,White,Female,35,US,1
65,Private,105491,13,Married-civ-spouse,White,Male,40,US,1
40,Private,34987,13,Never-married,White,Male,53,US,0
31,Private,288983,10,Never-married,White,Male,40,US,0
28,Private,266070,10,Never-married,White,Female,40,US,0
71,Private,110380,9,Married-civ-spouse,White,Male,52,US,0
25,Local-gov,31873,13,Never-married,White,Female,40,US,0
25,Private,294400,4,Married-civ-spouse,White,Male,60,US,0
36,Self-emp-not-inc,175769,15,Married-civ-spouse,White,Male,60,US,0
56,Private,182273,9,Married-civ-spouse,White,Male,40,US,0
34,Private,106541,10,Married-civ-spouse,White,Male,40,US,0
39,Private,138192,13,Married-civ-spouse,White,Male,40,US,1
31,Private,196791,15,Divorced,White,Female,45,US,1
22,Private,223019,9,Never-married,White,Female,20,US,0
44,Private,109273,10,Never-married,White,Male,38,US,0
60,Self-emp-not-inc,95490,9,Married-civ-spouse,White,Male,45,US,0
65,Private,149131,7,Divorced,White,Male,40,US,0
44,Private,219155,10,Married-civ-spouse,White,Male,50,non-US,1
53,Local-gov,82783,9,Divorced,White,Male,40,US,0
28,Private,214858,9,Married-civ-spouse,White,Male,40,US,0
41,Private,170230,13,Divorced,White,Female,45,US,0
35,Private,90406,7,Married-civ-spouse,White,Female,40,US,0
41,Self-emp-inc,299813,5,Married-civ-spouse,White,Female,70,non-US,0
28,Private,188064,9,Married-civ-spouse,White,Male,35,non-US,0
53,Private,246117,9,Married-civ-spouse,White,Male,40,non-US,0
26,Private,132749,10,Never-married,White,Female,45,US,0
28,Local-gov,201099,9,Never-married,Black,Female,40,US,0
27,Private,97490,10,Divorced,White,Female,40,US,0
27,Private,221252,9,Never-married,Amer-Indian-Eskimo,Female,8,US,0
26,Private,116991,9,Married-civ-spouse,White,Male,40,US,1
53,Private,161691,9,Widowed,White,Female,35,US,0
34,Private,107793,9,Married-civ-spouse,White,Male,40,non-US,1
50,Self-emp-inc,194514,14,Never-married,Black,Male,50,non-US,0
30,Private,278502,9,Divorced,Black,Female,62,US,0
47,Private,343742,9,Separated,Black,Male,40,US,0
55,Federal-gov,31965,10,Married-civ-spouse,White,Male,40,US,0
35,Private,174308,10,Never-married,White,Male,40,US,0
39,Self-emp-inc,372525,14,Married-civ-spouse,White,Male,60,US,1
30,Private,75167,13,Married-civ-spouse,White,Male,55,US,0
39,Private,176296,9,Married-civ-spouse,Black,Male,40,US,1
19,Private,93518,10,Never-married,White,Female,20,US,0
57,Self-emp-not-inc,25124,9,Married-civ-spouse,White,Male,60,US,0
21,Private,112137,10,Never-married,Asian-Pac-Islander,Female,20,non-US,0
25,Self-emp-not-inc,21472,10,Never-married,White,Female,22,US,0
