id,job,marital,education,default,housing,loan,contact,month,day_of_week,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,nr.employed,age,duration,campaign,pdays,previous,euribor3m,class
400,blue-collar,single,high.school,no,yes,no,cellular,nov,wed,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,x<0,1<x<14,x>749,x<0,x>3.634,no
401,management,married,high.school,no,no,no,telephone,sep,mon,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,1229<x<2459,x<1,x>749,x<0,0.634<x<1.634,no
402,management,single,basic.6y,no,yes,yes,cellular,oct,fri,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,2459<x<3688,x<1,x>749,0<x<1,x>3.634,no
403,admin.,single,high.school,no,yes,no,telephone,dec,fri,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,2459<x<3688,1<x<14,0<x<249,3<x<5,0.634<x<1.634,no
404,housemaid,married,illiterate,no,yes,yes,cellular,nov,thu,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,x<0,x<1,0<x<249,x<0,1.634<x<2.634,no
405,self-employed,divorced,basic.6y,no,yes,no,telephone,may,wed,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,2459<x<3688,x<1,x>749,1<x<3,0.634<x<1.634,no
406,entrepreneur,married,high.school,no,yes,no,cellular,oct,fri,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,x<0,1<x<14,0<x<249,3<x<5,1.634<x<2.634,no
407,unemployed,single,high.school,no,yes,no,telephone,dec,fri,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,0<x<1229,x<1,x>749,1<x<3,1.634<x<2.634,no
408,student,single,university.degree,no,no,yes,cellular,aug,mon,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,1229<x<2459,1<x<14,0<x<249,x<0,x>3.634,no
409,unemployed,single,basic.6y,no,no,yes,telephone,aug,wed,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,0<x<1229,1<x<14,0<x<249,1<x<3,1.634<x<2.634,no
410,retired,divorced,university.degree,no,no,yes,telephone,may,mon,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,2459<x<3688,x<1,x>749,x<0,0.634<x<1.634,no
411,entrepreneur,married,basic.6y,no,yes,no,cellular,mar,mon,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,1229<x<2459,1<x<14,x<0,1<x<3,x>3.634,no
412,services,married,basic.6y,no,no,yes,cellular,apr,tue,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,x<0,1<x<14,x<0,1<x<3,x>3.634,no
413,blue-collar,divorced,illiterate,no,yes,yes,cellular,jul,thu,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,x<0,x<1,x>749,1<x<3,1.634<x<2.634,yes
414,student,married,university.degree,no,yes,yes,cellular,oct,fri,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,1229<x<2459,x<1,x>749,1<x<3,1.634<x<2.634,no
415,student,divorced,high.school,no,yes,yes,cellular,oct,wed,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,x<0,x<1,0<x<249,3<x<5,x>3.634,no
416,self-employed,single,basic.9y,no,yes,no,telephone,aug,fri,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,x<0,x<1,0<x<249,0<x<1,1.634<x<2.634,no
417,technician,single,professional.course,no,no,yes,cellular,jul,thu,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,x<0,1<x<14,x>749,3<x<5,x>3.634,no
418,housemaid,single,professional.course,no,no,no,cellular,jul,tue,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,2459<x<3688,1<x<14,0<x<249,0<x<1,x>3.634,no
419,retired,single,university.degree,no,yes,no,cellular,apr,fri,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,1229<x<2459,x<1,x>749,0<x<1,0.634<x<1.634,no
420,services,divorced,basic.9y,no,no,no,telephone,aug,tue,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,1229<x<2459,1<x<14,0<x<249,3<x<5,1.634<x<2.634,no
421,student,divorced,high.school,no,no,no,telephone,dec,thu,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,1229<x<2459,x<1,x<0,x<0,0.634<x<1.634,no
422,entrepreneur,divorced,high.school,no,yes,no,telephone,oct,mon,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,0<x<1229,x<1,x<0,x<0,x>3.634,no
423,services,single,professional.course,no,yes,no,telephone,nov,tue,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,x<0,x<1,x<0,1<x<3,1.634<x<2.634,no
424,self-employed,single,basic.4y,no,yes,no,cellular,nov,mon,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,1229<x<2459,1<x<14,x<0,x<0,x>3.634,no
425,blue-collar,married,basic.6y,no,yes,yes,telephone,dec,wed,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,2459<x<3688,x<1,0<x<249,0<x<1,1.634<x<2.634,no
426,entrepreneur,single,high.school,no,yes,no,telephone,apr,thu,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,0<x<1229,x<1,x<0,1<x<3,1.634<x<2.634,no
427,services,married,basic.6y,no,no,yes,telephone,oct,mon,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,2459<x<3688,1<x<14,0<x<249,0<x<1,0.634<x<1.634,no
428,retired,divorced,basic.6y,no,no,yes,cellular,mar,mon,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,2459<x<3688,x<1,0<x<249,3<x<5,1.634<x<2.634,no
429,retired,divorced,illiterate,no,yes,no,cellular,nov,mon,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,1229<x<2459,x<1,x<0,0<x<1,1.634<x<2.634,no
430,housemaid,married,basic.6y,no,yes,no,telephone,nov,mon,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,0<x<1229,1<x<14,x>749,1<x<3,x>3.634,no
431,management,divorced,basic.6y,no,no,no,telephone,may,wed,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,2459<x<3688,1<x<14,x>749,3<x<5,0.634<x<1.634,no
432,services,single,basic.4y,no,yes,no,cellular,apr,mon,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,2459<x<3688,1<x<14,x>749,x<0,x>3.634,no
433,entrepreneur,single,basic.9y,no,yes,no,telephone,jun,mon,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,x<0,x<1,x<0,3<x<5,x>3.634,no
434,unemployed,divorced,basic.4y,no,yes,yes,cellular,aug,thu,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,1229<x<2459,1<x<14,x>749,x<0,0.634<x<1.634,no
435,housemaid,single,basic.6y,no,yes,no,telephone,sep,fri,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,0<x<1229,1<x<14,0<x<249,3<x<5,0.634<x<1.634,no
436,technician,single,illiterate,no,no,yes,telephone,mar,fri,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,0<x<1229,1<x<14,0<x<249,x<0,x>3.634,no
437,admin.,married,university.degree,no,yes,no,cellular,apr,mon,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,0<x<1229,1<x<14,x>749,1<x<3,x>3.634,no
438,student,married,high.school,no,no,no,telephone,dec,fri,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,0<x<1229,x<1,x>749,x<0,1.634<x<2.634,no
439,self-employed,single,basic.6y,no,yes,yes,telephone,may,mon,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,x<0,1<x<14,x<0,x<0,0.634<x<1.634,no
440,student,married,illiterate,no,yes,yes,cellular,aug,thu,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,1229<x<2459,x<1,0<x<249,1<x<3,1.634<x<2.634,no
441,admin.,married,university.degree,no,yes,no,telephone,oct,tue,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,x<0,x<1,x<0,0<x<1,x>3.634,no
442,blue-collar,single,high.school,no,no,yes,cellular,may,fri,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,1229<x<2459,1<x<14,x<0,x<0,x>3.634,no
443,services,married,high.school,no,no,no,telephone,aug,fri,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,x<0,1<x<14,0<x<249,1<x<3,0.634<x<1.634,no
444,unemployed,married,high.school,no,no,yes,cellular,aug,mon,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,2459<x<3688,1<x<14,x>749,1<x<3,1.634<x<2.634,no
445,self-employed,single,basic.4y,no,no,yes,cellular,jul,fri,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,0<x<1229,1<x<14,x>749,3<x<5,1.634<x<2.634,no
446,unemployed,single,basic.9y,no,no,no,telephone,aug,wed,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,2459<x<3688,1<x<14,0<x<249,1<x<3,x>3.634,no
447,student,married,basic.6y,no,no,yes,telephone,jul,tue,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,x<0,1<x<14,x<0,0<x<1,1.634<x<2.634,no
448,self-employed,married,illiterate,no,no,no,cellular,mar,mon,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,x<0,1<x<14,x>749,x<0,x>3.634,no
449,retired,married,professional.course,no,yes,no,cellular,jun,fri,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,x<0,x<1,0<x<249,3<x<5,x>3.634,no
450,unemployed,single,basic.4y,no,no,yes,telephone,jun,fri,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,0<x<1229,1<x<14,x>749,1<x<3,x>3.634,no
451,entrepreneur,single,university.degree,no,yes,no,cellular,mar,fri,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,0<x<1229,1<x<14,x<0,x<0,1.634<x<2.634,no
452,management,divorced,high.school,no,no,yes,telephone,mar,wed,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,1229<x<2459,1<x<14,x<0,0<x<1,1.634<x<2.634,no
453,entrepreneur,single,professional.course,no,no,yes,cellular,nov,fri,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,x<0,1<x<14,0<x<249,3<x<5,1.634<x<2.634,no
454,entrepreneur,single,professional.course,no,no,no,cellular,jun,fri,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,x<0,1<x<14,x>749,0<x<1,1.634<x<2.634,no
455,entrepreneur,married,basic.9y,no,yes,yes,telephone,jun,wed,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,2459<x<3688,1<x<14,x>749,x<0,1.634<x<2.634,no
456,entrepreneur,single,high.school,no,no,no,cellular,aug,thu,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,1229<x<2459,x<1,0<x<249,0<x<1,1.634<x<2.634,no
457,self-employed,single,professional.course,no,no,yes,cellular,nov,mon,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,1229<x<2459,x<1,x<0,1<x<3,1.634<x<2.634,no
458,student,married,basic.6y,no,yes,yes,cellular,jul,tue,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,x<0,1<x<14,x>749,1<x<3,0.634<x<1.634,no
459,self-employed,single,university.degree,no,yes,no,cellular,oct,tue,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,1229<x<2459,x<1,x<0,0<x<1,0.634<x<1.634,no
460,technician,single,basic.6y,no,yes,yes,cellular,sep,wed,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,1229<x<2459,x<1,x<0,0<x<1,1.634<x<2.634,no
461,services,divorced,university.degree,no,no,yes,telephone,dec,thu,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,2459<x<3688,x<1,0<x<249,0<x<1,1.634<x<2.634,no
462,management,single,professional.course,no,yes,no,telephone,nov,thu,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,0<x<1229,1<x<14,0<x<249,0<x<1,1.634<x<2.634,no
463,student,divorced,high.school,no,yes,no,cellular,apr,thu,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,0<x<1229,x<1,0<x<249,1<x<3,x>3.634,no
464,management,married,basic.4y,no,no,no,telephone,may,thu,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,1229<x<2459,1<x<14,x>749,0<x<1,x>3.634,no
465,management,divorced,basic.4y,no,no,no,cellular,apr,fri,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,1229<x<2459,1<x<14,x<0,1<x<3,1.634<x<2.634,no
466,blue-collar,married,basic.4y,no,yes,yes,telephone,nov,mon,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,1229<x<2459,x<1,0<x<249,1<x<3,x>3.634,no
467,housemaid,single,high.school,no,yes,no,cellular,dec,thu,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,2459<x<3688,x<1,0<x<249,0<x<1,1.634<x<2.634,no
468,housemaid,married,professional.course,no,yes,yes,cellular,jun,wed,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,0<x<1229,x<1,0<x<249,0<x<1,0.634<x<1.634,no
469,housemaid,single,basic.9y,no,yes,no,telephone,dec,thu,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,0<x<1229,x<1,0<x<249,1<x<3,x>3.634,yes
470,entrepreneur,divorced,university.degree,no,yes,no,cellular,may,wed,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,1229<x<2459,1<x<14,0<x<249,x<0,0.634<x<1.634,no
471,unemployed,divorced,professional.course,no,no,no,cellular,apr,wed,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,x<0,1<x<14,0<x<249,3<x<5,1.634<x<2.634,no
472,technician,divorced,basic.6y,no,yes,yes,telephone,may,thu,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,x<0,x<1,x<0,1<x<3,1.634<x<2.634,no
473,student,single,basic.9y,no,no,no,telephone,apr,tue,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,2459<x<3688,1<x<14,x<0,3<x<5,x>3.634,no
474,management,divorced,high.school,no,no,no,cellular,may,fri,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,1229<x<2459,x<1,x<0,x<0,x>3.634,no
475,retired,married,basic.6y,no,yes,no,cellular,dec,tue,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,2459<x<3688,x<1,0<x<249,x<0,0.634<x<1.634,yes
476,self-employed,single,basic.9y,no,no,no,cellular,jul,wed,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,1229<x<2459,x<1,0<x<249,1<x<3,1.634<x<2.634,no
477,entrepreneur,divorced,university.degree,no,no,no,telephone,oct,mon,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,x<0,1<x<14,x>749,1<x<3,x>3.634,no
478,retired,divorced,illiterate,no,no,no,telephone,sep,thu,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,x<0,x<1,x<0,x<0,0.634<x<1.634,no
479,self-employed,single,university.degree,no,no,no,telephone,mar,thu,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,2459<x<3688,1<x<14,x>749,0<x<1,1.634<x<2.634,no
480,student,divorced,university.degree,no,no,yes,cellular,jun,tue,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,2459<x<3688,x<1,x<0,0<x<1,x>3.634,no
481,blue-collar,divorced,university.degree,no,no,no,telephone,aug,thu,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,1229<x<2459,x<1,x>749,x<0,0.634<x<1.634,no
482,self-employed,divorced,illiterate,no,yes,no,telephone,aug,mon,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,0<x<1229,1<x<14,x<0,1<x<3,x>3.634,no
483,blue-collar,single,basic.9y,no,no,no,cellular,aug,tue,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,x<0,x<1,0<x<249,0<x<1,1.634<x<2.634,no
484,blue-collar,single,basic.9y,no,yes,no,telephone,oct,thu,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,1229<x<2459,1<x<14,x>749,x<0,1.634<x<2.634,no
485,management,married,university.degree,no,no,yes,cellular,jul,tue,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,1229<x<2459,1<x<14,0<x<249,x<0,x>3.634,no
486,retired,married,basic.6y,no,no,yes,telephone,sep,fri,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,1229<x<2459,x<1,x<0,1<x<3,1.634<x<2.634,no
487,services,divorced,professional.course,no,yes,yes,telephone,dec,tue,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,2459<x<3688,1<x<14,x<0,x<0,1.634<x<2.634,no
488,housemaid,married,university.degree,no,yes,no,telephone,mar,wed,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,1229<x<2459,1<x<14,0<x<249,3<x<5,1.634<x<2.634,no
489,admin.,single,high.school,no,yes,no,telephone,jul,wed,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,x<0,x<1,0<x<249,1<x<3,x>3.634,no
490,services,married,high.school,no,yes,no,cellular,aug,thu,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,2459<x<3688,1<x<14,0<x<249,0<x<1,0.634<x<1.634,no
491,management,divorced,high.school,no,yes,yes,cellular,oct,thu,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,1229<x<2459,1<x<14,x<0,3<x<5,0.634<x<1.634,no
492,services,married,illiterate,no,no,no,cellular,sep,fri,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,0<x<1229,x<1,x<0,0<x<1,x>3.634,no
493,admin.,divorced,professional.course,no,yes,yes,cellular,aug,thu,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,0<x<1229,1<x<14,0<x<249,1<x<3,0.634<x<1.634,yes
494,management,single,high.school,no,no,no,cellular,dec,fri,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,2459<x<3688,1<x<14,x>749,x<0,1.634<x<2.634,no
495,services,married,high.school,no,yes,no,telephone,oct,wed,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,x<0,x<1,x<0,x<0,0.634<x<1.634,no
496,services,divorced,basic.6y,no,no,no,cellular,jul,wed,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,x<0,1<x<14,0<x<249,1<x<3,0.634<x<1.634,yes
497,self-employed,divorced,high.school,no,no,no,cellular,dec,mon,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,x<0,1<x<14,x>749,x<0,1.634<x<2.634,no
498,unemployed,married,professional.course,no,yes,yes,telephone,sep,mon,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,1229<x<2459,x<1,0<x<249,x<0,1.634<x<2.634,no
499,technician,married,basic.4y,no,yes,no,cellular,jul,mon,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,0<x<1229,x<1,x<0,3<x<5,x>3.634,no
500,unemployed,single,basic.9y,no,yes,no,telephone,apr,fri,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,2459<x<3688,x<1,0<x<249,1<x<3,x>3.634,no
501,unemployed,divorced,basic.4y,no,no,no,cellular,mar,mon,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,2459<x<3688,1<x<14,0<x<249,3<x<5,0.634<x<1.634,no
502,services,married,illiterate,no,yes,yes,telephone,jun,thu,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,1229<x<2459,1<x<14,x<0,0<x<1,1.634<x<2.634,no
503,entrepreneur,single,high.school,no,yes,no,telephone,sep,thu,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,1229<x<2459,1<x<14,x<0,1<x<3,0.634<x<1.634,no
504,self-employed,single,basic.4y,no,yes,no,cellular,dec,thu,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,1229<x<2459,x<1,x>749,0<x<1,0.634<x<1.634,no
505,unemployed,married,illiterate,no,yes,yes,telephone,mar,mon,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,x<0,1<x<14,x<0,0<x<1,x>3.634,no
506,admin.,married,high.school,no,no,no,cellular,jul,thu,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,0<x<1229,1<x<14,x<0,x<0,1.634<x<2.634,no
507,services,single,university.degree,no,yes,no,telephone,dec,thu,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,0<x<1229,1<x<14,0<x<249,x<0,x>3.634,no
508,retired,married,high.school,no,no,no,cellular,jul,wed,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,0<x<1229,1<x<14,0<x<249,x<0,0.634<x<1.634,no
509,management,single,basic.6y,no,no,yes,cellular,oct,thu,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,1229<x<2459,1<x<14,x<0,0<x<1,1.634<x<2.634,no
510,unemployed,divorced,university.degree,no,no,yes,telephone,may,tue,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,1229<x<2459,1<x<14,x<0,0<x<1,x>3.634,no
511,housemaid,divorced,university.degree,no,no,yes,telephone,mar,fri,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,x<0,1<x<14,x>749,x<0,1.634<x<2.634,no
512,unemployed,single,illiterate,no,yes,no,cellular,jul,fri,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,1229<x<2459,x<1,0<x<249,1<x<3,x>3.634,no
513,services,married,basic.6y,no,no,yes,cellular,sep,wed,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,x<0,1<x<14,x<0,3<x<5,0.634<x<1.634,yes
514,student,divorced,university.degree,no,yes,no,cellular,apr,tue,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,x<0,1<x<14,x<0,3<x<5,1.634<x<2.634,no
515,technician,divorced,basic.9y,no,no,yes,telephone,dec,tue,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,0<x<1229,x<1,x<0,3<x<5,1.634<x<2.634,no
516,student,divorced,high.school,no,no,no,cellular,oct,mon,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,x<0,x<1,x<0,x<0,0.634<x<1.634,no
517,admin.,single,high.school,no,yes,no,cellular,oct,mon,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,2459<x<3688,1<x<14,x>749,0<x<1,x>3.634,no
518,admin.,single,basic.9y,no,yes,yes,cellular,jul,wed,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,0<x<1229,1<x<14,x>749,x<0,1.634<x<2.634,no
519,student,single,university.degree,no,yes,yes,telephone,oct,wed,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,0<x<1229,1<x<14,0<x<249,1<x<3,1.634<x<2.634,no
520,unemployed,divorced,high.school,no,no,yes,telephone,mar,mon,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,2459<x<3688,1<x<14,x<0,1<x<3,x>3.634,no
521,unemployed,married,basic.6y,no,no,no,cellular,jun,thu,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,2459<x<3688,x<1,0<x<249,1<x<3,0.634<x<1.634,no
522,admin.,single,basic.4y,no,yes,no,telephone,sep,mon,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,1229<x<2459,x<1,x>749,3<x<5,x>3.634,no
523,retired,divorced,professional.course,no,yes,yes,cellular,may,tue,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,x<0,x<1,x>749,1<x<3,1.634<x<2.634,no
524,entrepreneur,divorced,illiterate,no,yes,yes,telephone,sep,mon,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,0<x<1229,x<1,x>749,1<x<3,0.634<x<1.634,no
525,unemployed,married,high.school,no,yes,yes,telephone,may,wed,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,x<0,x<1,x>749,0<x<1,x>3.634,no
526,admin.,married,basic.4y,no,yes,yes,telephone,nov,thu,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,1229<x<2459,x<1,0<x<249,3<x<5,1.634<x<2.634,no
527,self-employed,married,basic.9y,no,yes,yes,telephone,dec,thu,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,1229<x<2459,x<1,x>749,x<0,0.634<x<1.634,no
528,self-employed,single,university.degree,no,no,no,cellular,jun,fri,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,x<0,1<x<14,x>749,3<x<5,0.634<x<1.634,no
529,admin.,married,basic.4y,no,no,yes,cellular,sep,fri,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,0<x<1229,1<x<14,x>749,1<x<3,0.634<x<1.634,no
530,entrepreneur,single,basic.6y,no,no,no,cellular,nov,mon,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,1229<x<2459,x<1,x<0,3<x<5,1.634<x<2.634,no
531,management,married,illiterate,no,yes,no,telephone,nov,tue,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,x<0,x<1,x>749,0<x<1,x>3.634,no
532,blue-collar,single,illiterate,no,yes,yes,cellular,sep,tue,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,x<0,1<x<14,0<x<249,1<x<3,0.634<x<1.634,no
533,retired,divorced,university.degree,no,no,yes,cellular,nov,thu,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,x<0,1<x<14,x>749,1<x<3,x>3.634,no
