id,job,marital,education,default,housing,loan,contact,month,day_of_week,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,nr.employed,age,duration,campaign,pdays,previous,euribor3m,class
399,management,single,high.school,no,no,yes,cellular,may,fri,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,x<0,x<1,x<0,0<x<1,0.634<x<1.634,yes
400,student,single,basic.6y,no,no,yes,cellular,mar,wed,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,1229<x<2459,1<x<14,x<0,1<x<3,1.634<x<2.634,yes
401,housemaid,single,basic.4y,no,no,yes,telephone,jun,wed,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,0<x<1229,1<x<14,x<0,3<x<5,0.634<x<1.634,no
402,self-employed,divorced,basic.6y,no,no,no,cellular,apr,fri,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,1229<x<2459,1<x<14,x>749,3<x<5,x>3.634,no
403,admin.,married,high.school,no,no,yes,telephone,sep,thu,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,1229<x<2459,x<1,x>749,3<x<5,0.634<x<1.634,no
404,technician,single,professional.course,no,yes,no,telephone,mar,thu,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,2459<x<3688,x<1,x<0,3<x<5,x>3.634,yes
405,services,single,professional.course,no,no,no,cellular,jul,thu,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,0<x<1229,x<1,0<x<249,1<x<3,1.634<x<2.634,yes
406,retired,married,high.school,no,yes,yes,cellular,sep,thu,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,2459<x<3688,1<x<14,x<0,1<x<3,x>3.634,no
407,management,single,professional.course,no,yes,yes,cellular,aug,mon,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,x<0,x<1,x>749,x<0,1.634<x<2.634,no
408,admin.,divorced,university.degree,no,no,yes,cellular,jul,mon,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,0<x<1229,x<1,x<0,x<0,x>3.634,no
409,unemployed,single,basic.6y,no,no,no,telephone,sep,fri,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,x<0,1<x<14,0<x<249,x<0,0.634<x<1.634,yes
410,retired,married,basic.6y,no,yes,no,telephone,mar,thu,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,1229<x<2459,x<1,0<x<249,3<x<5,x>3.634,no
411,blue-collar,divorced,illiterate,no,no,no,telephone,jun,mon,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,1229<x<2459,1<x<14,x<0,1<x<3,x>3.634,no
412,admin.,single,basic.9y,no,yes,yes,cellular,apr,tue,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,1229<x<2459,x<1,x>749,0<x<1,1.634<x<2.634,yes
413,student,single,illiterate,no,yes,no,telephone,nov,fri,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,x<0,1<x<14,0<x<249,0<x<1,x>3.634,no
414,self-employed,divorced,basic.4y,no,yes,no,telephone,oct,fri,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,2459<x<3688,x<1,x>749,1<x<3,x>3.634,no
415,self-employed,married,professional.course,no,no,no,telephone,may,thu,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,0<x<1229,x<1,x>749,3<x<5,x>3.634,no
416,self-employed,married,basic.4y,no,yes,no,cellular,apr,tue,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,2459<x<3688,x<1,0<x<249,1<x<3,0.634<x<1.634,yes
417,services,divorced,basic.9y,no,yes,yes,cellular,dec,fri,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,x<0,x<1,x>749,3<x<5,0.634<x<1.634,no
418,services,single,university.degree,no,no,no,cellular,sep,mon,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,x<0,x<1,x<0,3<x<5,1.634<x<2.634,no
419,housemaid,married,basic.6y,no,no,yes,telephone,jun,mon,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,1229<x<2459,1<x<14,x>749,0<x<1,0.634<x<1.634,no
420,unemployed,married,university.degree,no,no,no,telephone,may,mon,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,x<0,x<1,0<x<249,0<x<1,x>3.634,no
421,management,divorced,basic.6y,no,yes,yes,cellular,dec,fri,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,1229<x<2459,x<1,x>749,0<x<1,1.634<x<2.634,no
422,management,married,illiterate,no,no,yes,cellular,jul,thu,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,2459<x<3688,x<1,0<x<249,x<0,x>3.634,no
423,housemaid,single,basic.9y,no,no,no,telephone,aug,mon,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,x<0,x<1,x>749,x<0,0.634<x<1.634,no
424,housemaid,married,professional.course,no,no,no,telephone,may,mon,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,x<0,1<x<14,x>749,1<x<3,0.634<x<1.634,no
425,self-employed,divorced,basic.4y,no,yes,no,telephone,nov,tue,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,0<x<1229,1<x<14,0<x<249,x<0,x>3.634,no
426,services,married,illiterate,no,yes,yes,telephone,jul,wed,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,2459<x<3688,x<1,0<x<249,3<x<5,1.634<x<2.634,yes
427,blue-collar,divorced,basic.9y,no,no,yes,cellular,may,fri,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,2459<x<3688,x<1,0<x<249,1<x<3,0.634<x<1.634,yes
428,unemployed,single,illiterate,no,yes,no,telephone,nov,fri,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,0<x<1229,1<x<14,x>749,0<x<1,0.634<x<1.634,no
429,entrepreneur,single,basic.9y,no,no,no,telephone,dec,fri,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,x<0,x<1,x>749,3<x<5,0.634<x<1.634,no
430,management,divorced,basic.6y,no,no,no,telephone,sep,tue,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,1229<x<2459,1<x<14,0<x<249,0<x<1,x>3.634,no
431,retired,married,basic.9y,no,yes,no,cellular,may,tue,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,1229<x<2459,1<x<14,x<0,0<x<1,0.634<x<1.634,yes
432,management,single,high.school,no,yes,yes,cellular,aug,tue,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,1229<x<2459,x<1,x>749,x<0,1.634<x<2.634,yes
433,blue-collar,divorced,basic.6y,no,no,no,cellular,aug,wed,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,1229<x<2459,x<1,0<x<249,x<0,0.634<x<1.634,no
434,unemployed,married,illiterate,no,yes,yes,cellular,dec,thu,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,x<0,x<1,0<x<249,3<x<5,1.634<x<2.634,yes
435,unemployed,divorced,illiterate,no,no,no,cellular,nov,fri,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,0<x<1229,1<x<14,0<x<249,x<0,1.634<x<2.634,yes
436,student,single,university.degree,no,yes,yes,telephone,dec,thu,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,1229<x<2459,1<x<14,x>749,x<0,1.634<x<2.634,yes
437,unemployed,single,basic.6y,no,yes,yes,telephone,apr,tue,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,x<0,x<1,0<x<249,1<x<3,0.634<x<1.634,yes
438,services,divorced,high.school,no,yes,yes,telephone,jul,wed,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,x<0,x<1,0<x<249,3<x<5,x>3.634,yes
439,technician,single,university.degree,no,yes,yes,cellular,dec,wed,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,1229<x<2459,1<x<14,x>749,3<x<5,1.634<x<2.634,no
440,admin.,married,illiterate,no,no,no,telephone,nov,fri,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,0<x<1229,1<x<14,x<0,3<x<5,x>3.634,no
441,self-employed,single,basic.9y,no,yes,yes,cellular,oct,thu,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,2459<x<3688,1<x<14,x>749,3<x<5,1.634<x<2.634,no
442,unemployed,single,illiterate,no,yes,no,cellular,jun,thu,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,1229<x<2459,1<x<14,x>749,0<x<1,1.634<x<2.634,no
443,self-employed,single,high.school,no,yes,yes,cellular,may,mon,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,2459<x<3688,1<x<14,0<x<249,1<x<3,0.634<x<1.634,yes
444,unemployed,divorced,professional.course,no,no,no,cellular,may,thu,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,1229<x<2459,1<x<14,x>749,3<x<5,1.634<x<2.634,no
445,technician,married,professional.course,no,no,no,telephone,apr,wed,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,x<0,1<x<14,x<0,1<x<3,1.634<x<2.634,yes
446,management,married,illiterate,no,no,no,telephone,nov,wed,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,0<x<1229,1<x<14,x>749,1<x<3,0.634<x<1.634,no
447,blue-collar,married,basic.9y,no,no,no,telephone,apr,fri,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,0<x<1229,1<x<14,0<x<249,0<x<1,0.634<x<1.634,yes
448,housemaid,divorced,high.school,no,yes,no,telephone,aug,tue,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,1229<x<2459,x<1,0<x<249,1<x<3,x>3.634,no
449,blue-collar,divorced,basic.6y,no,no,yes,cellular,sep,mon,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,x<0,1<x<14,x>749,3<x<5,1.634<x<2.634,no
450,entrepreneur,single,professional.course,no,yes,yes,cellular,dec,mon,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,0<x<1229,x<1,0<x<249,3<x<5,0.634<x<1.634,yes
451,housemaid,divorced,basic.9y,no,yes,yes,telephone,aug,mon,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,0<x<1229,1<x<14,0<x<249,0<x<1,1.634<x<2.634,yes
452,housemaid,married,high.school,no,no,no,telephone,sep,fri,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,2459<x<3688,x<1,x<0,3<x<5,x>3.634,no
453,admin.,single,university.degree,no,no,no,telephone,may,mon,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,x<0,1<x<14,x<0,1<x<3,x>3.634,no
454,unemployed,single,illiterate,no,no,yes,cellular,dec,tue,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,1229<x<2459,x<1,x<0,3<x<5,x>3.634,no
455,management,married,university.degree,no,yes,yes,cellular,nov,fri,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,x<0,1<x<14,0<x<249,1<x<3,0.634<x<1.634,yes
456,entrepreneur,married,high.school,no,no,yes,telephone,jul,wed,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,1229<x<2459,x<1,0<x<249,0<x<1,x>3.634,no
457,management,divorced,basic.4y,no,no,no,cellular,apr,thu,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,2459<x<3688,1<x<14,x>749,1<x<3,0.634<x<1.634,no
458,blue-collar,divorced,high.school,no,yes,no,cellular,apr,mon,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,1229<x<2459,1<x<14,x>749,x<0,1.634<x<2.634,no
459,technician,divorced,high.school,no,no,no,telephone,mar,tue,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,1229<x<2459,1<x<14,0<x<249,1<x<3,x>3.634,no
460,entrepreneur,married,basic.4y,no,yes,yes,telephone,nov,mon,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,2459<x<3688,x<1,x>749,0<x<1,0.634<x<1.634,no
461,entrepreneur,single,basic.6y,no,yes,yes,cellular,nov,tue,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,x<0,1<x<14,0<x<249,0<x<1,x>3.634,no
462,admin.,divorced,illiterate,no,no,no,telephone,mar,fri,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,1229<x<2459,1<x<14,x<0,x<0,1.634<x<2.634,yes
463,self-employed,divorced,university.degree,no,yes,yes,cellular,sep,thu,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,x<0,x<1,x<0,0<x<1,0.634<x<1.634,yes
464,blue-collar,married,high.school,no,yes,no,telephone,may,fri,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,0<x<1229,1<x<14,0<x<249,x<0,1.634<x<2.634,no
465,retired,divorced,high.school,no,yes,no,telephone,mar,thu,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,0<x<1229,x<1,0<x<249,3<x<5,0.634<x<1.634,yes
466,housemaid,divorced,high.school,no,no,no,telephone,may,fri,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,x<0,1<x<14,x<0,1<x<3,0.634<x<1.634,no
467,housemaid,divorced,professional.course,no,no,no,telephone,aug,mon,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,0<x<1229,x<1,x<0,x<0,0.634<x<1.634,no
468,blue-collar,married,basic.4y,no,yes,no,telephone,jul,fri,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,0<x<1229,x<1,x>749,0<x<1,x>3.634,no
469,retired,single,basic.9y,no,no,yes,cellular,nov,fri,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,x<0,x<1,x>749,3<x<5,0.634<x<1.634,no
470,housemaid,divorced,professional.course,no,no,yes,telephone,dec,thu,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,2459<x<3688,x<1,x<0,0<x<1,x>3.634,no
471,unemployed,married,high.school,no,no,no,telephone,sep,mon,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,2459<x<3688,1<x<14,x>749,3<x<5,1.634<x<2.634,no
472,technician,divorced,high.school,no,yes,yes,telephone,aug,tue,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,x<0,1<x<14,x>749,x<0,1.634<x<2.634,yes
473,blue-collar,single,basic.4y,no,yes,no,cellular,mar,thu,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,x<0,x<1,0<x<249,3<x<5,1.634<x<2.634,yes
474,services,single,basic.6y,no,yes,no,cellular,jun,tue,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,1229<x<2459,1<x<14,x>749,1<x<3,0.634<x<1.634,no
475,student,single,high.school,no,no,yes,telephone,mar,wed,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,2459<x<3688,1<x<14,x>749,3<x<5,0.634<x<1.634,no
476,admin.,single,basic.6y,no,no,no,telephone,jul,thu,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,2459<x<3688,1<x<14,0<x<249,0<x<1,x>3.634,no
477,technician,married,university.degree,no,yes,yes,cellular,nov,tue,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,2459<x<3688,x<1,0<x<249,1<x<3,1.634<x<2.634,yes
478,student,single,high.school,no,yes,yes,telephone,oct,tue,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,0<x<1229,1<x<14,0<x<249,1<x<3,0.634<x<1.634,no
479,services,married,high.school,no,yes,no,telephone,apr,tue,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,x<0,x<1,x>749,0<x<1,x>3.634,no
480,services,married,professional.course,no,yes,yes,telephone,sep,thu,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,0<x<1229,1<x<14,x>749,3<x<5,1.634<x<2.634,no
481,services,divorced,university.degree,no,yes,no,cellular,aug,mon,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,0<x<1229,x<1,x<0,x<0,x>3.634,no
482,services,divorced,university.degree,no,no,no,telephone,apr,fri,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,1229<x<2459,x<1,x<0,x<0,x>3.634,no
483,retired,divorced,professional.course,no,yes,yes,cellular,may,tue,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,1229<x<2459,x<1,x>749,0<x<1,0.634<x<1.634,no
484,services,divorced,professional.course,no,yes,yes,telephone,jun,thu,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,1229<x<2459,1<x<14,x>749,x<0,0.634<x<1.634,no
485,admin.,divorced,basic.9y,no,no,no,telephone,jul,thu,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,2459<x<3688,1<x<14,0<x<249,x<0,0.634<x<1.634,no
486,services,divorced,high.school,no,yes,yes,cellular,aug,thu,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,1229<x<2459,x<1,x>749,3<x<5,0.634<x<1.634,yes
487,services,single,basic.6y,no,yes,no,cellular,jul,fri,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,1229<x<2459,1<x<14,0<x<249,x<0,0.634<x<1.634,yes
488,student,single,basic.9y,no,no,no,telephone,jul,tue,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,0<x<1229,x<1,x>749,1<x<3,1.634<x<2.634,no
489,student,single,high.school,no,yes,yes,cellular,oct,tue,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,0<x<1229,x<1,x<0,x<0,0.634<x<1.634,yes
490,entrepreneur,married,basic.6y,no,no,yes,cellular,mar,thu,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,1229<x<2459,1<x<14,x>749,3<x<5,0.634<x<1.634,no
491,technician,married,university.degree,no,no,yes,cellular,jul,mon,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,0<x<1229,x<1,x<0,3<x<5,x>3.634,no
492,blue-collar,married,basic.6y,no,yes,no,telephone,jul,wed,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,0<x<1229,1<x<14,x<0,3<x<5,0.634<x<1.634,no
493,technician,married,basic.4y,no,yes,yes,cellular,nov,tue,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,1229<x<2459,1<x<14,x>749,x<0,0.634<x<1.634,no
494,services,married,university.degree,no,yes,no,cellular,jun,thu,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,0<x<1229,1<x<14,0<x<249,0<x<1,0.634<x<1.634,yes
495,entrepreneur,single,basic.9y,no,no,yes,telephone,may,thu,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,x<0,1<x<14,0<x<249,3<x<5,1.634<x<2.634,no
496,management,divorced,basic.9y,no,yes,yes,telephone,sep,fri,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,0<x<1229,1<x<14,x>749,x<0,x>3.634,no
497,unemployed,married,basic.6y,no,yes,yes,telephone,jul,fri,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,0<x<1229,1<x<14,0<x<249,x<0,1.634<x<2.634,yes
498,blue-collar,married,basic.9y,no,no,yes,cellular,aug,thu,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,x<0,x<1,x<0,0<x<1,1.634<x<2.634,yes
499,admin.,divorced,basic.6y,no,yes,yes,telephone,oct,mon,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,1229<x<2459,1<x<14,0<x<249,x<0,0.634<x<1.634,no
500,management,divorced,illiterate,no,no,no,telephone,apr,fri,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,1229<x<2459,1<x<14,x<0,1<x<3,0.634<x<1.634,no
501,blue-collar,divorced,basic.4y,no,yes,no,cellular,apr,mon,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,x<0,x<1,x>749,0<x<1,0.634<x<1.634,no
502,admin.,divorced,high.school,no,no,yes,cellular,aug,wed,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,2459<x<3688,1<x<14,x>749,0<x<1,0.634<x<1.634,no
503,admin.,married,basic.6y,no,yes,no,telephone,may,thu,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,x<0,x<1,x<0,0<x<1,0.634<x<1.634,no
504,services,single,basic.4y,no,no,yes,cellular,may,mon,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,0<x<1229,1<x<14,x>749,1<x<3,0.634<x<1.634,no
505,technician,single,professional.course,no,no,no,cellular,mar,mon,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,2459<x<3688,x<1,x>749,3<x<5,1.634<x<2.634,yes
506,admin.,divorced,basic.9y,no,no,no,telephone,aug,thu,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,x<0,1<x<14,x>749,3<x<5,x>3.634,no
507,technician,single,high.school,no,no,no,cellular,mar,thu,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,1229<x<2459,1<x<14,x>749,0<x<1,0.634<x<1.634,yes
508,retired,divorced,illiterate,no,no,no,telephone,jun,fri,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,2459<x<3688,1<x<14,x<0,x<0,1.634<x<2.634,yes
509,student,single,professional.course,no,yes,yes,telephone,oct,mon,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,0<x<1229,x<1,x>749,0<x<1,x>3.634,no
510,technician,married,basic.4y,no,no,no,cellular,apr,fri,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,0<x<1229,x<1,x<0,1<x<3,x>3.634,no
511,services,single,basic.9y,no,yes,no,cellular,oct,wed,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,1229<x<2459,x<1,x<0,x<0,1.634<x<2.634,yes
512,blue-collar,divorced,basic.6y,no,yes,yes,telephone,may,wed,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,x<0,x<1,0<x<249,3<x<5,1.634<x<2.634,no
513,blue-collar,divorced,illiterate,no,no,yes,telephone,apr,tue,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,x<0,1<x<14,x>749,1<x<3,0.634<x<1.634,no
514,blue-collar,single,university.degree,no,no,yes,cellular,aug,mon,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,x<0,x<1,0<x<249,3<x<5,x>3.634,no
515,self-employed,divorced,basic.6y,no,yes,yes,telephone,mar,thu,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,2459<x<3688,1<x<14,x>749,0<x<1,x>3.634,no
516,admin.,divorced,university.degree,no,no,yes,cellular,jun,tue,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,x<0,1<x<14,0<x<249,x<0,1.634<x<2.634,no
517,blue-collar,married,professional.course,no,yes,no,cellular,jul,fri,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,1229<x<2459,1<x<14,x<0,x<0,0.634<x<1.634,yes
518,management,married,basic.9y,no,yes,no,cellular,apr,mon,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,2459<x<3688,x<1,x<0,0<x<1,1.634<x<2.634,yes
519,admin.,single,university.degree,no,yes,no,telephone,aug,fri,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,x<0,1<x<14,x<0,1<x<3,1.634<x<2.634,no
520,admin.,married,basic.4y,no,no,no,cellular,nov,thu,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,x<0,x<1,x<0,1<x<3,0.634<x<1.634,no
521,services,single,professional.course,no,yes,yes,telephone,aug,thu,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,x<0,x<1,0<x<249,1<x<3,x>3.634,no
522,unemployed,married,high.school,no,yes,no,cellular,jun,tue,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,x<0,1<x<14,x>749,x<0,1.634<x<2.634,no
523,management,married,basic.6y,no,no,yes,cellular,oct,wed,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,x<0,1<x<14,x<0,1<x<3,0.634<x<1.634,yes
524,housemaid,married,professional.course,no,no,no,telephone,jul,wed,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,0<x<1229,1<x<14,x>749,x<0,1.634<x<2.634,no
525,self-employed,married,basic.9y,no,no,no,telephone,jul,mon,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,0<x<1229,x<1,x<0,x<0,x>3.634,no
526,management,single,basic.6y,no,no,yes,cellular,nov,fri,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,0<x<1229,x<1,x>749,0<x<1,x>3.634,no
527,admin.,divorced,university.degree,no,yes,yes,telephone,apr,fri,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,0<x<1229,1<x<14,0<x<249,1<x<3,0.634<x<1.634,no
528,admin.,divorced,high.school,no,no,no,cellular,may,tue,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,0<x<1229,1<x<14,x>749,0<x<1,0.634<x<1.634,no
529,technician,divorced,basic.9y,no,no,no,cellular,nov,mon,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,x<0,1<x<14,x>749,0<x<1,1.634<x<2.634,no
530,services,divorced,basic.6y,no,yes,no,cellular,nov,wed,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,x<0,1<x<14,x<0,3<x<5,0.634<x<1.634,yes
531,entrepreneur,single,high.school,no,yes,no,cellular,mar,fri,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,1229<x<2459,1<x<14,x<0,0<x<1,1.634<x<2.634,yes
