id,RevolvingUtilizationOfUnsecuredLines,DebtRatio,Unnamed: 0,age,NumberOfTime30-59DaysPastDueNotWorse,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents,class
588,0.3606887170000001,0.148483601,2<x<603,57<x<75,0<x<24,15897<x<31794,0<x<11,x>73,x<4,0<x<24,x>6,NO
589,0.6631336870000001,0.151914167,2<x<603,57<x<75,0<x<24,1<x<15897,0<x<11,0<x<24,0<x<4,0<x<24,2<x<4,NO
590,0.078534132,0.251769464,2<x<603,57<x<75,0<x<24,1<x<15897,11<x<23,x<24,4<x<8,0<x<24,4<x<6,NO
591,0.070324183,0.19675058,1205<x<1807,21<x<39,0<x<24,15897<x<31794,0<x<11,0<x<24,0<x<4,x>73,4<x<6,NO
592,0.978808477,0.170919325,1205<x<1807,x>75,x<24,1<x<15897,11<x<23,0<x<24,8<x<12,0<x<24,2<x<4,YES
593,0.115814589,0.684559617,1205<x<1807,21<x<39,0<x<24,1<x<15897,23<x<34,x>73,x>12,0<x<24,0<x<2,YES
594,0.368866624,0.179975176,1205<x<1807,21<x<39,0<x<24,1<x<15897,11<x<23,0<x<24,4<x<8,0<x<24,x>6,NO
595,0.065630892,0.420642318,2<x<603,21<x<39,0<x<24,1<x<15897,0<x<11,0<x<24,x>12,x>73,2<x<4,NO
596,0.987668722,0.404799866,2<x<603,57<x<75,0<x<24,1<x<15897,11<x<23,0<x<24,0<x<4,0<x<24,x>6,NO
597,0.312068793,0.360877092,2<x<603,57<x<75,x>73,1<x<15897,23<x<34,x<24,0<x<4,0<x<24,x>6,NO
598,0.026147183,0.139293461,x>1807,x>75,0<x<24,15897<x<31794,11<x<23,x<24,0<x<4,x<24,x>6,NO
599,0.522314625,0.044093178,603<x<1205,21<x<39,0<x<24,1<x<15897,0<x<11,0<x<24,x>12,0<x<24,0<x<2,NO
600,0.068063285,0.010395842,1205<x<1807,21<x<39,0<x<24,1<x<15897,23<x<34,0<x<24,0<x<4,0<x<24,2<x<4,NO
601,0.15167492400000002,0.166766647,2<x<603,57<x<75,x>73,1<x<15897,23<x<34,0<x<24,0<x<4,0<x<24,x>6,NO
602,0.090361993,0.335036659,1205<x<1807,39<x<57,0<x<24,1<x<15897,0<x<11,0<x<24,0<x<4,0<x<24,0<x<2,NO
603,0.018124667,0.096394145,1205<x<1807,57<x<75,0<x<24,15897<x<31794,11<x<23,0<x<24,x>12,0<x<24,4<x<6,YES
604,0.003574848,0.266873313,2<x<603,39<x<57,0<x<24,15897<x<31794,11<x<23,x<24,4<x<8,0<x<24,4<x<6,NO
605,0.06322697099999999,0.24042455,603<x<1205,21<x<39,x<24,1<x<15897,23<x<34,0<x<24,4<x<8,0<x<24,x>6,NO
606,0.288011315,0.300839136,x>1807,x>75,0<x<24,1<x<15897,11<x<23,0<x<24,x>12,0<x<24,0<x<2,NO
607,0.028423247,0.010463378,603<x<1205,39<x<57,0<x<24,1<x<15897,0<x<11,x>73,4<x<8,0<x<24,4<x<6,NO
608,0.119775556,0.00489951,2<x<603,39<x<57,0<x<24,1<x<15897,23<x<34,x<24,x<4,0<x<24,4<x<6,NO
609,0.339647837,0.718473935,2<x<603,x>75,0<x<24,1<x<15897,11<x<23,x>73,8<x<12,0<x<24,0<x<2,YES
610,0.325306795,0.4375,x>1807,39<x<57,0<x<24,1<x<15897,0<x<11,0<x<24,x<4,x>73,x<2,NO
611,0.001890458,0.431051723,603<x<1205,39<x<57,0<x<24,15897<x<31794,0<x<11,0<x<24,4<x<8,0<x<24,x>6,NO
612,0.857044762,0.571108043,603<x<1205,21<x<39,0<x<24,1<x<15897,0<x<11,x>73,4<x<8,0<x<24,4<x<6,NO
613,0.763049917,0.269474638,1205<x<1807,39<x<57,0<x<24,1<x<15897,11<x<23,0<x<24,0<x<4,x<24,2<x<4,NO
614,0.571987146,1.4737979469999998,1205<x<1807,39<x<57,0<x<24,1<x<15897,11<x<23,0<x<24,0<x<4,0<x<24,x<2,NO
615,0.932135729,0.283411686,603<x<1205,21<x<39,0<x<24,1<x<15897,11<x<23,0<x<24,0<x<4,0<x<24,4<x<6,NO
616,0.000428551,0.179975176,x>1807,x<39,0<x<24,1<x<15897,x<11,0<x<24,4<x<8,0<x<24,x>6,NO
617,0.604052535,0.297139683,603<x<1205,21<x<39,0<x<24,1<x<15897,11<x<23,x>73,x>12,0<x<24,x>6,NO
618,0.878880524,0.000301495,2<x<603,x>75,x<24,1<x<15897,23<x<34,0<x<24,4<x<8,x<24,x<2,NO
619,0.276593085,0.238127698,x>1807,21<x<39,x<24,1<x<15897,23<x<34,0<x<24,0<x<4,x<24,x>6,NO
620,0.3713758620000001,0.27887981300000003,2<x<603,x>75,x<24,1<x<15897,0<x<11,0<x<24,4<x<8,0<x<24,2<x<4,NO
621,0.355669745,0.52499494,603<x<1205,21<x<39,0<x<24,1<x<15897,23<x<34,0<x<24,4<x<8,0<x<24,4<x<6,NO
622,0.571987146,0.26991654,x>1807,57<x<75,0<x<24,1<x<15897,0<x<11,0<x<24,0<x<4,x<24,4<x<6,NO
623,0.00077776,0.300174956,1205<x<1807,21<x<39,0<x<24,1<x<15897,23<x<34,0<x<24,4<x<8,0<x<24,x<2,NO
624,0.022135842000000003,0.724784402,x>1807,57<x<75,0<x<24,1<x<15897,0<x<11,0<x<24,4<x<8,0<x<24,x<2,NO
625,0.016777713,0.074155949,603<x<1205,21<x<39,0<x<24,1<x<15897,0<x<11,x<24,4<x<8,x<24,x>6,NO
626,0.004222228,0.281088189,1205<x<1807,57<x<75,0<x<24,1<x<15897,23<x<34,0<x<24,4<x<8,0<x<24,0<x<2,NO
627,0.09514671,0.426229508,x>1807,x>75,0<x<24,1<x<15897,0<x<11,0<x<24,0<x<4,x<24,x>6,NO
628,0.125656665,0.7685208920000001,2<x<603,21<x<39,0<x<24,1<x<15897,23<x<34,0<x<24,0<x<4,0<x<24,0<x<2,YES
629,0.143931853,0.31518720100000003,2<x<603,57<x<75,x>73,1<x<15897,0<x<11,0<x<24,0<x<4,0<x<24,4<x<6,NO
630,0.002288418,0.049700447,603<x<1205,x>75,0<x<24,1<x<15897,0<x<11,0<x<24,8<x<12,0<x<24,x<2,NO
631,0.020957257,0.35125893700000005,x>1807,39<x<57,0<x<24,1<x<15897,0<x<11,0<x<24,4<x<8,0<x<24,2<x<4,NO
632,0.827200631,2.086478612,2<x<603,39<x<57,0<x<24,1<x<15897,11<x<23,0<x<24,4<x<8,x>73,0<x<2,NO
633,0.020074662,0.263151915,603<x<1205,57<x<75,x>73,1<x<15897,0<x<11,x>73,4<x<8,0<x<24,x>6,NO
634,0.86234251,0.393590148,x>1807,39<x<57,x>73,1<x<15897,0<x<11,0<x<24,0<x<4,x<24,4<x<6,NO
635,0.456195677,0.376836435,1205<x<1807,x>75,0<x<24,1<x<15897,23<x<34,x<24,4<x<8,0<x<24,2<x<4,NO
636,0.431904058,0.315171207,x>1807,57<x<75,0<x<24,1<x<15897,0<x<11,0<x<24,4<x<8,x>73,x<2,NO
637,0.049999219,0.006959443,603<x<1205,x>75,0<x<24,1<x<15897,0<x<11,0<x<24,8<x<12,0<x<24,x<2,NO
638,0.951575711,0.479180436,603<x<1205,57<x<75,0<x<24,1<x<15897,11<x<23,x<24,0<x<4,x>73,4<x<6,NO
639,0.020658285,0.001690005,603<x<1205,57<x<75,0<x<24,1<x<15897,0<x<11,0<x<24,x>12,0<x<24,4<x<6,NO
640,0.377915278,0.228380986,x>1807,39<x<57,0<x<24,1<x<15897,23<x<34,0<x<24,x<4,0<x<24,0<x<2,NO
641,0.516420752,0.27491843,2<x<603,x>75,0<x<24,1<x<15897,23<x<34,0<x<24,0<x<4,0<x<24,2<x<4,NO
642,0.361682297,0.257017809,2<x<603,x>75,0<x<24,1<x<15897,0<x<11,0<x<24,4<x<8,x>73,4<x<6,NO
643,0.030173038,1.118220445,2<x<603,21<x<39,0<x<24,1<x<15897,0<x<11,0<x<24,0<x<4,0<x<24,0<x<2,YES
644,0.039016915,0.382146601,2<x<603,57<x<75,0<x<24,1<x<15897,11<x<23,0<x<24,x>12,x>73,x<2,NO
645,0.163037489,0.420180551,x>1807,39<x<57,0<x<24,1<x<15897,11<x<23,x>73,4<x<8,0<x<24,2<x<4,NO
646,0.339503567,0.285156885,603<x<1205,21<x<39,0<x<24,1<x<15897,23<x<34,0<x<24,0<x<4,0<x<24,x>6,NO
647,0.397244161,0.44723563,2<x<603,x>75,0<x<24,1<x<15897,0<x<11,0<x<24,4<x<8,0<x<24,x>6,NO
648,0.009386388,0.035418452,603<x<1205,x>75,0<x<24,1<x<15897,x>34,0<x<24,4<x<8,x>73,x<2,NO
649,0.170103002,0.394460554,603<x<1205,21<x<39,0<x<24,1<x<15897,11<x<23,0<x<24,0<x<4,0<x<24,4<x<6,NO
650,0.07224768200000001,0.353860086,2<x<603,x>75,0<x<24,1<x<15897,x<11,x>73,0<x<4,0<x<24,0<x<2,NO
651,0.503660421,0.043744532,2<x<603,21<x<39,0<x<24,1<x<15897,23<x<34,0<x<24,0<x<4,x<24,2<x<4,NO
652,0.5847176079999999,0.39095856,603<x<1205,x>75,x<24,1<x<15897,0<x<11,x<24,0<x<4,0<x<24,0<x<2,NO
653,0.143427862,3.382196162,603<x<1205,x>75,x<24,1<x<15897,0<x<11,0<x<24,4<x<8,x>73,x>6,NO
654,0.007809418,1.477128143,x>1807,39<x<57,0<x<24,1<x<15897,11<x<23,0<x<24,4<x<8,0<x<24,2<x<4,NO
655,0.132820925,0.237585688,1205<x<1807,57<x<75,0<x<24,1<x<15897,11<x<23,0<x<24,0<x<4,0<x<24,x>6,NO
656,0.21288560000000006,0.152938343,2<x<603,57<x<75,0<x<24,1<x<15897,0<x<11,0<x<24,x>12,0<x<24,x<2,NO
657,0.451376082,0.420642318,1205<x<1807,57<x<75,0<x<24,1<x<15897,11<x<23,x>73,4<x<8,x>73,0<x<2,NO
658,0.03719769,0.123752495,603<x<1205,57<x<75,0<x<24,1<x<15897,0<x<11,0<x<24,4<x<8,0<x<24,x>6,NO
659,0.05786766700000001,800.0,1205<x<1807,21<x<39,0<x<24,1<x<15897,0<x<11,0<x<24,0<x<4,0<x<24,4<x<6,NO
660,0.01099945,0.370253165,603<x<1205,57<x<75,x>73,1<x<15897,0<x<11,x>73,0<x<4,x<24,x>6,NO
661,0.409889289,0.36286645,603<x<1205,x>75,0<x<24,1<x<15897,0<x<11,0<x<24,x<4,0<x<24,x<2,NO
662,0.095994811,0.282883462,x>1807,21<x<39,0<x<24,1<x<15897,23<x<34,x>73,8<x<12,0<x<24,x<2,NO
663,0.118811275,0.08701765300000001,603<x<1205,39<x<57,0<x<24,1<x<15897,0<x<11,x<24,4<x<8,0<x<24,0<x<2,YES
664,0.23063852,0.09963548,x>1807,39<x<57,0<x<24,1<x<15897,11<x<23,0<x<24,4<x<8,0<x<24,0<x<2,NO
665,0.757516147,0.000240096,x>1807,21<x<39,0<x<24,1<x<15897,11<x<23,0<x<24,4<x<8,0<x<24,2<x<4,NO
666,0.049082484,0.401267976,2<x<603,x>75,x<24,1<x<15897,11<x<23,0<x<24,4<x<8,0<x<24,x>6,NO
667,1.026692332,0.176490865,1205<x<1807,57<x<75,0<x<24,1<x<15897,23<x<34,0<x<24,x>12,0<x<24,2<x<4,YES
668,0.223677632,0.188216476,1205<x<1807,39<x<57,0<x<24,1<x<15897,0<x<11,x>73,0<x<4,0<x<24,4<x<6,NO
669,0.745173448,0.5660377360000001,603<x<1205,39<x<57,0<x<24,1<x<15897,0<x<11,0<x<24,4<x<8,x<24,2<x<4,YES
670,0.024240472,0.26296215300000003,2<x<603,39<x<57,x<24,1<x<15897,11<x<23,0<x<24,0<x<4,0<x<24,0<x<2,NO
671,0.962946947,0.011195522,1205<x<1807,39<x<57,0<x<24,1<x<15897,0<x<11,0<x<24,x<4,0<x<24,0<x<2,YES
672,0.050790004000000014,0.4439230770000001,603<x<1205,57<x<75,x>73,1<x<15897,11<x<23,x<24,4<x<8,x>73,2<x<4,NO
673,0.000602723,0.410598234,603<x<1205,x<39,x<24,1<x<15897,23<x<34,0<x<24,0<x<4,0<x<24,0<x<2,NO
674,0.070324183,0.504614675,603<x<1205,39<x<57,0<x<24,1<x<15897,0<x<11,0<x<24,4<x<8,0<x<24,x>6,NO
675,0.018124667,0.014388489,x>1807,x>75,0<x<24,1<x<15897,23<x<34,0<x<24,0<x<4,0<x<24,0<x<2,YES
676,0.239551535,0.216280839,x>1807,39<x<57,0<x<24,1<x<15897,11<x<23,0<x<24,4<x<8,x<24,4<x<6,NO
677,0.138219489,0.090074333,1205<x<1807,21<x<39,0<x<24,1<x<15897,0<x<11,0<x<24,4<x<8,0<x<24,x>6,YES
678,0.005451823000000001,0.14570361099999998,1205<x<1807,21<x<39,x>73,1<x<15897,0<x<11,0<x<24,4<x<8,0<x<24,4<x<6,NO
679,0.019760608,0.472542946,603<x<1205,x>75,0<x<24,1<x<15897,11<x<23,0<x<24,4<x<8,0<x<24,x<2,NO
680,0.033461782,0.180763847,603<x<1205,57<x<75,x>73,1<x<15897,0<x<11,0<x<24,4<x<8,x<24,4<x<6,NO
681,0.96673631,0.319174181,2<x<603,39<x<57,0<x<24,1<x<15897,0<x<11,x>73,0<x<4,0<x<24,4<x<6,NO
682,0.149113358,0.375291634,1205<x<1807,x<39,0<x<24,1<x<15897,11<x<23,0<x<24,0<x<4,0<x<24,x>6,NO
683,0.125656665,0.251769464,603<x<1205,x>75,0<x<24,1<x<15897,11<x<23,0<x<24,4<x<8,0<x<24,0<x<2,YES
684,0.797074218,0.189887119,603<x<1205,57<x<75,0<x<24,1<x<15897,x>34,x<24,8<x<12,0<x<24,x<2,NO
685,0.005333172,0.530306186,603<x<1205,x>75,x<24,1<x<15897,0<x<11,0<x<24,4<x<8,0<x<24,2<x<4,NO
686,0.414240261,0.205927884,x>1807,57<x<75,0<x<24,1<x<15897,23<x<34,0<x<24,0<x<4,0<x<24,0<x<2,NO
687,0.8397926440000001,0.60616581,x>1807,39<x<57,0<x<24,1<x<15897,11<x<23,0<x<24,4<x<8,0<x<24,4<x<6,NO
688,0.460986829,0.26017007600000003,x>1807,x>75,x<24,15897<x<31794,23<x<34,x<24,4<x<8,x>73,4<x<6,NO
689,0.048358886,0.057683967,1205<x<1807,39<x<57,0<x<24,1<x<15897,11<x<23,x>73,4<x<8,0<x<24,2<x<4,NO
690,0.016658432,0.133364098,x>1807,39<x<57,0<x<24,1<x<15897,11<x<23,x>73,x<4,0<x<24,4<x<6,YES
691,0.030829821,0.60616581,x>1807,39<x<57,0<x<24,15897<x<31794,11<x<23,0<x<24,4<x<8,x<24,0<x<2,YES
692,0.630787623,0.33853112700000004,2<x<603,x>75,0<x<24,1<x<15897,11<x<23,x<24,x>12,0<x<24,4<x<6,NO
693,0.162063966,0.296854804,x>1807,39<x<57,0<x<24,1<x<15897,11<x<23,0<x<24,0<x<4,0<x<24,x>6,NO
694,0.054940099000000006,926.5,603<x<1205,57<x<75,0<x<24,1<x<15897,23<x<34,0<x<24,x>12,0<x<24,2<x<4,NO
695,0.028124498,0.648859731,2<x<603,57<x<75,0<x<24,1<x<15897,0<x<11,0<x<24,0<x<4,x>73,4<x<6,NO
696,0.25389671,0.096446701,x>1807,x>75,0<x<24,1<x<15897,11<x<23,0<x<24,4<x<8,0<x<24,0<x<2,NO
697,0.001901275,0.313439924,2<x<603,57<x<75,0<x<24,1<x<15897,23<x<34,x<24,4<x<8,x<24,2<x<4,NO
698,0.26735262600000004,0.280407101,603<x<1205,21<x<39,0<x<24,1<x<15897,x<11,0<x<24,4<x<8,0<x<24,0<x<2,NO
699,0.447466239,0.206479352,2<x<603,21<x<39,0<x<24,1<x<15897,11<x<23,0<x<24,x>12,0<x<24,x>6,NO
700,0.012767644,0.674399608,1205<x<1807,21<x<39,0<x<24,1<x<15897,0<x<11,x<24,4<x<8,0<x<24,4<x<6,NO
701,0.630901661,0.377631696,603<x<1205,57<x<75,x<24,1<x<15897,23<x<34,0<x<24,4<x<8,x<24,2<x<4,NO
702,0.08947834800000001,0.087346025,1205<x<1807,21<x<39,0<x<24,1<x<15897,23<x<34,0<x<24,0<x<4,0<x<24,2<x<4,NO
703,0.786357071,0.281729338,603<x<1205,39<x<57,0<x<24,1<x<15897,23<x<34,x<24,0<x<4,0<x<24,4<x<6,YES
704,0.019391297,0.094795539,x>1807,x>75,0<x<24,1<x<15897,23<x<34,0<x<24,0<x<4,x<24,0<x<2,NO
705,0.152250785,0.429533892,1205<x<1807,57<x<75,0<x<24,1<x<15897,11<x<23,0<x<24,0<x<4,0<x<24,2<x<4,NO
706,0.210442588,0.531929282,2<x<603,x>75,0<x<24,1<x<15897,11<x<23,0<x<24,0<x<4,0<x<24,x>6,NO
707,0.005326455,0.252527295,1205<x<1807,57<x<75,0<x<24,1<x<15897,11<x<23,0<x<24,4<x<8,0<x<24,0<x<2,YES
708,0.08678719,4.340182648,x>1807,x>75,0<x<24,1<x<15897,11<x<23,x>73,x<4,0<x<24,2<x<4,NO
709,0.270617502,0.4412521170000001,2<x<603,21<x<39,0<x<24,1<x<15897,0<x<11,0<x<24,4<x<8,x>73,4<x<6,NO
710,0.085232155,1.110963012,1205<x<1807,39<x<57,0<x<24,1<x<15897,11<x<23,0<x<24,x>12,0<x<24,2<x<4,NO
711,0.389167582,1.471404775,2<x<603,x>75,0<x<24,1<x<15897,x>34,0<x<24,0<x<4,0<x<24,x>6,NO
712,0.016658432,0.036021023,x>1807,57<x<75,0<x<24,1<x<15897,11<x<23,0<x<24,4<x<8,x<24,0<x<2,NO
713,0.037379559,0.943611278,2<x<603,21<x<39,0<x<24,1<x<15897,0<x<11,0<x<24,0<x<4,0<x<24,0<x<2,YES
714,0.7377376390000001,0.5725903210000001,2<x<603,57<x<75,0<x<24,1<x<15897,0<x<11,x<24,4<x<8,x>73,0<x<2,YES
715,0.116188171,0.263558516,x>1807,57<x<75,0<x<24,1<x<15897,11<x<23,0<x<24,0<x<4,0<x<24,x<2,NO
716,0.116676791,0.002465931,x>1807,57<x<75,0<x<24,1<x<15897,23<x<34,x>73,0<x<4,0<x<24,2<x<4,NO
717,0.108532462,0.075630252,x>1807,39<x<57,0<x<24,1<x<15897,23<x<34,0<x<24,0<x<4,x<24,x<2,NO
718,0.160558857,0.251558255,1205<x<1807,21<x<39,0<x<24,1<x<15897,23<x<34,0<x<24,8<x<12,0<x<24,4<x<6,NO
719,1.025987006,0.914452555,2<x<603,39<x<57,0<x<24,1<x<15897,0<x<11,0<x<24,0<x<4,0<x<24,x>6,NO
720,0.506995336,0.117432215,x>1807,21<x<39,x<24,1<x<15897,11<x<23,0<x<24,4<x<8,x<24,2<x<4,NO
721,0.017509173,2221.5,2<x<603,39<x<57,0<x<24,1<x<15897,23<x<34,0<x<24,4<x<8,x>73,0<x<2,NO
722,0.180972181,0.323067693,1205<x<1807,57<x<75,0<x<24,1<x<15897,11<x<23,0<x<24,8<x<12,0<x<24,4<x<6,NO
723,0.496388581,0.7556881759999999,2<x<603,57<x<75,0<x<24,1<x<15897,11<x<23,0<x<24,8<x<12,x>73,x<2,NO
724,0.8960348459999999,0.515793683,603<x<1205,21<x<39,0<x<24,1<x<15897,23<x<34,x<24,4<x<8,0<x<24,2<x<4,NO
725,0.750873672,0.047400612,2<x<603,21<x<39,0<x<24,1<x<15897,0<x<11,0<x<24,0<x<4,x>73,x>6,NO
726,0.004054739,0.52409692,2<x<603,21<x<39,0<x<24,1<x<15897,0<x<11,x>73,4<x<8,0<x<24,x>6,NO
727,0.003735788,1.579545455,2<x<603,21<x<39,0<x<24,1<x<15897,23<x<34,0<x<24,4<x<8,0<x<24,0<x<2,YES
728,0.046740048,0.264227981,2<x<603,57<x<75,x<24,1<x<15897,x<11,0<x<24,x<4,0<x<24,4<x<6,NO
729,0.02389662,0.16069592,2<x<603,57<x<75,0<x<24,1<x<15897,23<x<34,x>73,8<x<12,0<x<24,2<x<4,YES
730,0.82644118,0.306101912,x>1807,x>75,0<x<24,1<x<15897,23<x<34,x>73,0<x<4,x>73,x<2,NO
731,0.547124146,0.679738562,2<x<603,39<x<57,x>73,1<x<15897,23<x<34,0<x<24,4<x<8,0<x<24,4<x<6,NO
732,0.853239735,1.862758161,1205<x<1807,x>75,0<x<24,1<x<15897,23<x<34,x>73,4<x<8,x>73,x>6,NO
733,0.019656581,0.384359401,2<x<603,57<x<75,x>73,1<x<15897,0<x<11,0<x<24,x<4,x>73,4<x<6,NO
734,0.080634898,0.042383047,1205<x<1807,57<x<75,0<x<24,1<x<15897,11<x<23,0<x<24,x>12,0<x<24,x>6,NO
735,0.032128341,0.316416365,2<x<603,x>75,x<24,1<x<15897,0<x<11,x<24,4<x<8,0<x<24,0<x<2,NO
736,0.450885201,0.36775483,2<x<603,x>75,x>73,1<x<15897,23<x<34,x>73,x>12,0<x<24,2<x<4,NO
737,0.017508178,0.524502525,603<x<1205,57<x<75,x<24,1<x<15897,23<x<34,0<x<24,0<x<4,0<x<24,x>6,NO
738,0.10835629,0.214688239,1205<x<1807,39<x<57,0<x<24,1<x<15897,11<x<23,0<x<24,x>12,0<x<24,2<x<4,NO
739,0.991502124,0.090341011,603<x<1205,21<x<39,0<x<24,1<x<15897,0<x<11,0<x<24,0<x<4,0<x<24,x>6,NO
740,0.010186243,0.10821382,1205<x<1807,21<x<39,0<x<24,1<x<15897,0<x<11,x<24,8<x<12,0<x<24,0<x<2,NO
741,0.84490946,0.270448637,x>1807,39<x<57,0<x<24,1<x<15897,11<x<23,0<x<24,x<4,0<x<24,4<x<6,NO
742,0.011629342,0.46662153,x>1807,x>75,0<x<24,1<x<15897,x>34,0<x<24,4<x<8,x<24,x>6,NO
743,0.696495633,0.334245422,x>1807,39<x<57,0<x<24,1<x<15897,0<x<11,0<x<24,x<4,0<x<24,4<x<6,NO
744,0.466768944,1.083273338,x>1807,39<x<57,0<x<24,1<x<15897,11<x<23,0<x<24,8<x<12,0<x<24,2<x<4,NO
745,0.089225616,0.197565025,x>1807,39<x<57,0<x<24,1<x<15897,11<x<23,0<x<24,4<x<8,0<x<24,4<x<6,NO
746,0.418715107,0.701766078,1205<x<1807,21<x<39,0<x<24,1<x<15897,0<x<11,0<x<24,4<x<8,0<x<24,2<x<4,NO
747,0.918342055,0.332891749,x>1807,21<x<39,0<x<24,1<x<15897,0<x<11,0<x<24,0<x<4,x>73,0<x<2,NO
748,0.198673754,0.192690243,2<x<603,57<x<75,0<x<24,1<x<15897,0<x<11,x>73,4<x<8,0<x<24,2<x<4,NO
749,0.355669745,0.211071821,603<x<1205,21<x<39,0<x<24,1<x<15897,0<x<11,x<24,4<x<8,x<24,x>6,NO
750,0.004253668,0.298354075,1205<x<1807,21<x<39,0<x<24,1<x<15897,x>34,x<24,x<4,0<x<24,x>6,NO
751,0.037849716,0.225741941,603<x<1205,57<x<75,0<x<24,1<x<15897,0<x<11,0<x<24,4<x<8,0<x<24,4<x<6,NO
752,0.07372713,0.418121994,603<x<1205,x>75,0<x<24,1<x<15897,x>34,x<24,4<x<8,0<x<24,0<x<2,NO
753,0.5262016620000001,0.157212981,603<x<1205,21<x<39,0<x<24,1<x<15897,11<x<23,0<x<24,0<x<4,x>73,4<x<6,NO
754,0.138793584,0.53152876,603<x<1205,21<x<39,x>73,1<x<15897,23<x<34,0<x<24,0<x<4,0<x<24,x>6,NO
755,0.119460647,0.082448854,1205<x<1807,39<x<57,0<x<24,1<x<15897,23<x<34,0<x<24,0<x<4,0<x<24,4<x<6,NO
756,0.399946674,0.388320836,2<x<603,57<x<75,0<x<24,1<x<15897,23<x<34,x<24,4<x<8,x<24,0<x<2,NO
757,0.019139302,0.691921005,2<x<603,x>75,0<x<24,1<x<15897,11<x<23,x<24,4<x<8,0<x<24,2<x<4,NO
758,0.420629115,0.00829363,1205<x<1807,57<x<75,0<x<24,1<x<15897,23<x<34,x<24,4<x<8,0<x<24,4<x<6,NO
759,0.021418674,0.6857035509999999,2<x<603,21<x<39,0<x<24,1<x<15897,x>34,0<x<24,4<x<8,0<x<24,0<x<2,YES
760,0.054497069,0.363573148,1205<x<1807,39<x<57,0<x<24,1<x<15897,11<x<23,0<x<24,4<x<8,0<x<24,2<x<4,NO
761,0.371644487,0.138238573,603<x<1205,21<x<39,0<x<24,1<x<15897,11<x<23,x<24,4<x<8,0<x<24,2<x<4,NO
762,0.115428519,0.24042455,x>1807,21<x<39,x<24,15897<x<31794,23<x<34,0<x<24,4<x<8,0<x<24,0<x<2,YES
763,0.213011391,0.715381932,603<x<1205,x>75,0<x<24,1<x<15897,x<11,0<x<24,x>12,0<x<24,x<2,NO
764,0.510293034,0.526684164,x>1807,x<39,x<24,1<x<15897,x<11,0<x<24,4<x<8,x>73,2<x<4,NO
765,0.016861692,0.226213976,1205<x<1807,57<x<75,0<x<24,1<x<15897,11<x<23,x>73,x>12,x<24,0<x<2,NO
766,0.236951515,0.358101135,1205<x<1807,21<x<39,x<24,1<x<15897,23<x<34,0<x<24,0<x<4,0<x<24,x>6,NO
767,0.002288418,0.277165033,2<x<603,21<x<39,x<24,1<x<15897,0<x<11,0<x<24,0<x<4,x<24,x<2,NO
768,0.216826619,0.051726629,2<x<603,57<x<75,0<x<24,1<x<15897,11<x<23,0<x<24,0<x<4,x<24,x>6,NO
769,0.216826619,0.303270725,1205<x<1807,x>75,0<x<24,1<x<15897,11<x<23,x>73,0<x<4,0<x<24,4<x<6,NO
770,0.034247393,0.3727872270000001,1205<x<1807,39<x<57,0<x<24,1<x<15897,11<x<23,0<x<24,4<x<8,0<x<24,0<x<2,NO
771,0.068335151,0.423549278,1205<x<1807,21<x<39,x>73,1<x<15897,23<x<34,0<x<24,8<x<12,0<x<24,0<x<2,NO
772,0.183316667,0.540983607,603<x<1205,39<x<57,x<24,1<x<15897,23<x<34,0<x<24,0<x<4,x>73,x>6,NO
773,0.757516147,0.182833217,1205<x<1807,57<x<75,0<x<24,1<x<15897,23<x<34,0<x<24,0<x<4,0<x<24,0<x<2,YES
774,0.081286569,0.723310676,1205<x<1807,x>75,0<x<24,1<x<15897,11<x<23,0<x<24,0<x<4,x>73,4<x<6,NO
775,0.15167492400000002,0.384074741,2<x<603,57<x<75,0<x<24,1<x<15897,11<x<23,0<x<24,4<x<8,0<x<24,0<x<2,NO
776,1143.0,0.7372959090000001,2<x<603,39<x<57,0<x<24,1<x<15897,23<x<34,0<x<24,x>12,0<x<24,0<x<2,YES
777,0.105844684,0.391427671,2<x<603,57<x<75,0<x<24,1<x<15897,0<x<11,x<24,0<x<4,0<x<24,2<x<4,NO
778,0.101810554,0.785229953,1205<x<1807,57<x<75,0<x<24,1<x<15897,23<x<34,0<x<24,4<x<8,0<x<24,x<2,NO
779,0.120733881,0.563852484,2<x<603,39<x<57,x>73,1<x<15897,23<x<34,0<x<24,0<x<4,0<x<24,2<x<4,NO
780,0.6278580979999999,0.011195522,2<x<603,39<x<57,0<x<24,1<x<15897,11<x<23,x>73,8<x<12,0<x<24,x>6,NO
781,0.6224377560000001,0.249968754,1205<x<1807,39<x<57,0<x<24,1<x<15897,0<x<11,0<x<24,0<x<4,0<x<24,4<x<6,NO
782,0.006838698000000001,0.1828594,x>1807,57<x<75,0<x<24,1<x<15897,23<x<34,0<x<24,4<x<8,x<24,4<x<6,NO
783,0.6964116709999999,0.001998002,2<x<603,39<x<57,0<x<24,1<x<15897,0<x<11,x>73,4<x<8,x>73,4<x<6,NO
784,1.016598893,0.480082158,x>1807,21<x<39,0<x<24,1<x<15897,11<x<23,x<24,4<x<8,0<x<24,2<x<4,NO
