id,workclass,education,relationship,race,sex,native_country,age,fnlwgt,education_num,hours_per_week,class
657, Self_emp_inc, HS_grad, Unmarried, Asian_Pac_Islander, Female, Haiti,53<x<71,274186<x<527198,8<x<12,1<x<25,LOW
658, Federal_gov, HS_grad, Unmarried, White, Male, Haiti,17<x<35,21174<x<274186,x>12,50<x<74,LOW
659, Federal_gov, 1st_4th, Other_relative, Other, Male, Haiti,53<x<71,21174<x<274186,x>12,x>74,LOW
660, State_gov, 5th_6th, Husband, Amer_Indian_Eskimo, Male, France,35<x<53,274186<x<527198,x>12,25<x<50,HIGH
661, State_gov, Doctorate, Husband, White, Female, United_States,17<x<35,21174<x<274186,4<x<8,25<x<50,LOW
662, Federal_gov, 7th_8th, Not_in_family, Other, Male, Mexico,53<x<71,21174<x<274186,4<x<8,25<x<50,LOW
663, Federal_gov, Preschool, Wife, Other, Male, Haiti,53<x<71,21174<x<274186,x>12,1<x<25,LOW
664, Federal_gov, Doctorate, Husband, Amer_Indian_Eskimo, Female, India,53<x<71,274186<x<527198,x>12,1<x<25,LOW
665, State_gov, 9th, Not_in_family, Amer_Indian_Eskimo, Female, Haiti,35<x<53,21174<x<274186,1<x<4,x>74,LOW
666, Federal_gov, HS_grad, Own_child, Other, Female, Yugoslavia,53<x<71,21174<x<274186,8<x<12,50<x<74,LOW
667, Local_gov, HS_grad, Not_in_family, White, Female, Cambodia,35<x<53,21174<x<274186,1<x<4,1<x<25,LOW
668, Federal_gov, Bachelors, Wife, Other, Female, Dominican_Republic,53<x<71,21174<x<274186,x>12,1<x<25,LOW
669, State_gov, 11th, Own_child, Asian_Pac_Islander, Male, Germany,53<x<71,21174<x<274186,1<x<4,1<x<25,LOW
670, Self_emp_not_inc, Bachelors, Own_child, Other, Male, Honduras,35<x<53,21174<x<274186,8<x<12,x<25,LOW
671, State_gov, 10th, Own_child, White, Male, Philippines,53<x<71,274186<x<527198,8<x<12,1<x<25,LOW
672, Federal_gov, Assoc_voc, Unmarried, Asian_Pac_Islander, Male, Taiwan,35<x<53,21174<x<274186,x>12,25<x<50,HIGH
673, State_gov, 12th, Not_in_family, Other, Male, Mexico,53<x<71,21174<x<274186,4<x<8,1<x<25,LOW
674, Federal_gov, Doctorate, Unmarried, Black, Male, England,53<x<71,21174<x<274186,1<x<4,x>74,LOW
675, State_gov, Some_college, Wife, Other, Male, Poland,17<x<35,21174<x<274186,4<x<8,1<x<25,LOW
676, Private, Doctorate, Husband, White, Male, India,x>71,21174<x<274186,1<x<4,25<x<50,LOW
677, Local_gov, Doctorate, Wife, White, Male, Iran,35<x<53,21174<x<274186,4<x<8,1<x<25,LOW
678, Local_gov, Bachelors, Other_relative, Asian_Pac_Islander, Male, India,17<x<35,274186<x<527198,8<x<12,25<x<50,LOW
679, Local_gov, Assoc_acdm, Husband, Black, Female, Italy,35<x<53,21174<x<274186,1<x<4,1<x<25,LOW
680, Self_emp_not_inc, 1st_4th, Unmarried, Black, Female, Germany,35<x<53,21174<x<274186,8<x<12,25<x<50,LOW
681, Self_emp_not_inc, Some_college, Unmarried, Amer_Indian_Eskimo, Male, Cuba,x<35,21174<x<274186,8<x<12,25<x<50,LOW
682, State_gov, Assoc_voc, Husband, White, Male, France,53<x<71,21174<x<274186,8<x<12,1<x<25,LOW
683, Self_emp_inc, 12th, Other_relative, Amer_Indian_Eskimo, Female, Thailand,35<x<53,21174<x<274186,4<x<8,50<x<74,LOW
684, Self_emp_not_inc, 7th_8th, Own_child, Black, Female, Laos,53<x<71,21174<x<274186,x<4,25<x<50,LOW
685, Federal_gov, 12th, Wife, Amer_Indian_Eskimo, Female, Taiwan,35<x<53,21174<x<274186,x<4,50<x<74,LOW
686, Federal_gov, Preschool, Husband, Asian_Pac_Islander, Female, Portugal,35<x<53,21174<x<274186,x>12,1<x<25,LOW
687, Self_emp_not_inc, Assoc_acdm, Other_relative, Amer_Indian_Eskimo, Female, Japan,x>71,21174<x<274186,x>12,x>74,LOW
688, Local_gov, 5th_6th, Own_child, White, Female, Yugoslavia,x>71,274186<x<527198,1<x<4,1<x<25,LOW
689, Self_emp_inc, 9th, Unmarried, Asian_Pac_Islander, Female, Taiwan,35<x<53,21174<x<274186,4<x<8,1<x<25,LOW
690, Private, 12th, Own_child, Other, Male, England,53<x<71,21174<x<274186,8<x<12,50<x<74,LOW
691, Federal_gov, Prof_school, Other_relative, White, Male, South,17<x<35,21174<x<274186,4<x<8,25<x<50,LOW
692, State_gov, Some_college, Own_child, White, Female, Dominican_Republic,17<x<35,274186<x<527198,x>12,25<x<50,LOW
693, Local_gov, Doctorate, Not_in_family, Amer_Indian_Eskimo, Female, Jamaica,17<x<35,21174<x<274186,4<x<8,1<x<25,LOW
694, Local_gov, Prof_school, Unmarried, White, Female, Taiwan,17<x<35,21174<x<274186,x<4,25<x<50,LOW
695, Self_emp_not_inc, Bachelors, Husband, Black, Male, Cambodia,53<x<71,21174<x<274186,1<x<4,25<x<50,LOW
696, Self_emp_not_inc, Prof_school, Husband, White, Male, Cambodia,x<35,274186<x<527198,8<x<12,1<x<25,LOW
697, Self_emp_inc, Bachelors, Own_child, White, Male, Yugoslavia,17<x<35,21174<x<274186,8<x<12,1<x<25,LOW
698, Local_gov, Doctorate, Not_in_family, Asian_Pac_Islander, Male, Germany,17<x<35,21174<x<274186,x>12,1<x<25,LOW
699, Self_emp_not_inc, Prof_school, Husband, Other, Male, Taiwan,x>71,21174<x<274186,x>12,25<x<50,HIGH
700, Federal_gov, 11th, Unmarried, White, Male, Portugal,53<x<71,21174<x<274186,4<x<8,x<25,LOW
701, Federal_gov, HS_grad, Husband, Black, Male, Portugal,35<x<53,21174<x<274186,8<x<12,1<x<25,LOW
702, Self_emp_inc, Prof_school, Wife, Other, Male, India,x>71,274186<x<527198,8<x<12,1<x<25,LOW
703, State_gov, Assoc_acdm, Other_relative, Other, Female, China,35<x<53,274186<x<527198,4<x<8,25<x<50,LOW
704, State_gov, Assoc_voc, Not_in_family, White, Male, Yugoslavia,53<x<71,21174<x<274186,4<x<8,25<x<50,LOW
705, Local_gov, Prof_school, Other_relative, Black, Male, Philippines,17<x<35,21174<x<274186,1<x<4,1<x<25,LOW
706, Self_emp_not_inc, Masters, Other_relative, White, Male, Japan,x>71,21174<x<274186,x>12,25<x<50,LOW
707, State_gov, Bachelors, Own_child, White, Male, Puerto_Rico,53<x<71,21174<x<274186,4<x<8,50<x<74,LOW
708, Local_gov, Masters, Unmarried, Black, Female, Portugal,x>71,21174<x<274186,8<x<12,50<x<74,LOW
709, Federal_gov, 5th_6th, Own_child, Black, Female, Puerto_Rico,53<x<71,21174<x<274186,x>12,50<x<74,HIGH
710, Self_emp_inc, HS_grad, Own_child, Amer_Indian_Eskimo, Female, Honduras,17<x<35,21174<x<274186,4<x<8,25<x<50,LOW
711, Self_emp_not_inc, HS_grad, Unmarried, Amer_Indian_Eskimo, Male, Dominican_Republic,17<x<35,21174<x<274186,4<x<8,1<x<25,LOW
712, Self_emp_inc, 12th, Wife, Other, Female, Ecuador,35<x<53,21174<x<274186,1<x<4,25<x<50,LOW
713, State_gov, 1st_4th, Other_relative, Asian_Pac_Islander, Female, Portugal,35<x<53,21174<x<274186,x<4,25<x<50,LOW
714, Self_emp_inc, Some_college, Other_relative, Asian_Pac_Islander, Male, Iran,53<x<71,21174<x<274186,x>12,1<x<25,LOW
715, Self_emp_not_inc, 10th, Other_relative, Black, Female, Italy,x<35,21174<x<274186,8<x<12,25<x<50,LOW
716, Federal_gov, Some_college, Not_in_family, Amer_Indian_Eskimo, Male, China,17<x<35,274186<x<527198,x>12,1<x<25,LOW
717, Federal_gov, 1st_4th, Own_child, Amer_Indian_Eskimo, Female, Iran,35<x<53,21174<x<274186,4<x<8,1<x<25,LOW
718, Private, 5th_6th, Own_child, White, Male, Thailand,17<x<35,21174<x<274186,x>12,1<x<25,LOW
719, Federal_gov, HS_grad, Wife, Other, Male, Thailand,17<x<35,21174<x<274186,4<x<8,1<x<25,LOW
720, Private, HS_grad, Not_in_family, Black, Male, Mexico,53<x<71,21174<x<274186,4<x<8,50<x<74,LOW
721, Self_emp_inc, Some_college, Unmarried, Black, Male, Cambodia,53<x<71,274186<x<527198,x>12,25<x<50,LOW
722, State_gov, Masters, Wife, Asian_Pac_Islander, Female, Japan,35<x<53,21174<x<274186,4<x<8,50<x<74,LOW
723, Self_emp_not_inc, 7th_8th, Unmarried, Asian_Pac_Islander, Female, Honduras,35<x<53,21174<x<274186,1<x<4,x>74,LOW
724, Local_gov, Assoc_acdm, Unmarried, Asian_Pac_Islander, Female, China,x>71,21174<x<274186,4<x<8,25<x<50,LOW
725, Self_emp_not_inc, 9th, Husband, Asian_Pac_Islander, Female, Puerto_Rico,35<x<53,21174<x<274186,8<x<12,1<x<25,LOW
726, Local_gov, 1st_4th, Unmarried, White, Male, Philippines,35<x<53,21174<x<274186,4<x<8,1<x<25,LOW
727, State_gov, 7th_8th, Not_in_family, Amer_Indian_Eskimo, Male, England,53<x<71,21174<x<274186,1<x<4,1<x<25,LOW
728, Private, Doctorate, Not_in_family, Other, Male, Philippines,17<x<35,21174<x<274186,x<4,1<x<25,LOW
729, Self_emp_inc, 7th_8th, Unmarried, Asian_Pac_Islander, Female, Puerto_Rico,17<x<35,21174<x<274186,x<4,25<x<50,LOW
730, State_gov, Prof_school, Unmarried, Other, Male, Iran,35<x<53,21174<x<274186,1<x<4,1<x<25,LOW
731, Self_emp_not_inc, Doctorate, Unmarried, Other, Male, Thailand,17<x<35,21174<x<274186,8<x<12,1<x<25,LOW
732, Self_emp_not_inc, Some_college, Unmarried, White, Female, Thailand,17<x<35,21174<x<274186,8<x<12,50<x<74,LOW
733, Self_emp_inc, 7th_8th, Own_child, Black, Female, Mexico,17<x<35,21174<x<274186,x>12,1<x<25,LOW
734, Local_gov, 9th, Other_relative, Asian_Pac_Islander, Male, Mexico,53<x<71,21174<x<274186,x>12,25<x<50,LOW
735, Self_emp_not_inc, Doctorate, Not_in_family, Amer_Indian_Eskimo, Male, Mexico,35<x<53,21174<x<274186,1<x<4,25<x<50,LOW
736, Federal_gov, Bachelors, Other_relative, Asian_Pac_Islander, Male, Cambodia,17<x<35,21174<x<274186,8<x<12,50<x<74,LOW
737, Private, Bachelors, Wife, Other, Male, India,x>71,274186<x<527198,1<x<4,1<x<25,LOW
738, State_gov, Bachelors, Husband, Black, Female, United_States,53<x<71,21174<x<274186,x>12,25<x<50,HIGH
739, Self_emp_not_inc, 10th, Husband, Amer_Indian_Eskimo, Female, Philippines,35<x<53,274186<x<527198,8<x<12,1<x<25,LOW
740, Local_gov, Prof_school, Husband, Black, Female, Puerto_Rico,x>71,21174<x<274186,x>12,50<x<74,HIGH
741, State_gov, Assoc_voc, Own_child, Amer_Indian_Eskimo, Female, El_Salvador,53<x<71,21174<x<274186,1<x<4,1<x<25,LOW
742, Federal_gov, Some_college, Wife, Black, Male, Thailand,35<x<53,21174<x<274186,4<x<8,50<x<74,LOW
743, Federal_gov, Masters, Own_child, White, Male, Laos,x>71,21174<x<274186,8<x<12,1<x<25,LOW
744, Federal_gov, 1st_4th, Wife, Other, Male, France,x>71,21174<x<274186,8<x<12,x<25,LOW
745, Self_emp_inc, Doctorate, Husband, Other, Male, Canada,53<x<71,21174<x<274186,x>12,25<x<50,HIGH
746, State_gov, Some_college, Wife, White, Male, Philippines,17<x<35,274186<x<527198,4<x<8,1<x<25,LOW
747, Federal_gov, 11th, Unmarried, Asian_Pac_Islander, Male, Japan,35<x<53,21174<x<274186,x>12,1<x<25,LOW
748, Federal_gov, Doctorate, Own_child, Amer_Indian_Eskimo, Female, Guatemala,35<x<53,21174<x<274186,x>12,25<x<50,HIGH
749, Local_gov, Assoc_voc, Unmarried, Amer_Indian_Eskimo, Female, Laos,53<x<71,21174<x<274186,x<4,1<x<25,LOW
750, State_gov, 11th, Wife, White, Female, Laos,17<x<35,274186<x<527198,x>12,25<x<50,LOW
751, Self_emp_not_inc, Preschool, Own_child, White, Male, Columbia,17<x<35,21174<x<274186,8<x<12,1<x<25,LOW
752, Self_emp_inc, Assoc_voc, Unmarried, Black, Male, Thailand,53<x<71,21174<x<274186,4<x<8,25<x<50,LOW
753, Federal_gov, 12th, Not_in_family, Asian_Pac_Islander, Male, Honduras,x>71,21174<x<274186,4<x<8,50<x<74,LOW
754, Private, Masters, Not_in_family, Other, Female, Cambodia,53<x<71,21174<x<274186,x>12,1<x<25,LOW
755, Self_emp_not_inc, Some_college, Other_relative, Black, Male, Cambodia,53<x<71,274186<x<527198,4<x<8,1<x<25,LOW
756, Self_emp_not_inc, 7th_8th, Husband, Black, Female, Honduras,17<x<35,21174<x<274186,x<4,25<x<50,LOW
757, Private, 5th_6th, Wife, Other, Male, Laos,35<x<53,274186<x<527198,4<x<8,1<x<25,LOW
758, Self_emp_not_inc, 11th, Wife, Asian_Pac_Islander, Male, Philippines,x<35,21174<x<274186,8<x<12,25<x<50,LOW
759, Local_gov, Assoc_acdm, Other_relative, Other, Male, Cambodia,53<x<71,21174<x<274186,4<x<8,25<x<50,LOW
760, Local_gov, Masters, Other_relative, Black, Male, Jamaica,35<x<53,21174<x<274186,8<x<12,x>74,LOW
761, Self_emp_not_inc, 9th, Not_in_family, Black, Female, Cambodia,35<x<53,21174<x<274186,x>12,50<x<74,LOW
762, Local_gov, 1st_4th, Wife, Other, Female, Puerto_Rico,53<x<71,21174<x<274186,8<x<12,1<x<25,LOW
763, Federal_gov, Prof_school, Own_child, Other, Female, Canada,x>71,21174<x<274186,x>12,25<x<50,LOW
764, Federal_gov, 10th, Own_child, Asian_Pac_Islander, Female, Ecuador,53<x<71,21174<x<274186,4<x<8,25<x<50,LOW
765, Self_emp_inc, 11th, Other_relative, Asian_Pac_Islander, Male, China,35<x<53,21174<x<274186,4<x<8,1<x<25,LOW
766, Self_emp_inc, HS_grad, Other_relative, Asian_Pac_Islander, Female, Dominican_Republic,17<x<35,21174<x<274186,4<x<8,25<x<50,LOW
767, Self_emp_inc, Bachelors, Wife, Amer_Indian_Eskimo, Female, Haiti,53<x<71,21174<x<274186,x>12,1<x<25,LOW
768, Federal_gov, Doctorate, Wife, Asian_Pac_Islander, Female, Honduras,35<x<53,21174<x<274186,8<x<12,25<x<50,LOW
769, Private, Prof_school, Not_in_family, Amer_Indian_Eskimo, Female, Thailand,53<x<71,21174<x<274186,x>12,25<x<50,HIGH
770, Federal_gov, 12th, Other_relative, Other, Male, England,53<x<71,21174<x<274186,8<x<12,1<x<25,LOW
771, Local_gov, 12th, Unmarried, Black, Female, India,17<x<35,21174<x<274186,1<x<4,1<x<25,LOW
772, Private, 12th, Other_relative, Black, Male, Jamaica,35<x<53,274186<x<527198,8<x<12,25<x<50,LOW
773, State_gov, Doctorate, Own_child, Other, Male, Laos,53<x<71,21174<x<274186,4<x<8,25<x<50,LOW
774, Federal_gov, 9th, Unmarried, Black, Male, Guatemala,17<x<35,21174<x<274186,4<x<8,50<x<74,LOW
775, Self_emp_inc, Prof_school, Own_child, White, Male, Poland,35<x<53,21174<x<274186,x>12,50<x<74,LOW
776, Private, 11th, Husband, Asian_Pac_Islander, Male, Japan,35<x<53,21174<x<274186,x>12,25<x<50,LOW
777, State_gov, 12th, Own_child, White, Female, Yugoslavia,35<x<53,21174<x<274186,4<x<8,25<x<50,LOW
778, Self_emp_not_inc, 1st_4th, Wife, Other, Female, Cuba,17<x<35,21174<x<274186,x>12,1<x<25,LOW
779, Local_gov, 10th, Wife, Other, Male, Cambodia,x>71,21174<x<274186,1<x<4,25<x<50,LOW
780, Local_gov, HS_grad, Husband, White, Male, Ecuador,17<x<35,21174<x<274186,1<x<4,50<x<74,LOW
781, Federal_gov, Assoc_acdm, Not_in_family, Amer_Indian_Eskimo, Female, Haiti,35<x<53,21174<x<274186,8<x<12,50<x<74,LOW
782, Self_emp_inc, 12th, Wife, Other, Male, Philippines,35<x<53,21174<x<274186,8<x<12,50<x<74,LOW
783, State_gov, 1st_4th, Own_child, Amer_Indian_Eskimo, Male, Canada,17<x<35,21174<x<274186,4<x<8,1<x<25,LOW
784, Self_emp_not_inc, 7th_8th, Other_relative, Other, Male, Laos,x>71,21174<x<274186,x<4,25<x<50,LOW
785, State_gov, Masters, Other_relative, Black, Male, Canada,53<x<71,21174<x<274186,8<x<12,1<x<25,LOW
786, Federal_gov, HS_grad, Other_relative, White, Female, France,53<x<71,21174<x<274186,x>12,25<x<50,HIGH
787, Local_gov, 9th, Husband, Asian_Pac_Islander, Male, Taiwan,x>71,21174<x<274186,x>12,25<x<50,HIGH
788, Local_gov, Preschool, Unmarried, White, Female, England,35<x<53,21174<x<274186,1<x<4,1<x<25,LOW
789, Self_emp_not_inc, 11th, Unmarried, Amer_Indian_Eskimo, Female, Dominican_Republic,17<x<35,21174<x<274186,4<x<8,1<x<25,LOW
790, Self_emp_inc, Preschool, Unmarried, Asian_Pac_Islander, Male, Germany,53<x<71,274186<x<527198,1<x<4,25<x<50,LOW
791, Self_emp_not_inc, Bachelors, Other_relative, Amer_Indian_Eskimo, Male, Honduras,53<x<71,21174<x<274186,x>12,25<x<50,LOW
792, Self_emp_not_inc, Bachelors, Wife, Amer_Indian_Eskimo, Male, Ecuador,35<x<53,21174<x<274186,x>12,1<x<25,LOW
793, Private, 7th_8th, Own_child, Black, Female, Japan,35<x<53,21174<x<274186,4<x<8,1<x<25,LOW
794, Federal_gov, 5th_6th, Wife, Black, Male, Puerto_Rico,35<x<53,21174<x<274186,x<4,1<x<25,LOW
795, Self_emp_not_inc, Preschool, Wife, Other, Female, Germany,35<x<53,21174<x<274186,1<x<4,1<x<25,LOW
796, Local_gov, Prof_school, Wife, Other, Male, Honduras,x>71,21174<x<274186,4<x<8,25<x<50,LOW
797, Private, 7th_8th, Wife, Other, Female, Thailand,53<x<71,21174<x<274186,8<x<12,25<x<50,LOW
798, Federal_gov, 1st_4th, Not_in_family, Amer_Indian_Eskimo, Male, Philippines,53<x<71,21174<x<274186,1<x<4,25<x<50,LOW
799, Self_emp_not_inc, 9th, Wife, Other, Male, Ecuador,35<x<53,274186<x<527198,8<x<12,1<x<25,LOW
800, Private, Bachelors, Wife, White, Male, Philippines,17<x<35,21174<x<274186,1<x<4,25<x<50,HIGH
801, Self_emp_inc, Masters, Unmarried, White, Male, Thailand,35<x<53,21174<x<274186,x>12,25<x<50,LOW
802, Private, HS_grad, Own_child, Black, Female, South,35<x<53,21174<x<274186,4<x<8,x>74,LOW
803, Self_emp_not_inc, 9th, Wife, Other, Male, Dominican_Republic,35<x<53,274186<x<527198,8<x<12,x>74,LOW
804, Self_emp_inc, Some_college, Wife, Amer_Indian_Eskimo, Male, Canada,35<x<53,21174<x<274186,4<x<8,25<x<50,LOW
805, Local_gov, 11th, Wife, Other, Female, Mexico,x>71,21174<x<274186,8<x<12,25<x<50,LOW
806, Local_gov, 10th, Other_relative, Amer_Indian_Eskimo, Female, South,17<x<35,21174<x<274186,4<x<8,1<x<25,LOW
807, Federal_gov, Preschool, Husband, Other, Male, Dominican_Republic,x>71,21174<x<274186,8<x<12,1<x<25,LOW
808, Private, Masters, Husband, Black, Female, India,x>71,274186<x<527198,x>12,50<x<74,HIGH
809, Federal_gov, 7th_8th, Unmarried, Black, Male, Japan,35<x<53,21174<x<274186,4<x<8,1<x<25,LOW
810, Self_emp_not_inc, 11th, Other_relative, Asian_Pac_Islander, Female, Yugoslavia,x<35,21174<x<274186,1<x<4,50<x<74,LOW
811, Self_emp_not_inc, Prof_school, Own_child, White, Male, Iran,35<x<53,21174<x<274186,x>12,25<x<50,LOW
812, Self_emp_inc, HS_grad, Own_child, Black, Male, China,17<x<35,21174<x<274186,8<x<12,25<x<50,LOW
813, Local_gov, Assoc_voc, Own_child, Amer_Indian_Eskimo, Female, Yugoslavia,35<x<53,21174<x<274186,8<x<12,25<x<50,LOW
814, Self_emp_inc, 10th, Husband, Amer_Indian_Eskimo, Female, Germany,x>71,21174<x<274186,x<4,1<x<25,LOW
815, Local_gov, Assoc_voc, Own_child, Asian_Pac_Islander, Female, Laos,35<x<53,21174<x<274186,1<x<4,50<x<74,LOW
816, Private, HS_grad, Husband, Other, Male, Haiti,x>71,21174<x<274186,1<x<4,50<x<74,LOW
817, Self_emp_not_inc, 1st_4th, Unmarried, Other, Female, Honduras,17<x<35,274186<x<527198,8<x<12,1<x<25,LOW
818, Self_emp_not_inc, 12th, Wife, Asian_Pac_Islander, Female, Guatemala,53<x<71,21174<x<274186,1<x<4,1<x<25,LOW
819, Federal_gov, Doctorate, Husband, Amer_Indian_Eskimo, Female, Dominican_Republic,53<x<71,21174<x<274186,8<x<12,1<x<25,LOW
820, Federal_gov, 12th, Other_relative, Other, Male, Dominican_Republic,x>71,21174<x<274186,8<x<12,25<x<50,LOW
821, State_gov, Assoc_voc, Husband, White, Female, Italy,53<x<71,21174<x<274186,4<x<8,1<x<25,LOW
822, Self_emp_inc, 5th_6th, Not_in_family, Black, Male, Yugoslavia,x>71,21174<x<274186,4<x<8,25<x<50,LOW
823, State_gov, 7th_8th, Husband, Black, Female, Cambodia,53<x<71,274186<x<527198,8<x<12,x>74,LOW
824, Local_gov, Assoc_acdm, Husband, Black, Male, Philippines,17<x<35,21174<x<274186,x>12,25<x<50,HIGH
825, Federal_gov, 10th, Husband, Amer_Indian_Eskimo, Female, Guatemala,53<x<71,274186<x<527198,x<4,50<x<74,LOW
826, Federal_gov, Doctorate, Unmarried, Other, Male, Italy,17<x<35,21174<x<274186,8<x<12,1<x<25,LOW
827, Federal_gov, 10th, Own_child, White, Female, Thailand,17<x<35,21174<x<274186,1<x<4,1<x<25,LOW
828, Self_emp_not_inc, Assoc_acdm, Other_relative, Asian_Pac_Islander, Male, England,35<x<53,21174<x<274186,4<x<8,1<x<25,LOW
829, State_gov, 12th, Husband, Amer_Indian_Eskimo, Male, Laos,35<x<53,21174<x<274186,8<x<12,25<x<50,LOW
830, Local_gov, 12th, Not_in_family, Other, Female, Columbia,x<35,21174<x<274186,4<x<8,25<x<50,LOW
831, Private, 5th_6th, Not_in_family, Amer_Indian_Eskimo, Female, Columbia,53<x<71,21174<x<274186,8<x<12,1<x<25,LOW
832, Self_emp_not_inc, Assoc_acdm, Wife, White, Male, France,17<x<35,21174<x<274186,8<x<12,25<x<50,HIGH
833, Self_emp_inc, Assoc_voc, Other_relative, Black, Female, France,35<x<53,21174<x<274186,8<x<12,25<x<50,LOW
834, Self_emp_not_inc, Bachelors, Not_in_family, White, Female, Honduras,17<x<35,21174<x<274186,x>12,25<x<50,LOW
835, Local_gov, 12th, Own_child, White, Male, Guatemala,17<x<35,21174<x<274186,x>12,25<x<50,LOW
836, State_gov, 11th, Wife, Black, Female, Jamaica,17<x<35,274186<x<527198,x>12,25<x<50,LOW
837, State_gov, Preschool, Wife, Other, Male, Canada,53<x<71,21174<x<274186,8<x<12,50<x<74,LOW
838, Self_emp_inc, Assoc_acdm, Other_relative, Amer_Indian_Eskimo, Female, England,17<x<35,21174<x<274186,4<x<8,50<x<74,LOW
839, Federal_gov, 11th, Husband, Black, Female, Haiti,35<x<53,21174<x<274186,8<x<12,25<x<50,LOW
840, Self_emp_not_inc, Assoc_voc, Wife, Asian_Pac_Islander, Female, El_Salvador,x>71,21174<x<274186,8<x<12,25<x<50,LOW
841, Self_emp_inc, Assoc_acdm, Wife, Asian_Pac_Islander, Female, Honduras,53<x<71,274186<x<527198,4<x<8,1<x<25,LOW
842, State_gov, 11th, Unmarried, Other, Female, Taiwan,35<x<53,274186<x<527198,4<x<8,50<x<74,LOW
843, Self_emp_inc, Bachelors, Not_in_family, White, Female, Portugal,17<x<35,21174<x<274186,x<4,1<x<25,LOW
844, Self_emp_not_inc, 7th_8th, Wife, White, Female, Puerto_Rico,35<x<53,21174<x<274186,8<x<12,25<x<50,HIGH
845, State_gov, Preschool, Wife, Black, Male, Philippines,53<x<71,21174<x<274186,x<4,50<x<74,LOW
846, State_gov, Some_college, Other_relative, Asian_Pac_Islander, Female, Mexico,17<x<35,21174<x<274186,x<4,25<x<50,LOW
847, Local_gov, Assoc_acdm, Husband, Amer_Indian_Eskimo, Male, Philippines,53<x<71,21174<x<274186,1<x<4,25<x<50,LOW
848, State_gov, Some_college, Other_relative, Black, Male, Japan,35<x<53,21174<x<274186,x>12,1<x<25,LOW
849, Local_gov, Bachelors, Husband, Black, Female, Iran,53<x<71,21174<x<274186,8<x<12,25<x<50,LOW
850, Federal_gov, Masters, Unmarried, Amer_Indian_Eskimo, Male, Germany,x>71,527198<x<780210,x>12,25<x<50,LOW
851, Self_emp_not_inc, 7th_8th, Husband, Black, Female, Canada,35<x<53,21174<x<274186,1<x<4,25<x<50,LOW
852, Private, Assoc_acdm, Unmarried, Other, Female, Mexico,17<x<35,21174<x<274186,8<x<12,50<x<74,LOW
853, Private, 11th, Unmarried, Other, Male, India,53<x<71,21174<x<274186,1<x<4,1<x<25,LOW
854, Self_emp_inc, Some_college, Not_in_family, Amer_Indian_Eskimo, Male, Yugoslavia,53<x<71,21174<x<274186,4<x<8,1<x<25,LOW
855, State_gov, Assoc_acdm, Other_relative, Other, Female, Portugal,x>71,21174<x<274186,8<x<12,50<x<74,LOW
856, Local_gov, HS_grad, Husband, Other, Male, Puerto_Rico,17<x<35,21174<x<274186,4<x<8,1<x<25,LOW
857, Federal_gov, 11th, Husband, Other, Male, Puerto_Rico,17<x<35,21174<x<274186,4<x<8,25<x<50,LOW
858, Local_gov, Prof_school, Husband, White, Female, El_Salvador,53<x<71,21174<x<274186,4<x<8,1<x<25,LOW
859, Self_emp_not_inc, 10th, Own_child, Other, Female, United_States,35<x<53,21174<x<274186,8<x<12,x<25,LOW
860, State_gov, Masters, Husband, Black, Female, Mexico,35<x<53,274186<x<527198,8<x<12,25<x<50,LOW
861, Private, 1st_4th, Unmarried, Amer_Indian_Eskimo, Male, Thailand,53<x<71,21174<x<274186,x>12,1<x<25,LOW
862, Federal_gov, Bachelors, Wife, White, Female, Honduras,17<x<35,21174<x<274186,4<x<8,x>74,HIGH
863, Local_gov, 7th_8th, Husband, Asian_Pac_Islander, Male, Canada,53<x<71,21174<x<274186,8<x<12,1<x<25,LOW
864, Federal_gov, 1st_4th, Not_in_family, White, Male, Guatemala,17<x<35,21174<x<274186,4<x<8,50<x<74,LOW
865, Self_emp_not_inc, Bachelors, Unmarried, Other, Male, Laos,53<x<71,21174<x<274186,8<x<12,1<x<25,LOW
866, Private, 11th, Husband, Asian_Pac_Islander, Male, Iran,35<x<53,274186<x<527198,8<x<12,1<x<25,LOW
867, State_gov, Preschool, Wife, Black, Female, Iran,35<x<53,21174<x<274186,x>12,50<x<74,LOW
868, Federal_gov, 9th, Husband, Amer_Indian_Eskimo, Male, Philippines,35<x<53,21174<x<274186,4<x<8,1<x<25,LOW
869, State_gov, HS_grad, Own_child, Black, Male, Canada,53<x<71,274186<x<527198,x>12,1<x<25,LOW
870, Self_emp_not_inc, 12th, Unmarried, Amer_Indian_Eskimo, Male, Jamaica,53<x<71,21174<x<274186,1<x<4,25<x<50,LOW
871, Self_emp_inc, Bachelors, Husband, Other, Male, Iran,35<x<53,21174<x<274186,1<x<4,1<x<25,LOW
872, State_gov, Prof_school, Not_in_family, Black, Female, Thailand,53<x<71,274186<x<527198,4<x<8,1<x<25,LOW
873, Self_emp_inc, 11th, Own_child, White, Female, Honduras,35<x<53,274186<x<527198,x>12,25<x<50,LOW
874, Private, 10th, Other_relative, Asian_Pac_Islander, Male, Haiti,x>71,21174<x<274186,x>12,25<x<50,LOW
875, State_gov, HS_grad, Unmarried, White, Male, Taiwan,17<x<35,21174<x<274186,8<x<12,x<25,LOW
876, Federal_gov, Assoc_acdm, Husband, Black, Female, El_Salvador,53<x<71,21174<x<274186,x<4,1<x<25,LOW
