id,job,marital,education,default,housing,loan,contact,month,poutcome,age,balance,day,duration,campaign,pdays,previous,class
543,blue-collar,married,primary,yes,yes,yes,cellular,feb,other,18<x<37,-2712<x<18267,16<x<23,2<x<971,x<16,-1<x<212,14<x<29,no
544,services,divorced,unknown,no,no,no,telephone,jan,other,37<x<56,-2712<x<18267,1<x<8,971<x<1941,1<x<16,-1<x<212,x<14,yes
545,self-employed,married,primary,yes,no,yes,cellular,jun,unknown,37<x<56,-2712<x<18267,16<x<23,2<x<971,1<x<16,426<x<640,0<x<14,yes
546,student,divorced,primary,yes,yes,yes,telephone,jun,other,56<x<75,-2712<x<18267,1<x<8,2<x<971,16<x<32,426<x<640,14<x<29,no
547,student,married,primary,yes,no,no,unknown,may,success,56<x<75,-2712<x<18267,16<x<23,2<x<971,32<x<47,426<x<640,14<x<29,no
548,housemaid,single,tertiary,no,yes,yes,cellular,mar,unknown,56<x<75,18267<x<39246,1<x<8,2<x<971,16<x<32,212<x<426,0<x<14,yes
549,management,married,primary,no,no,no,telephone,mar,unknown,x>75,-2712<x<18267,x>23,2<x<971,16<x<32,212<x<426,0<x<14,yes
550,self-employed,married,unknown,yes,no,yes,unknown,apr,unknown,37<x<56,-2712<x<18267,16<x<23,2<x<971,16<x<32,426<x<640,0<x<14,yes
551,unknown,divorced,unknown,no,yes,no,unknown,feb,success,18<x<37,-2712<x<18267,1<x<8,971<x<1941,1<x<16,-1<x<212,14<x<29,yes
552,technician,married,primary,no,no,no,cellular,sep,unknown,37<x<56,-2712<x<18267,x>23,2<x<971,16<x<32,-1<x<212,0<x<14,yes
553,services,single,secondary,no,no,no,unknown,jan,unknown,37<x<56,-2712<x<18267,1<x<8,2<x<971,1<x<16,212<x<426,29<x<43,no
554,blue-collar,divorced,tertiary,no,yes,no,cellular,dec,other,37<x<56,-2712<x<18267,8<x<16,2<x<971,1<x<16,212<x<426,14<x<29,no
555,retired,single,tertiary,yes,no,yes,unknown,oct,failure,x>75,-2712<x<18267,8<x<16,2<x<971,16<x<32,212<x<426,14<x<29,no
556,blue-collar,married,unknown,no,no,no,unknown,oct,unknown,x>75,-2712<x<18267,16<x<23,971<x<1941,16<x<32,-1<x<212,29<x<43,yes
557,admin.,single,tertiary,no,yes,yes,telephone,jan,unknown,37<x<56,-2712<x<18267,8<x<16,2<x<971,1<x<16,212<x<426,29<x<43,no
558,technician,divorced,unknown,yes,no,yes,telephone,dec,failure,18<x<37,-2712<x<18267,1<x<8,2<x<971,1<x<16,212<x<426,14<x<29,no
559,services,single,primary,no,yes,yes,unknown,dec,other,37<x<56,-2712<x<18267,1<x<8,971<x<1941,1<x<16,426<x<640,0<x<14,yes
560,services,single,secondary,no,yes,no,cellular,apr,unknown,18<x<37,-2712<x<18267,16<x<23,2<x<971,1<x<16,-1<x<212,0<x<14,yes
561,housemaid,married,tertiary,yes,no,no,unknown,oct,other,18<x<37,-2712<x<18267,1<x<8,2<x<971,1<x<16,-1<x<212,0<x<14,yes
562,admin.,single,unknown,yes,yes,no,unknown,feb,success,x>75,-2712<x<18267,1<x<8,971<x<1941,16<x<32,-1<x<212,29<x<43,yes
563,entrepreneur,single,primary,no,yes,no,telephone,oct,success,37<x<56,-2712<x<18267,8<x<16,2<x<971,16<x<32,212<x<426,0<x<14,yes
564,technician,single,unknown,no,yes,yes,cellular,may,other,18<x<37,-2712<x<18267,16<x<23,971<x<1941,1<x<16,-1<x<212,0<x<14,yes
565,technician,divorced,primary,yes,yes,yes,cellular,jan,success,x>75,-2712<x<18267,16<x<23,2<x<971,16<x<32,426<x<640,0<x<14,yes
566,unknown,single,secondary,yes,yes,no,cellular,sep,success,56<x<75,-2712<x<18267,x>23,971<x<1941,16<x<32,-1<x<212,0<x<14,yes
567,management,single,primary,yes,yes,no,cellular,jan,other,18<x<37,-2712<x<18267,x>23,971<x<1941,1<x<16,212<x<426,14<x<29,yes
568,unemployed,single,secondary,no,yes,no,cellular,oct,failure,x>75,-2712<x<18267,1<x<8,2<x<971,16<x<32,426<x<640,14<x<29,yes
569,technician,single,tertiary,yes,no,yes,telephone,sep,unknown,18<x<37,-2712<x<18267,16<x<23,2<x<971,1<x<16,426<x<640,0<x<14,yes
570,services,married,secondary,yes,yes,yes,unknown,oct,success,37<x<56,-2712<x<18267,8<x<16,971<x<1941,1<x<16,x>640,14<x<29,yes
571,self-employed,single,primary,no,yes,no,telephone,may,failure,18<x<37,-2712<x<18267,8<x<16,971<x<1941,1<x<16,-1<x<212,14<x<29,yes
572,student,divorced,primary,no,no,no,unknown,sep,failure,x>75,-2712<x<18267,1<x<8,x>2911,1<x<16,212<x<426,29<x<43,yes
573,unknown,married,unknown,yes,no,yes,telephone,feb,unknown,x>75,-2712<x<18267,8<x<16,2<x<971,1<x<16,x>640,14<x<29,no
574,self-employed,divorced,unknown,yes,no,yes,unknown,jul,failure,37<x<56,-2712<x<18267,1<x<8,2<x<971,1<x<16,212<x<426,0<x<14,yes
575,management,divorced,tertiary,no,yes,no,telephone,mar,success,x<37,-2712<x<18267,1<x<8,2<x<971,1<x<16,212<x<426,29<x<43,no
576,management,divorced,secondary,yes,no,yes,telephone,feb,other,18<x<37,-2712<x<18267,x>23,2<x<971,16<x<32,212<x<426,14<x<29,no
577,self-employed,single,secondary,no,yes,no,cellular,feb,failure,18<x<37,-2712<x<18267,1<x<8,2<x<971,16<x<32,212<x<426,14<x<29,no
578,entrepreneur,divorced,primary,no,no,yes,unknown,dec,other,x>75,-2712<x<18267,8<x<16,971<x<1941,32<x<47,212<x<426,29<x<43,yes
579,unknown,single,tertiary,yes,yes,no,telephone,nov,other,56<x<75,-2712<x<18267,1<x<8,971<x<1941,1<x<16,-1<x<212,29<x<43,yes
580,unemployed,single,secondary,yes,yes,no,cellular,mar,success,x>75,-2712<x<18267,x>23,2<x<971,16<x<32,-1<x<212,0<x<14,yes
581,retired,divorced,primary,no,yes,no,telephone,dec,other,37<x<56,-2712<x<18267,1<x<8,2<x<971,16<x<32,212<x<426,0<x<14,no
582,retired,divorced,secondary,yes,no,yes,telephone,sep,success,x>75,-2712<x<18267,8<x<16,2<x<971,1<x<16,212<x<426,0<x<14,yes
583,admin.,single,primary,yes,yes,yes,unknown,jun,success,x>75,-2712<x<18267,16<x<23,2<x<971,1<x<16,212<x<426,29<x<43,yes
584,technician,divorced,tertiary,no,yes,yes,cellular,may,other,x>75,-2712<x<18267,x>23,2<x<971,1<x<16,-1<x<212,0<x<14,yes
585,unemployed,single,tertiary,yes,no,yes,telephone,jun,failure,56<x<75,-2712<x<18267,x>23,971<x<1941,1<x<16,212<x<426,0<x<14,yes
586,admin.,divorced,secondary,yes,yes,yes,cellular,may,other,18<x<37,-2712<x<18267,x>23,2<x<971,16<x<32,212<x<426,0<x<14,no
587,entrepreneur,married,secondary,no,yes,yes,cellular,mar,unknown,18<x<37,-2712<x<18267,1<x<8,971<x<1941,16<x<32,212<x<426,x<14,yes
588,unemployed,married,tertiary,yes,yes,yes,telephone,jan,failure,18<x<37,-2712<x<18267,8<x<16,2<x<971,16<x<32,-1<x<212,0<x<14,no
589,student,single,secondary,no,no,no,telephone,feb,unknown,37<x<56,-2712<x<18267,x>23,971<x<1941,1<x<16,-1<x<212,0<x<14,yes
590,unknown,single,secondary,yes,yes,no,unknown,jan,unknown,37<x<56,-2712<x<18267,16<x<23,971<x<1941,1<x<16,426<x<640,x>43,yes
591,entrepreneur,divorced,primary,no,yes,no,unknown,may,success,37<x<56,-2712<x<18267,1<x<8,2<x<971,1<x<16,212<x<426,14<x<29,no
592,admin.,divorced,unknown,yes,yes,yes,telephone,nov,success,18<x<37,-2712<x<18267,1<x<8,971<x<1941,32<x<47,212<x<426,x>43,yes
593,management,single,unknown,yes,no,no,telephone,apr,other,18<x<37,-2712<x<18267,16<x<23,2<x<971,16<x<32,212<x<426,14<x<29,yes
594,retired,divorced,secondary,yes,yes,yes,cellular,sep,success,x>75,-2712<x<18267,16<x<23,2<x<971,16<x<32,-1<x<212,14<x<29,yes
595,entrepreneur,divorced,secondary,no,yes,no,telephone,jul,other,37<x<56,-2712<x<18267,x>23,2<x<971,1<x<16,x>640,x>43,yes
596,student,divorced,unknown,no,yes,yes,telephone,mar,unknown,56<x<75,-2712<x<18267,x>23,2<x<971,32<x<47,426<x<640,0<x<14,yes
597,services,married,secondary,no,yes,yes,cellular,jul,other,56<x<75,-2712<x<18267,1<x<8,2<x<971,1<x<16,x>640,14<x<29,yes
598,technician,married,tertiary,no,yes,no,cellular,feb,failure,37<x<56,-2712<x<18267,16<x<23,971<x<1941,1<x<16,-1<x<212,0<x<14,yes
599,housemaid,married,secondary,yes,yes,no,cellular,aug,failure,37<x<56,-2712<x<18267,16<x<23,971<x<1941,16<x<32,-1<x<212,14<x<29,yes
600,blue-collar,divorced,secondary,yes,yes,yes,cellular,feb,other,56<x<75,-2712<x<18267,8<x<16,971<x<1941,1<x<16,-1<x<212,x<14,yes
601,retired,divorced,tertiary,yes,no,no,unknown,may,unknown,56<x<75,-2712<x<18267,8<x<16,2<x<971,1<x<16,212<x<426,14<x<29,no
602,services,divorced,tertiary,no,yes,yes,cellular,sep,other,37<x<56,-2712<x<18267,1<x<8,2<x<971,16<x<32,212<x<426,29<x<43,no
603,student,divorced,tertiary,yes,no,no,telephone,oct,other,56<x<75,-2712<x<18267,x>23,2<x<971,16<x<32,-1<x<212,14<x<29,no
604,student,married,secondary,no,yes,yes,cellular,jun,success,18<x<37,-2712<x<18267,x>23,2<x<971,32<x<47,212<x<426,x>43,no
605,student,divorced,unknown,yes,yes,no,cellular,apr,success,56<x<75,-2712<x<18267,1<x<8,2<x<971,x<16,212<x<426,14<x<29,yes
606,student,divorced,secondary,no,yes,yes,unknown,sep,failure,56<x<75,-2712<x<18267,x<8,2<x<971,16<x<32,-1<x<212,14<x<29,no
607,technician,divorced,tertiary,no,no,no,telephone,sep,failure,56<x<75,-2712<x<18267,x<8,2<x<971,1<x<16,-1<x<212,14<x<29,no
608,housemaid,divorced,secondary,no,yes,yes,telephone,mar,other,56<x<75,-2712<x<18267,1<x<8,2<x<971,1<x<16,212<x<426,0<x<14,yes
609,management,single,tertiary,yes,yes,no,telephone,jan,failure,x>75,-2712<x<18267,16<x<23,2<x<971,x<16,212<x<426,0<x<14,no
610,services,married,secondary,yes,yes,yes,telephone,feb,other,18<x<37,-2712<x<18267,16<x<23,971<x<1941,x<16,212<x<426,29<x<43,yes
611,blue-collar,divorced,primary,no,no,yes,cellular,apr,success,18<x<37,-2712<x<18267,x>23,2<x<971,1<x<16,-1<x<212,29<x<43,yes
612,student,divorced,primary,no,no,yes,cellular,jun,unknown,x>75,-2712<x<18267,16<x<23,2<x<971,1<x<16,212<x<426,0<x<14,yes
613,student,married,unknown,no,no,yes,telephone,aug,unknown,18<x<37,-2712<x<18267,8<x<16,2<x<971,16<x<32,212<x<426,14<x<29,no
614,blue-collar,single,secondary,no,no,no,unknown,mar,unknown,56<x<75,-2712<x<18267,1<x<8,2<x<971,1<x<16,-1<x<212,x>43,no
615,retired,single,secondary,no,yes,no,cellular,jun,failure,37<x<56,-2712<x<18267,x>23,2<x<971,32<x<47,426<x<640,0<x<14,yes
616,retired,single,tertiary,yes,yes,yes,telephone,dec,other,37<x<56,-2712<x<18267,x<8,2<x<971,16<x<32,-1<x<212,0<x<14,no
617,housemaid,married,secondary,yes,no,no,unknown,feb,other,56<x<75,-2712<x<18267,x>23,1941<x<2911,16<x<32,-1<x<212,29<x<43,yes
618,unemployed,married,secondary,no,yes,no,telephone,feb,unknown,56<x<75,-2712<x<18267,x>23,971<x<1941,1<x<16,426<x<640,x<14,yes
619,management,divorced,tertiary,yes,yes,yes,cellular,may,other,37<x<56,-2712<x<18267,16<x<23,2<x<971,1<x<16,212<x<426,0<x<14,yes
620,housemaid,married,primary,no,yes,yes,cellular,nov,other,37<x<56,-2712<x<18267,1<x<8,2<x<971,1<x<16,212<x<426,0<x<14,no
621,unemployed,married,secondary,no,no,no,cellular,jan,success,37<x<56,-2712<x<18267,8<x<16,2<x<971,16<x<32,212<x<426,0<x<14,yes
622,technician,divorced,primary,yes,yes,yes,telephone,nov,failure,37<x<56,-2712<x<18267,1<x<8,971<x<1941,1<x<16,-1<x<212,14<x<29,yes
623,admin.,married,primary,no,no,yes,unknown,oct,unknown,37<x<56,-2712<x<18267,x>23,2<x<971,16<x<32,-1<x<212,14<x<29,yes
624,blue-collar,divorced,primary,yes,no,no,unknown,nov,unknown,x>75,-2712<x<18267,x>23,2<x<971,16<x<32,426<x<640,0<x<14,yes
625,retired,married,unknown,no,yes,no,unknown,sep,failure,18<x<37,-2712<x<18267,x>23,971<x<1941,16<x<32,-1<x<212,0<x<14,yes
626,unknown,married,secondary,no,no,yes,telephone,mar,success,18<x<37,-2712<x<18267,16<x<23,971<x<1941,16<x<32,212<x<426,14<x<29,yes
627,admin.,single,tertiary,no,yes,no,cellular,may,other,56<x<75,-2712<x<18267,x>23,2<x<971,1<x<16,426<x<640,x<14,yes
628,retired,divorced,tertiary,yes,yes,no,telephone,feb,failure,x>75,-2712<x<18267,8<x<16,971<x<1941,1<x<16,212<x<426,29<x<43,yes
629,management,single,primary,no,no,yes,cellular,aug,success,56<x<75,-2712<x<18267,1<x<8,2<x<971,1<x<16,212<x<426,14<x<29,yes
630,self-employed,divorced,primary,no,no,yes,cellular,jan,success,56<x<75,-2712<x<18267,1<x<8,2<x<971,1<x<16,212<x<426,14<x<29,yes
631,admin.,divorced,primary,yes,yes,yes,telephone,apr,unknown,18<x<37,-2712<x<18267,8<x<16,971<x<1941,1<x<16,426<x<640,0<x<14,yes
632,unknown,married,tertiary,no,yes,no,unknown,feb,other,x>75,-2712<x<18267,1<x<8,971<x<1941,1<x<16,426<x<640,0<x<14,yes
633,services,single,secondary,yes,yes,yes,telephone,sep,unknown,18<x<37,-2712<x<18267,x>23,971<x<1941,1<x<16,-1<x<212,0<x<14,yes
634,student,divorced,primary,no,yes,yes,cellular,dec,unknown,37<x<56,-2712<x<18267,1<x<8,2<x<971,1<x<16,-1<x<212,0<x<14,yes
635,unemployed,divorced,secondary,no,no,no,cellular,jan,failure,37<x<56,-2712<x<18267,8<x<16,2<x<971,16<x<32,212<x<426,14<x<29,no
636,unknown,single,unknown,no,no,yes,telephone,aug,unknown,18<x<37,-2712<x<18267,8<x<16,2<x<971,1<x<16,426<x<640,14<x<29,yes
637,unknown,married,primary,yes,no,no,unknown,may,unknown,18<x<37,-2712<x<18267,8<x<16,971<x<1941,x<16,212<x<426,14<x<29,yes
638,admin.,married,secondary,no,yes,no,cellular,sep,success,56<x<75,-2712<x<18267,1<x<8,2<x<971,16<x<32,-1<x<212,29<x<43,no
639,entrepreneur,divorced,tertiary,no,yes,yes,unknown,oct,success,18<x<37,-2712<x<18267,x<8,2<x<971,16<x<32,426<x<640,14<x<29,no
640,self-employed,married,primary,yes,yes,yes,unknown,jun,unknown,56<x<75,-2712<x<18267,x>23,971<x<1941,16<x<32,-1<x<212,0<x<14,yes
641,housemaid,divorced,unknown,no,no,no,cellular,apr,other,18<x<37,-2712<x<18267,x>23,971<x<1941,16<x<32,-1<x<212,0<x<14,yes
642,services,single,primary,yes,no,yes,telephone,jun,unknown,37<x<56,-2712<x<18267,16<x<23,971<x<1941,16<x<32,212<x<426,0<x<14,yes
643,unemployed,divorced,secondary,yes,no,yes,unknown,may,other,x>75,-2712<x<18267,16<x<23,2<x<971,x<16,-1<x<212,0<x<14,yes
644,unknown,married,secondary,no,yes,no,telephone,dec,unknown,18<x<37,-2712<x<18267,16<x<23,2<x<971,1<x<16,212<x<426,14<x<29,no
645,housemaid,married,unknown,yes,no,yes,unknown,nov,unknown,56<x<75,-2712<x<18267,16<x<23,971<x<1941,16<x<32,-1<x<212,0<x<14,yes
646,entrepreneur,married,primary,no,no,yes,cellular,jun,success,56<x<75,-2712<x<18267,8<x<16,2<x<971,32<x<47,-1<x<212,0<x<14,no
647,entrepreneur,married,unknown,no,yes,no,telephone,feb,unknown,37<x<56,-2712<x<18267,8<x<16,2<x<971,1<x<16,-1<x<212,29<x<43,yes
648,services,married,unknown,yes,no,yes,cellular,nov,unknown,56<x<75,-2712<x<18267,8<x<16,971<x<1941,1<x<16,-1<x<212,0<x<14,yes
649,technician,married,secondary,yes,no,no,telephone,nov,other,37<x<56,-2712<x<18267,8<x<16,971<x<1941,16<x<32,212<x<426,0<x<14,yes
650,management,single,tertiary,yes,no,yes,unknown,nov,unknown,18<x<37,-2712<x<18267,16<x<23,2<x<971,16<x<32,426<x<640,0<x<14,no
651,unknown,married,primary,no,yes,no,telephone,may,failure,56<x<75,-2712<x<18267,x>23,2<x<971,16<x<32,-1<x<212,14<x<29,no
652,unemployed,married,primary,yes,yes,no,telephone,jun,other,18<x<37,-2712<x<18267,8<x<16,2<x<971,16<x<32,-1<x<212,0<x<14,no
653,admin.,single,primary,yes,yes,no,telephone,feb,other,37<x<56,-2712<x<18267,x>23,2<x<971,1<x<16,426<x<640,14<x<29,yes
654,admin.,married,secondary,no,no,no,cellular,aug,success,18<x<37,-2712<x<18267,1<x<8,2<x<971,1<x<16,212<x<426,14<x<29,yes
655,retired,single,primary,no,no,yes,unknown,nov,unknown,x>75,-2712<x<18267,x>23,2<x<971,1<x<16,426<x<640,14<x<29,yes
656,services,single,unknown,yes,no,yes,unknown,may,success,56<x<75,-2712<x<18267,x>23,1941<x<2911,16<x<32,212<x<426,29<x<43,yes
657,management,single,tertiary,yes,yes,yes,unknown,may,success,56<x<75,-2712<x<18267,16<x<23,2<x<971,1<x<16,-1<x<212,0<x<14,yes
658,unknown,married,secondary,yes,yes,yes,telephone,nov,unknown,18<x<37,-2712<x<18267,16<x<23,2<x<971,1<x<16,426<x<640,0<x<14,yes
659,unknown,married,secondary,no,no,yes,telephone,oct,unknown,18<x<37,-2712<x<18267,16<x<23,971<x<1941,16<x<32,-1<x<212,14<x<29,yes
660,self-employed,divorced,secondary,no,no,yes,cellular,may,other,37<x<56,-2712<x<18267,16<x<23,2<x<971,1<x<16,212<x<426,0<x<14,yes
661,services,single,primary,yes,no,no,unknown,aug,other,x>75,-2712<x<18267,x>23,2<x<971,16<x<32,-1<x<212,0<x<14,no
662,blue-collar,single,primary,no,no,yes,telephone,mar,failure,37<x<56,-2712<x<18267,16<x<23,971<x<1941,1<x<16,212<x<426,14<x<29,yes
663,retired,single,primary,yes,no,yes,unknown,feb,unknown,37<x<56,-2712<x<18267,x>23,2<x<971,1<x<16,212<x<426,14<x<29,no
664,management,single,tertiary,yes,no,yes,cellular,sep,unknown,56<x<75,-2712<x<18267,16<x<23,971<x<1941,1<x<16,-1<x<212,x>43,yes
665,unemployed,divorced,tertiary,no,no,yes,cellular,dec,other,18<x<37,-2712<x<18267,x>23,2<x<971,1<x<16,212<x<426,x>43,yes
666,blue-collar,divorced,tertiary,yes,no,no,telephone,mar,other,56<x<75,-2712<x<18267,x>23,2<x<971,1<x<16,212<x<426,14<x<29,no
667,blue-collar,single,secondary,no,no,yes,cellular,dec,unknown,x>75,-2712<x<18267,16<x<23,2<x<971,16<x<32,-1<x<212,0<x<14,yes
668,blue-collar,married,unknown,yes,no,yes,unknown,may,unknown,18<x<37,-2712<x<18267,16<x<23,971<x<1941,1<x<16,212<x<426,14<x<29,yes
669,retired,divorced,primary,yes,no,no,unknown,jan,unknown,37<x<56,-2712<x<18267,1<x<8,971<x<1941,1<x<16,-1<x<212,0<x<14,yes
670,entrepreneur,married,unknown,no,yes,no,telephone,nov,success,x>75,-2712<x<18267,x>23,2<x<971,1<x<16,212<x<426,14<x<29,no
671,housemaid,married,primary,no,yes,yes,cellular,nov,success,18<x<37,-2712<x<18267,x>23,2<x<971,1<x<16,212<x<426,0<x<14,yes
672,student,single,secondary,no,yes,no,telephone,apr,other,56<x<75,-2712<x<18267,16<x<23,971<x<1941,16<x<32,-1<x<212,14<x<29,yes
673,unemployed,single,secondary,yes,yes,no,telephone,aug,success,56<x<75,-2712<x<18267,8<x<16,2<x<971,32<x<47,212<x<426,0<x<14,no
674,retired,single,unknown,yes,no,yes,telephone,sep,unknown,18<x<37,-2712<x<18267,8<x<16,2<x<971,x<16,-1<x<212,14<x<29,yes
675,retired,divorced,tertiary,no,no,no,telephone,jun,other,37<x<56,-2712<x<18267,1<x<8,2<x<971,1<x<16,-1<x<212,14<x<29,yes
676,student,single,unknown,yes,no,no,cellular,nov,success,56<x<75,-2712<x<18267,x>23,2<x<971,16<x<32,-1<x<212,14<x<29,no
677,blue-collar,single,primary,no,no,yes,telephone,jun,other,56<x<75,-2712<x<18267,x>23,971<x<1941,16<x<32,426<x<640,29<x<43,yes
678,technician,divorced,tertiary,yes,yes,yes,cellular,mar,failure,37<x<56,-2712<x<18267,16<x<23,2<x<971,1<x<16,-1<x<212,0<x<14,no
679,retired,single,tertiary,no,yes,yes,telephone,dec,unknown,37<x<56,-2712<x<18267,x>23,2<x<971,32<x<47,212<x<426,0<x<14,yes
680,services,single,primary,no,no,yes,telephone,may,failure,18<x<37,-2712<x<18267,1<x<8,971<x<1941,16<x<32,426<x<640,0<x<14,yes
681,admin.,divorced,tertiary,yes,no,no,cellular,dec,unknown,37<x<56,-2712<x<18267,1<x<8,971<x<1941,1<x<16,212<x<426,14<x<29,yes
682,unemployed,married,unknown,no,yes,yes,telephone,may,unknown,37<x<56,-2712<x<18267,x>23,971<x<1941,16<x<32,212<x<426,x>43,yes
683,management,single,tertiary,yes,no,no,telephone,mar,success,x>75,-2712<x<18267,x>23,2<x<971,16<x<32,426<x<640,0<x<14,yes
684,student,divorced,primary,yes,no,no,cellular,mar,other,18<x<37,-2712<x<18267,16<x<23,2<x<971,16<x<32,-1<x<212,0<x<14,yes
685,entrepreneur,married,primary,yes,no,no,telephone,sep,unknown,18<x<37,-2712<x<18267,16<x<23,2<x<971,1<x<16,212<x<426,0<x<14,yes
686,admin.,single,tertiary,yes,yes,no,telephone,jul,success,56<x<75,-2712<x<18267,1<x<8,1941<x<2911,1<x<16,-1<x<212,0<x<14,yes
687,blue-collar,single,secondary,yes,yes,no,unknown,jun,other,37<x<56,-2712<x<18267,8<x<16,2<x<971,1<x<16,-1<x<212,14<x<29,yes
688,retired,single,tertiary,no,yes,yes,cellular,jul,unknown,18<x<37,-2712<x<18267,16<x<23,2<x<971,16<x<32,-1<x<212,29<x<43,no
689,admin.,divorced,primary,no,no,yes,telephone,jun,success,18<x<37,39246<x<60225,x>23,2<x<971,16<x<32,426<x<640,14<x<29,no
690,retired,married,tertiary,no,yes,no,cellular,jan,unknown,56<x<75,-2712<x<18267,16<x<23,2<x<971,1<x<16,-1<x<212,29<x<43,yes
691,self-employed,divorced,primary,yes,yes,no,telephone,aug,unknown,18<x<37,-2712<x<18267,x<8,971<x<1941,16<x<32,-1<x<212,0<x<14,yes
692,admin.,married,primary,yes,yes,yes,unknown,may,unknown,56<x<75,-2712<x<18267,1<x<8,971<x<1941,1<x<16,-1<x<212,0<x<14,yes
693,housemaid,divorced,primary,no,yes,yes,cellular,may,unknown,18<x<37,-2712<x<18267,8<x<16,2<x<971,16<x<32,212<x<426,14<x<29,no
694,retired,single,tertiary,no,yes,yes,telephone,jun,unknown,37<x<56,-2712<x<18267,x>23,2<x<971,1<x<16,426<x<640,14<x<29,yes
695,retired,single,unknown,yes,yes,no,unknown,mar,failure,x>75,-2712<x<18267,x>23,2<x<971,1<x<16,-1<x<212,29<x<43,no
696,student,married,primary,no,yes,no,cellular,jan,other,56<x<75,-2712<x<18267,x>23,2<x<971,1<x<16,212<x<426,29<x<43,no
697,retired,married,primary,yes,yes,no,telephone,jan,unknown,56<x<75,-2712<x<18267,1<x<8,2<x<971,32<x<47,-1<x<212,0<x<14,yes
698,management,divorced,secondary,no,yes,yes,cellular,nov,failure,56<x<75,-2712<x<18267,16<x<23,2<x<971,16<x<32,212<x<426,0<x<14,no
699,entrepreneur,single,tertiary,yes,yes,no,unknown,jun,unknown,18<x<37,-2712<x<18267,8<x<16,971<x<1941,16<x<32,212<x<426,29<x<43,yes
700,admin.,divorced,primary,no,yes,no,telephone,feb,success,x>75,-2712<x<18267,x>23,2<x<971,1<x<16,426<x<640,14<x<29,yes
701,housemaid,divorced,secondary,yes,yes,yes,cellular,sep,unknown,x>75,-2712<x<18267,8<x<16,971<x<1941,16<x<32,212<x<426,29<x<43,yes
702,housemaid,single,tertiary,yes,no,yes,cellular,jun,other,x>75,-2712<x<18267,16<x<23,2<x<971,16<x<32,212<x<426,0<x<14,yes
703,unknown,married,tertiary,yes,yes,yes,cellular,mar,unknown,18<x<37,-2712<x<18267,8<x<16,2<x<971,16<x<32,-1<x<212,0<x<14,no
704,self-employed,single,tertiary,no,yes,no,cellular,jun,unknown,x>75,-2712<x<18267,8<x<16,2<x<971,16<x<32,x>640,0<x<14,yes
705,admin.,married,primary,no,yes,no,cellular,oct,success,56<x<75,-2712<x<18267,1<x<8,971<x<1941,16<x<32,212<x<426,14<x<29,yes
706,unemployed,married,secondary,yes,yes,yes,cellular,jul,unknown,x>75,-2712<x<18267,8<x<16,2<x<971,16<x<32,426<x<640,0<x<14,yes
707,unknown,single,tertiary,no,no,yes,telephone,apr,unknown,37<x<56,-2712<x<18267,1<x<8,2<x<971,1<x<16,-1<x<212,14<x<29,yes
708,technician,married,unknown,yes,yes,no,telephone,feb,success,18<x<37,-2712<x<18267,x>23,2<x<971,16<x<32,212<x<426,0<x<14,no
709,blue-collar,divorced,primary,no,no,yes,cellular,feb,other,18<x<37,-2712<x<18267,1<x<8,971<x<1941,1<x<16,-1<x<212,29<x<43,yes
710,management,divorced,unknown,no,no,yes,cellular,mar,unknown,x>75,-2712<x<18267,8<x<16,971<x<1941,16<x<32,212<x<426,0<x<14,yes
711,unemployed,married,secondary,yes,yes,no,telephone,mar,other,56<x<75,-2712<x<18267,x>23,2<x<971,1<x<16,-1<x<212,14<x<29,yes
712,unemployed,divorced,tertiary,no,yes,yes,unknown,nov,failure,37<x<56,-2712<x<18267,x>23,x>2911,1<x<16,212<x<426,14<x<29,yes
713,retired,married,tertiary,yes,yes,no,unknown,dec,unknown,x>75,-2712<x<18267,x<8,2<x<971,1<x<16,426<x<640,14<x<29,no
714,entrepreneur,married,unknown,no,no,no,telephone,may,other,18<x<37,-2712<x<18267,x>23,2<x<971,16<x<32,212<x<426,29<x<43,no
715,retired,single,unknown,no,yes,no,unknown,feb,success,37<x<56,-2712<x<18267,8<x<16,971<x<1941,16<x<32,-1<x<212,0<x<14,yes
716,housemaid,single,unknown,yes,yes,no,telephone,nov,failure,x>75,-2712<x<18267,16<x<23,2<x<971,32<x<47,212<x<426,14<x<29,no
717,unknown,divorced,unknown,yes,no,no,unknown,sep,success,18<x<37,-2712<x<18267,16<x<23,2<x<971,1<x<16,212<x<426,14<x<29,no
718,retired,single,secondary,yes,yes,no,telephone,jun,other,37<x<56,-2712<x<18267,x>23,971<x<1941,1<x<16,212<x<426,29<x<43,yes
719,technician,divorced,unknown,yes,yes,yes,telephone,apr,success,x>75,18267<x<39246,8<x<16,2<x<971,16<x<32,426<x<640,0<x<14,no
720,student,married,tertiary,yes,yes,yes,unknown,mar,failure,56<x<75,-2712<x<18267,8<x<16,2<x<971,1<x<16,-1<x<212,0<x<14,yes
721,unemployed,single,tertiary,no,no,yes,unknown,nov,failure,18<x<37,-2712<x<18267,16<x<23,2<x<971,16<x<32,-1<x<212,0<x<14,no
722,retired,divorced,primary,no,yes,yes,cellular,apr,other,37<x<56,-2712<x<18267,x>23,2<x<971,16<x<32,212<x<426,0<x<14,no
723,entrepreneur,divorced,secondary,yes,no,yes,cellular,sep,unknown,56<x<75,-2712<x<18267,16<x<23,971<x<1941,16<x<32,212<x<426,0<x<14,yes
