id,job,marital,education,default,housing,loan,contact,month,poutcome,age,balance,day,duration,campaign,pdays,previous,class
545,entrepreneur,divorced,primary,no,no,no,telephone,mar,unknown,18<x<37,-1944<x<18843,1<x<8,1941<x<2911,16<x<32,212<x<426,0<x<14,yes
546,unemployed,divorced,primary,no,no,no,telephone,feb,success,x>75,-1944<x<18843,x>23,2<x<971,x>47,426<x<640,0<x<14,yes
547,retired,single,unknown,no,yes,yes,cellular,jul,success,56<x<75,-1944<x<18843,16<x<23,2<x<971,1<x<16,-1<x<212,14<x<29,no
548,management,single,primary,no,yes,yes,telephone,may,other,37<x<56,-1944<x<18843,8<x<16,971<x<1941,16<x<32,212<x<426,x<14,yes
549,services,divorced,primary,no,yes,no,cellular,dec,other,56<x<75,-1944<x<18843,x>23,2<x<971,16<x<32,-1<x<212,14<x<29,yes
550,technician,single,unknown,yes,yes,yes,cellular,sep,unknown,18<x<37,-1944<x<18843,x>23,971<x<1941,16<x<32,426<x<640,0<x<14,yes
551,unemployed,divorced,tertiary,yes,yes,yes,telephone,jul,other,56<x<75,-1944<x<18843,x>23,2<x<971,16<x<32,-1<x<212,14<x<29,no
552,retired,divorced,primary,yes,yes,yes,cellular,jul,unknown,x>75,-1944<x<18843,x>23,2<x<971,16<x<32,-1<x<212,0<x<14,no
553,student,divorced,tertiary,no,yes,yes,cellular,apr,unknown,x>75,-1944<x<18843,1<x<8,2<x<971,16<x<32,x>640,29<x<43,yes
554,management,divorced,primary,yes,no,yes,telephone,oct,unknown,x>75,-1944<x<18843,x>23,2<x<971,x>47,212<x<426,14<x<29,yes
555,admin.,divorced,tertiary,yes,yes,no,cellular,dec,success,x>75,-1944<x<18843,16<x<23,971<x<1941,1<x<16,212<x<426,0<x<14,yes
556,self-employed,divorced,tertiary,yes,yes,yes,cellular,nov,success,18<x<37,-1944<x<18843,x>23,971<x<1941,1<x<16,212<x<426,0<x<14,yes
557,entrepreneur,married,unknown,no,no,yes,unknown,mar,success,56<x<75,-1944<x<18843,8<x<16,971<x<1941,16<x<32,-1<x<212,14<x<29,yes
558,blue-collar,single,tertiary,no,yes,yes,telephone,jan,failure,37<x<56,18843<x<39630,1<x<8,2<x<971,x>47,-1<x<212,14<x<29,no
559,retired,single,primary,yes,yes,yes,telephone,aug,other,x>75,-1944<x<18843,1<x<8,2<x<971,16<x<32,-1<x<212,0<x<14,yes
560,student,single,tertiary,no,yes,yes,cellular,jan,success,37<x<56,-1944<x<18843,1<x<8,2<x<971,1<x<16,x>640,14<x<29,no
561,technician,single,secondary,yes,no,yes,telephone,may,unknown,x>75,-1944<x<18843,x<8,2<x<971,x<16,-1<x<212,0<x<14,no
562,retired,married,primary,yes,no,no,cellular,jul,other,56<x<75,-1944<x<18843,1<x<8,971<x<1941,16<x<32,212<x<426,x<14,yes
563,management,divorced,tertiary,no,yes,yes,unknown,dec,unknown,18<x<37,-1944<x<18843,1<x<8,2<x<971,1<x<16,212<x<426,14<x<29,no
564,management,divorced,secondary,no,yes,yes,cellular,sep,other,56<x<75,-1944<x<18843,x>23,2<x<971,1<x<16,x>640,0<x<14,yes
565,services,single,unknown,no,no,yes,unknown,aug,unknown,56<x<75,-1944<x<18843,x>23,2<x<971,1<x<16,426<x<640,0<x<14,no
566,housemaid,single,secondary,no,no,yes,telephone,may,unknown,56<x<75,-1944<x<18843,1<x<8,2<x<971,1<x<16,x>640,29<x<43,no
567,admin.,divorced,primary,no,yes,yes,telephone,feb,unknown,18<x<37,-1944<x<18843,x>23,2<x<971,1<x<16,426<x<640,0<x<14,no
568,self-employed,divorced,tertiary,yes,no,yes,telephone,mar,failure,x>75,-1944<x<18843,1<x<8,2<x<971,1<x<16,-1<x<212,0<x<14,yes
569,entrepreneur,married,unknown,yes,yes,no,cellular,feb,other,56<x<75,-1944<x<18843,1<x<8,2<x<971,16<x<32,-1<x<212,14<x<29,no
570,admin.,married,tertiary,yes,no,no,unknown,aug,failure,18<x<37,-1944<x<18843,1<x<8,2<x<971,1<x<16,426<x<640,0<x<14,yes
571,services,single,secondary,yes,no,no,unknown,mar,unknown,18<x<37,-1944<x<18843,8<x<16,971<x<1941,16<x<32,426<x<640,14<x<29,no
572,housemaid,married,primary,no,yes,yes,unknown,may,success,56<x<75,-1944<x<18843,16<x<23,2<x<971,1<x<16,426<x<640,14<x<29,no
573,self-employed,married,secondary,yes,yes,yes,unknown,feb,unknown,x>75,-1944<x<18843,8<x<16,2<x<971,1<x<16,212<x<426,0<x<14,yes
574,unemployed,married,secondary,no,no,no,telephone,nov,success,56<x<75,-1944<x<18843,16<x<23,2<x<971,32<x<47,-1<x<212,0<x<14,yes
575,unemployed,divorced,unknown,yes,yes,no,cellular,nov,success,x>75,-1944<x<18843,8<x<16,2<x<971,1<x<16,426<x<640,0<x<14,yes
576,management,single,unknown,yes,yes,yes,cellular,feb,success,18<x<37,-1944<x<18843,1<x<8,971<x<1941,16<x<32,-1<x<212,14<x<29,no
577,self-employed,single,secondary,no,yes,yes,unknown,apr,failure,18<x<37,-1944<x<18843,16<x<23,2<x<971,32<x<47,-1<x<212,0<x<14,yes
578,unemployed,divorced,secondary,yes,no,yes,telephone,sep,success,37<x<56,-1944<x<18843,16<x<23,2<x<971,32<x<47,x>640,14<x<29,yes
579,self-employed,divorced,primary,yes,no,no,cellular,oct,failure,56<x<75,-1944<x<18843,16<x<23,971<x<1941,1<x<16,426<x<640,14<x<29,yes
580,self-employed,divorced,unknown,yes,yes,yes,telephone,nov,failure,x>75,-1944<x<18843,x>23,2<x<971,x>47,212<x<426,0<x<14,yes
581,management,divorced,unknown,no,yes,no,telephone,mar,success,18<x<37,-1944<x<18843,x>23,2<x<971,16<x<32,212<x<426,14<x<29,no
582,retired,married,primary,yes,yes,no,unknown,oct,other,18<x<37,-1944<x<18843,16<x<23,2<x<971,1<x<16,426<x<640,14<x<29,no
583,self-employed,divorced,tertiary,no,yes,yes,unknown,jul,success,56<x<75,-1944<x<18843,1<x<8,971<x<1941,16<x<32,212<x<426,14<x<29,no
584,entrepreneur,single,primary,no,no,no,cellular,jun,unknown,18<x<37,-1944<x<18843,16<x<23,971<x<1941,1<x<16,212<x<426,14<x<29,yes
585,retired,single,primary,no,yes,yes,cellular,nov,other,56<x<75,-1944<x<18843,8<x<16,971<x<1941,1<x<16,426<x<640,x>43,yes
586,technician,single,secondary,no,yes,yes,cellular,jun,unknown,x>75,-1944<x<18843,16<x<23,2<x<971,1<x<16,-1<x<212,0<x<14,no
587,unknown,divorced,unknown,no,yes,no,cellular,jun,unknown,56<x<75,-1944<x<18843,x>23,971<x<1941,16<x<32,212<x<426,0<x<14,yes
588,entrepreneur,married,primary,yes,yes,yes,cellular,aug,other,x>75,-1944<x<18843,16<x<23,2<x<971,16<x<32,212<x<426,14<x<29,no
589,management,married,secondary,yes,yes,no,unknown,nov,other,x>75,-1944<x<18843,8<x<16,971<x<1941,16<x<32,212<x<426,14<x<29,no
590,unknown,single,unknown,no,yes,yes,telephone,mar,failure,56<x<75,-1944<x<18843,1<x<8,971<x<1941,16<x<32,212<x<426,0<x<14,yes
591,retired,single,tertiary,no,no,no,cellular,apr,other,56<x<75,-1944<x<18843,16<x<23,971<x<1941,16<x<32,-1<x<212,0<x<14,yes
592,unemployed,divorced,primary,yes,no,yes,telephone,oct,success,18<x<37,-1944<x<18843,8<x<16,2<x<971,16<x<32,-1<x<212,14<x<29,yes
593,technician,married,primary,no,no,yes,telephone,mar,unknown,56<x<75,-1944<x<18843,8<x<16,2<x<971,1<x<16,212<x<426,14<x<29,no
594,technician,divorced,primary,yes,yes,yes,cellular,jul,other,56<x<75,-1944<x<18843,8<x<16,2<x<971,1<x<16,212<x<426,14<x<29,no
595,unknown,single,secondary,no,yes,no,unknown,nov,failure,x>75,-1944<x<18843,x>23,2<x<971,1<x<16,x>640,29<x<43,no
596,blue-collar,single,tertiary,yes,yes,no,cellular,nov,other,18<x<37,-1944<x<18843,x>23,2<x<971,16<x<32,426<x<640,14<x<29,yes
597,admin.,single,primary,no,no,no,unknown,feb,unknown,18<x<37,-1944<x<18843,1<x<8,971<x<1941,32<x<47,426<x<640,0<x<14,no
598,housemaid,divorced,tertiary,yes,no,yes,cellular,feb,unknown,18<x<37,-1944<x<18843,8<x<16,2<x<971,16<x<32,212<x<426,14<x<29,yes
599,unemployed,divorced,secondary,yes,yes,yes,telephone,dec,failure,18<x<37,-1944<x<18843,8<x<16,2<x<971,1<x<16,-1<x<212,14<x<29,yes
600,self-employed,married,primary,yes,no,no,cellular,aug,failure,x>75,-1944<x<18843,8<x<16,2<x<971,16<x<32,x>640,14<x<29,yes
601,student,divorced,unknown,no,yes,no,unknown,aug,failure,56<x<75,-1944<x<18843,8<x<16,2<x<971,16<x<32,212<x<426,14<x<29,yes
602,management,single,secondary,yes,yes,no,telephone,nov,failure,56<x<75,-1944<x<18843,16<x<23,2<x<971,1<x<16,x>640,0<x<14,no
603,retired,single,tertiary,yes,no,yes,unknown,oct,failure,18<x<37,-1944<x<18843,1<x<8,2<x<971,16<x<32,212<x<426,0<x<14,yes
604,unemployed,single,unknown,no,no,yes,telephone,jan,failure,18<x<37,-1944<x<18843,1<x<8,2<x<971,1<x<16,426<x<640,x<14,yes
605,management,divorced,tertiary,no,no,yes,cellular,may,failure,x>75,-1944<x<18843,1<x<8,2<x<971,1<x<16,212<x<426,0<x<14,yes
606,student,divorced,secondary,yes,no,yes,unknown,nov,success,x>75,-1944<x<18843,1<x<8,2<x<971,16<x<32,-1<x<212,29<x<43,no
607,entrepreneur,single,tertiary,no,no,no,unknown,may,other,x>75,-1944<x<18843,16<x<23,2<x<971,16<x<32,426<x<640,14<x<29,no
608,housemaid,single,secondary,no,no,no,telephone,oct,success,x>75,-1944<x<18843,1<x<8,2<x<971,1<x<16,212<x<426,0<x<14,yes
609,retired,single,tertiary,no,yes,yes,telephone,jan,success,18<x<37,-1944<x<18843,1<x<8,971<x<1941,1<x<16,-1<x<212,14<x<29,yes
610,services,divorced,secondary,yes,yes,yes,telephone,aug,failure,18<x<37,-1944<x<18843,8<x<16,2<x<971,32<x<47,-1<x<212,14<x<29,no
611,management,single,tertiary,yes,no,yes,cellular,oct,unknown,x>75,-1944<x<18843,16<x<23,2<x<971,16<x<32,426<x<640,0<x<14,yes
612,unknown,married,tertiary,no,yes,no,unknown,mar,other,37<x<56,-1944<x<18843,1<x<8,2<x<971,16<x<32,-1<x<212,14<x<29,no
613,unemployed,married,primary,no,no,no,telephone,jun,unknown,x>75,-1944<x<18843,16<x<23,2<x<971,1<x<16,212<x<426,29<x<43,no
614,management,divorced,tertiary,yes,yes,no,unknown,oct,other,18<x<37,-1944<x<18843,1<x<8,2<x<971,16<x<32,x>640,0<x<14,yes
615,management,married,unknown,yes,yes,yes,cellular,jul,unknown,37<x<56,-1944<x<18843,1<x<8,2<x<971,32<x<47,212<x<426,14<x<29,yes
616,management,divorced,tertiary,yes,no,yes,cellular,jun,other,56<x<75,-1944<x<18843,1<x<8,2<x<971,1<x<16,212<x<426,14<x<29,yes
617,retired,married,secondary,yes,no,no,telephone,apr,unknown,18<x<37,-1944<x<18843,1<x<8,2<x<971,16<x<32,-1<x<212,14<x<29,no
618,technician,single,unknown,yes,no,yes,unknown,nov,unknown,37<x<56,-1944<x<18843,x>23,971<x<1941,16<x<32,-1<x<212,0<x<14,yes
619,housemaid,divorced,tertiary,yes,yes,no,unknown,mar,unknown,18<x<37,-1944<x<18843,x>23,1941<x<2911,1<x<16,-1<x<212,14<x<29,no
620,unemployed,divorced,secondary,no,no,yes,unknown,apr,other,18<x<37,-1944<x<18843,8<x<16,2<x<971,16<x<32,x>640,0<x<14,yes
621,services,single,primary,no,yes,yes,telephone,aug,failure,56<x<75,-1944<x<18843,16<x<23,971<x<1941,1<x<16,426<x<640,0<x<14,yes
622,blue-collar,single,tertiary,yes,yes,no,unknown,jul,failure,18<x<37,-1944<x<18843,1<x<8,2<x<971,1<x<16,212<x<426,14<x<29,no
623,entrepreneur,divorced,tertiary,yes,yes,no,cellular,apr,failure,37<x<56,-1944<x<18843,16<x<23,2<x<971,16<x<32,x>640,0<x<14,no
624,retired,divorced,secondary,no,yes,no,unknown,jan,failure,37<x<56,-1944<x<18843,1<x<8,2<x<971,16<x<32,-1<x<212,14<x<29,no
625,unemployed,married,primary,no,no,no,unknown,feb,other,18<x<37,-1944<x<18843,16<x<23,971<x<1941,1<x<16,-1<x<212,14<x<29,yes
626,management,divorced,secondary,yes,yes,yes,cellular,jul,unknown,56<x<75,-1944<x<18843,x>23,2<x<971,32<x<47,212<x<426,0<x<14,no
627,housemaid,married,tertiary,yes,yes,yes,cellular,mar,unknown,x>75,-1944<x<18843,x>23,2<x<971,16<x<32,-1<x<212,14<x<29,yes
628,housemaid,divorced,tertiary,no,no,yes,telephone,dec,unknown,56<x<75,-1944<x<18843,8<x<16,2<x<971,1<x<16,-1<x<212,29<x<43,no
629,admin.,single,primary,yes,yes,yes,telephone,oct,unknown,x>75,-1944<x<18843,x>23,2<x<971,16<x<32,212<x<426,0<x<14,yes
630,entrepreneur,divorced,primary,yes,no,no,telephone,sep,failure,37<x<56,-1944<x<18843,1<x<8,971<x<1941,1<x<16,-1<x<212,0<x<14,yes
631,unemployed,single,secondary,no,yes,yes,telephone,dec,failure,37<x<56,-1944<x<18843,8<x<16,971<x<1941,16<x<32,-1<x<212,14<x<29,yes
632,student,divorced,secondary,no,yes,yes,unknown,aug,unknown,37<x<56,-1944<x<18843,1<x<8,2<x<971,16<x<32,-1<x<212,14<x<29,no
633,blue-collar,divorced,secondary,yes,yes,no,telephone,dec,success,37<x<56,-1944<x<18843,16<x<23,2<x<971,32<x<47,-1<x<212,x>43,yes
634,unknown,married,primary,yes,no,no,unknown,jun,unknown,18<x<37,-1944<x<18843,x>23,2<x<971,16<x<32,212<x<426,0<x<14,no
635,retired,divorced,unknown,no,yes,yes,unknown,sep,failure,56<x<75,-1944<x<18843,1<x<8,971<x<1941,16<x<32,-1<x<212,0<x<14,yes
636,technician,divorced,primary,no,no,yes,unknown,apr,failure,18<x<37,-1944<x<18843,x>23,2<x<971,1<x<16,-1<x<212,29<x<43,no
637,unemployed,single,unknown,no,no,yes,telephone,jan,other,18<x<37,-1944<x<18843,16<x<23,1941<x<2911,32<x<47,x>640,29<x<43,yes
638,entrepreneur,divorced,tertiary,no,yes,no,unknown,aug,unknown,18<x<37,-1944<x<18843,x>23,971<x<1941,1<x<16,-1<x<212,0<x<14,yes
639,technician,divorced,primary,no,yes,yes,telephone,oct,unknown,56<x<75,-1944<x<18843,8<x<16,2<x<971,16<x<32,-1<x<212,14<x<29,yes
640,student,married,unknown,yes,yes,no,telephone,jul,success,x>75,-1944<x<18843,8<x<16,2<x<971,16<x<32,-1<x<212,29<x<43,no
641,self-employed,divorced,unknown,no,yes,no,unknown,apr,unknown,18<x<37,-1944<x<18843,1<x<8,2<x<971,1<x<16,212<x<426,0<x<14,no
642,housemaid,divorced,unknown,no,yes,yes,telephone,nov,other,37<x<56,-1944<x<18843,x>23,2<x<971,1<x<16,426<x<640,14<x<29,no
643,housemaid,married,primary,yes,no,yes,telephone,oct,unknown,x>75,-1944<x<18843,x>23,2<x<971,x<16,212<x<426,14<x<29,yes
644,housemaid,married,tertiary,no,no,no,unknown,apr,success,56<x<75,-1944<x<18843,8<x<16,2<x<971,32<x<47,-1<x<212,0<x<14,yes
645,unemployed,divorced,tertiary,no,yes,yes,cellular,apr,success,56<x<75,-1944<x<18843,16<x<23,971<x<1941,1<x<16,212<x<426,29<x<43,yes
646,blue-collar,divorced,secondary,no,yes,no,cellular,jun,other,56<x<75,-1944<x<18843,16<x<23,971<x<1941,16<x<32,212<x<426,14<x<29,yes
647,student,married,primary,no,no,yes,telephone,may,unknown,37<x<56,-1944<x<18843,1<x<8,2<x<971,16<x<32,-1<x<212,0<x<14,yes
648,services,divorced,tertiary,yes,yes,no,cellular,apr,other,37<x<56,-1944<x<18843,8<x<16,2<x<971,1<x<16,-1<x<212,29<x<43,yes
649,technician,divorced,primary,yes,yes,yes,telephone,mar,unknown,56<x<75,-1944<x<18843,16<x<23,2<x<971,x<16,-1<x<212,0<x<14,no
650,services,married,unknown,yes,yes,no,cellular,feb,success,x>75,-1944<x<18843,x>23,971<x<1941,16<x<32,212<x<426,0<x<14,yes
651,blue-collar,married,secondary,yes,no,no,cellular,apr,other,37<x<56,-1944<x<18843,x>23,2<x<971,1<x<16,212<x<426,0<x<14,no
652,unknown,divorced,tertiary,yes,yes,no,cellular,may,unknown,18<x<37,-1944<x<18843,x>23,2<x<971,1<x<16,426<x<640,0<x<14,yes
653,unemployed,divorced,unknown,no,no,no,cellular,feb,other,x>75,-1944<x<18843,1<x<8,971<x<1941,1<x<16,-1<x<212,x>43,yes
654,management,divorced,primary,no,no,no,cellular,feb,unknown,37<x<56,-1944<x<18843,16<x<23,2<x<971,16<x<32,-1<x<212,0<x<14,yes
655,unknown,divorced,primary,no,yes,yes,cellular,oct,success,37<x<56,-1944<x<18843,8<x<16,971<x<1941,1<x<16,426<x<640,0<x<14,yes
656,services,married,tertiary,yes,no,no,telephone,mar,unknown,18<x<37,-1944<x<18843,16<x<23,2<x<971,1<x<16,-1<x<212,14<x<29,no
657,management,single,primary,no,yes,yes,cellular,sep,failure,x>75,-1944<x<18843,1<x<8,2<x<971,1<x<16,-1<x<212,29<x<43,yes
658,student,single,secondary,no,no,yes,cellular,mar,other,56<x<75,-1944<x<18843,x>23,971<x<1941,1<x<16,212<x<426,14<x<29,yes
659,retired,single,tertiary,yes,yes,yes,cellular,apr,unknown,18<x<37,-1944<x<18843,16<x<23,2<x<971,16<x<32,212<x<426,x<14,yes
660,student,married,tertiary,no,yes,no,cellular,may,unknown,56<x<75,-1944<x<18843,1<x<8,2<x<971,1<x<16,212<x<426,14<x<29,no
661,student,married,primary,yes,yes,no,telephone,jan,failure,56<x<75,-1944<x<18843,x>23,2<x<971,16<x<32,212<x<426,0<x<14,no
662,admin.,divorced,primary,no,yes,no,cellular,sep,other,56<x<75,-1944<x<18843,16<x<23,2<x<971,1<x<16,-1<x<212,0<x<14,yes
663,self-employed,divorced,tertiary,no,no,no,unknown,mar,failure,56<x<75,-1944<x<18843,16<x<23,2<x<971,16<x<32,212<x<426,29<x<43,yes
664,student,single,primary,yes,yes,no,unknown,nov,success,18<x<37,-1944<x<18843,8<x<16,971<x<1941,16<x<32,426<x<640,14<x<29,no
665,technician,single,tertiary,no,no,no,unknown,dec,success,18<x<37,-1944<x<18843,1<x<8,2<x<971,1<x<16,-1<x<212,0<x<14,yes
666,blue-collar,married,unknown,yes,no,no,telephone,jan,other,18<x<37,-1944<x<18843,x>23,2<x<971,16<x<32,212<x<426,14<x<29,no
667,technician,divorced,primary,yes,yes,no,telephone,oct,failure,37<x<56,-1944<x<18843,16<x<23,2<x<971,1<x<16,-1<x<212,14<x<29,no
668,retired,single,secondary,no,yes,no,telephone,mar,other,56<x<75,-1944<x<18843,16<x<23,2<x<971,1<x<16,-1<x<212,14<x<29,yes
669,student,single,tertiary,yes,no,no,telephone,dec,success,x>75,-1944<x<18843,8<x<16,971<x<1941,16<x<32,212<x<426,14<x<29,yes
670,services,married,primary,no,no,no,cellular,mar,failure,x>75,-1944<x<18843,8<x<16,971<x<1941,16<x<32,x>640,14<x<29,no
671,entrepreneur,divorced,primary,no,yes,no,telephone,oct,unknown,x>75,-1944<x<18843,16<x<23,971<x<1941,16<x<32,212<x<426,0<x<14,yes
672,unknown,divorced,unknown,yes,no,no,unknown,sep,failure,37<x<56,-1944<x<18843,16<x<23,971<x<1941,x<16,212<x<426,14<x<29,yes
673,services,single,secondary,no,no,yes,unknown,jan,success,56<x<75,-1944<x<18843,1<x<8,2<x<971,16<x<32,-1<x<212,0<x<14,yes
674,admin.,single,tertiary,yes,no,yes,unknown,jul,unknown,x>75,-1944<x<18843,8<x<16,2<x<971,x>47,426<x<640,14<x<29,no
675,self-employed,single,primary,yes,yes,no,telephone,may,failure,37<x<56,-1944<x<18843,16<x<23,2<x<971,16<x<32,212<x<426,14<x<29,no
676,self-employed,married,primary,no,yes,no,telephone,jan,unknown,37<x<56,-1944<x<18843,8<x<16,2<x<971,16<x<32,-1<x<212,0<x<14,no
677,blue-collar,single,tertiary,yes,no,yes,telephone,sep,success,37<x<56,-1944<x<18843,x>23,2<x<971,32<x<47,-1<x<212,0<x<14,yes
678,self-employed,married,primary,yes,no,no,unknown,aug,other,37<x<56,-1944<x<18843,x>23,2<x<971,16<x<32,212<x<426,0<x<14,yes
679,services,divorced,unknown,yes,yes,yes,telephone,sep,success,56<x<75,-1944<x<18843,16<x<23,2<x<971,1<x<16,-1<x<212,14<x<29,no
680,technician,married,unknown,no,no,no,telephone,apr,other,56<x<75,-1944<x<18843,1<x<8,971<x<1941,1<x<16,-1<x<212,0<x<14,yes
681,entrepreneur,divorced,tertiary,no,no,no,telephone,may,unknown,37<x<56,-1944<x<18843,8<x<16,2<x<971,16<x<32,426<x<640,29<x<43,no
682,blue-collar,married,tertiary,no,yes,no,cellular,nov,unknown,37<x<56,-1944<x<18843,1<x<8,2<x<971,1<x<16,426<x<640,14<x<29,yes
683,management,married,tertiary,yes,no,yes,cellular,mar,failure,18<x<37,-1944<x<18843,16<x<23,1941<x<2911,1<x<16,212<x<426,14<x<29,yes
684,retired,divorced,unknown,no,no,yes,cellular,may,failure,18<x<37,-1944<x<18843,x>23,2<x<971,1<x<16,426<x<640,0<x<14,yes
685,services,single,tertiary,yes,yes,yes,telephone,jul,failure,18<x<37,-1944<x<18843,16<x<23,971<x<1941,1<x<16,-1<x<212,0<x<14,yes
686,admin.,married,unknown,yes,yes,yes,unknown,dec,failure,37<x<56,-1944<x<18843,8<x<16,971<x<1941,16<x<32,212<x<426,14<x<29,yes
687,self-employed,married,tertiary,no,no,yes,cellular,nov,unknown,18<x<37,-1944<x<18843,1<x<8,2<x<971,1<x<16,212<x<426,0<x<14,yes
688,housemaid,married,secondary,no,yes,yes,telephone,may,other,18<x<37,-1944<x<18843,16<x<23,2<x<971,x<16,-1<x<212,14<x<29,no
689,housemaid,married,tertiary,yes,yes,no,telephone,may,other,x<37,-1944<x<18843,x<8,971<x<1941,1<x<16,-1<x<212,0<x<14,no
690,housemaid,divorced,primary,yes,no,no,cellular,aug,unknown,56<x<75,-1944<x<18843,16<x<23,2<x<971,16<x<32,-1<x<212,14<x<29,no
691,student,married,primary,yes,yes,no,cellular,nov,success,37<x<56,-1944<x<18843,1<x<8,971<x<1941,32<x<47,212<x<426,14<x<29,no
692,management,married,tertiary,yes,yes,yes,cellular,nov,failure,37<x<56,-1944<x<18843,1<x<8,2<x<971,1<x<16,212<x<426,14<x<29,no
693,self-employed,divorced,secondary,yes,yes,yes,cellular,nov,other,x>75,-1944<x<18843,x>23,971<x<1941,16<x<32,212<x<426,14<x<29,yes
694,housemaid,divorced,primary,no,yes,no,unknown,jun,failure,x>75,-1944<x<18843,8<x<16,971<x<1941,1<x<16,212<x<426,14<x<29,no
695,admin.,single,secondary,yes,yes,yes,unknown,jun,failure,37<x<56,18843<x<39630,16<x<23,971<x<1941,1<x<16,-1<x<212,x<14,yes
696,entrepreneur,single,secondary,no,no,no,unknown,mar,other,18<x<37,-1944<x<18843,x>23,2<x<971,1<x<16,-1<x<212,14<x<29,no
697,unemployed,divorced,secondary,yes,yes,yes,unknown,jun,other,56<x<75,-1944<x<18843,1<x<8,1941<x<2911,1<x<16,212<x<426,0<x<14,no
698,self-employed,married,unknown,yes,no,yes,telephone,jun,unknown,37<x<56,-1944<x<18843,16<x<23,971<x<1941,1<x<16,x>640,0<x<14,yes
699,student,divorced,unknown,no,no,no,telephone,apr,other,18<x<37,-1944<x<18843,1<x<8,2<x<971,16<x<32,212<x<426,29<x<43,yes
700,unemployed,married,primary,no,yes,yes,cellular,dec,success,56<x<75,-1944<x<18843,16<x<23,2<x<971,16<x<32,212<x<426,0<x<14,yes
701,unknown,single,primary,yes,no,yes,unknown,oct,unknown,37<x<56,-1944<x<18843,1<x<8,2<x<971,16<x<32,-1<x<212,0<x<14,no
702,student,married,secondary,yes,no,yes,unknown,may,other,x>75,-1944<x<18843,x>23,2<x<971,1<x<16,-1<x<212,14<x<29,no
703,management,divorced,secondary,yes,no,yes,cellular,nov,unknown,18<x<37,-1944<x<18843,x>23,971<x<1941,1<x<16,-1<x<212,14<x<29,yes
704,retired,married,unknown,yes,yes,no,unknown,jan,other,x>75,-1944<x<18843,16<x<23,971<x<1941,1<x<16,212<x<426,14<x<29,yes
705,unknown,married,unknown,no,no,no,cellular,aug,failure,x>75,-1944<x<18843,8<x<16,971<x<1941,1<x<16,426<x<640,14<x<29,yes
706,unemployed,divorced,primary,yes,no,no,telephone,feb,other,18<x<37,-1944<x<18843,16<x<23,971<x<1941,16<x<32,212<x<426,0<x<14,yes
707,blue-collar,single,unknown,no,no,yes,telephone,feb,other,56<x<75,-1944<x<18843,8<x<16,2<x<971,16<x<32,426<x<640,0<x<14,yes
708,blue-collar,divorced,secondary,yes,no,no,cellular,dec,failure,18<x<37,-1944<x<18843,1<x<8,2<x<971,32<x<47,212<x<426,14<x<29,no
709,self-employed,married,primary,yes,no,yes,telephone,jan,failure,18<x<37,-1944<x<18843,x>23,2<x<971,16<x<32,-1<x<212,x<14,no
710,student,single,tertiary,no,yes,no,telephone,dec,success,x>75,-1944<x<18843,x>23,2<x<971,x>47,-1<x<212,14<x<29,yes
711,admin.,married,primary,yes,no,no,unknown,aug,success,18<x<37,-1944<x<18843,16<x<23,971<x<1941,16<x<32,-1<x<212,14<x<29,yes
712,technician,divorced,secondary,no,yes,yes,telephone,jan,unknown,x>75,-1944<x<18843,1<x<8,2<x<971,16<x<32,x>640,0<x<14,no
713,services,married,tertiary,yes,yes,no,cellular,jan,other,18<x<37,-1944<x<18843,x>23,2<x<971,16<x<32,212<x<426,14<x<29,no
714,housemaid,divorced,tertiary,yes,no,yes,unknown,may,failure,56<x<75,-1944<x<18843,8<x<16,2<x<971,16<x<32,212<x<426,14<x<29,no
715,admin.,single,primary,no,no,yes,unknown,feb,success,56<x<75,-1944<x<18843,1<x<8,2<x<971,1<x<16,212<x<426,14<x<29,no
716,unknown,divorced,secondary,no,yes,no,telephone,feb,failure,56<x<75,-1944<x<18843,8<x<16,2<x<971,x<16,-1<x<212,0<x<14,yes
717,unemployed,married,primary,no,no,no,unknown,dec,success,37<x<56,-1944<x<18843,8<x<16,2<x<971,1<x<16,426<x<640,0<x<14,yes
718,student,married,tertiary,no,no,yes,telephone,feb,failure,56<x<75,-1944<x<18843,x>23,2<x<971,1<x<16,212<x<426,14<x<29,yes
719,technician,single,secondary,yes,no,no,unknown,oct,failure,56<x<75,-1944<x<18843,16<x<23,2<x<971,1<x<16,212<x<426,29<x<43,yes
720,housemaid,divorced,tertiary,yes,yes,yes,cellular,jul,failure,18<x<37,-1944<x<18843,8<x<16,2<x<971,1<x<16,-1<x<212,0<x<14,yes
721,technician,divorced,tertiary,no,no,no,telephone,jun,success,56<x<75,-1944<x<18843,8<x<16,2<x<971,1<x<16,-1<x<212,29<x<43,no
722,management,married,primary,yes,yes,yes,unknown,nov,failure,x>75,-1944<x<18843,x>23,2<x<971,1<x<16,212<x<426,14<x<29,no
723,retired,divorced,secondary,yes,yes,yes,cellular,jan,failure,37<x<56,-1944<x<18843,1<x<8,971<x<1941,16<x<32,212<x<426,x>43,yes
724,entrepreneur,married,primary,yes,yes,no,cellular,aug,success,18<x<37,-1944<x<18843,8<x<16,2<x<971,1<x<16,212<x<426,14<x<29,no
725,admin.,divorced,unknown,yes,no,no,cellular,oct,unknown,x>75,-1944<x<18843,x>23,971<x<1941,16<x<32,426<x<640,x<14,yes
