gender,NationalITy,PlaceofBirth,StageID,GradeID,SectionID,Topic,Semester,Relation,ParentAnsweringSurvey,ParentschoolSatisfaction,StudentAbsenceDays,raisedhands,VisITedResources,AnnouncementsView,Discussion,class
M,Jordan,SaudiArabia,lowerlevel,G-04,B,French,F,Mum,No,Bad,Above-7,50<x<75,24<x<49,49<x<73,1<x<25,1
M,USA,Palestine,MiddleSchool,G-05,B,Spanish,F,Father,Yes,Good,Above-7,25<x<50,x>74,24<x<49,1<x<25,2
M,Egypt,Morocco,MiddleSchool,G-11,C,Quran,F,Father,No,Good,Under-7,50<x<75,x>74,0<x<24,25<x<50,2
F,lebanon,Syria,HighSchool,G-04,B,Spanish,F,Father,Yes,Bad,Above-7,x>75,49<x<74,24<x<49,x>74,2
F,Palestine,Egypt,HighSchool,G-08,A,Quran,S,Mum,Yes,Bad,Above-7,25<x<50,x>74,x>73,1<x<25,2
M,Tunis,Egypt,HighSchool,G-12,C,Quran,F,Mum,No,Bad,Above-7,x>75,x>74,0<x<24,25<x<50,2
F,lebanon,Palestine,MiddleSchool,G-02,B,Math,F,Father,Yes,Good,Above-7,x>75,x>74,x>73,50<x<74,0
M,Jordan,Jordan,lowerlevel,G-11,A,French,S,Mum,No,Good,Under-7,25<x<50,24<x<49,24<x<49,25<x<50,2
F,Tunis,Palestine,HighSchool,G-06,A,Geology,S,Mum,No,Good,Under-7,50<x<75,0<x<24,x>73,1<x<25,0
F,Iraq,Iraq,lowerlevel,G-06,A,Geology,F,Father,No,Bad,Under-7,25<x<50,49<x<74,24<x<49,50<x<74,2
F,Iraq,Palestine,MiddleSchool,G-05,B,Math,S,Mum,No,Bad,Under-7,50<x<75,24<x<49,49<x<73,x>74,0
M,venzuela,KuwaIT,HighSchool,G-08,B,IT,F,Father,Yes,Good,Under-7,x>75,24<x<49,x>73,x>74,2
M,Palestine,venzuela,MiddleSchool,G-06,B,Science,S,Mum,Yes,Good,Above-7,50<x<75,x>74,49<x<73,x>74,2
M,Palestine,Egypt,HighSchool,G-11,C,Spanish,F,Father,Yes,Good,Above-7,25<x<50,0<x<24,0<x<24,25<x<50,2
M,Egypt,Iran,lowerlevel,G-11,A,Chemistry,F,Father,No,Bad,Above-7,25<x<50,x>74,x>73,x>74,1
M,SaudiArabia,Lybia,MiddleSchool,G-02,A,French,S,Mum,No,Good,Above-7,x>75,0<x<24,x>73,x>74,1
M,Egypt,Iran,MiddleSchool,G-09,A,Quran,S,Mum,Yes,Good,Under-7,x>75,24<x<49,x>73,25<x<50,0
F,Lybia,Morocco,MiddleSchool,G-08,C,Math,F,Father,No,Bad,Above-7,50<x<75,x>74,0<x<24,25<x<50,2
M,Lybia,Lybia,HighSchool,G-02,A,IT,S,Mum,No,Good,Under-7,x>75,x>74,24<x<49,x>74,2
M,USA,Iran,lowerlevel,G-09,B,Arabic,S,Mum,No,Good,Under-7,0<x<25,24<x<49,x>73,1<x<25,2
F,SaudiArabia,SaudiArabia,MiddleSchool,G-05,B,IT,S,Father,Yes,Bad,Above-7,x<0,x>74,49<x<73,1<x<25,2
F,lebanon,Jordan,MiddleSchool,G-09,B,Arabic,S,Father,No,Good,Above-7,0<x<25,x>74,0<x<24,1<x<25,2
M,Iran,Syria,lowerlevel,G-08,A,Quran,F,Father,No,Bad,Above-7,50<x<75,x>74,0<x<24,50<x<74,2
M,venzuela,Morocco,HighSchool,G-06,C,Math,F,Father,No,Good,Above-7,x>75,24<x<49,49<x<73,x>74,2
F,Syria,SaudiArabia,lowerlevel,G-10,C,Math,S,Mum,No,Good,Above-7,50<x<75,24<x<49,24<x<49,50<x<74,2
M,KW,Iran,MiddleSchool,G-12,C,Chemistry,S,Father,Yes,Good,Under-7,x>75,0<x<24,49<x<73,1<x<25,2
M,Morocco,Palestine,MiddleSchool,G-05,C,English,F,Mum,No,Bad,Above-7,x>75,49<x<74,24<x<49,25<x<50,2
F,SaudiArabia,Iran,MiddleSchool,G-10,C,English,S,Mum,Yes,Good,Above-7,25<x<50,x>74,0<x<24,50<x<74,2
F,Syria,Egypt,MiddleSchool,G-04,A,Geology,S,Mum,No,Good,Under-7,50<x<75,0<x<24,24<x<49,25<x<50,2
F,lebanon,USA,MiddleSchool,G-07,C,Science,S,Mum,No,Bad,Under-7,0<x<25,0<x<24,24<x<49,25<x<50,2
F,Iran,KuwaIT,HighSchool,G-12,C,IT,S,Mum,Yes,Bad,Above-7,25<x<50,24<x<49,49<x<73,x>74,2
F,Morocco,KuwaIT,HighSchool,G-04,C,English,F,Father,Yes,Bad,Under-7,0<x<25,24<x<49,0<x<24,x>74,2
M,Lybia,KuwaIT,lowerlevel,G-12,C,History,S,Father,Yes,Bad,Under-7,x>75,0<x<24,49<x<73,50<x<74,2
F,USA,Iran,HighSchool,G-02,B,Science,F,Mum,Yes,Bad,Above-7,0<x<25,24<x<49,0<x<24,25<x<50,1
M,Morocco,Jordan,HighSchool,G-11,C,IT,S,Father,Yes,Good,Above-7,25<x<50,x>74,0<x<24,x>74,2
M,Iraq,Jordan,lowerlevel,G-12,A,Spanish,F,Father,Yes,Bad,Above-7,0<x<25,0<x<24,x>73,25<x<50,1
F,Palestine,SaudiArabia,MiddleSchool,G-12,A,Spanish,S,Father,No,Bad,Above-7,25<x<50,49<x<74,x>73,50<x<74,2
M,lebanon,SaudiArabia,MiddleSchool,G-05,B,Biology,S,Mum,Yes,Bad,Under-7,x>75,49<x<74,0<x<24,x>74,0
M,Palestine,Jordan,lowerlevel,G-11,A,Quran,F,Father,Yes,Good,Under-7,x>75,24<x<49,x>73,x>74,2
F,Iran,USA,MiddleSchool,G-06,B,French,F,Father,Yes,Bad,Above-7,50<x<75,24<x<49,x>73,25<x<50,2
M,Palestine,Palestine,lowerlevel,G-08,A,IT,S,Mum,Yes,Good,Above-7,0<x<25,x>74,0<x<24,50<x<74,2
M,Palestine,Tunis,lowerlevel,G-12,B,Quran,F,Father,No,Good,Above-7,0<x<25,49<x<74,0<x<24,x>74,2
M,Iran,Syria,HighSchool,G-07,C,IT,S,Father,No,Bad,Above-7,50<x<75,0<x<24,x>73,1<x<25,1
F,Jordan,Palestine,HighSchool,G-11,C,History,S,Mum,Yes,Bad,Above-7,x>75,24<x<49,0<x<24,x>74,2
F,venzuela,Syria,lowerlevel,G-10,C,Math,S,Father,No,Bad,Above-7,0<x<25,x>74,49<x<73,x>74,2
F,Tunis,lebanon,lowerlevel,G-08,C,IT,F,Mum,No,Bad,Above-7,0<x<25,0<x<24,x>73,x>74,1
F,Jordan,venzuela,HighSchool,G-09,C,History,S,Father,No,Bad,Above-7,25<x<50,0<x<24,24<x<49,x>74,2
F,Palestine,Syria,HighSchool,G-06,C,Arabic,F,Father,No,Good,Above-7,0<x<25,24<x<49,x>73,x>74,1
M,SaudiArabia,Tunis,HighSchool,G-04,B,Quran,S,Mum,Yes,Good,Above-7,x>75,0<x<24,49<x<73,50<x<74,2
F,Tunis,USA,lowerlevel,G-07,A,Math,S,Mum,Yes,Bad,Under-7,25<x<50,x>74,49<x<73,x>74,0
M,lebanon,Palestine,MiddleSchool,G-10,B,Chemistry,S,Mum,No,Good,Under-7,50<x<75,x>74,x>73,50<x<74,0
F,venzuela,Palestine,HighSchool,G-04,C,Arabic,S,Father,Yes,Good,Under-7,50<x<75,x>74,0<x<24,x>74,2
F,Palestine,Palestine,HighSchool,G-09,C,Science,F,Father,Yes,Good,Above-7,25<x<50,x>74,24<x<49,50<x<74,2
F,Iraq,SaudiArabia,MiddleSchool,G-08,A,English,S,Mum,No,Good,Under-7,x>75,0<x<24,0<x<24,25<x<50,2
F,Tunis,Egypt,HighSchool,G-10,A,Chemistry,S,Father,No,Good,Under-7,25<x<50,x>74,0<x<24,50<x<74,2
M,Morocco,Morocco,lowerlevel,G-12,B,Arabic,F,Mum,Yes,Good,Above-7,25<x<50,24<x<49,24<x<49,25<x<50,1
M,Morocco,USA,MiddleSchool,G-04,B,Geology,S,Father,No,Good,Under-7,x>75,x>74,49<x<73,x>74,2
F,Iraq,USA,lowerlevel,G-04,A,Math,F,Father,No,Good,Above-7,25<x<50,24<x<49,24<x<49,25<x<50,1
F,Tunis,Syria,HighSchool,G-04,A,Biology,F,Father,No,Good,Under-7,x>75,24<x<49,0<x<24,50<x<74,2
M,Palestine,Egypt,MiddleSchool,G-02,A,Math,F,Mum,No,Good,Under-7,x>75,x>74,0<x<24,25<x<50,2
M,Tunis,Jordan,MiddleSchool,G-05,B,French,S,Father,No,Bad,Under-7,x>75,x>74,0<x<24,50<x<74,2
F,venzuela,USA,MiddleSchool,G-07,B,Math,F,Mum,No,Good,Under-7,0<x<25,0<x<24,49<x<73,1<x<25,2
M,SaudiArabia,Morocco,MiddleSchool,G-09,C,Spanish,S,Mum,Yes,Good,Above-7,0<x<25,x>74,x>73,50<x<74,2
M,SaudiArabia,USA,lowerlevel,G-09,B,Science,F,Father,No,Bad,Above-7,50<x<75,24<x<49,0<x<24,25<x<50,2
M,Egypt,Iran,lowerlevel,G-11,C,Chemistry,F,Father,Yes,Good,Under-7,x>75,x>74,49<x<73,25<x<50,0
M,SaudiArabia,Jordan,MiddleSchool,G-04,A,Math,S,Mum,No,Good,Under-7,x>75,0<x<24,x>73,1<x<25,2
F,lebanon,Iran,HighSchool,G-05,A,Chemistry,S,Mum,No,Bad,Under-7,x>75,x>74,0<x<24,x>74,0
F,Lybia,Egypt,MiddleSchool,G-02,A,Arabic,S,Mum,No,Good,Above-7,x>75,24<x<49,24<x<49,50<x<74,1
M,Palestine,venzuela,lowerlevel,G-05,A,Spanish,S,Mum,No,Good,Under-7,x>75,0<x<24,x>73,x>74,2
F,Lybia,Iraq,lowerlevel,G-10,B,Biology,F,Mum,Yes,Good,Above-7,0<x<25,24<x<49,49<x<73,1<x<25,1
F,venzuela,Iran,HighSchool,G-08,A,History,S,Mum,No,Bad,Under-7,0<x<25,24<x<49,x>73,1<x<25,2
M,Morocco,KuwaIT,HighSchool,G-04,C,Geology,S,Father,Yes,Bad,Under-7,50<x<75,0<x<24,x>73,50<x<74,2
M,USA,Lybia,lowerlevel,G-08,B,IT,S,Father,Yes,Good,Above-7,x>75,24<x<49,0<x<24,50<x<74,2
M,lebanon,lebanon,MiddleSchool,G-04,C,Math,F,Mum,No,Bad,Above-7,0<x<25,49<x<74,24<x<49,50<x<74,1
M,lebanon,Tunis,lowerlevel,G-10,C,Quran,S,Mum,Yes,Good,Above-7,25<x<50,x>74,x>73,50<x<74,2
M,Jordan,USA,lowerlevel,G-11,C,Spanish,S,Father,Yes,Bad,Above-7,0<x<25,0<x<24,49<x<73,x>74,1
M,Syria,Morocco,MiddleSchool,G-07,B,IT,S,Mum,No,Bad,Above-7,x>75,x>74,0<x<24,25<x<50,2
F,Morocco,KuwaIT,HighSchool,G-05,C,Quran,F,Father,No,Good,Under-7,50<x<75,0<x<24,0<x<24,x>74,2
M,Jordan,Egypt,lowerlevel,G-11,A,Spanish,S,Mum,No,Bad,Under-7,50<x<75,24<x<49,0<x<24,x>74,2
M,Palestine,Lybia,HighSchool,G-10,A,IT,S,Mum,Yes,Bad,Under-7,0<x<25,49<x<74,24<x<49,25<x<50,2
M,KW,KuwaIT,lowerlevel,G-10,B,Math,F,Mum,Yes,Bad,Under-7,x>75,49<x<74,49<x<73,x>74,0
F,Iraq,Jordan,MiddleSchool,G-07,A,French,S,Father,Yes,Bad,Under-7,50<x<75,49<x<74,24<x<49,25<x<50,2
F,Palestine,lebanon,lowerlevel,G-10,A,Spanish,F,Mum,No,Good,Above-7,0<x<25,49<x<74,0<x<24,x>74,1
M,Egypt,USA,MiddleSchool,G-09,A,Quran,F,Mum,No,Bad,Under-7,50<x<75,0<x<24,24<x<49,1<x<25,2
F,Syria,SaudiArabia,MiddleSchool,G-09,B,Math,F,Father,No,Good,Under-7,0<x<25,49<x<74,x>73,1<x<25,2
M,Morocco,Tunis,HighSchool,G-07,A,English,F,Father,Yes,Bad,Under-7,x>75,0<x<24,0<x<24,1<x<25,2
F,Iraq,Iraq,lowerlevel,G-08,A,Arabic,S,Mum,Yes,Bad,Above-7,0<x<25,0<x<24,24<x<49,x>74,1
M,Syria,Iraq,HighSchool,G-05,A,French,S,Father,No,Bad,Under-7,x>75,0<x<24,x>73,1<x<25,2
M,Egypt,Iraq,HighSchool,G-12,C,IT,S,Mum,Yes,Bad,Above-7,0<x<25,0<x<24,49<x<73,x>74,1
M,Lybia,Iran,HighSchool,G-10,B,Spanish,F,Father,Yes,Bad,Above-7,25<x<50,49<x<74,24<x<49,x>74,2
M,lebanon,lebanon,lowerlevel,G-07,B,French,S,Mum,No,Good,Under-7,25<x<50,x>74,49<x<73,50<x<74,2
M,venzuela,venzuela,MiddleSchool,G-09,C,Quran,F,Father,Yes,Good,Above-7,x>75,49<x<74,0<x<24,x>74,2
F,Tunis,Lybia,MiddleSchool,G-02,C,Math,S,Father,No,Good,Above-7,50<x<75,0<x<24,24<x<49,50<x<74,2
F,KW,Tunis,HighSchool,G-07,C,Chemistry,S,Mum,Yes,Bad,Under-7,25<x<50,0<x<24,x>73,1<x<25,2
F,Syria,SaudiArabia,HighSchool,G-05,B,Biology,F,Mum,Yes,Bad,Above-7,0<x<25,x>74,49<x<73,25<x<50,2
F,Egypt,Egypt,HighSchool,G-07,C,Chemistry,F,Father,Yes,Good,Above-7,25<x<50,x>74,0<x<24,25<x<50,2
F,lebanon,Lybia,lowerlevel,G-02,B,IT,S,Father,No,Bad,Above-7,0<x<25,24<x<49,49<x<73,25<x<50,1
M,Iraq,Syria,MiddleSchool,G-12,C,Biology,F,Father,Yes,Good,Above-7,0<x<25,0<x<24,24<x<49,50<x<74,1
F,KW,Morocco,MiddleSchool,G-12,B,History,F,Father,No,Bad,Under-7,50<x<75,0<x<24,0<x<24,25<x<50,2
M,KW,Jordan,HighSchool,G-08,C,History,S,Father,Yes,Bad,Under-7,50<x<75,49<x<74,0<x<24,1<x<25,2
M,Morocco,Morocco,lowerlevel,G-08,B,Math,S,Father,No,Good,Above-7,x>75,24<x<49,x>73,25<x<50,2
M,lebanon,Syria,MiddleSchool,G-12,C,Chemistry,S,Mum,No,Good,Under-7,0<x<25,24<x<49,0<x<24,1<x<25,2
M,USA,Morocco,MiddleSchool,G-12,A,Arabic,F,Mum,Yes,Good,Under-7,x>75,49<x<74,x>73,50<x<74,0
M,Jordan,lebanon,lowerlevel,G-08,B,IT,S,Father,Yes,Bad,Under-7,50<x<75,24<x<49,x>73,25<x<50,2
F,Palestine,Tunis,HighSchool,G-09,A,Math,F,Father,Yes,Bad,Under-7,50<x<75,x>74,24<x<49,50<x<74,2
F,Syria,Iraq,lowerlevel,G-05,A,Spanish,S,Mum,Yes,Good,Above-7,50<x<75,x>74,0<x<24,1<x<25,2
M,Egypt,Iran,lowerlevel,G-05,C,French,F,Father,Yes,Bad,Above-7,0<x<25,x>74,24<x<49,x>74,2
F,Iraq,Iran,MiddleSchool,G-02,A,History,F,Father,Yes,Good,Above-7,25<x<50,0<x<24,x>73,1<x<25,2
M,Lybia,KuwaIT,HighSchool,G-09,B,History,F,Mum,No,Good,Under-7,0<x<25,x>74,0<x<24,25<x<50,2
F,SaudiArabia,SaudiArabia,HighSchool,G-05,A,Science,S,Father,No,Bad,Under-7,25<x<50,24<x<49,0<x<24,25<x<50,2
M,Lybia,Morocco,HighSchool,G-06,A,Geology,S,Mum,No,Good,Under-7,25<x<50,0<x<24,x>73,x>74,2
M,Tunis,USA,MiddleSchool,G-08,B,Arabic,S,Mum,No,Good,Under-7,x>75,0<x<24,49<x<73,x>74,0
F,USA,Iran,HighSchool,G-02,C,English,F,Father,Yes,Good,Under-7,0<x<25,x>74,0<x<24,50<x<74,2
M,Tunis,SaudiArabia,MiddleSchool,G-08,A,English,S,Father,No,Good,Above-7,x>75,0<x<24,x>73,x>74,2
F,Tunis,Morocco,lowerlevel,G-07,B,History,S,Father,Yes,Bad,Under-7,50<x<75,24<x<49,49<x<73,1<x<25,2
M,KW,Palestine,lowerlevel,G-04,A,English,F,Mum,Yes,Bad,Under-7,25<x<50,24<x<49,x>73,25<x<50,2
F,Tunis,venzuela,HighSchool,G-12,B,Arabic,F,Father,No,Good,Above-7,25<x<50,24<x<49,24<x<49,x>74,2
M,Morocco,USA,HighSchool,G-10,B,Biology,F,Father,No,Bad,Above-7,25<x<50,24<x<49,24<x<49,25<x<50,1
F,KW,Morocco,lowerlevel,G-02,B,Arabic,S,Father,No,Bad,Under-7,x>75,x>74,24<x<49,25<x<50,2
M,Syria,Egypt,HighSchool,G-06,B,Spanish,S,Mum,Yes,Bad,Under-7,50<x<75,0<x<24,x>73,25<x<50,0
M,SaudiArabia,KuwaIT,MiddleSchool,G-04,A,History,S,Father,Yes,Bad,Above-7,x>75,24<x<49,0<x<24,x>74,1
F,Iran,Tunis,lowerlevel,G-12,B,Spanish,F,Mum,No,Bad,Under-7,50<x<75,24<x<49,0<x<24,50<x<74,2
M,Egypt,Palestine,MiddleSchool,G-10,A,IT,F,Father,Yes,Bad,Under-7,25<x<50,49<x<74,49<x<73,25<x<50,2
F,SaudiArabia,lebanon,MiddleSchool,G-07,A,English,S,Mum,Yes,Bad,Under-7,25<x<50,0<x<24,24<x<49,1<x<25,2
F,Morocco,Egypt,lowerlevel,G-09,C,Science,S,Father,No,Good,Under-7,x>75,24<x<49,49<x<73,25<x<50,2
F,USA,Jordan,HighSchool,G-10,B,History,S,Father,No,Good,Under-7,50<x<75,x>74,0<x<24,1<x<25,2
M,Iraq,KuwaIT,HighSchool,G-09,C,Science,S,Father,No,Good,Above-7,0<x<25,49<x<74,24<x<49,50<x<74,2
F,Iraq,KuwaIT,MiddleSchool,G-10,A,Spanish,S,Mum,Yes,Good,Under-7,x<0,0<x<24,49<x<73,50<x<74,2
F,Iraq,Iraq,MiddleSchool,G-08,B,Arabic,F,Mum,Yes,Good,Above-7,25<x<50,0<x<24,0<x<24,1<x<25,1
M,Morocco,Iran,HighSchool,G-04,C,IT,F,Father,No,Good,Under-7,25<x<50,49<x<74,0<x<24,x<1,2
M,Morocco,USA,lowerlevel,G-05,C,Spanish,S,Father,Yes,Bad,Above-7,50<x<75,0<x<24,24<x<49,25<x<50,2
M,Jordan,Lybia,lowerlevel,G-09,B,Science,F,Father,No,Good,Above-7,50<x<75,49<x<74,x>73,1<x<25,1
F,Jordan,Iran,lowerlevel,G-11,A,Science,S,Mum,Yes,Bad,Above-7,50<x<75,0<x<24,49<x<73,1<x<25,2
M,Lybia,Iran,MiddleSchool,G-04,B,Quran,F,Mum,No,Bad,Above-7,50<x<75,x>74,49<x<73,x>74,2
F,Egypt,Tunis,MiddleSchool,G-05,C,Quran,S,Father,No,Good,Under-7,x<0,49<x<74,49<x<73,x>74,2
M,lebanon,Palestine,HighSchool,G-05,C,Math,S,Father,No,Bad,Above-7,x>75,x>74,0<x<24,x>74,2
M,venzuela,Tunis,HighSchool,G-02,C,French,F,Father,No,Bad,Under-7,x>75,49<x<74,49<x<73,1<x<25,2
F,Egypt,Lybia,lowerlevel,G-05,A,History,S,Mum,No,Good,Under-7,0<x<25,0<x<24,x>73,50<x<74,0
M,lebanon,Egypt,lowerlevel,G-07,C,Chemistry,S,Father,Yes,Bad,Above-7,x>75,49<x<74,24<x<49,50<x<74,2
F,Palestine,lebanon,lowerlevel,G-11,B,Geology,F,Father,Yes,Good,Above-7,50<x<75,24<x<49,0<x<24,1<x<25,1
M,Lybia,venzuela,MiddleSchool,G-06,B,Geology,F,Father,Yes,Bad,Under-7,25<x<50,0<x<24,x>73,1<x<25,2
F,Syria,Lybia,MiddleSchool,G-04,C,Arabic,S,Mum,No,Bad,Under-7,0<x<25,24<x<49,49<x<73,25<x<50,2
M,Tunis,Lybia,lowerlevel,G-10,A,Biology,S,Father,Yes,Bad,Under-7,50<x<75,49<x<74,x>73,50<x<74,0
M,KW,Morocco,MiddleSchool,G-07,B,Math,F,Mum,Yes,Bad,Under-7,50<x<75,0<x<24,0<x<24,1<x<25,0
F,Jordan,KuwaIT,lowerlevel,G-02,C,Geology,S,Father,Yes,Bad,Above-7,50<x<75,x>74,0<x<24,50<x<74,2
M,Morocco,SaudiArabia,lowerlevel,G-06,C,Science,S,Father,Yes,Good,Above-7,0<x<25,49<x<74,24<x<49,25<x<50,2
F,lebanon,Egypt,HighSchool,G-05,B,Arabic,S,Father,No,Bad,Under-7,x>75,0<x<24,0<x<24,25<x<50,2
F,lebanon,KuwaIT,lowerlevel,G-10,A,Math,F,Mum,Yes,Good,Above-7,50<x<75,x>74,x>73,1<x<25,0
M,Jordan,SaudiArabia,MiddleSchool,G-06,A,Arabic,F,Mum,Yes,Bad,Above-7,x>75,49<x<74,49<x<73,1<x<25,2
M,Tunis,Iran,HighSchool,G-02,C,English,S,Father,Yes,Good,Under-7,0<x<25,x>74,x>73,1<x<25,2
F,USA,KuwaIT,lowerlevel,G-02,C,Biology,S,Mum,No,Bad,Under-7,50<x<75,x>74,x>73,1<x<25,0
F,Iraq,venzuela,MiddleSchool,G-06,C,History,S,Mum,No,Bad,Above-7,50<x<75,24<x<49,24<x<49,50<x<74,2
M,Syria,Syria,lowerlevel,G-04,C,Quran,F,Mum,Yes,Bad,Above-7,50<x<75,0<x<24,49<x<73,25<x<50,2
F,Jordan,lebanon,lowerlevel,G-07,C,Chemistry,S,Father,No,Bad,Under-7,0<x<25,x>74,24<x<49,50<x<74,2
F,Iraq,Tunis,MiddleSchool,G-02,C,Quran,S,Father,Yes,Bad,Under-7,x>75,x>74,49<x<73,1<x<25,2
F,Palestine,venzuela,lowerlevel,G-12,A,Quran,S,Mum,Yes,Bad,Under-7,25<x<50,x>74,x<0,25<x<50,0
M,venzuela,Syria,lowerlevel,G-05,A,French,S,Father,Yes,Good,Under-7,50<x<75,x>74,24<x<49,25<x<50,0
F,lebanon,Jordan,HighSchool,G-11,C,History,S,Mum,No,Bad,Under-7,0<x<25,24<x<49,24<x<49,1<x<25,0
F,Morocco,Palestine,lowerlevel,G-10,A,Chemistry,F,Mum,Yes,Good,Under-7,25<x<50,24<x<49,49<x<73,50<x<74,0
M,SaudiArabia,SaudiArabia,MiddleSchool,G-02,B,Math,S,Father,Yes,Bad,Under-7,0<x<25,x>74,49<x<73,1<x<25,2
F,Jordan,SaudiArabia,HighSchool,G-08,B,History,S,Mum,No,Bad,Under-7,x>75,49<x<74,49<x<73,x>74,0
M,venzuela,Egypt,MiddleSchool,G-08,A,Geology,S,Father,Yes,Good,Under-7,0<x<25,x>74,24<x<49,x>74,2
M,Lybia,Morocco,MiddleSchool,G-09,B,IT,S,Father,No,Good,Under-7,50<x<75,0<x<24,0<x<24,1<x<25,2
F,venzuela,KuwaIT,lowerlevel,G-08,C,History,F,Mum,No,Bad,Above-7,0<x<25,49<x<74,49<x<73,1<x<25,1
F,Morocco,Palestine,lowerlevel,G-05,C,English,S,Mum,Yes,Bad,Above-7,x>75,24<x<49,x<0,x>74,1
F,Iran,Syria,lowerlevel,G-04,A,Math,S,Mum,No,Good,Under-7,50<x<75,x>74,24<x<49,x>74,0
F,SaudiArabia,Palestine,HighSchool,G-09,A,French,F,Mum,No,Good,Under-7,0<x<25,49<x<74,x>73,1<x<25,0
M,Morocco,Lybia,MiddleSchool,G-10,C,Biology,S,Father,Yes,Good,Above-7,x<0,0<x<24,49<x<73,25<x<50,2
M,Tunis,Morocco,HighSchool,G-09,C,Biology,S,Father,No,Bad,Under-7,x>75,24<x<49,24<x<49,50<x<74,2
F,Egypt,Morocco,MiddleSchool,G-12,A,Chemistry,S,Mum,Yes,Bad,Under-7,50<x<75,0<x<24,49<x<73,50<x<74,0
M,Egypt,lebanon,lowerlevel,G-08,A,Chemistry,F,Father,Yes,Good,Under-7,25<x<50,x>74,0<x<24,25<x<50,0
F,Tunis,Syria,lowerlevel,G-02,B,English,S,Mum,Yes,Good,Above-7,x>75,x>74,49<x<73,25<x<50,2
M,Iraq,USA,lowerlevel,G-12,C,Arabic,F,Father,No,Good,Under-7,x>75,49<x<74,24<x<49,x>74,2
F,Jordan,Tunis,HighSchool,G-02,B,Science,S,Mum,No,Bad,Above-7,x>75,0<x<24,49<x<73,25<x<50,2
M,lebanon,Morocco,HighSchool,G-10,A,Math,F,Father,Yes,Bad,Under-7,x>75,49<x<74,24<x<49,25<x<50,2
M,Egypt,Tunis,MiddleSchool,G-10,A,Biology,S,Mum,Yes,Good,Under-7,25<x<50,49<x<74,24<x<49,x>74,0
M,Iran,Tunis,HighSchool,G-11,B,IT,S,Mum,Yes,Good,Under-7,x>75,x>74,0<x<24,x>74,0
M,Tunis,USA,lowerlevel,G-12,A,History,S,Mum,No,Good,Under-7,25<x<50,24<x<49,x>73,1<x<25,2
F,Morocco,Jordan,MiddleSchool,G-09,B,Science,F,Mum,Yes,Good,Under-7,x>75,49<x<74,24<x<49,50<x<74,0
F,Palestine,venzuela,MiddleSchool,G-06,B,History,F,Father,Yes,Good,Above-7,x>75,x>74,24<x<49,50<x<74,2
F,Morocco,Syria,lowerlevel,G-09,B,Geology,F,Father,Yes,Good,Above-7,0<x<25,x>74,0<x<24,x>74,2
M,KW,Iraq,HighSchool,G-08,A,IT,S,Father,Yes,Bad,Above-7,0<x<25,x>74,24<x<49,1<x<25,2
F,venzuela,USA,lowerlevel,G-09,A,Geology,S,Mum,No,Good,Above-7,25<x<50,24<x<49,x>73,25<x<50,1
F,SaudiArabia,Syria,lowerlevel,G-04,B,Science,S,Mum,No,Bad,Under-7,25<x<50,24<x<49,49<x<73,1<x<25,2
M,lebanon,KuwaIT,MiddleSchool,G-06,A,Spanish,S,Mum,Yes,Good,Above-7,x>75,49<x<74,x>73,25<x<50,0
M,Palestine,Egypt,HighSchool,G-12,C,Arabic,S,Father,Yes,Good,Above-7,x<0,x>74,24<x<49,x>74,2
F,KW,Lybia,MiddleSchool,G-06,C,Science,F,Father,Yes,Good,Above-7,x<0,x>74,24<x<49,50<x<74,2
M,Morocco,Syria,MiddleSchool,G-08,A,IT,F,Father,Yes,Bad,Under-7,x>75,49<x<74,x>73,1<x<25,2
F,venzuela,Lybia,HighSchool,G-12,C,Spanish,S,Father,Yes,Bad,Under-7,0<x<25,24<x<49,0<x<24,x>74,2
M,lebanon,Syria,lowerlevel,G-02,B,Science,S,Father,No,Good,Above-7,x>75,0<x<24,49<x<73,50<x<74,2
F,Syria,Palestine,lowerlevel,G-02,B,Quran,F,Father,No,Bad,Under-7,25<x<50,0<x<24,49<x<73,50<x<74,2
F,Iran,Iraq,MiddleSchool,G-08,A,Spanish,S,Mum,No,Bad,Under-7,x>75,49<x<74,0<x<24,50<x<74,0
F,SaudiArabia,SaudiArabia,lowerlevel,G-08,A,Spanish,S,Father,No,Bad,Above-7,25<x<50,x>74,24<x<49,50<x<74,2
M,Iran,SaudiArabia,HighSchool,G-05,C,English,S,Father,Yes,Bad,Above-7,0<x<25,24<x<49,0<x<24,1<x<25,1
F,Iraq,Syria,MiddleSchool,G-08,C,History,F,Father,No,Bad,Under-7,x>75,0<x<24,24<x<49,25<x<50,2
F,Palestine,Palestine,lowerlevel,G-11,A,Geology,S,Father,Yes,Good,Under-7,25<x<50,0<x<24,x<0,1<x<25,2
M,Iran,Morocco,HighSchool,G-02,C,History,F,Father,Yes,Bad,Under-7,25<x<50,x>74,24<x<49,x>74,2
F,Lybia,Syria,HighSchool,G-06,B,English,S,Father,No,Good,Under-7,50<x<75,24<x<49,49<x<73,50<x<74,2
M,lebanon,venzuela,MiddleSchool,G-09,C,Chemistry,F,Mum,No,Bad,Above-7,x>75,24<x<49,24<x<49,1<x<25,1
M,Iran,Lybia,lowerlevel,G-05,C,Quran,F,Father,No,Bad,Above-7,x>75,x>74,0<x<24,1<x<25,2
