,age,workcla,fnlwgt,education,education_num,relationship,race,sex,hours_per_week,native_country,class
740,17<x<35, Private,21174<x<274186, HS_grad,8<x<12, Husband, White, Male,25<x<50, United_States,HIGH
741,17<x<35, Private,21174<x<274186, Bachelors,x>12, Husband, White, Male,25<x<50, United_States,HIGH
742,53<x<71, Private,21174<x<274186, Bachelors,x>12, Husband, White, Male,25<x<50, United_States,HIGH
743,17<x<35, Private,21174<x<274186, HS_grad,8<x<12, Own_child, White, Male,25<x<50, United_States,LOW
744,17<x<35, Private,21174<x<274186, HS_grad,8<x<12, Own_child, White, Female,25<x<50, United_States,LOW
745,35<x<53, Private,21174<x<274186, Some_college,8<x<12, Not_in_family, White, Male,25<x<50, United_States,LOW
746,17<x<35, Private,21174<x<274186, Some_college,8<x<12, Own_child, White, Male,25<x<50, United_States,LOW
747,x<17, Private,21174<x<274186, 10th,4<x<8, Own_child, White, Male,1<x<25, United_States,LOW
748,35<x<53, Self_emp_not_inc,21174<x<274186, HS_grad,8<x<12, Wife, White, Female,x>74, Italy,LOW
749,35<x<53, Private,21174<x<274186, Assoc_voc,8<x<12, Not_in_family, White, Female,50<x<74, United_States,LOW
750,53<x<71, Private,21174<x<274186, Some_college,8<x<12, Husband, White, Male,25<x<50, United_States,HIGH
751,53<x<71, Private,21174<x<274186, HS_grad,8<x<12, Husband, White, Male,25<x<50, United_States,LOW
752,35<x<53, Private,21174<x<274186, HS_grad,8<x<12, Husband, White, Male,25<x<50, United_States,HIGH
753,35<x<53, Private,21174<x<274186, Assoc_voc,8<x<12, Unmarried, White, Male,25<x<50, United_States,LOW
754,17<x<35, Private,21174<x<274186, Masters,x>12, Not_in_family, White, Female,25<x<50, United_States,LOW
755,17<x<35, Private,21174<x<274186, Assoc_voc,8<x<12, Own_child, White, Male,25<x<50, United_States,LOW
756,17<x<35, Private,21174<x<274186, HS_grad,8<x<12, Not_in_family, White, Female,25<x<50, United_States,LOW
757,17<x<35, Private,21174<x<274186, HS_grad,8<x<12, Husband, White, Male,50<x<74, United_States,LOW
758,53<x<71, Private,21174<x<274186, HS_grad,8<x<12, Unmarried, White, Male,25<x<50, United_States,HIGH
759,53<x<71, Private,21174<x<274186, HS_grad,8<x<12, Not_in_family, White, Female,25<x<50, United_States,LOW
760,35<x<53, Private,527198<x<780210, HS_grad,8<x<12, Unmarried, White, Female,1<x<25, United_States,LOW
761,35<x<53, Private,21174<x<274186, Some_college,8<x<12, Not_in_family, White, Male,1<x<25, United_States,LOW
762,17<x<35, Self_emp_inc,21174<x<274186, Bachelors,x>12, Own_child, White, Male,25<x<50, United_States,LOW
763,35<x<53, Private,21174<x<274186, Some_college,8<x<12, Wife, White, Female,25<x<50, United_States,HIGH
764,17<x<35, Private,274186<x<527198, Some_college,8<x<12, Own_child, White, Male,25<x<50, United_States,LOW
765,x>71, Self_emp_not_inc,21174<x<274186, HS_grad,8<x<12, Husband, White, Male,25<x<50, United_States,LOW
766,53<x<71, Private,21174<x<274186, HS_grad,8<x<12, Husband, White, Male,25<x<50, United_States,LOW
767,17<x<35, Private,274186<x<527198, HS_grad,8<x<12, Not_in_family, White, Male,25<x<50, United_States,LOW
768,35<x<53, Private,21174<x<274186, Bachelors,x>12, Not_in_family, White, Female,25<x<50, United_States,HIGH
769,17<x<35, Private,274186<x<527198, Bachelors,x>12, Not_in_family, White, Male,25<x<50, United_States,LOW
770,53<x<71, Private,21174<x<274186, HS_grad,8<x<12, Not_in_family, White, Male,1<x<25, United_States,LOW
771,x<17, Private,21174<x<274186, 11th,4<x<8, Own_child, White, Male,1<x<25, United_States,LOW
772,17<x<35, Private,21174<x<274186, Some_college,8<x<12, Husband, White, Male,25<x<50, United_States,LOW
773,35<x<53, Private,21174<x<274186, Some_college,8<x<12, Husband, White, Male,25<x<50, United_States,HIGH
774,53<x<71, Local_gov,274186<x<527198, Bachelors,x>12, Not_in_family, White, Female,25<x<50, United_States,LOW
775,53<x<71, Private,274186<x<527198, HS_grad,8<x<12, Husband, White, Male,25<x<50, United_States,HIGH
776,35<x<53, Private,21174<x<274186, Some_college,8<x<12, Not_in_family, White, Male,25<x<50, United_States,LOW
777,35<x<53, Local_gov,21174<x<274186, HS_grad,8<x<12, Not_in_family, White, Female,25<x<50, United_States,LOW
778,35<x<53, Private,21174<x<274186, Bachelors,x>12, Husband, White, Male,25<x<50, United_States,HIGH
779,35<x<53, Private,21174<x<274186, Bachelors,x>12, Husband, White, Male,25<x<50, United_States,LOW
780,17<x<35, Private,21174<x<274186, HS_grad,8<x<12, Own_child, White, Male,1<x<25, United_States,LOW
781,53<x<71, Private,21174<x<274186, Masters,x>12, Not_in_family, White, Female,25<x<50, United_States,HIGH
782,17<x<35, Private,21174<x<274186, Assoc_voc,8<x<12, Not_in_family, White, Female,50<x<74, United_States,LOW
783,35<x<53, Self_emp_not_inc,21174<x<274186, HS_grad,8<x<12, Husband, White, Male,25<x<50, United_States,LOW
784,17<x<35, Private,21174<x<274186, Bachelors,x>12, Not_in_family, White, Female,25<x<50, United_States,LOW
785,35<x<53, State_gov,274186<x<527198, Doctorate,x>12, Own_child, White, Male,25<x<50, United_States,HIGH
786,17<x<35, Private,21174<x<274186, HS_grad,8<x<12, Own_child, White, Male,25<x<50, United_States,LOW
787,17<x<35, Local_gov,21174<x<274186, HS_grad,8<x<12, Own_child, White, Female,25<x<50, United_States,LOW
788,53<x<71, Private,21174<x<274186, HS_grad,8<x<12, Husband, White, Male,25<x<50, United_States,HIGH
789,17<x<35, Private,21174<x<274186, Bachelors,x>12, Own_child, White, Female,25<x<50, United_States,LOW
790,35<x<53, Private,21174<x<274186, Bachelors,x>12, Not_in_family, White, Female,50<x<74, United_States,HIGH
791,17<x<35, Private,21174<x<274186, 11th,4<x<8, Own_child, White, Female,1<x<25, United_States,LOW
792,35<x<53, Private,21174<x<274186, HS_grad,8<x<12, Husband, White, Male,25<x<50, Mexico,LOW
793,35<x<53, Private,274186<x<527198, 11th,4<x<8, Husband, White, Male,25<x<50, United_States,LOW
794,17<x<35, Self_emp_inc,21174<x<274186, Some_college,8<x<12, Husband, White, Male,50<x<74, United_States,LOW
795,17<x<35, Private,21174<x<274186, HS_grad,8<x<12, Husband, White, Male,25<x<50, United_States,LOW
796,17<x<35, Private,274186<x<527198, Some_college,8<x<12, Not_in_family, White, Female,1<x<25, United_States,LOW
797,17<x<35, Private,21174<x<274186, 10th,4<x<8, Not_in_family, White, Male,25<x<50, United_States,LOW
798,x<17, Private,274186<x<527198, 11th,4<x<8, Own_child, White, Male,25<x<50, United_States,LOW
799,35<x<53, Private,21174<x<274186, Some_college,8<x<12, Husband, White, Male,25<x<50, United_States,HIGH
800,17<x<35, Self_emp_not_inc,21174<x<274186, Bachelors,x>12, Own_child, White, Male,25<x<50, United_States,LOW
801,35<x<53, Private,21174<x<274186, Bachelors,x>12, Husband, White, Male,25<x<50, United_States,HIGH
802,17<x<35, Private,21174<x<274186, Some_college,8<x<12, Own_child, White, Male,25<x<50, United_States,LOW
803,53<x<71, Self_emp_not_inc,21174<x<274186, Masters,x>12, Husband, White, Male,25<x<50, United_States,HIGH
804,35<x<53, Self_emp_not_inc,21174<x<274186, Bachelors,x>12, Husband, Asian_Pac_Islander, Male,25<x<50, China,HIGH
805,53<x<71, Private,274186<x<527198, 5th_6th,1<x<4, Unmarried, Black, Male,1<x<25, United_States,LOW
806,35<x<53, Private,21174<x<274186, Bachelors,x>12, Husband, White, Male,50<x<74, United_States,HIGH
807,17<x<35, Private,21174<x<274186, HS_grad,8<x<12, Unmarried, Black, Female,1<x<25, United_States,LOW
808,35<x<53, Private,274186<x<527198, Assoc_voc,8<x<12, Unmarried, White, Female,25<x<50, United_States,LOW
809,35<x<53, Private,21174<x<274186, HS_grad,8<x<12, Husband, White, Male,25<x<50, United_States,HIGH
810,17<x<35, Private,274186<x<527198, HS_grad,8<x<12, Not_in_family, White, Female,25<x<50, United_States,LOW
811,35<x<53, Private,21174<x<274186, 9th,4<x<8, Not_in_family, White, Female,25<x<50, United_States,LOW
812,17<x<35, Private,21174<x<274186, Bachelors,x>12, Other_relative, White, Male,25<x<50, Philippines,HIGH
813,17<x<35, Private,21174<x<274186, HS_grad,8<x<12, Husband, White, Male,50<x<74, United_States,LOW
814,35<x<53, Private,21174<x<274186, Bachelors,x>12, Husband, White, Male,25<x<50, United_States,HIGH
815,17<x<35, Private,21174<x<274186, Some_college,8<x<12, Wife, White, Female,50<x<74, United_States,LOW
816,17<x<35, Private,21174<x<274186, Bachelors,x>12, Own_child, White, Male,25<x<50, United_States,LOW
817,53<x<71, Self_emp_not_inc,274186<x<527198, HS_grad,8<x<12, Husband, Black, Male,25<x<50, United_States,LOW
818,17<x<35, Private,21174<x<274186, Assoc_voc,8<x<12, Not_in_family, White, Female,25<x<50, United_States,LOW
819,17<x<35, Self_emp_not_inc,274186<x<527198, Bachelors,x>12, Not_in_family, White, Male,25<x<50, United_States,LOW
820,17<x<35, Private,21174<x<274186, Assoc_voc,8<x<12, Wife, Asian_Pac_Islander, Female,25<x<50, India,LOW
821,35<x<53, Private,21174<x<274186, Bachelors,x>12, Husband, White, Male,25<x<50, United_States,HIGH
822,35<x<53, Self_emp_not_inc,21174<x<274186, Prof_school,x>12, Husband, White, Male,50<x<74, United_States,HIGH
823,35<x<53, Private,21174<x<274186, Masters,x>12, Husband, White, Male,25<x<50, United_States,LOW
824,35<x<53, Private,274186<x<527198, Some_college,8<x<12, Own_child, White, Male,50<x<74, United_States,LOW
825,17<x<35, Private,21174<x<274186, Bachelors,x>12, Own_child, White, Female,25<x<50, United_States,LOW
826,17<x<35, Private,21174<x<274186, Bachelors,x>12, Husband, White, Male,25<x<50, United_States,HIGH
827,17<x<35, Private,21174<x<274186, HS_grad,8<x<12, Husband, White, Male,25<x<50, United_States,LOW
828,53<x<71, Local_gov,21174<x<274186, 7th_8th,1<x<4, Husband, White, Male,50<x<74, United_States,LOW
829,35<x<53, Self_emp_not_inc,21174<x<274186, 9th,4<x<8, Husband, White, Male,1<x<25, United_States,LOW
830,17<x<35, Private,21174<x<274186, HS_grad,8<x<12, Own_child, White, Female,25<x<50, United_States,LOW
831,17<x<35, Private,21174<x<274186, HS_grad,8<x<12, Not_in_family, White, Male,25<x<50, United_States,LOW
832,35<x<53, Private,21174<x<274186, HS_grad,8<x<12, Not_in_family, White, Female,25<x<50, United_States,LOW
833,35<x<53, Private,21174<x<274186, Some_college,8<x<12, Not_in_family, White, Male,50<x<74, United_States,LOW
834,17<x<35, Private,21174<x<274186, Bachelors,x>12, Own_child, Black, Male,1<x<25, United_States,LOW
835,35<x<53, Self_emp_not_inc,21174<x<274186, HS_grad,8<x<12, Own_child, White, Male,1<x<25, United_States,LOW
836,35<x<53, Private,21174<x<274186, Some_college,8<x<12, Husband, White, Male,25<x<50, United_States,LOW
837,17<x<35, Private,21174<x<274186, HS_grad,8<x<12, Not_in_family, White, Male,25<x<50, United_States,LOW
838,35<x<53, Private,274186<x<527198, Some_college,8<x<12, Not_in_family, White, Male,25<x<50, United_States,LOW
839,35<x<53, Self_emp_not_inc,274186<x<527198, 10th,4<x<8, Husband, White, Male,50<x<74, United_States,LOW
840,17<x<35, Private,21174<x<274186, Some_college,8<x<12, Not_in_family, White, Male,25<x<50, United_States,LOW
841,17<x<35, Private,527198<x<780210, HS_grad,8<x<12, Own_child, Black, Male,25<x<50, United_States,LOW
842,35<x<53, Private,21174<x<274186, Bachelors,x>12, Husband, White, Male,25<x<50, United_States,HIGH
843,35<x<53, Private,21174<x<274186, Masters,x>12, Wife, Asian_Pac_Islander, Female,25<x<50, South,LOW
844,53<x<71, Self_emp_inc,21174<x<274186, HS_grad,8<x<12, Husband, Asian_Pac_Islander, Male,25<x<50, United_States,HIGH
845,x>71, Self_emp_not_inc,21174<x<274186, HS_grad,8<x<12, Husband, White, Male,25<x<50, United_States,LOW
846,17<x<35, Private,21174<x<274186, Some_college,8<x<12, Own_child, White, Male,1<x<25, United_States,LOW
847,17<x<35, Private,21174<x<274186, Some_college,8<x<12, Not_in_family, White, Male,1<x<25, United_States,LOW
848,17<x<35, Private,21174<x<274186, Some_college,8<x<12, Unmarried, White, Male,25<x<50, United_States,LOW
849,35<x<53, Private,274186<x<527198, 5th_6th,1<x<4, Wife, White, Female,25<x<50, Mexico,LOW
850,35<x<53, Private,21174<x<274186, Some_college,8<x<12, Wife, Black, Female,25<x<50, United_States,LOW
851,17<x<35, Private,21174<x<274186, HS_grad,8<x<12, Husband, White, Male,25<x<50, United_States,LOW
852,35<x<53, Private,21174<x<274186, HS_grad,8<x<12, Husband, White, Male,25<x<50, United_States,LOW
853,35<x<53, Private,21174<x<274186, Masters,x>12, Husband, White, Male,50<x<74, United_States,HIGH
854,17<x<35, Private,21174<x<274186, Some_college,8<x<12, Not_in_family, White, Female,25<x<50, United_States,LOW
855,17<x<35, Private,274186<x<527198, 1st_4th,1<x<4, Not_in_family, White, Female,25<x<50, Guatemala,LOW
856,35<x<53, Private,21174<x<274186, HS_grad,8<x<12, Not_in_family, White, Male,50<x<74, United_States,LOW
857,35<x<53, Local_gov,21174<x<274186, Preschool,x<1, Husband, White, Male,25<x<50, United_States,LOW
858,17<x<35, Private,274186<x<527198, HS_grad,8<x<12, Wife, White, Female,25<x<50, Mexico,LOW
859,35<x<53, Private,21174<x<274186, 11th,4<x<8, Husband, White, Male,25<x<50, United_States,HIGH
860,35<x<53, Private,21174<x<274186, HS_grad,8<x<12, Husband, White, Male,x>74, United_States,HIGH
861,35<x<53, Private,21174<x<274186, Masters,x>12, Not_in_family, White, Female,1<x<25, United_States,LOW
862,35<x<53, Private,21174<x<274186, Prof_school,x>12, Husband, White, Male,25<x<50, United_States,HIGH
863,17<x<35, Private,21174<x<274186, HS_grad,8<x<12, Husband, White, Male,25<x<50, United_States,LOW
864,17<x<35, Private,21174<x<274186, Bachelors,x>12, Not_in_family, White, Male,25<x<50, United_States,HIGH
865,17<x<35, Private,21174<x<274186, Assoc_acdm,8<x<12, Unmarried, Amer_Indian_Eskimo, Female,25<x<50, United_States,LOW
866,17<x<35, Private,274186<x<527198, HS_grad,8<x<12, Husband, Black, Male,25<x<50, United_States,LOW
867,35<x<53, Self_emp_inc,21174<x<274186, HS_grad,8<x<12, Husband, White, Male,25<x<50, United_States,HIGH
868,17<x<35, Private,274186<x<527198, HS_grad,8<x<12, Not_in_family, White, Female,25<x<50, United_States,LOW
869,17<x<35, Private,21174<x<274186, HS_grad,8<x<12, Husband, White, Male,25<x<50, United_States,LOW
870,53<x<71, Local_gov,21174<x<274186, Some_college,8<x<12, Unmarried, Black, Female,25<x<50, United_States,LOW
871,35<x<53, Private,21174<x<274186, Some_college,8<x<12, Unmarried, White, Female,25<x<50, United_States,LOW
872,35<x<53, Self_emp_inc,21174<x<274186, Bachelors,x>12, Wife, White, Female,25<x<50, United_States,HIGH
873,35<x<53, Private,21174<x<274186, Some_college,8<x<12, Unmarried, White, Male,25<x<50, United_States,LOW
874,35<x<53, Self_emp_not_inc,274186<x<527198, Some_college,8<x<12, Unmarried, White, Male,25<x<50, United_States,LOW
875,35<x<53, State_gov,21174<x<274186, HS_grad,8<x<12, Wife, White, Female,25<x<50, United_States,HIGH
876,35<x<53, Private,21174<x<274186, Masters,x>12, Husband, White, Male,25<x<50, United_States,HIGH
877,35<x<53, Private,21174<x<274186, 7th_8th,1<x<4, Unmarried, Black, Female,25<x<50, United_States,LOW
878,17<x<35, Private,21174<x<274186, HS_grad,8<x<12, Own_child, White, Female,1<x<25, United_States,LOW
879,35<x<53, Private,21174<x<274186, Some_college,8<x<12, Husband, White, Male,25<x<50, United_States,LOW
880,35<x<53, Self_emp_inc,274186<x<527198, Some_college,8<x<12, Husband, White, Male,50<x<74, United_States,HIGH
881,17<x<35, Local_gov,274186<x<527198, 10th,4<x<8, Not_in_family, White, Male,25<x<50, United_States,LOW
882,17<x<35, Self_emp_not_inc,21174<x<274186, Bachelors,x>12, Husband, White, Male,25<x<50, United_States,HIGH
883,35<x<53, Private,21174<x<274186, Assoc_acdm,8<x<12, Husband, White, Male,25<x<50, United_States,HIGH
884,17<x<35, Private,21174<x<274186, Some_college,8<x<12, Husband, White, Male,25<x<50, United_States,LOW
885,17<x<35, Private,21174<x<274186, HS_grad,8<x<12, Not_in_family, White, Female,25<x<50, United_States,LOW
886,17<x<35, Private,274186<x<527198, Bachelors,x>12, Husband, White, Male,50<x<74, Mexico,LOW
887,35<x<53, Private,274186<x<527198, 10th,4<x<8, Unmarried, White, Female,25<x<50, United_States,LOW
888,17<x<35, Private,21174<x<274186, HS_grad,8<x<12, Husband, White, Male,25<x<50, United_States,LOW
889,17<x<35, Private,274186<x<527198, HS_grad,8<x<12, Own_child, White, Female,1<x<25, United_States,LOW
890,17<x<35, Self_emp_inc,274186<x<527198, Some_college,8<x<12, Husband, White, Male,50<x<74, United_States,HIGH
891,53<x<71, Self_emp_not_inc,21174<x<274186, HS_grad,8<x<12, Husband, White, Male,1<x<25, United_States,LOW
892,35<x<53, Private,21174<x<274186, Bachelors,x>12, Husband, Asian_Pac_Islander, Male,25<x<50, India,HIGH
893,17<x<35, Private,21174<x<274186, HS_grad,8<x<12, Husband, White, Male,25<x<50, United_States,HIGH
894,17<x<35, Private,21174<x<274186, Bachelors,x>12, Not_in_family, White, Female,25<x<50, United_States,LOW
895,53<x<71, Private,21174<x<274186, Bachelors,x>12, Not_in_family, White, Male,25<x<50, United_States,HIGH
896,35<x<53, Private,21174<x<274186, HS_grad,8<x<12, Husband, White, Male,25<x<50, United_States,LOW
897,35<x<53, Private,21174<x<274186, HS_grad,8<x<12, Unmarried, White, Male,50<x<74, United_States,LOW
898,17<x<35, Private,21174<x<274186, Some_college,8<x<12, Not_in_family, White, Female,25<x<50, United_States,LOW
899,17<x<35, Private,21174<x<274186, Some_college,8<x<12, Not_in_family, White, Female,25<x<50, United_States,LOW
900,35<x<53, State_gov,21174<x<274186, Masters,x>12, Husband, White, Male,25<x<50, United_States,HIGH
901,x>71, Private,21174<x<274186, HS_grad,8<x<12, Not_in_family, Black, Female,25<x<50, United_States,LOW
902,17<x<35, Private,21174<x<274186, HS_grad,8<x<12, Own_child, White, Male,25<x<50, United_States,LOW
903,35<x<53, Private,21174<x<274186, HS_grad,8<x<12, Not_in_family, White, Female,25<x<50, United_States,LOW
904,17<x<35, Private,274186<x<527198, Assoc_acdm,8<x<12, Not_in_family, White, Female,25<x<50, United_States,LOW
905,53<x<71, Self_emp_not_inc,21174<x<274186, HS_grad,8<x<12, Unmarried, White, Male,25<x<50, United_States,LOW
906,35<x<53, Local_gov,274186<x<527198, HS_grad,8<x<12, Not_in_family, White, Male,25<x<50, United_States,HIGH
907,53<x<71, Private,21174<x<274186, Assoc_voc,8<x<12, Not_in_family, White, Female,1<x<25, United_States,LOW
908,35<x<53, Private,274186<x<527198, HS_grad,8<x<12, Own_child, Black, Female,25<x<50, United_States,LOW
909,35<x<53, Private,274186<x<527198, HS_grad,8<x<12, Unmarried, White, Female,25<x<50, United_States,LOW
910,35<x<53, Private,21174<x<274186, HS_grad,8<x<12, Unmarried, White, Male,25<x<50, United_States,LOW
911,35<x<53, Private,21174<x<274186, Some_college,8<x<12, Not_in_family, White, Female,25<x<50, United_States,LOW
912,35<x<53, Private,21174<x<274186, Bachelors,x>12, Not_in_family, White, Male,25<x<50, United_States,LOW
913,35<x<53, Private,21174<x<274186, Assoc_voc,8<x<12, Husband, White, Male,25<x<50, United_States,LOW
914,35<x<53, Self_emp_not_inc,21174<x<274186, HS_grad,8<x<12, Husband, White, Male,25<x<50, United_States,LOW
915,35<x<53, Private,21174<x<274186, HS_grad,8<x<12, Husband, White, Male,25<x<50, United_States,HIGH
916,17<x<35, Private,274186<x<527198, HS_grad,8<x<12, Not_in_family, White, Male,25<x<50, United_States,LOW
917,53<x<71, Private,21174<x<274186, HS_grad,8<x<12, Husband, White, Male,50<x<74, United_States,HIGH
918,35<x<53, Private,21174<x<274186, Masters,x>12, Not_in_family, White, Male,25<x<50, United_States,LOW
919,35<x<53, Federal_gov,21174<x<274186, Bachelors,x>12, Unmarried, White, Male,50<x<74, United_States,HIGH
920,35<x<53, Private,21174<x<274186, Some_college,8<x<12, Husband, White, Male,25<x<50, United_States,LOW
921,35<x<53, Self_emp_inc,274186<x<527198, Bachelors,x>12, Husband, White, Male,25<x<50, United_States,HIGH
922,17<x<35, Private,21174<x<274186, Some_college,8<x<12, Own_child, White, Male,25<x<50, United_States,LOW
923,35<x<53, Private,21174<x<274186, Doctorate,x>12, Husband, White, Male,50<x<74, United_States,HIGH
924,35<x<53, State_gov,274186<x<527198, HS_grad,8<x<12, Wife, White, Female,25<x<50, United_States,HIGH
925,17<x<35, Local_gov,21174<x<274186, Bachelors,x>12, Own_child, White, Female,50<x<74, United_States,LOW
926,17<x<35, Private,21174<x<274186, HS_grad,8<x<12, Own_child, White, Male,1<x<25, United_States,LOW
927,53<x<71, Private,274186<x<527198, Bachelors,x>12, Husband, White, Male,25<x<50, United_States,LOW
928,53<x<71, Private,21174<x<274186, HS_grad,8<x<12, Not_in_family, Black, Male,25<x<50, United_States,LOW
929,35<x<53, Self_emp_inc,21174<x<274186, HS_grad,8<x<12, Husband, White, Male,25<x<50, United_States,HIGH
930,53<x<71, Self_emp_not_inc,21174<x<274186, HS_grad,8<x<12, Husband, White, Male,50<x<74, United_States,HIGH
931,17<x<35, Private,21174<x<274186, Some_college,8<x<12, Husband, White, Male,25<x<50, Germany,LOW
932,35<x<53, Private,21174<x<274186, HS_grad,8<x<12, Not_in_family, White, Female,25<x<50, United_States,LOW
933,17<x<35, Private,21174<x<274186, Assoc_voc,8<x<12, Own_child, White, Male,25<x<50, United_States,LOW
934,35<x<53, Private,527198<x<780210, HS_grad,8<x<12, Husband, White, Male,25<x<50, United_States,HIGH
935,35<x<53, Private,21174<x<274186, Some_college,8<x<12, Husband, White, Male,25<x<50, United_States,HIGH
936,35<x<53, Private,21174<x<274186, Masters,x>12, Husband, White, Male,1<x<25, United_States,LOW
937,35<x<53, Private,21174<x<274186, 7th_8th,1<x<4, Husband, White, Male,25<x<50, United_States,LOW
938,17<x<35, Private,21174<x<274186, Assoc_voc,8<x<12, Wife, White, Female,25<x<50, United_States,HIGH
939,35<x<53, Private,21174<x<274186, HS_grad,8<x<12, Unmarried, White, Female,25<x<50, United_States,LOW
940,17<x<35, Private,21174<x<274186, HS_grad,8<x<12, Not_in_family, White, Male,25<x<50, United_States,LOW
941,35<x<53, Private,21174<x<274186, Some_college,8<x<12, Not_in_family, White, Male,25<x<50, Japan,LOW
942,35<x<53, Local_gov,21174<x<274186, Masters,x>12, Husband, White, Male,25<x<50, United_States,HIGH
943,35<x<53, Private,21174<x<274186, HS_grad,8<x<12, Not_in_family, White, Female,25<x<50, United_States,LOW
944,17<x<35, Private,21174<x<274186, Some_college,8<x<12, Husband, White, Male,25<x<50, United_States,LOW
945,17<x<35, Private,21174<x<274186, HS_grad,8<x<12, Unmarried, Black, Female,25<x<50, United_States,LOW
946,53<x<71, Private,21174<x<274186, HS_grad,8<x<12, Husband, White, Male,25<x<50, Yugoslavia,LOW
947,35<x<53, Private,274186<x<527198, HS_grad,8<x<12, Husband, White, Male,50<x<74, United_States,HIGH
948,35<x<53, Private,21174<x<274186, 10th,4<x<8, Wife, White, Female,25<x<50, United_States,LOW
949,35<x<53, Self_emp_inc,21174<x<274186, Masters,x>12, Not_in_family, Asian_Pac_Islander, Male,25<x<50, India,LOW
950,17<x<35, Private,21174<x<274186, Assoc_voc,8<x<12, Not_in_family, White, Female,25<x<50, United_States,LOW
951,17<x<35, State_gov,21174<x<274186, Assoc_acdm,8<x<12, Own_child, White, Male,1<x<25, United_States,LOW
952,17<x<35, Private,274186<x<527198, Some_college,8<x<12, Not_in_family, White, Male,25<x<50, United_States,LOW
953,17<x<35, Private,21174<x<274186, HS_grad,8<x<12, Not_in_family, Black, Female,25<x<50, United_States,LOW
954,35<x<53, Private,21174<x<274186, HS_grad,8<x<12, Not_in_family, White, Male,x>74, United_States,LOW
955,17<x<35, Private,274186<x<527198, HS_grad,8<x<12, Unmarried, Black, Female,25<x<50, United_States,LOW
956,x>71, Private,21174<x<274186, HS_grad,8<x<12, Not_in_family, White, Female,25<x<50, United_States,LOW
957,17<x<35, Private,21174<x<274186, Some_college,8<x<12, Own_child, Black, Female,25<x<50, United_States,LOW
958,35<x<53, Private,274186<x<527198, Some_college,8<x<12, Not_in_family, White, Female,25<x<50, United_States,LOW
959,35<x<53, Private,21174<x<274186, Bachelors,x>12, Husband, White, Male,50<x<74, United_States,HIGH
960,17<x<35, Private,21174<x<274186, Some_college,8<x<12, Not_in_family, White, Female,25<x<50, United_States,LOW
961,17<x<35, Private,21174<x<274186, Prof_school,x>12, Unmarried, White, Male,50<x<74, United_States,LOW
962,17<x<35, Private,21174<x<274186, Some_college,8<x<12, Husband, White, Male,25<x<50, United_States,LOW
963,17<x<35, Private,21174<x<274186, Some_college,8<x<12, Not_in_family, White, Female,25<x<50, United_States,LOW
964,35<x<53, Private,21174<x<274186, Bachelors,x>12, Husband, White, Male,25<x<50, United_States,HIGH
965,53<x<71, Private,21174<x<274186, HS_grad,8<x<12, Husband, White, Male,25<x<50, United_States,LOW
966,35<x<53, Self_emp_not_inc,21174<x<274186, Bachelors,x>12, Husband, White, Male,25<x<50, Canada,HIGH
967,17<x<35, Private,274186<x<527198, Bachelors,x>12, Husband, White, Male,25<x<50, United_States,HIGH
968,35<x<53, Self_emp_not_inc,21174<x<274186, Some_college,8<x<12, Husband, White, Male,50<x<74, United_States,HIGH
969,35<x<53, Private,21174<x<274186, Some_college,8<x<12, Not_in_family, White, Male,25<x<50, Iran,LOW
970,17<x<35, Private,21174<x<274186, Bachelors,x>12, Husband, White, Male,25<x<50, United_States,LOW
971,17<x<35, Self_emp_not_inc,21174<x<274186, 12th,4<x<8, Husband, White, Male,x>74, United_States,LOW
972,35<x<53, Private,274186<x<527198, Assoc_voc,8<x<12, Not_in_family, White, Female,25<x<50, United_States,LOW
973,35<x<53, Local_gov,21174<x<274186, Masters,x>12, Husband, White, Male,25<x<50, United_States,HIGH
974,35<x<53, Private,21174<x<274186, HS_grad,8<x<12, Husband, White, Male,25<x<50, United_States,HIGH
975,35<x<53, Self_emp_not_inc,274186<x<527198, HS_grad,8<x<12, Husband, White, Male,25<x<50, United_States,LOW
976,53<x<71, Private,21174<x<274186, HS_grad,8<x<12, Husband, White, Male,25<x<50, United_States,LOW
977,53<x<71, Private,274186<x<527198, HS_grad,8<x<12, Husband, White, Male,25<x<50, Mexico,LOW
978,17<x<35, Private,21174<x<274186, Assoc_acdm,8<x<12, Unmarried, White, Female,25<x<50, United_States,LOW
979,35<x<53, Private,21174<x<274186, Some_college,8<x<12, Husband, White, Male,x>74, United_States,HIGH
980,35<x<53, Private,21174<x<274186, Some_college,8<x<12, Own_child, White, Male,25<x<50, United_States,LOW
981,17<x<35, Private,21174<x<274186, Prof_school,x>12, Husband, White, Male,x>74, United_States,HIGH
982,35<x<53, Private,21174<x<274186, 12th,4<x<8, Husband, White, Male,25<x<50, United_States,LOW
983,17<x<35, Private,21174<x<274186, Bachelors,x>12, Husband, White, Male,25<x<50, United_States,LOW
984,35<x<53, Private,21174<x<274186, Assoc_acdm,8<x<12, Not_in_family, White, Female,50<x<74, United_States,LOW
985,17<x<35, Local_gov,21174<x<274186, Bachelors,x>12, Own_child, White, Female,1<x<25, United_States,LOW
986,35<x<53, Private,21174<x<274186, HS_grad,8<x<12, Husband, White, Male,25<x<50, United_States,HIGH
987,35<x<53, Private,21174<x<274186, HS_grad,8<x<12, Husband, White, Male,25<x<50, United_States,HIGH
