RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents,class
0,26,1,0,0,2,0,0,0,0,NO
0.143931853,61,0,0.222951896,6090,9,0,1,0,0,NO
0.041104587,28,0,0.3041988,3500,8,0,0,0,0,NO
0.299417878,56,0,0.65971575,8583,11,0,2,0,0,NO
0,49,0,0.355376308,15000,12,0,2,0,3,NO
0.000428551,88,0,0.004481434,3123,5,0,0,0,0,NO
0.004505221,39,0,0.435848607,4200,6,0,2,0,2,NO
0.492643999,55,2,0.827377113,7750,13,0,2,0,0,NO
0.021547106,56,0,0.318019519,4200,12,0,2,0,2,NO
0.100173377,44,0,0.165314965,9000,9,0,1,0,2,NO
0.621007856,64,0,0.310222339,7600,14,1,2,0,1,NO
0.028752917,72,0,0.18566124,3500,21,0,1,0,0,NO
0.002681757,51,0,0.732788003,4400,13,0,2,0,2,NO
0.498488961,39,0,0.286938021,17860,13,0,1,0,0,NO
0.097217141,43,0,0.276211189,13333,5,0,1,0,2,NO
0.447466239,44,0,0.443923077,12999,8,0,2,0,2,NO
0.045759314,41,0,0.409914601,4800,17,0,2,0,2,NO
0,41,0,0.00419958,10000,7,0,0,0,0,NO
0.360688717,70,0,0.595462092,1806,7,0,0,0,0,NO
0.726088978,36,2,0.137081955,2720,4,2,0,1,2,NO
0.129547536,53,0,0.562443192,5500,17,0,1,0,2,NO
0.123218186,47,0,0.750680787,9914,11,0,2,0,5,NO
0.010893096,71,0,0.194158076,4073,8,1,0,0,0,NO
0.769773734,53,0,0.278075992,9500,12,0,2,0,1,NO
0.922505535,45,0,0.501614046,12700,11,0,4,0,1,YES
0.455154587,49,1,0.913286004,1971,11,0,0,0,0,NO
0.654650704,33,0,0.481544577,7043,11,0,2,0,1,NO
0.84490946,60,0,0.357151076,8690,6,0,1,0,2,NO
0.9999999,34,0,0.357756601,6400,6,0,2,0,0,NO
0.033983551,34,0,0.243744128,11708,14,0,2,0,0,NO
0,44,0,0.183349121,9500,11,0,1,0,2,NO
0.024378631,52,0,0.150484952,10000,4,0,1,0,3,NO
0.770867868,49,0,0.24042455,6500,8,0,0,0,0,NO
0,71,0,0.233691577,4000,6,0,1,0,2,NO
0,46,0,0.149445764,5051,3,0,1,0,0,NO
0.026621989,62,0,0.290083632,4184,8,0,1,0,2,NO
0.880186636,41,0,0.211888395,2472,10,0,0,0,0,NO
0.115814589,37,1,0.067859022,1900,4,0,0,0,0,NO
0.99200034,57,0,0.555111222,4000,8,0,1,0,0,NO
0.212526282,43,1,0.206479352,10000,8,0,2,0,0,NO
1.708044916,47,0,1.862758161,1500,6,0,1,0,0,NO
0.132463863,44,0,0.120768229,3071,11,0,0,0,1,NO
0.456585044,32,0,0.630046584,2575,9,0,2,0,0,NO
0.558873832,30,0,0.214595135,3000,9,0,0,0,0,NO
0.102222373,32,0,0.716513395,2500,6,0,1,0,0,NO
0,52,0,0.360159658,10772,10,0,1,0,4,NO
0.883293947,36,0,0.3118458,7833,7,0,1,0,0,NO
0,34,0,0.36540709,2566,3,0,0,0,0,NO
0.03839346,76,0,0.01371298,10500,11,0,0,0,0,NO
0.903123346,47,0,0.342544069,8395,8,0,2,0,0,NO
0.496968813,39,1,0.15199392,25000,11,0,2,0,3,NO
0.940774925,41,2,0.381154711,4000,10,0,1,0,1,NO
0.9999999,35,0,0.007617597,5250,1,0,0,0,0,NO
1.025987006,63,6,0.521441726,3800,8,2,2,1,1,NO
0.071129391,80,0,0.093687518,3500,6,0,0,0,0,NO
0.01150123,43,0,0.418702196,4052,4,0,1,0,0,NO
0.425597312,43,0,0.302766085,3325,4,0,1,1,0,NO
0,44,0,0.431305341,3500,4,0,1,0,2,NO
0.630787623,67,0,0.37942033,7210,12,0,2,0,0,NO
0.016861692,48,0,0.425821711,12260,12,0,5,0,4,NO
0.231831982,44,0,0.192690243,12667,6,0,1,0,2,NO
0.306338732,57,0,0.376373626,6915,12,0,3,0,2,NO
0.9999999,49,0,2883,0,9,0,2,0,1,NO
0.328573722,66,1,0.293398759,10800,17,0,2,0,1,NO
0.818659658,58,0,1.042791442,5000,11,0,2,0,0,NO
0.24664436,45,0,0.10996858,3500,5,0,0,0,1,NO
0.01029897,29,0,0.00119952,2500,1,0,0,0,0,NO
0.090361993,77,0,0.311583578,4091,7,0,1,0,0,NO
0.568392168,35,0,0.903676471,2719,9,0,1,0,0,NO
0.005451823,59,0,0.00119976,5000,7,0,0,0,0,NO
0.043255885,33,1,0.009998276,5800,7,0,0,0,0,NO
0.001925099,70,0,0.024569089,10500,15,0,0,0,0,NO
1.006955514,66,0,0.214392804,2000,3,0,0,0,0,NO
0.056371415,44,0,0.359768292,14500,10,0,2,0,1,NO
0.982431974,59,5,0.664255618,14239,13,0,2,1,2,NO
0.018265099,55,0,0.012643379,7671,6,0,1,0,0,NO
0.9999999,52,0,0.237812128,6727,2,4,0,1,1,YES
0.342056982,70,0,0.626394732,10933,13,0,3,0,0,NO
0.039016915,67,0,0.499126383,1716,5,0,0,0,0,NO
0.296110304,30,0,0.205498473,3600,3,0,0,0,1,NO
0.0445764,61,0,37.5,1,4,0,0,0,0,NO
0,25,0,0.633373934,820,3,0,0,0,0,NO
0.003574848,70,0,0.410062479,6081,15,0,1,0,0,NO
0.186851783,62,0,0.286681021,9752,8,0,1,0,0,NO
0.032998429,30,0,0.004461298,4482,1,0,0,0,0,NO
0.474681259,43,0,0.196592119,4694,6,0,0,0,1,NO
0.356634904,49,1,0.458135466,4000,11,0,2,0,0,NO
0.036347783,49,0,0.180969958,9752,11,0,0,0,1,NO
0,36,4,0.437849944,6250,11,0,2,1,0,NO
0.04254138,35,0,0.486238532,9700,12,0,3,0,2,NO
0.9999999,27,98,0,2700,0,98,0,98,0,YES
0.096565911,40,0,0.120809423,3310,4,0,0,0,1,NO
0.295740852,47,0,0.178619035,3750,3,0,0,0,2,NO
0.213785748,46,0,0.367816092,2000,5,0,1,0,0,NO
0.318112126,60,0,0.020152792,7591,2,0,0,0,0,NO
0.600066364,53,1,0.50857819,5070,15,0,1,0,1,NO
0.044177962,31,0,0.33847981,5893,9,0,1,0,1,NO
0.010092554,37,0,0.003128259,1917,3,0,0,0,0,NO
0.510087113,61,0,0.198656111,15030,6,0,1,0,1,NO
0.039753447,66,0,0.243919633,2836,15,0,0,0,0,NO
0.05101939,59,0,0.26045568,12815,16,0,1,0,3,NO
0.9999999,63,5,0.194618671,11000,7,0,2,0,0,NO
0.142398,57,0,0.264079508,4225,6,0,1,0,0,NO
0.9999999,63,0,0,1,2,0,0,0,0,NO
0.006796192,77,0,0.41393079,2253,13,0,1,0,0,NO
0.132962653,61,0,0.371699564,3900,10,0,1,0,3,NO
0.827200631,53,0,0.505687694,2900,8,0,3,0,0,NO
0.022417562,72,0,0.001825769,7667,2,0,0,0,0,NO
0.2391771,72,0,1.054041983,6716,9,0,2,0,1,NO
0.30428262,32,0,0.274722886,4600,8,0,1,0,0,NO
0.514708735,35,0,0.91878384,2400,18,0,1,0,1,NO
0.344317885,27,0,0.17953362,4416,8,0,0,0,0,NO
0.022438565,81,0,0.230679837,3441,8,0,1,0,0,NO
0.029431333,70,0,0.578070322,6000,12,0,3,0,0,NO
0.017832739,38,0,0.003870718,5166,4,0,0,0,1,NO
0.006838698,43,0,0.527266028,2713,7,0,1,0,1,NO
0.000171917,71,0,0,30000,8,0,0,0,0,NO
0.056895398,64,0,0.335904688,11666,14,0,3,0,0,NO
0.9999999,39,3,0.112225335,6780,5,0,0,0,0,NO
0.01239876,66,0,14.01876676,372,3,0,2,0,0,NO
0.197701607,55,1,0.258874113,10000,7,0,2,1,1,YES
1.624465065,61,0,0.432814229,11750,12,0,1,0,1,NO
0.768820786,25,1,0.569584736,1781,6,0,0,0,0,YES
0.705197204,56,0,0.262722496,55000,16,0,6,0,1,NO
0.987367106,56,0,0.613832059,14516,21,0,2,1,0,NO
0,63,1,0.087569008,5252,5,0,1,0,1,NO
0.122047134,58,0,1.861569215,2000,14,0,1,0,0,NO
0.884176675,32,0,0.709526982,1500,6,0,0,0,0,NO
0.332944509,38,0,0.004916257,12000,3,0,0,0,1,NO
0.366062091,77,0,0.559043159,7900,12,0,1,0,0,NO
0.9999999,32,0,0.566289141,1500,4,0,0,0,0,NO
0.061397627,41,0,0.718473935,10300,18,0,3,0,4,NO
0.162218632,49,0,0.459160129,4333,9,0,2,0,1,NO
0.030829821,48,1,0.088447653,1107,3,0,0,0,2,NO
0.005660923,42,0,0.001606856,5600,1,0,0,0,1,NO
0.04550585,58,0,0.00979804,5000,5,0,0,0,1,NO
0.135778145,46,0,0.325581395,6750,13,0,1,0,1,NO
0.047724174,66,0,0.75812094,2000,11,0,1,0,1,NO
0,52,0,0.163458647,6649,3,0,1,0,2,NO
0.267703359,49,0,0.021265054,9216,4,0,0,0,1,NO
0.714013618,55,0,0.252201164,6700,4,0,0,1,0,NO
0.947700354,39,1,0.048520395,3750,8,0,0,0,0,NO
0.978808477,47,1,0.428419088,3750,5,4,0,0,1,YES
1.050951924,61,3,0.801221544,1800,7,3,2,0,0,YES
0.959005856,30,0,0.213268706,3300,5,0,0,0,0,NO
0.098515058,72,0,1189,0,4,0,1,0,0,NO
0.9999999,39,0,0.041420118,3041,2,1,0,0,3,YES
0.407186096,46,0,0.512998,6500,14,0,3,0,2,NO
0.086672375,79,0,0.134648714,7500,15,0,0,0,0,NO
0.02365588,70,0,0.01793722,2452,7,0,0,0,0,NO
0.911663333,37,0,0.632308212,5917,11,0,2,0,3,NO
0.215568862,51,0,0.069114471,4166,3,0,0,0,3,NO
0.088046633,63,0,0.157283194,9466,5,0,1,0,0,NO
0.032966889,48,0,0.537307906,5400,10,0,2,0,1,NO
0.042970201,40,0,45,0,6,0,0,0,0,NO
0.026599391,62,0,0.074071225,13000,9,0,1,0,1,NO
0.247103146,63,0,0.382146601,12400,22,0,3,0,1,NO
0.021639523,56,0,0.323073492,8966,21,0,2,0,2,NO
0.064372318,41,0,1.083273338,4166,7,0,1,0,1,NO
0.106507141,40,0,0.173443541,7500,13,1,2,0,1,NO
0.849229165,60,0,0.848819169,5800,11,0,2,0,0,NO
0.350847689,47,0,0.43258377,11250,9,0,2,0,3,NO
0.909043376,42,0,0.422447194,8000,11,0,2,0,0,NO
0.013626303,76,0,0.09737293,3501,10,0,0,0,0,NO
0.006161492,41,0,0.001079914,8333,3,0,0,0,0,NO
0.9999999,64,1,0.967923863,2836,6,0,1,0,2,YES
0.167835331,37,0,0.716118685,3740,20,0,2,0,1,NO
0.162704663,36,0,0.043175147,8175,9,0,0,0,4,NO
0.028592856,33,1,0.191657272,2660,8,0,0,0,0,NO
0.9999999,31,0,0,1200,0,0,0,0,0,NO
0.536349341,48,0,0.14775359,4317,6,0,0,0,2,NO
0.009937069,76,0,0.327737096,5598,16,0,2,0,0,NO
0.371644487,32,0,0.427944404,4100,13,0,0,1,2,NO
0.9999999,42,0,0.082983403,5000,1,1,0,0,2,NO
0.924601885,43,1,0.367097806,6880,4,0,0,0,1,YES
0.2505186,77,0,0.363636364,4300,24,0,0,0,0,NO
0.038488034,42,0,1.225011008,2270,10,0,2,0,2,NO
0.680631937,33,0,0.057983433,3500,4,0,0,0,3,NO
0.101810554,36,0,0.816436713,5000,6,0,2,0,2,NO
0.9999999,55,0,0.025398541,3700,1,2,0,1,0,YES
0.435904273,43,0,0.353206239,5769,5,0,1,0,0,NO
0.519302673,40,0,0.765896315,8004,12,0,3,0,0,NO
0.293554293,63,0,0.282177432,6300,8,0,1,0,0,NO
0.203916305,57,0,0.346379089,7000,8,0,1,0,1,NO
0.9999999,32,0,0.096394145,2800,1,0,0,0,1,NO
0.179849103,45,0,0.308615311,4166,7,0,2,0,0,NO
0,60,0,0.203310743,9000,7,0,2,0,1,NO
0.013174641,41,0,0.121859768,8000,8,0,0,0,2,NO
0.180280146,47,0,0.02849715,10000,4,0,0,0,5,NO
0.101740388,64,0,0.361220731,3800,9,0,1,0,0,NO
0.617672488,44,1,0.14130275,6800,8,0,0,0,2,NO
0.9999999,45,0,0,4000,3,0,0,0,4,NO
0.038950934,69,0,0.179793912,8442,15,0,2,0,0,NO
0.006341611,61,0,0.423549278,6513,19,0,3,0,1,NO
0.655344655,35,0,0.294355859,3950,6,0,0,0,2,NO
0.494343504,51,0,0.692561488,3333,6,0,1,0,0,NO
1.000782541,49,1,0.642629905,6600,9,0,1,1,0,YES
0.105556349,45,0,0.222071349,8100,5,0,2,0,2,NO
0.208583325,50,0,0.050887927,6700,10,1,0,0,1,NO
0.136793641,92,1,0.235086836,3972,11,0,1,0,1,NO
0.169233231,47,0,0.228154369,5000,6,0,1,0,2,NO
0.441343163,45,0,1.404297851,2000,15,0,1,0,0,NO
0.071486036,53,0,0.182433958,8857,3,0,2,0,1,NO
0.026048127,49,0,0.322921627,10500,24,0,3,0,0,NO
0.508254824,47,0,0.58369593,7813,9,0,1,0,1,NO
0.9999999,41,0,0.492424242,5147,5,1,1,0,1,YES
0.280334483,34,0,0.558411882,3500,10,0,1,0,0,NO
0.014083737,67,0,0.129409265,4705,7,0,1,0,0,NO
0.508008865,49,1,0.360940809,8970,10,0,2,0,4,NO
0.000115738,60,0,0.008918316,14800,5,0,0,0,1,NO
0.846163759,47,0,0.571108043,5793,12,0,1,0,0,NO
0.010646433,32,0,0.000830979,6016,8,0,0,0,2,NO
0.03167801,28,0,0.114237715,2380,7,0,0,0,0,NO
0.155959085,41,0,2599,0,5,0,1,0,0,NO
0.9999999,62,0,0.03263928,1776,1,1,0,0,0,NO
0.281677722,32,0,0.400887929,8333,7,0,1,0,4,NO
0.081071193,44,0,0.332041747,16000,9,0,4,0,3,NO
0.006631879,27,0,0.186841149,2750,6,0,0,0,0,NO
0.197212966,49,1,0.196000987,4050,6,0,1,2,0,NO
0.556591981,45,0,1.409716125,6833,22,0,8,0,0,NO
0.59410642,42,0,0.838448253,7526,14,0,4,0,2,NO
0.03382955,58,0,0.177037996,8500,10,0,2,0,0,NO
0.041396982,64,0,0.018495376,4000,5,0,0,0,1,NO
0.046458026,64,0,0.133116883,7083,9,0,0,0,0,NO
0.103659756,29,0,0.195398574,3085,5,0,0,0,0,NO
0.9999999,53,0,0.1026737,10995,7,0,0,0,2,NO
0.9999999,30,0,0,2900,3,0,0,0,1,YES
0.151567098,61,0,0.52310231,8483,3,0,1,0,0,NO
0.680161943,47,4,0.378735696,9000,7,0,1,0,2,YES
0.9999999,55,0,0.958208358,5000,8,0,3,0,0,NO
0.060876125,67,0,0.122324159,5885,10,0,0,0,2,NO
0.9999999,24,0,0.176025918,925,1,0,0,0,0,NO
0.672442519,85,2,0.020381451,5347,7,1,0,1,0,NO
0,35,0,0.195701075,4000,9,0,0,0,4,NO
0.288158053,38,0,0.494088583,5666,5,0,2,0,1,NO
0.484136932,46,0,0.144113613,12392,7,0,1,0,0,NO
0.084647226,70,0,0.224233283,5966,4,0,1,0,0,NO
0.703167083,55,0,0.174802291,11000,12,0,0,0,0,NO
0.017639294,89,0,0.007223476,2214,6,0,0,0,0,NO
0.00857712,49,0,0.142343063,2500,10,0,0,0,0,NO
0.806522776,27,0,0.514185727,8000,11,0,0,0,0,NO
0.009386388,71,0,0.010705922,2988,12,0,0,0,0,NO
0.86234251,34,0,0.370256803,5217,6,0,1,1,2,NO
0.665173572,54,0,0.166102842,2955,3,0,0,0,0,NO
0.02579742,75,0,0.005178402,15834,2,0,0,0,1,NO
0.223677632,35,0,0.375291634,9000,7,0,1,0,0,NO
0,42,0,0,5000,2,0,0,0,0,NO
0.838060769,65,2,0.568128183,8050,15,0,1,0,0,NO
0.10192376,63,0,0.327049414,3500,7,0,1,0,1,NO
0.10189678,24,0,0.017257039,1100,7,0,0,0,0,NO
0.891623721,37,0,0.564257446,4800,8,0,1,0,1,NO
0.786357071,44,0,0.066129456,11416,7,0,0,0,0,NO
0.339485947,31,0,0.514124842,10300,15,0,2,0,0,NO
0.611393314,51,0,0.401873049,9609,14,0,2,0,0,NO
0.151847413,56,1,0.291383601,14866,15,0,1,0,1,NO
0.00729301,58,0,0.470048177,11000,10,0,1,0,0,NO
0.004538163,82,0,0.002220577,2701,4,0,0,0,1,NO
0.615059839,47,0,2.777496839,790,7,0,0,0,0,NO
0.239984263,33,0,0.553889222,5000,6,0,1,0,1,NO
0.239735812,45,0,0.73225917,5833,9,0,1,0,0,NO
0.087409383,39,0,0.389115063,4666,6,0,2,0,1,NO
0.02374947,59,0,0.090883991,21730,8,0,1,0,0,NO
1.022703603,44,2,0.200471991,8050,6,2,0,2,1,YES
0.007329357,68,0,0.145237897,12000,20,0,1,0,0,NO
0.9999999,46,0,0.001142694,7000,0,0,0,0,3,NO
0,60,0,0.624692034,3652,9,0,2,0,0,NO
0.537109258,56,0,1.065304309,2250,3,0,1,0,0,NO
0.319447649,55,1,0.133364098,2166,6,0,0,0,1,NO
0.073916921,44,0,0.1828594,7595,8,0,1,0,0,NO
0.068063285,52,0,0.226804124,3200,12,0,2,0,0,NO
0.335712013,41,0,0.648859731,3200,3,0,2,0,0,NO
0.504430534,25,0,0.188216476,3750,13,0,0,0,0,NO
0.271030817,49,0,3.214642263,600,12,0,2,0,2,NO
0.159244895,50,0,0.410598234,6000,5,0,1,0,0,NO
0.741639022,55,1,0.652793401,8000,7,0,1,0,0,NO
0.456195677,65,0,0.395201599,3000,6,0,0,0,0,NO
0.004570993,28,0,0.008594983,5700,4,0,0,0,0,NO
0.373342184,48,2,3.45243805,1250,27,0,2,0,2,NO
0.371401036,29,0,0.459297344,3500,8,0,1,0,2,NO
0.966777409,40,2,0.90261115,2833,5,3,1,1,2,YES
0.978733534,32,1,1.110963012,3000,16,0,1,0,0,NO
0.909494725,23,0,0.149140344,2500,8,0,0,0,0,YES
0.016422761,83,0,0.005982292,4178,8,0,0,0,0,NO
0.16536001,71,0,0.349833333,5999,11,0,2,0,0,NO
0,78,0,0.6885414,3900,8,0,1,0,0,NO
0.188387441,56,0,0.078538927,16042,3,0,1,0,3,NO
0.904559865,36,0,0.358805885,7000,15,0,0,0,1,NO
0,24,0,0,3100,1,0,0,0,0,NO
0.024624807,50,0,0.197565025,7227,6,0,1,0,0,NO
0.161527545,77,0,0.073167863,8500,3,0,0,0,1,NO
1143,44,2,0.547761883,6500,13,0,4,0,2,YES
0.279617729,59,2,0.15028584,9095,6,0,1,0,1,NO
0.343657564,58,2,0.316710411,8000,14,0,1,0,0,NO
0.9999999,23,0,0.117033604,862,1,0,0,0,0,NO
0.442308844,43,0,0.063498247,5133,4,0,0,1,1,NO
0.004222228,77,0,0.002671416,1122,5,0,0,0,0,NO
0.11397067,35,0,0.667821846,7790,16,0,7,0,0,NO
0.011946215,54,0,0.003653144,5200,5,0,0,0,0,NO
0.425149701,30,0,0.396354014,3400,5,0,1,0,0,NO
0.08628288,61,0,0.310054326,12700,10,0,3,0,0,NO
0.282711455,63,0,0.393590148,6333,11,0,1,0,0,NO
0.005967586,67,0,0.36909013,7000,24,0,2,0,0,NO
0.047813534,86,0,0.003763643,5313,4,0,0,0,0,NO
0.015679373,73,0,0.182954261,4000,6,0,1,0,0,NO
0.017289927,49,0,0.31778037,6000,13,0,1,0,1,NO
0.077513799,29,0,0.011997715,5250,4,0,0,0,1,NO
0.243902439,29,0,0.248864668,1100,3,0,0,0,0,NO
0.763049917,63,0,0.465546795,5833,10,0,2,0,1,NO
0.159873773,42,0,0.413489736,3750,9,0,1,0,0,NO
0.062146416,90,0,1.41586138,3000,18,0,1,0,0,NO
0.041683931,44,0,0.796093932,4300,10,0,4,0,1,NO
0.013843317,39,0,0.00259948,5000,2,0,0,0,0,NO
0.093598023,62,0,0.226219025,5003,14,0,1,0,0,NO
0.081286569,70,0,0.118515784,10833,14,0,1,0,0,NO
0.314304201,51,0,0.440159954,3500,13,0,0,0,1,NO
0.062716294,69,0,0.03016164,6000,4,0,0,0,0,NO
0.240375962,56,0,0.678018576,1614,3,0,2,0,0,NO
0.9999999,46,0,0.427854938,5183,4,1,1,0,7,YES
0.663133687,41,1,0.266495287,4667,5,1,0,0,0,NO
0.389992844,44,0,0.263589456,25000,16,0,3,0,1,NO
0.283930598,55,0,1.51545916,4333,14,0,2,0,2,NO
0.016845408,64,0,0.04854831,2100,6,0,0,0,0,NO
0.571987146,46,0,0.187713925,5550,9,0,0,0,1,NO
0.584717608,24,0,0.129642134,1480,3,0,0,0,0,NO
0.752445768,55,2,0.305395683,2779,5,2,0,1,0,YES
0.170235836,57,0,0.130234791,25000,5,0,1,0,1,NO
0.971792188,52,0,0.76123817,5071,15,0,1,0,1,NO
0.177730469,34,0,0.156888693,6800,8,0,0,0,0,NO
0,88,0,0,3333,6,0,0,0,0,NO
0.950105123,46,0,0.52499494,4940,5,0,1,0,3,NO
0.121227307,34,0,0.389911384,4400,7,0,1,0,0,NO
0.9999999,48,1,0.26296065,1600,1,0,0,0,0,YES
0.000808265,54,1,0.255594705,10500,19,0,1,0,0,NO
0.162063966,51,0,0.400099994,16000,12,0,2,0,2,NO
0.030960339,51,1,0.255676759,8983,22,0,1,0,0,NO
0.9999999,46,0,47,0,0,0,0,0,3,NO
0.9999999,53,1,0.218541709,4950,3,3,1,0,2,NO
0.702136617,56,0,0.242281682,3400,8,0,1,0,0,NO
0.036812806,60,0,0.257091956,14593,9,0,1,0,3,NO
0.01292519,54,0,0.00235248,5100,9,0,0,0,3,NO
0.127202141,45,0,0.298644545,13500,7,0,2,0,3,NO
0.007363246,75,0,0.002999,3000,5,0,0,0,0,NO
0.463124282,44,1,0.659090909,7083,11,0,1,1,0,NO
0.285528031,27,0,0.208661417,2539,2,0,0,0,0,NO
0.238829674,56,1,0.259947774,16083,25,0,2,1,0,NO
0.659890841,41,0,0.374094099,8692,11,0,2,0,4,NO
0,40,0,0,4450,4,0,0,0,0,NO
0.032570498,48,2,0.358771298,12500,21,0,2,1,0,NO
0.757516147,43,2,0.944422231,2500,9,0,1,0,5,NO
0.000291949,60,0,0.518683579,2916,17,0,1,0,0,NO
0.836666107,71,0,0.073963018,2000,4,0,0,0,0,NO
0.474404095,39,0,0.199954034,4350,10,0,1,0,2,NO
0.050790004,57,0,0.375937344,6000,20,0,2,0,0,NO
0.279609581,79,0,0.225298691,5272,11,0,1,0,0,NO
0.769765421,37,6,1.433628319,3050,8,2,1,1,1,YES
0.343209383,36,0,0.408700228,5700,11,0,1,0,0,NO
0.307692308,25,0,0.010463378,1337,2,0,0,1,0,NO
0.377588854,34,0,0.117312917,4048,5,0,0,0,0,NO
0.611257459,50,0,0.459003653,12866,10,0,4,0,3,NO
0.857044762,62,1,0.365384615,8267,10,0,3,0,0,NO
0.401824962,42,0,0.3843717,10416,7,0,2,0,4,NO
0,51,0,0.073110285,4034,8,0,0,0,2,NO
0.772891132,55,2,0.286726106,12000,6,1,2,0,0,YES
0.132159324,34,0,0.524502525,3366,6,0,2,0,0,NO
0.402664316,51,0,0.088775273,4302,5,0,0,0,0,NO
0.397512092,52,0,0.179539773,15600,16,0,2,0,4,NO
0.011629342,64,0,0.200303976,12500,10,0,1,0,1,NO
0.20223306,70,2,0.657354741,41666,22,0,5,0,1,NO
0.028005705,49,0,0.299329199,7900,16,0,2,0,0,NO
0.042312909,35,0,0.418166509,9500,8,0,2,0,1,NO
0,50,0,1222,1,19,0,1,0,0,NO
0.023248838,36,0,0.088126389,4050,4,0,0,0,0,NO
0.627858098,54,0,0.164475316,4030,6,0,0,0,1,YES
0.030802321,51,0,0.751294548,6565,11,0,2,0,0,NO
0.294370925,30,0,0.420086554,6700,10,0,1,0,1,NO
0.207916833,48,0,0.180242067,3056,15,0,0,0,1,NO
0.013609221,73,1,0.340329835,2000,6,0,1,0,0,NO
0.398310697,65,0,0.4334509,5386,16,0,0,0,0,NO
1.016598893,63,0,0.071896203,8400,3,1,0,0,0,NO
0.118811275,57,0,0.117432215,16153,8,0,1,0,1,NO
0.718693752,54,1,0.626305265,4500,11,0,1,1,0,YES
0.06400657,55,0,0.479244421,13128,8,0,3,0,0,NO
0.081280535,63,1,0.441252117,15940,22,0,5,0,1,NO
0.9999999,27,0,0.077780358,4306,1,0,0,0,0,NO
0.319693442,67,1,0.494706249,4816,16,0,1,0,0,NO
0.159561348,48,0,0.040845473,3500,2,0,0,0,0,NO
0.58896167,51,0,1.424581006,2147,11,0,2,0,1,NO
0.503660421,51,0,0.346370889,15416,22,0,3,0,2,NO
0.025362648,29,0,0.191161768,5000,13,0,0,0,0,NO
0.005643425,68,0,0.718816068,3783,4,0,1,0,0,NO
0.295125487,33,0,0.426305809,5800,14,0,2,0,0,NO
0.138347164,52,0,0.274721224,10850,3,0,1,0,1,NO
0.671517276,37,0,0.387526779,4200,12,0,0,0,0,NO
0.085363988,42,0,0.653923068,8500,7,0,1,0,0,NO
0.086850877,62,0,0.435741646,7570,22,0,1,0,0,NO
0.808042698,52,0,0.561887622,5000,9,0,1,0,3,NO
0.191958515,45,0,0.318833764,8505,4,0,1,0,1,NO
0.143608005,54,0,0.336011427,5600,15,0,1,0,2,NO
0.930232558,74,2,0.32247662,3100,6,0,0,0,0,YES
0.868279607,63,0,0.310741037,13750,19,0,1,0,0,NO
0.792013418,51,0,0.180496039,7700,7,1,0,0,2,NO
0.287522654,39,2,0.634727545,6000,19,0,1,0,2,NO
0.23459476,54,0,0.278879813,4284,8,0,1,0,1,NO
0.441839763,42,0,0.255421274,11666,7,0,2,0,2,NO
0.003577191,60,0,0.48955495,1100,11,0,1,0,0,NO
0.31361716,41,1,0.501231706,6900,13,0,2,0,2,NO
0,43,0,0.333133373,5000,9,0,2,0,0,NO
0.128049492,46,1,0.519285488,6325,12,0,3,0,4,NO
0.020545155,51,0,0.074226451,11666,7,0,0,0,0,NO
0.012767644,73,1,0.221833227,6283,19,0,1,0,0,NO
0.01699306,73,0,0.269474638,4415,13,0,2,0,0,NO
0.459293814,53,0,0.637213763,8340,11,0,2,0,2,NO
0.000918349,62,0,0.001690005,4141,5,0,0,0,0,NO
0.00441198,58,0,0.19144132,18600,5,0,2,0,0,NO
0.108532462,52,3,0.338559418,4400,13,1,1,0,1,YES
0.228493987,56,0,0.306564342,7296,9,0,2,0,0,NO
0.016777713,66,1,0.326134773,5000,13,0,3,0,0,NO
0.147292635,40,0,0.067548418,6350,2,0,1,0,2,NO
0.077708073,74,0,0.16712694,10500,14,0,1,0,0,NO
0.00189109,51,0,0.445646574,3881,10,0,1,0,3,NO
0.247964787,59,0,0.324075103,9000,4,0,2,0,0,NO
0.070111885,56,0,0.220878049,10249,6,0,2,0,0,NO
0,66,0,0.171582842,10000,5,0,1,0,0,NO
0.516420752,40,4,0.016135705,2416,7,1,0,0,2,NO
0.03284384,57,0,0.247532417,10333,25,0,2,0,0,NO
0.072889584,57,0,0.097390494,8583,6,0,1,0,0,NO
0.714972501,41,0,0.420310806,8300,6,0,2,0,0,NO
0.933275834,48,0,0.827038942,6804,10,0,1,1,1,NO
0.9999999,35,3,0.353441093,6000,5,2,0,1,1,YES
0.070822483,31,0,0.085240726,3800,10,0,0,0,0,NO
0.05778174,54,0,0.505247376,2000,9,0,1,0,0,NO
0.020957257,63,0,0.405168436,4333,11,0,2,0,0,NO
0.058047098,47,0,0.066564358,10425,3,0,0,0,3,NO
0.18197221,60,0,0.407635245,16580,23,0,3,0,2,NO
0.9999999,36,0,0.486570893,1600,3,0,2,0,3,NO
0.576351207,65,0,0.301519757,6579,9,0,1,0,1,NO
0.078958502,39,0,0.38380135,12000,11,0,1,0,6,NO
0.229616088,49,1,0.43115721,4916,26,0,1,0,1,NO
