age,workcla,fnlwgt,education,education_num,relationship,race,sex,hours_per_week,native_country,class
35<x<53, Private,21174<x<274186, Assoc-acdm,8<x<12, Not-in-family, White, Female,50<x<74, United-States,LOW
x>71, Private,21174<x<274186, HS-grad,8<x<12, Not-in-family, Black, Male,25<x<50, United-States,LOW
35<x<53, Private,21174<x<274186, HS-grad,8<x<12, Not-in-family, White, Male,25<x<50, United-States,LOW
35<x<53, Private,21174<x<274186, Assoc-voc,8<x<12, Not-in-family, White, Female,25<x<50, United-States,LOW
17<x<35, Private,21174<x<274186, Bachelors,x>12, Unmarried, Black, Female,25<x<50, United-States,LOW
35<x<53, Private,21174<x<274186, HS-grad,8<x<12, Wife, White, Female,25<x<50, United-States,LOW
35<x<53, Private,21174<x<274186, 5th-6th,1<x<4, Husband, White, Male,25<x<50, Mexico,LOW
17<x<35, Local-gov,21174<x<274186, Bachelors,x>12, Own-child, White, Female,50<x<74, United-States,LOW
x<17, Private,21174<x<274186, 11th,4<x<8, Own-child, White, Female,1<x<25, United-States,LOW
35<x<53, Self-emp-inc,21174<x<274186, Bachelors,x>12, Not-in-family, White, Female,50<x<74, United-States,LOW
35<x<53, Private,274186<x<527198, HS-grad,8<x<12, Husband, Black, Male,25<x<50, United-States,LOW
17<x<35, Federal-gov,21174<x<274186, HS-grad,8<x<12, Own-child, White, Male,25<x<50, United-States,LOW
35<x<53, Self-emp-inc,21174<x<274186, Some-college,8<x<12, Husband, White, Male,25<x<50, United-States,HIGH
17<x<35, Private,21174<x<274186, Some-college,8<x<12, Not-in-family, White, Female,25<x<50, United-States,LOW
17<x<35, Private,21174<x<274186, Assoc-voc,8<x<12, Not-in-family, White, Male,25<x<50, United-States,LOW
17<x<35, Private,21174<x<274186, HS-grad,8<x<12, Not-in-family, White, Female,25<x<50, United-States,LOW
35<x<53, Private,21174<x<274186, 11th,4<x<8, Husband, White, Male,25<x<50, United-States,LOW
17<x<35, State-gov,274186<x<527198, Bachelors,x>12, Not-in-family, White, Female,1<x<25, United-States,LOW
17<x<35, Private,21174<x<274186, Some-college,8<x<12, Husband, White, Male,25<x<50, Germany,LOW
53<x<71, Self-emp-not-inc,274186<x<527198, HS-grad,8<x<12, Husband, White, Male,25<x<50, United-States,LOW
17<x<35, State-gov,21174<x<274186, HS-grad,8<x<12, Husband, White, Male,25<x<50, United-States,LOW
53<x<71, Local-gov,21174<x<274186, Bachelors,x>12, Husband, White, Male,25<x<50, United-States,HIGH
35<x<53, Private,21174<x<274186, Some-college,8<x<12, Not-in-family, White, Male,25<x<50, United-States,LOW
17<x<35, Private,21174<x<274186, HS-grad,8<x<12, Not-in-family, White, Male,25<x<50, United-States,LOW
35<x<53, Private,21174<x<274186, HS-grad,8<x<12, Husband, White, Male,25<x<50, United-States,HIGH
53<x<71, Local-gov,21174<x<274186, 7th-8th,1<x<4, Husband, White, Male,50<x<74, United-States,LOW
17<x<35, Private,274186<x<527198, 9th,4<x<8, Other-relative, White, Male,25<x<50, Mexico,LOW
17<x<35, Private,21174<x<274186, Bachelors,x>12, Husband, White, Male,25<x<50, United-States,HIGH
17<x<35, Private,21174<x<274186, Some-college,8<x<12, Unmarried, White, Male,25<x<50, United-States,LOW
17<x<35, Private,21174<x<274186, HS-grad,8<x<12, Unmarried, Black, Female,25<x<50, United-States,LOW
35<x<53, Private,21174<x<274186, Some-college,8<x<12, Husband, White, Male,25<x<50, United-States,LOW
35<x<53, State-gov,21174<x<274186, Some-college,8<x<12, Not-in-family, White, Female,25<x<50, United-States,LOW
x<17, Self-emp-not-inc,274186<x<527198, 11th,4<x<8, Own-child, White, Male,1<x<25, United-States,LOW
35<x<53, Private,274186<x<527198, HS-grad,8<x<12, Own-child, Black, Female,25<x<50, United-States,LOW
x<17, Private,21174<x<274186, 10th,4<x<8, Own-child, White, Male,1<x<25, United-States,LOW
17<x<35, Private,21174<x<274186, 10th,4<x<8, Not-in-family, White, Male,25<x<50, United-States,LOW
53<x<71, Private,21174<x<274186, 11th,4<x<8, Husband, White, Male,25<x<50, United-States,LOW
35<x<53, Private,21174<x<274186, 11th,4<x<8, Husband, White, Male,25<x<50, United-States,HIGH
x<17, Private,274186<x<527198, 12th,4<x<8, Own-child, White, Male,1<x<25, United-States,LOW
35<x<53, Self-emp-inc,21174<x<274186, Bachelors,x>12, Husband, White, Male,25<x<50, United-States,LOW
35<x<53, Private,21174<x<274186, Some-college,8<x<12, Unmarried, White, Female,25<x<50, United-States,LOW
35<x<53, Local-gov,21174<x<274186, Preschool,x<1, Husband, White, Male,25<x<50, United-States,LOW
17<x<35, Self-emp-not-inc,21174<x<274186, Bachelors,x>12, Husband, White, Male,50<x<74, United-States,HIGH
53<x<71, State-gov,21174<x<274186, Doctorate,x>12, Husband, White, Male,x<1, United-States,HIGH
17<x<35, Private,21174<x<274186, Assoc-acdm,8<x<12, Not-in-family, White, Female,50<x<74, United-States,LOW
17<x<35, Private,21174<x<274186, Bachelors,x>12, Husband, White, Male,25<x<50, United-States,HIGH
53<x<71, Private,21174<x<274186, Bachelors,x>12, Husband, White, Male,25<x<50, United-States,HIGH
35<x<53, Private,21174<x<274186, Some-college,8<x<12, Husband, White, Male,25<x<50, United-States,HIGH
17<x<35, Private,21174<x<274186, HS-grad,8<x<12, Not-in-family, White, Male,25<x<50, United-States,LOW
17<x<35, Local-gov,274186<x<527198, 10th,4<x<8, Not-in-family, White, Male,25<x<50, United-States,LOW
35<x<53, Private,274186<x<527198, HS-grad,8<x<12, Unmarried, White, Female,25<x<50, United-States,LOW
53<x<71, Private,21174<x<274186, HS-grad,8<x<12, Not-in-family, White, Male,25<x<50, United-States,LOW
35<x<53, Private,21174<x<274186, Masters,x>12, Not-in-family, White, Male,25<x<50, United-States,HIGH
35<x<53, State-gov,21174<x<274186, HS-grad,8<x<12, Wife, White, Female,25<x<50, United-States,HIGH
17<x<35, Private,274186<x<527198, 10th,4<x<8, Unmarried, White, Female,25<x<50, United-States,LOW
35<x<53, State-gov,21174<x<274186, HS-grad,8<x<12, Husband, White, Male,25<x<50, United-States,HIGH
17<x<35, Private,21174<x<274186, HS-grad,8<x<12, Own-child, White, Male,25<x<50, Mexico,LOW
35<x<53, Private,21174<x<274186, HS-grad,8<x<12, Husband, White, Male,25<x<50, United-States,LOW
17<x<35, Private,21174<x<274186, Assoc-voc,8<x<12, Wife, White, Female,25<x<50, United-States,LOW
17<x<35, State-gov,21174<x<274186, Assoc-acdm,8<x<12, Husband, White, Male,25<x<50, United-States,LOW
53<x<71, Private,21174<x<274186, HS-grad,8<x<12, Husband, White, Male,1<x<25, United-States,LOW
17<x<35, Private,21174<x<274186, Bachelors,x>12, Not-in-family, Black, Female,25<x<50, United-States,LOW
35<x<53, Self-emp-not-inc,21174<x<274186, Bachelors,x>12, Not-in-family, White, Female,25<x<50, United-States,LOW
x<17, Private,21174<x<274186, 12th,4<x<8, Own-child, White, Male,1<x<25, United-States,LOW
17<x<35, Private,21174<x<274186, HS-grad,8<x<12, Not-in-family, White, Female,25<x<50, United-States,LOW
17<x<35, Private,21174<x<274186, HS-grad,8<x<12, Unmarried, White, Female,1<x<25, United-States,LOW
17<x<35, Private,21174<x<274186, Some-college,8<x<12, Own-child, White, Male,25<x<50, United-States,LOW
17<x<35, Private,21174<x<274186, Assoc-acdm,8<x<12, Not-in-family, White, Male,25<x<50, United-States,LOW
35<x<53, Local-gov,527198<x<780210, HS-grad,8<x<12, Unmarried, Black, Female,25<x<50, United-States,LOW
17<x<35, Private,21174<x<274186, Prof-school,x>12, Husband, White, Male,x>74, United-States,HIGH
x>71, Private,21174<x<274186, 11th,4<x<8, Unmarried, White, Female,25<x<50, United-States,LOW
53<x<71, Self-emp-inc,21174<x<274186, HS-grad,8<x<12, Husband, Asian-Pac-Islander, Male,25<x<50, United-States,HIGH
35<x<53, State-gov,274186<x<527198, Bachelors,x>12, Husband, White, Male,25<x<50, United-States,HIGH
35<x<53, Private,274186<x<527198, Bachelors,x>12, Own-child, White, Male,25<x<50, United-States,LOW
17<x<35, Private,21174<x<274186, HS-grad,8<x<12, Husband, White, Male,25<x<50, United-States,HIGH
35<x<53, Self-emp-inc,21174<x<274186, HS-grad,8<x<12, Husband, White, Male,25<x<50, United-States,HIGH
35<x<53, Private,21174<x<274186, Bachelors,x>12, Husband, White, Male,25<x<50, United-States,LOW
17<x<35, Private,274186<x<527198, HS-grad,8<x<12, Own-child, Black, Male,25<x<50, United-States,LOW
17<x<35, Private,21174<x<274186, Some-college,8<x<12, Own-child, Black, Female,1<x<25, United-States,LOW
35<x<53, Self-emp-not-inc,21174<x<274186, HS-grad,8<x<12, Wife, White, Female,25<x<50, United-States,HIGH
35<x<53, Private,21174<x<274186, Some-college,8<x<12, Husband, White, Male,25<x<50, United-States,LOW
53<x<71, Local-gov,21174<x<274186, HS-grad,8<x<12, Husband, White, Male,25<x<50, United-States,LOW
17<x<35, Private,21174<x<274186, Some-college,8<x<12, Wife, Other, Female,25<x<50, United-States,LOW
17<x<35, Private,21174<x<274186, 11th,4<x<8, Own-child, White, Female,1<x<25, United-States,LOW
35<x<53, Local-gov,274186<x<527198, Masters,x>12, Husband, White, Male,25<x<50, United-States,LOW
35<x<53, Private,21174<x<274186, HS-grad,8<x<12, Not-in-family, White, Male,x>74, United-States,LOW
x<17, Private,21174<x<274186, 9th,4<x<8, Not-in-family, White, Male,1<x<25, United-States,LOW
17<x<35, Private,21174<x<274186, HS-grad,8<x<12, Not-in-family, White, Male,25<x<50, United-States,LOW
17<x<35, Private,21174<x<274186, HS-grad,8<x<12, Own-child, White, Female,25<x<50, United-States,LOW
35<x<53, Private,21174<x<274186, HS-grad,8<x<12, Not-in-family, White, Female,25<x<50, United-States,LOW
35<x<53, Self-emp-not-inc,21174<x<274186, Prof-school,x>12, Husband, White, Male,25<x<50, United-States,HIGH
35<x<53, Private,21174<x<274186, Masters,x>12, Not-in-family, White, Female,25<x<50, United-States,HIGH
35<x<53, Private,21174<x<274186, HS-grad,8<x<12, Husband, White, Male,25<x<50, United-States,HIGH
53<x<71, Self-emp-not-inc,21174<x<274186, HS-grad,8<x<12, Not-in-family, White, Male,25<x<50, United-States,LOW
17<x<35, Private,21174<x<274186, Assoc-voc,8<x<12, Wife, White, Female,25<x<50, United-States,HIGH
53<x<71, Local-gov,21174<x<274186, Some-college,8<x<12, Husband, White, Male,25<x<50, United-States,LOW
35<x<53, Private,21174<x<274186, Some-college,8<x<12, Husband, White, Male,25<x<50, United-States,HIGH
35<x<53, Self-emp-not-inc,21174<x<274186, Bachelors,x>12, Not-in-family, White, Female,25<x<50, United-States,LOW
17<x<35, Local-gov,21174<x<274186, HS-grad,8<x<12, Not-in-family, White, Female,25<x<50, United-States,LOW
35<x<53, Private,21174<x<274186, Some-college,8<x<12, Husband, White, Male,25<x<50, United-States,LOW
17<x<35, Private,274186<x<527198, HS-grad,8<x<12, Own-child, White, Male,25<x<50, United-States,LOW
17<x<35, Federal-gov,21174<x<274186, Some-college,8<x<12, Own-child, White, Male,25<x<50, United-States,LOW
35<x<53, Self-emp-inc,21174<x<274186, Masters,x>12, Husband, White, Male,25<x<50, United-States,LOW
35<x<53, Self-emp-inc,21174<x<274186, Bachelors,x>12, Husband, White, Male,50<x<74, United-States,LOW
17<x<35, Private,21174<x<274186, Assoc-voc,8<x<12, Not-in-family, White, Female,25<x<50, United-States,LOW
35<x<53, Private,21174<x<274186, Bachelors,x>12, Husband, White, Male,25<x<50, United-States,HIGH
17<x<35, Private,21174<x<274186, Some-college,8<x<12, Husband, White, Male,25<x<50, United-States,LOW
17<x<35, State-gov,274186<x<527198, Some-college,8<x<12, Husband, Black, Male,1<x<25, United-States,LOW
53<x<71, Private,21174<x<274186, Some-college,8<x<12, Husband, White, Male,25<x<50, United-States,LOW
17<x<35, Private,21174<x<274186, HS-grad,8<x<12, Unmarried, White, Male,50<x<74, United-States,LOW
35<x<53, Private,21174<x<274186, Some-college,8<x<12, Unmarried, White, Female,25<x<50, United-States,LOW
17<x<35, Self-emp-not-inc,21174<x<274186, Some-college,8<x<12, Own-child, White, Male,1<x<25, United-States,LOW
35<x<53, Private,21174<x<274186, Some-college,8<x<12, Husband, White, Male,25<x<50, United-States,HIGH
17<x<35, Private,527198<x<780210, HS-grad,8<x<12, Wife, White, Female,1<x<25, United-States,LOW
17<x<35, Private,21174<x<274186, Assoc-acdm,8<x<12, Husband, White, Male,25<x<50, United-States,HIGH
35<x<53, Self-emp-not-inc,21174<x<274186, Some-college,8<x<12, Not-in-family, White, Male,25<x<50, United-States,LOW
17<x<35, Local-gov,274186<x<527198, HS-grad,8<x<12, Not-in-family, Black, Male,50<x<74, United-States,LOW
17<x<35, Private,21174<x<274186, Bachelors,x>12, Other-relative, White, Male,25<x<50, Philippines,HIGH
35<x<53, Local-gov,21174<x<274186, Masters,x>12, Not-in-family, White, Male,25<x<50, United-States,LOW
17<x<35, Private,274186<x<527198, HS-grad,8<x<12, Not-in-family, White, Male,25<x<50, United-States,LOW
35<x<53, Self-emp-not-inc,21174<x<274186, HS-grad,8<x<12, Own-child, White, Male,1<x<25, United-States,LOW
53<x<71, Private,21174<x<274186, HS-grad,8<x<12, Husband, Asian-Pac-Islander, Male,25<x<50, United-States,LOW
17<x<35, Private,21174<x<274186, Bachelors,x>12, Husband, White, Male,25<x<50, United-States,HIGH
35<x<53, Private,21174<x<274186, Some-college,8<x<12, Not-in-family, White, Female,25<x<50, United-States,LOW
53<x<71, Self-emp-not-inc,21174<x<274186, HS-grad,8<x<12, Husband, White, Male,50<x<74, United-States,LOW
17<x<35, Private,21174<x<274186, Some-college,8<x<12, Own-child, Black, Male,25<x<50, United-States,LOW
35<x<53, Private,21174<x<274186, Prof-school,x>12, Wife, White, Female,50<x<74, Honduras,HIGH
17<x<35, Private,21174<x<274186, Bachelors,x>12, Own-child, White, Female,25<x<50, United-States,LOW
53<x<71, Private,274186<x<527198, HS-grad,8<x<12, Husband, White, Male,25<x<50, Mexico,LOW
17<x<35, Private,21174<x<274186, HS-grad,8<x<12, Other-relative, White, Male,25<x<50, United-States,LOW
17<x<35, State-gov,21174<x<274186, HS-grad,8<x<12, Unmarried, White, Female,25<x<50, United-States,LOW
35<x<53, Federal-gov,21174<x<274186, Bachelors,x>12, Not-in-family, White, Male,50<x<74, United-States,HIGH
17<x<35, Local-gov,21174<x<274186, Assoc-acdm,8<x<12, Not-in-family, White, Male,50<x<74, United-States,LOW
17<x<35, Private,21174<x<274186, HS-grad,8<x<12, Other-relative, White, Female,25<x<50, United-States,LOW
53<x<71, Private,21174<x<274186, 11th,4<x<8, Not-in-family, White, Female,25<x<50, United-States,LOW
35<x<53, Self-emp-not-inc,21174<x<274186, Assoc-acdm,8<x<12, Unmarried, White, Female,25<x<50, United-States,LOW
17<x<35, Private,274186<x<527198, 9th,4<x<8, Husband, White, Male,25<x<50, United-States,LOW
35<x<53, Private,21174<x<274186, 1st-4th,1<x<4, Husband, White, Male,25<x<50, Mexico,LOW
53<x<71, Federal-gov,274186<x<527198, Masters,x>12, Husband, White, Male,25<x<50, United-States,HIGH
17<x<35, Private,21174<x<274186, Some-college,8<x<12, Own-child, White, Male,25<x<50, United-States,LOW
53<x<71, Self-emp-not-inc,21174<x<274186, HS-grad,8<x<12, Husband, White, Male,25<x<50, United-States,LOW
35<x<53, Private,21174<x<274186, Some-college,8<x<12, Not-in-family, Black, Female,25<x<50, United-States,LOW
35<x<53, Private,21174<x<274186, HS-grad,8<x<12, Husband, White, Male,25<x<50, United-States,LOW
35<x<53, Private,21174<x<274186, HS-grad,8<x<12, Not-in-family, White, Female,25<x<50, United-States,LOW
35<x<53, Private,21174<x<274186, Assoc-voc,8<x<12, Husband, White, Male,25<x<50, United-States,HIGH
17<x<35, Private,21174<x<274186, 5th-6th,1<x<4, Other-relative, White, Male,25<x<50, Mexico,LOW
17<x<35, Private,21174<x<274186, Masters,x>12, Wife, White, Female,25<x<50, United-States,LOW
17<x<35, State-gov,274186<x<527198, Some-college,8<x<12, Own-child, Black, Female,25<x<50, United-States,LOW
35<x<53, Self-emp-not-inc,274186<x<527198, 10th,4<x<8, Husband, White, Male,50<x<74, United-States,LOW
35<x<53, Private,21174<x<274186, HS-grad,8<x<12, Husband, White, Male,25<x<50, United-States,HIGH
17<x<35, Private,21174<x<274186, Some-college,8<x<12, Husband, White, Male,25<x<50, United-States,LOW
35<x<53, Private,274186<x<527198, HS-grad,8<x<12, Own-child, White, Female,25<x<50, United-States,LOW
17<x<35, Self-emp-inc,21174<x<274186, Bachelors,x>12, Not-in-family, White, Female,25<x<50, United-States,LOW
35<x<53, Private,274186<x<527198, Some-college,8<x<12, Not-in-family, White, Male,25<x<50, United-States,LOW
17<x<35, Private,21174<x<274186, 12th,4<x<8, Not-in-family, White, Male,25<x<50, United-States,HIGH
17<x<35, Private,21174<x<274186, Some-college,8<x<12, Not-in-family, Amer-Indian-Eskimo, Female,25<x<50, United-States,LOW
35<x<53, Local-gov,274186<x<527198, 11th,4<x<8, Husband, White, Male,25<x<50, United-States,LOW
17<x<35, Private,21174<x<274186, Some-college,8<x<12, Own-child, White, Male,1<x<25, United-States,LOW
17<x<35, Private,21174<x<274186, Masters,x>12, Not-in-family, White, Female,25<x<50, United-States,LOW
35<x<53, Local-gov,274186<x<527198, HS-grad,8<x<12, Not-in-family, Black, Male,25<x<50, United-States,LOW
17<x<35, Private,21174<x<274186, 11th,4<x<8, Husband, White, Male,25<x<50, Mexico,LOW
35<x<53, Private,21174<x<274186, Some-college,8<x<12, Husband, White, Male,25<x<50, United-States,LOW
53<x<71, Private,21174<x<274186, HS-grad,8<x<12, Husband, White, Male,25<x<50, Yugoslavia,LOW
17<x<35, Local-gov,21174<x<274186, Bachelors,x>12, Own-child, White, Male,25<x<50, United-States,LOW
17<x<35, Private,21174<x<274186, Some-college,8<x<12, Unmarried, White, Male,25<x<50, United-States,LOW
17<x<35, Private,21174<x<274186, HS-grad,8<x<12, Unmarried, White, Female,25<x<50, United-States,LOW
17<x<35, Private,21174<x<274186, HS-grad,8<x<12, Not-in-family, White, Female,25<x<50, United-States,LOW
35<x<53, Private,21174<x<274186, Doctorate,x>12, Husband, White, Male,25<x<50, United-States,HIGH
35<x<53, Private,274186<x<527198, Doctorate,x>12, Unmarried, White, Female,50<x<74, United-States,HIGH
17<x<35, Private,21174<x<274186, Some-college,8<x<12, Own-child, White, Male,1<x<25, United-States,LOW
35<x<53, Private,21174<x<274186, Some-college,8<x<12, Husband, White, Male,50<x<74, United-States,HIGH
17<x<35, Private,21174<x<274186, Some-college,8<x<12, Not-in-family, White, Male,25<x<50, United-States,LOW
35<x<53, Private,21174<x<274186, Masters,x>12, Not-in-family, White, Male,25<x<50, Dominican-Republic,LOW
35<x<53, Private,527198<x<780210, HS-grad,8<x<12, Unmarried, White, Female,1<x<25, United-States,LOW
35<x<53, Self-emp-not-inc,274186<x<527198, HS-grad,8<x<12, Husband, White, Male,25<x<50, United-States,LOW
17<x<35, Private,21174<x<274186, HS-grad,8<x<12, Unmarried, Black, Female,1<x<25, United-States,LOW
17<x<35, Private,21174<x<274186, Some-college,8<x<12, Own-child, White, Male,25<x<50, United-States,LOW
17<x<35, Private,21174<x<274186, HS-grad,8<x<12, Husband, White, Male,25<x<50, United-States,LOW
35<x<53, Private,21174<x<274186, Assoc-voc,8<x<12, Unmarried, White, Male,25<x<50, United-States,LOW
35<x<53, State-gov,274186<x<527198, Doctorate,x>12, Own-child, White, Male,25<x<50, United-States,HIGH
35<x<53, Local-gov,21174<x<274186, Some-college,8<x<12, Husband, White, Male,25<x<50, United-States,HIGH
17<x<35, State-gov,21174<x<274186, Assoc-acdm,8<x<12, Own-child, White, Male,1<x<25, United-States,LOW
35<x<53, Private,21174<x<274186, Assoc-acdm,8<x<12, Not-in-family, Black, Female,25<x<50, United-States,LOW
17<x<35, Private,274186<x<527198, Some-college,8<x<12, Not-in-family, White, Male,25<x<50, United-States,LOW
35<x<53, Self-emp-inc,21174<x<274186, Doctorate,x>12, Husband, White, Male,50<x<74, United-States,HIGH
35<x<53, Private,21174<x<274186, HS-grad,8<x<12, Unmarried, White, Male,25<x<50, United-States,LOW
17<x<35, Private,21174<x<274186, Some-college,8<x<12, Not-in-family, Asian-Pac-Islander, Female,1<x<25, United-States,LOW
17<x<35, Private,21174<x<274186, HS-grad,8<x<12, Unmarried, White, Female,1<x<25, United-States,LOW
35<x<53, Private,21174<x<274186, Some-college,8<x<12, Not-in-family, White, Female,25<x<50, United-States,LOW
x<17, Private,21174<x<274186, 11th,4<x<8, Own-child, White, Male,1<x<25, United-States,LOW
17<x<35, Self-emp-not-inc,21174<x<274186, Some-college,8<x<12, Husband, White, Male,25<x<50, United-States,LOW
35<x<53, Private,21174<x<274186, Assoc-voc,8<x<12, Not-in-family, White, Male,25<x<50, United-States,LOW
17<x<35, Private,21174<x<274186, Bachelors,x>12, Own-child, White, Male,1<x<25, United-States,LOW
35<x<53, Self-emp-not-inc,21174<x<274186, Some-college,8<x<12, Husband, White, Male,50<x<74, United-States,LOW
17<x<35, Federal-gov,21174<x<274186, HS-grad,8<x<12, Own-child, Black, Male,25<x<50, United-States,LOW
17<x<35, Private,21174<x<274186, HS-grad,8<x<12, Not-in-family, White, Female,25<x<50, United-States,LOW
17<x<35, Private,21174<x<274186, HS-grad,8<x<12, Own-child, White, Male,25<x<50, United-States,LOW
17<x<35, Private,21174<x<274186, Bachelors,x>12, Unmarried, White, Female,25<x<50, Cuba,LOW
17<x<35, Private,21174<x<274186, Some-college,8<x<12, Husband, White, Male,25<x<50, United-States,LOW
35<x<53, Private,21174<x<274186, Some-college,8<x<12, Unmarried, White, Female,25<x<50, Mexico,LOW
35<x<53, Self-emp-not-inc,274186<x<527198, Assoc-acdm,8<x<12, Not-in-family, White, Male,25<x<50, United-States,LOW
53<x<71, Private,21174<x<274186, HS-grad,8<x<12, Husband, White, Male,25<x<50, United-States,HIGH
35<x<53, Self-emp-not-inc,21174<x<274186, Bachelors,x>12, Husband, White, Male,25<x<50, Canada,HIGH
35<x<53, Self-emp-not-inc,21174<x<274186, Bachelors,x>12, Not-in-family, White, Male,25<x<50, United-States,LOW
35<x<53, Federal-gov,21174<x<274186, Some-college,8<x<12, Not-in-family, White, Male,25<x<50, United-States,LOW
17<x<35, Private,21174<x<274186, Some-college,8<x<12, Own-child, White, Male,25<x<50, United-States,LOW
17<x<35, Private,21174<x<274186, HS-grad,8<x<12, Husband, White, Male,25<x<50, United-States,HIGH
35<x<53, Private,21174<x<274186, HS-grad,8<x<12, Husband, White, Male,25<x<50, United-States,LOW
17<x<35, Private,21174<x<274186, Assoc-voc,8<x<12, Wife, Asian-Pac-Islander, Female,25<x<50, India,LOW
17<x<35, Private,274186<x<527198, Some-college,8<x<12, Husband, White, Male,25<x<50, United-States,LOW
35<x<53, Private,21174<x<274186, Assoc-voc,8<x<12, Husband, White, Male,25<x<50, United-States,HIGH
17<x<35, Local-gov,21174<x<274186, HS-grad,8<x<12, Not-in-family, White, Female,25<x<50, United-States,LOW
35<x<53, Private,274186<x<527198, Bachelors,x>12, Wife, White, Female,25<x<50, United-States,HIGH
17<x<35, Private,21174<x<274186, Bachelors,x>12, Husband, White, Male,25<x<50, United-States,LOW
35<x<53, Private,21174<x<274186, 7th-8th,1<x<4, Not-in-family, White, Male,25<x<50, United-States,LOW
17<x<35, Private,274186<x<527198, HS-grad,8<x<12, Not-in-family, White, Female,25<x<50, United-States,LOW
35<x<53, Private,21174<x<274186, Assoc-voc,8<x<12, Husband, Asian-Pac-Islander, Male,25<x<50, United-States,HIGH
17<x<35, Private,21174<x<274186, Bachelors,x>12, Own-child, Black, Male,25<x<50, Germany,LOW
35<x<53, Private,21174<x<274186, HS-grad,8<x<12, Own-child, White, Male,50<x<74, United-States,LOW
35<x<53, Private,21174<x<274186, HS-grad,8<x<12, Husband, White, Male,25<x<50, United-States,HIGH
35<x<53, Private,21174<x<274186, Bachelors,x>12, Husband, White, Male,25<x<50, Iran,HIGH
35<x<53, Private,21174<x<274186, 11th,4<x<8, Unmarried, White, Male,25<x<50, Puerto-Rico,LOW
35<x<53, Private,274186<x<527198, Some-college,8<x<12, Husband, Black, Male,25<x<50, United-States,LOW
35<x<53, Self-emp-not-inc,21174<x<274186, HS-grad,8<x<12, Husband, White, Male,50<x<74, United-States,LOW
17<x<35, Private,21174<x<274186, Some-college,8<x<12, Husband, White, Male,25<x<50, United-States,LOW
17<x<35, Local-gov,21174<x<274186, 7th-8th,1<x<4, Husband, White, Male,25<x<50, United-States,LOW
17<x<35, Private,21174<x<274186, HS-grad,8<x<12, Not-in-family, White, Male,25<x<50, United-States,LOW
35<x<53, Private,21174<x<274186, Some-college,8<x<12, Wife, White, Female,25<x<50, United-States,HIGH
17<x<35, Private,21174<x<274186, HS-grad,8<x<12, Husband, White, Male,25<x<50, United-States,LOW
17<x<35, Private,274186<x<527198, Bachelors,x>12, Not-in-family, White, Male,25<x<50, United-States,LOW
17<x<35, Private,21174<x<274186, Bachelors,x>12, Not-in-family, White, Male,25<x<50, United-States,LOW
35<x<53, Private,21174<x<274186, Bachelors,x>12, Husband, White, Male,25<x<50, United-States,HIGH
